"aar","fylke_nr","innvkat_3","vreg_3","enhet","tabellvariabel","tabell_navn","bydel_nr","kommune_nr","naringsregion_nr"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1567","NULL"
"2013","NULL","alle","alle","personer","14","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","alle","alle","prosent","2","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","10","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.5","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1571","NULL"
"2013","NULL","alle","alle","personer","23","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","alle","alle","prosent","2.3","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","19","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.2","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","innvandrere","1","personer","4","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","innvandrere","1","prosent","4","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","innvandrere","2","personer","0","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","innvandrere","2","prosent","0","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","innvandrere","alle","personer","4","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","innvandrere","alle","prosent","3.6","arbledige_innvkat_land","NULL","1573","NULL"
"2013","NULL","alle","alle","personer","19","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","alle","alle","prosent","1.2","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","15","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","innvandrere","1","personer","2","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","innvandrere","1","prosent","1.4","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","innvandrere","2","personer","2","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","innvandrere","2","prosent","5","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","innvandrere","alle","personer","4","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","innvandrere","alle","prosent","2.2","arbledige_innvkat_land","NULL","1576","NULL"
"2013","NULL","alle","alle","personer","2567","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","alle","alle","prosent","2.6","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","1702","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","innvandrere","1","personer","275","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","innvandrere","1","prosent","4.6","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","innvandrere","2","personer","590","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","innvandrere","2","prosent","9.6","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","innvandrere","alle","personer","865","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","innvandrere","alle","prosent","7.1","arbledige_innvkat_land","NULL","1601","NULL"
"2013","NULL","alle","alle","personer","42","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","alle","alle","prosent","2.1","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","33","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.8","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","innvandrere","1","personer","1","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","innvandrere","1","prosent","1.9","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","innvandrere","2","personer","8","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","innvandrere","2","prosent","13.6","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","innvandrere","alle","personer","9","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","innvandrere","alle","prosent","8.1","arbledige_innvkat_land","NULL","1612","NULL"
"2013","NULL","alle","alle","personer","6","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","alle","alle","prosent","1.4","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","5","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.2","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1613","NULL"
"2013","NULL","alle","alle","personer","62","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","alle","alle","prosent","2.9","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","29","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.8","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","innvandrere","1","personer","21","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","innvandrere","1","prosent","4.8","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","innvandrere","2","personer","12","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","innvandrere","2","prosent","12.8","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","innvandrere","alle","personer","33","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","innvandrere","alle","prosent","6.2","arbledige_innvkat_land","NULL","1617","NULL"
"2013","NULL","alle","alle","personer","64","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","alle","alle","prosent","2.9","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","35","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.2","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","innvandrere","1","personer","23","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","innvandrere","1","prosent","4.4","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","innvandrere","2","personer","6","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","innvandrere","2","prosent","7.3","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","innvandrere","alle","personer","29","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","innvandrere","alle","prosent","4.8","arbledige_innvkat_land","NULL","1620","NULL"
"2013","NULL","alle","alle","personer","62","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","alle","alle","prosent","2.6","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","55","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.5","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","innvandrere","1","personer","1","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","innvandrere","1","prosent","1.4","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","innvandrere","2","personer","6","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","innvandrere","2","prosent","11.5","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","innvandrere","alle","personer","7","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","innvandrere","alle","prosent","5.6","arbledige_innvkat_land","NULL","1621","NULL"
"2013","NULL","alle","alle","personer","10","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","alle","alle","prosent","1.3","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","9","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.3","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1622","NULL"
"2013","NULL","alle","alle","personer","108","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","alle","alle","prosent","3.5","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","80","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.9","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","innvandrere","1","personer","23","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","innvandrere","1","prosent","9.4","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","innvandrere","2","personer","5","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","innvandrere","2","prosent","10.8","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","innvandrere","alle","personer","28","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","innvandrere","alle","prosent","9.6","arbledige_innvkat_land","NULL","1624","NULL"
"2013","NULL","alle","alle","personer","45","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","alle","alle","prosent","2.3","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","38","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","innvandrere","1","personer","2","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","innvandrere","1","prosent","2.1","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","innvandrere","2","personer","5","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","innvandrere","2","prosent","13.4","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","innvandrere","alle","personer","7","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","innvandrere","alle","prosent","5.2","arbledige_innvkat_land","NULL","1627","NULL"
"2013","NULL","alle","alle","personer","27","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","alle","alle","prosent","1.8","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","24","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.7","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1630","NULL"
"2013","NULL","alle","alle","personer","14","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","alle","alle","prosent","3.4","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","10","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.7","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1632","NULL"
"2013","NULL","alle","alle","personer","6","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","alle","alle","prosent","1.6","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","5","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.4","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1633","NULL"
"2013","NULL","alle","alle","personer","80","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","alle","alle","prosent","2.6","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","64","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.3","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","innvandrere","1","personer","13","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","innvandrere","1","prosent","6.6","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","innvandrere","2","personer","3","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","innvandrere","2","prosent","4.4","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","innvandrere","alle","personer","16","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","innvandrere","alle","prosent","6.1","arbledige_innvkat_land","NULL","1634","NULL"
"2013","NULL","alle","alle","personer","23","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","alle","alle","prosent","2.1","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","21","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1635","NULL"
"2013","NULL","alle","alle","personer","59","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","alle","alle","prosent","3.4","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","46","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.9","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","innvandrere","1","personer","10","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","innvandrere","1","prosent","9.7","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","innvandrere","2","personer","3","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","innvandrere","2","prosent","12","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","innvandrere","alle","personer","13","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","innvandrere","alle","prosent","10.2","arbledige_innvkat_land","NULL","1636","NULL"
"2013","NULL","alle","alle","personer","157","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","alle","alle","prosent","2.8","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","111","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.1","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","innvandrere","1","personer","11","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","innvandrere","1","prosent","5.8","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","innvandrere","2","personer","35","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","innvandrere","2","prosent","17.9","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","innvandrere","alle","personer","46","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","innvandrere","alle","prosent","12","arbledige_innvkat_land","NULL","1638","NULL"
"2013","NULL","alle","alle","personer","45","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","alle","alle","prosent","1.7","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","34","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.4","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","innvandrere","1","personer","4","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","innvandrere","1","prosent","2.5","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","innvandrere","2","personer","7","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","innvandrere","2","prosent","10.1","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","innvandrere","alle","personer","11","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","innvandrere","alle","prosent","4.7","arbledige_innvkat_land","NULL","1640","NULL"
"2013","NULL","alle","alle","personer","25","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","alle","alle","prosent","2.6","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","20","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.2","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1644","NULL"
"2013","NULL","alle","alle","personer","80","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","alle","alle","prosent","2.6","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","46","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.8","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","innvandrere","1","personer","27","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","innvandrere","1","prosent","5.5","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","innvandrere","2","personer","7","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","innvandrere","2","prosent","12.9","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","innvandrere","alle","personer","34","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","innvandrere","alle","prosent","6.3","arbledige_innvkat_land","NULL","1648","NULL"
"2013","NULL","alle","alle","personer","197","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","alle","alle","prosent","2.5","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","131","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.8","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","innvandrere","1","personer","24","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","innvandrere","1","prosent","6.6","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","innvandrere","2","personer","42","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","innvandrere","2","prosent","23.9","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","innvandrere","alle","personer","66","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","innvandrere","alle","prosent","12.3","arbledige_innvkat_land","NULL","1653","NULL"
"2013","NULL","alle","alle","personer","89","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","alle","alle","prosent","2.4","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","74","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.1","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","innvandrere","1","personer","7","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","innvandrere","1","prosent","4.9","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","innvandrere","2","personer","8","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","innvandrere","2","prosent","12.2","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","innvandrere","alle","personer","15","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","innvandrere","alle","prosent","7.2","arbledige_innvkat_land","NULL","1657","NULL"
"2013","NULL","alle","alle","personer","72","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","alle","alle","prosent","2.3","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","51","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.8","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","innvandrere","1","personer","12","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","innvandrere","1","prosent","6.7","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","innvandrere","2","personer","9","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","innvandrere","2","prosent","13.5","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","innvandrere","alle","personer","21","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","innvandrere","alle","prosent","8.5","arbledige_innvkat_land","NULL","1662","NULL"
"2013","NULL","alle","alle","personer","169","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","alle","alle","prosent","2.4","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","123","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","innvandrere","1","personer","28","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","innvandrere","1","prosent","6","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","innvandrere","2","personer","18","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","innvandrere","2","prosent","10.7","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","innvandrere","alle","personer","46","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","innvandrere","alle","prosent","7.3","arbledige_innvkat_land","NULL","1663","NULL"
"2013","NULL","alle","alle","personer","40","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","alle","alle","prosent","2.1","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","27","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","1.5","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","innvandrere","1","personer","13","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","innvandrere","1","prosent","15.7","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","innvandrere","2","personer","0","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","innvandrere","2","prosent","0","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","innvandrere","alle","personer","13","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","innvandrere","alle","prosent","11.7","arbledige_innvkat_land","NULL","1664","NULL"
"2013","NULL","alle","alle","personer","8","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","alle","alle","prosent","1.9","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","8","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","innvandrere","1","personer",":","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","innvandrere","1","prosent",":","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","innvandrere","2","personer",":","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","innvandrere","2","prosent",":","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","innvandrere","alle","personer",":","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","innvandrere","alle","prosent",":","arbledige_innvkat_land","NULL","1665","NULL"
"2013","NULL","alle","alle","personer","307","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","alle","alle","prosent","3.1","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","242","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.6","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","innvandrere","1","personer","26","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","innvandrere","1","prosent","7.9","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","innvandrere","2","personer","39","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","innvandrere","2","prosent","14.6","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","innvandrere","alle","personer","65","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","innvandrere","alle","prosent","10.9","arbledige_innvkat_land","NULL","1702","NULL"
"2013","NULL","alle","alle","personer","193","arbledige_innvkat_land","NULL","1703","NULL"
"2013","NULL","alle","alle","prosent","3.1","arbledige_innvkat_land","NULL","1703","NULL"
"2013","NULL","befolkningen_ellers","alle","personer","165","arbledige_innvkat_land","NULL","1703","NULL"
"2013","NULL","befolkningen_ellers","alle","prosent","2.8","arbledige_innvkat_land","NULL","1703","NULL"
"2013","NULL","innvandrere","1","personer","10","arbledige_innvkat_land","NULL","1703","NULL"
