"tabell_navn","aar","kommune_nr","fylke_nr","bydel_nr","naringsregion_nr","innvkat_3","kjonn","enhet","tabellvariabel"
"sosialhjelp","2013","2022","NULL","NULL","NULL","alle","alle","prosent","7.07"
"sosialhjelp","2013","2022","NULL","NULL","NULL","alle","1","personer","51"
"sosialhjelp","2013","2022","NULL","NULL","NULL","alle","1","prosent","8.90"
"sosialhjelp","2013","2022","NULL","NULL","NULL","alle","0","personer","24"
"sosialhjelp","2013","2022","NULL","NULL","NULL","alle","0","prosent","4.92"
"sosialhjelp","2013","2022","NULL","NULL","NULL","befolkningen_ellers","alle","personer","69"
"sosialhjelp","2013","2022","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","7.40"
"sosialhjelp","2013","2022","NULL","NULL","NULL","befolkningen_ellers","1","personer","49"
"sosialhjelp","2013","2022","NULL","NULL","NULL","befolkningen_ellers","1","prosent","9.32"
"sosialhjelp","2013","2022","NULL","NULL","NULL","befolkningen_ellers","0","personer","20"
"sosialhjelp","2013","2022","NULL","NULL","NULL","befolkningen_ellers","0","prosent","4.93"
"sosialhjelp","2013","2022","NULL","NULL","NULL","innvandrere","alle","personer","6"
"sosialhjelp","2013","2022","NULL","NULL","NULL","innvandrere","alle","prosent","4.65"
"sosialhjelp","2013","2022","NULL","NULL","NULL","innvandrere","1","personer",":"
"sosialhjelp","2013","2022","NULL","NULL","NULL","innvandrere","1","prosent",":"
"sosialhjelp","2013","2022","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","2022","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","2023","NULL","NULL","NULL","alle","alle","personer","55"
"sosialhjelp","2013","2023","NULL","NULL","NULL","alle","alle","prosent","6.02"
"sosialhjelp","2013","2023","NULL","NULL","NULL","alle","1","personer","31"
"sosialhjelp","2013","2023","NULL","NULL","NULL","alle","1","prosent","6.25"
"sosialhjelp","2013","2023","NULL","NULL","NULL","alle","0","personer","24"
"sosialhjelp","2013","2023","NULL","NULL","NULL","alle","0","prosent","5.76"
"sosialhjelp","2013","2023","NULL","NULL","NULL","befolkningen_ellers","alle","personer","39"
"sosialhjelp","2013","2023","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","5.49"
"sosialhjelp","2013","2023","NULL","NULL","NULL","befolkningen_ellers","1","personer","23"
"sosialhjelp","2013","2023","NULL","NULL","NULL","befolkningen_ellers","1","prosent","6.08"
"sosialhjelp","2013","2023","NULL","NULL","NULL","befolkningen_ellers","0","personer","16"
"sosialhjelp","2013","2023","NULL","NULL","NULL","befolkningen_ellers","0","prosent","4.82"
"sosialhjelp","2013","2023","NULL","NULL","NULL","innvandrere","alle","personer","16"
"sosialhjelp","2013","2023","NULL","NULL","NULL","innvandrere","alle","prosent","7.88"
"sosialhjelp","2013","2023","NULL","NULL","NULL","innvandrere","1","personer","8"
"sosialhjelp","2013","2023","NULL","NULL","NULL","innvandrere","1","prosent","6.78"
"sosialhjelp","2013","2023","NULL","NULL","NULL","innvandrere","0","personer","8"
"sosialhjelp","2013","2023","NULL","NULL","NULL","innvandrere","0","prosent","9.41"
"sosialhjelp","2013","2024","NULL","NULL","NULL","alle","alle","personer","34"
"sosialhjelp","2013","2024","NULL","NULL","NULL","alle","alle","prosent","3.89"
"sosialhjelp","2013","2024","NULL","NULL","NULL","alle","1","personer","20"
"sosialhjelp","2013","2024","NULL","NULL","NULL","alle","1","prosent","4.42"
"sosialhjelp","2013","2024","NULL","NULL","NULL","alle","0","personer","14"
"sosialhjelp","2013","2024","NULL","NULL","NULL","alle","0","prosent","3.33"
"sosialhjelp","2013","2024","NULL","NULL","NULL","befolkningen_ellers","alle","personer","31"
"sosialhjelp","2013","2024","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","4.05"
"sosialhjelp","2013","2024","NULL","NULL","NULL","befolkningen_ellers","1","personer","19"
"sosialhjelp","2013","2024","NULL","NULL","NULL","befolkningen_ellers","1","prosent","4.76"
"sosialhjelp","2013","2024","NULL","NULL","NULL","befolkningen_ellers","0","personer","12"
"sosialhjelp","2013","2024","NULL","NULL","NULL","befolkningen_ellers","0","prosent","3.28"
"sosialhjelp","2013","2024","NULL","NULL","NULL","innvandrere","alle","personer","3"
"sosialhjelp","2013","2024","NULL","NULL","NULL","innvandrere","alle","prosent","2.78"
"sosialhjelp","2013","2024","NULL","NULL","NULL","innvandrere","1","personer",":"
"sosialhjelp","2013","2024","NULL","NULL","NULL","innvandrere","1","prosent",":"
"sosialhjelp","2013","2024","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","2024","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","2025","NULL","NULL","NULL","alle","alle","personer","94"
"sosialhjelp","2013","2025","NULL","NULL","NULL","alle","alle","prosent","4.03"
"sosialhjelp","2013","2025","NULL","NULL","NULL","alle","1","personer","62"
"sosialhjelp","2013","2025","NULL","NULL","NULL","alle","1","prosent","5.05"
"sosialhjelp","2013","2025","NULL","NULL","NULL","alle","0","personer","32"
"sosialhjelp","2013","2025","NULL","NULL","NULL","alle","0","prosent","2.89"
"sosialhjelp","2013","2025","NULL","NULL","NULL","befolkningen_ellers","alle","personer","87"
"sosialhjelp","2013","2025","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","4.18"
"sosialhjelp","2013","2025","NULL","NULL","NULL","befolkningen_ellers","1","personer","57"
"sosialhjelp","2013","2025","NULL","NULL","NULL","befolkningen_ellers","1","prosent","5.11"
"sosialhjelp","2013","2025","NULL","NULL","NULL","befolkningen_ellers","0","personer","30"
"sosialhjelp","2013","2025","NULL","NULL","NULL","befolkningen_ellers","0","prosent","3.11"
"sosialhjelp","2013","2025","NULL","NULL","NULL","innvandrere","alle","personer","7"
"sosialhjelp","2013","2025","NULL","NULL","NULL","innvandrere","alle","prosent","2.77"
"sosialhjelp","2013","2025","NULL","NULL","NULL","innvandrere","1","personer","5"
"sosialhjelp","2013","2025","NULL","NULL","NULL","innvandrere","1","prosent","4.50"
"sosialhjelp","2013","2025","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","2025","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","2027","NULL","NULL","NULL","alle","alle","personer","28"
"sosialhjelp","2013","2027","NULL","NULL","NULL","alle","alle","prosent","3.70"
"sosialhjelp","2013","2027","NULL","NULL","NULL","alle","1","personer","21"
"sosialhjelp","2013","2027","NULL","NULL","NULL","alle","1","prosent","5.17"
"sosialhjelp","2013","2027","NULL","NULL","NULL","alle","0","personer","7"
"sosialhjelp","2013","2027","NULL","NULL","NULL","alle","0","prosent","2.00"
"sosialhjelp","2013","2027","NULL","NULL","NULL","befolkningen_ellers","alle","personer","24"
"sosialhjelp","2013","2027","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","3.50"
"sosialhjelp","2013","2027","NULL","NULL","NULL","befolkningen_ellers","1","personer","19"
"sosialhjelp","2013","2027","NULL","NULL","NULL","befolkningen_ellers","1","prosent","5.03"
"sosialhjelp","2013","2027","NULL","NULL","NULL","befolkningen_ellers","0","personer","5"
"sosialhjelp","2013","2027","NULL","NULL","NULL","befolkningen_ellers","0","prosent","1.62"
"sosialhjelp","2013","2027","NULL","NULL","NULL","innvandrere","alle","personer","4"
"sosialhjelp","2013","2027","NULL","NULL","NULL","innvandrere","alle","prosent","5.71"
"sosialhjelp","2013","2027","NULL","NULL","NULL","innvandrere","1","personer",":"
"sosialhjelp","2013","2027","NULL","NULL","NULL","innvandrere","1","prosent",":"
"sosialhjelp","2013","2027","NULL","NULL","NULL","innvandrere","0","personer",":"
"sosialhjelp","2013","2027","NULL","NULL","NULL","innvandrere","0","prosent",":"
"sosialhjelp","2013","2028","NULL","NULL","NULL","alle","alle","personer","82"
"sosialhjelp","2013","2028","NULL","NULL","NULL","alle","alle","prosent","4.67"
"sosialhjelp","2013","2028","NULL","NULL","NULL","alle","1","personer","48"
"sosialhjelp","2013","2028","NULL","NULL","NULL","alle","1","prosent","5.11"
"sosialhjelp","2013","2028","NULL","NULL","NULL","alle","0","personer","34"
"sosialhjelp","2013","2028","NULL","NULL","NULL","alle","0","prosent","4.16"
"sosialhjelp","2013","2028","NULL","NULL","NULL","befolkningen_ellers","alle","personer","68"
"sosialhjelp","2013","2028","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","5.09"
"sosialhjelp","2013","2028","NULL","NULL","NULL","befolkningen_ellers","1","personer","42"
"sosialhjelp","2013","2028","NULL","NULL","NULL","befolkningen_ellers","1","prosent","5.65"
"sosialhjelp","2013","2028","NULL","NULL","NULL","befolkningen_ellers","0","personer","26"
"sosialhjelp","2013","2028","NULL","NULL","NULL","befolkningen_ellers","0","prosent","4.39"
"sosialhjelp","2013","2028","NULL","NULL","NULL","innvandrere","alle","personer","14"
"sosialhjelp","2013","2028","NULL","NULL","NULL","innvandrere","alle","prosent","3.32"
"sosialhjelp","2013","2028","NULL","NULL","NULL","innvandrere","1","personer","6"
"sosialhjelp","2013","2028","NULL","NULL","NULL","innvandrere","1","prosent","3.06"
"sosialhjelp","2013","2028","NULL","NULL","NULL","innvandrere","0","personer","8"
"sosialhjelp","2013","2028","NULL","NULL","NULL","innvandrere","0","prosent","3.54"
"sosialhjelp","2013","2030","NULL","NULL","NULL","alle","alle","personer","254"
"sosialhjelp","2013","2030","NULL","NULL","NULL","alle","alle","prosent","3.18"
"sosialhjelp","2013","2030","NULL","NULL","NULL","alle","1","personer","139"
"sosialhjelp","2013","2030","NULL","NULL","NULL","alle","1","prosent","3.44"
"sosialhjelp","2013","2030","NULL","NULL","NULL","alle","0","personer","115"
"sosialhjelp","2013","2030","NULL","NULL","NULL","alle","0","prosent","2.91"
"sosialhjelp","2013","2030","NULL","NULL","NULL","befolkningen_ellers","alle","personer","185"
"sosialhjelp","2013","2030","NULL","NULL","NULL","befolkningen_ellers","alle","prosent","2.72"
"sosialhjelp","2013","2030","NULL","NULL","NULL","befolkningen_ellers","1","personer","109"
"sosialhjelp","2013","2030","NULL","NULL","NULL","befolkningen_ellers","1","prosent","3.12"
"sosialhjelp","2013","2030","NULL","NULL","NULL","befolkningen_ellers","0","personer","76"
"sosialhjelp","2013","2030","NULL","NULL","NULL","befolkningen_ellers","0","prosent","2.29"
"sosialhjelp","2013","2030","NULL","NULL","NULL","innvandrere","alle","personer","69"
"sosialhjelp","2013","2030","NULL","NULL","NULL","innvandrere","alle","prosent","5.84"
"sosialhjelp","2013","2030","NULL","NULL","NULL","innvandrere","1","personer","30"
"sosialhjelp","2013","2030","NULL","NULL","NULL","innvandrere","1","prosent","5.57"
"sosialhjelp","2013","2030","NULL","NULL","NULL","innvandrere","0","personer","39"
"sosialhjelp","2013","2030","NULL","NULL","NULL","innvandrere","0","prosent","6.07"
"sosialhjelp","2013","NULL","NULL","030101","NULL","alle","alle","personer","2458"
"sosialhjelp","2013","NULL","NULL","030101","NULL","alle","alle","prosent","6.14"
"sosialhjelp","2013","NULL","NULL","030101","NULL","alle","1","personer","1337"
"sosialhjelp","2013","NULL","NULL","030101","NULL","alle","1","prosent","6.39"
"sosialhjelp","2013","NULL","NULL","030101","NULL","alle","0","personer","1121"
"sosialhjelp","2013","NULL","NULL","030101","NULL","alle","0","prosent","5.88"
"sosialhjelp","2013","NULL","NULL","030101","NULL","befolkningen_ellers","alle","personer","947"
"sosialhjelp","2013","NULL","NULL","030101","NULL","befolkningen_ellers","alle","prosent","3.56"
"sosialhjelp","2013","NULL","NULL","030101","NULL","befolkningen_ellers","1","personer","542"
"sosialhjelp","2013","NULL","NULL","030101","NULL","befolkningen_ellers","1","prosent","4.00"
"sosialhjelp","2013","NULL","NULL","030101","NULL","befolkningen_ellers","0","personer","405"
"sosialhjelp","2013","NULL","NULL","030101","NULL","befolkningen_ellers","0","prosent","3.11"
"sosialhjelp","2013","NULL","NULL","030101","NULL","innvandrere","alle","personer","1511"
"sosialhjelp","2013","NULL","NULL","030101","NULL","innvandrere","alle","prosent","11.24"
"sosialhjelp","2013","NULL","NULL","030101","NULL","innvandrere","1","personer","795"
"sosialhjelp","2013","NULL","NULL","030101","NULL","innvandrere","1","prosent","10.75"
"sosialhjelp","2013","NULL","NULL","030101","NULL","innvandrere","0","personer","716"
"sosialhjelp","2013","NULL","NULL","030101","NULL","innvandrere","0","prosent","11.85"
"sosialhjelp","2013","NULL","NULL","030102","NULL","alle","alle","personer","1943"
"sosialhjelp","2013","NULL","NULL","030102","NULL","alle","alle","prosent","4.33"
"sosialhjelp","2013","NULL","NULL","030102","NULL","alle","1","personer","1036"
"sosialhjelp","2013","NULL","NULL","030102","NULL","alle","1","prosent","4.46"
"sosialhjelp","2013","NULL","NULL","030102","NULL","alle","0","personer","907"
"sosialhjelp","2013","NULL","NULL","030102","NULL","alle","0","prosent","4.20"
"sosialhjelp","2013","NULL","NULL","030102","NULL","befolkningen_ellers","alle","personer","779"
"sosialhjelp","2013","NULL","NULL","030102","NULL","befolkningen_ellers","alle","prosent","2.52"
"sosialhjelp","2013","NULL","NULL","030102","NULL","befolkningen_ellers","1","personer","408"
"sosialhjelp","2013","NULL","NULL","030102","NULL","befolkningen_ellers","1","prosent","2.65"
"sosialhjelp","2013","NULL","NULL","030102","NULL","befolkningen_ellers","0","personer","371"
"sosialhjelp","2013","NULL","NULL","030102","NULL","befolkningen_ellers","0","prosent","2.39"
"sosialhjelp","2013","NULL","NULL","030102","NULL","innvandrere","alle","personer","1164"
"sosialhjelp","2013","NULL","NULL","030102","NULL","innvandrere","alle","prosent","8.37"
"sosialhjelp","2013","NULL","NULL","030102","NULL","innvandrere","1","personer","628"
"sosialhjelp","2013","NULL","NULL","030102","NULL","innvandrere","1","prosent","8.02"
"sosialhjelp","2013","NULL","NULL","030102","NULL","innvandrere","0","personer","536"
"sosialhjelp","2013","NULL","NULL","030102","NULL","innvandrere","0","prosent","8.83"
"sosialhjelp","2013","NULL","NULL","030103","NULL","alle","alle","personer","1615"
"sosialhjelp","2013","NULL","NULL","030103","NULL","alle","alle","prosent","4.85"
"sosialhjelp","2013","NULL","NULL","030103","NULL","alle","1","personer","916"
"sosialhjelp","2013","NULL","NULL","030103","NULL","alle","1","prosent","5.60"
"sosialhjelp","2013","NULL","NULL","030103","NULL","alle","0","personer","699"
"sosialhjelp","2013","NULL","NULL","030103","NULL","alle","0","prosent","4.13"
"sosialhjelp","2013","NULL","NULL","030103","NULL","befolkningen_ellers","alle","personer","748"
"sosialhjelp","2013","NULL","NULL","030103","NULL","befolkningen_ellers","alle","prosent","2.90"
"sosialhjelp","2013","NULL","NULL","030103","NULL","befolkningen_ellers","1","personer","440"
"sosialhjelp","2013","NULL","NULL","030103","NULL","befolkningen_ellers","1","prosent","3.56"
"sosialhjelp","2013","NULL","NULL","030103","NULL","befolkningen_ellers","0","personer","308"
"sosialhjelp","2013","NULL","NULL","030103","NULL","befolkningen_ellers","0","prosent","2.29"
"sosialhjelp","2013","NULL","NULL","030103","NULL","innvandrere","alle","personer","867"
"sosialhjelp","2013","NULL","NULL","030103","NULL","innvandrere","alle","prosent","11.61"
"sosialhjelp","2013","NULL","NULL","030103","NULL","innvandrere","1","personer","476"
"sosialhjelp","2013","NULL","NULL","030103","NULL","innvandrere","1","prosent","11.94"
"sosialhjelp","2013","NULL","NULL","030103","NULL","innvandrere","0","personer","391"
"sosialhjelp","2013","NULL","NULL","030103","NULL","innvandrere","0","prosent","11.22"
"sosialhjelp","2013","NULL","NULL","030104","NULL","alle","alle","personer","1135"
"sosialhjelp","2013","NULL","NULL","030104","NULL","alle","alle","prosent","3.61"
"sosialhjelp","2013","NULL","NULL","030104","NULL","alle","1","personer","695"
"sosialhjelp","2013","NULL","NULL","030104","NULL","alle","1","prosent","4.37"
"sosialhjelp","2013","NULL","NULL","030104","NULL","alle","0","personer","440"
"sosialhjelp","2013","NULL","NULL","030104","NULL","alle","0","prosent","2.82"
"sosialhjelp","2013","NULL","NULL","030104","NULL","befolkningen_ellers","alle","personer","589"
"sosialhjelp","2013","NULL","NULL","030104","NULL","befolkningen_ellers","alle","prosent","2.51"
"sosialhjelp","2013","NULL","NULL","030104","NULL","befolkningen_ellers","1","personer","368"
"sosialhjelp","2013","NULL","NULL","030104","NULL","befolkningen_ellers","1","prosent","3.22"
"sosialhjelp","2013","NULL","NULL","030104","NULL","befolkningen_ellers","0","personer","221"
"sosialhjelp","2013","NULL","NULL","030104","NULL","befolkningen_ellers","0","prosent","1.83"
"sosialhjelp","2013","NULL","NULL","030104","NULL","innvandrere","alle","personer","546"
"sosialhjelp","2013","NULL","NULL","030104","NULL","innvandrere","alle","prosent","6.85"
"sosialhjelp","2013","NULL","NULL","030104","NULL","innvandrere","1","personer","327"
"sosialhjelp","2013","NULL","NULL","030104","NULL","innvandrere","1","prosent","7.35"
"sosialhjelp","2013","NULL","NULL","030104","NULL","innvandrere","0","personer","219"
"sosialhjelp","2013","NULL","NULL","030104","NULL","innvandrere","0","prosent","6.21"
"sosialhjelp","2013","NULL","NULL","030105","NULL","alle","alle","personer","1237"
"sosialhjelp","2013","NULL","NULL","030105","NULL","alle","alle","prosent","2.55"
"sosialhjelp","2013","NULL","NULL","030105","NULL","alle","1","personer","687"
"sosialhjelp","2013","NULL","NULL","030105","NULL","alle","1","prosent","2.85"
"sosialhjelp","2013","NULL","NULL","030105","NULL","alle","0","personer","550"
"sosialhjelp","2013","NULL","NULL","030105","NULL","alle","0","prosent","2.25"
"sosialhjelp","2013","NULL","NULL","030105","NULL","befolkningen_ellers","alle","personer","684"
"sosialhjelp","2013","NULL","NULL","030105","NULL","befolkningen_ellers","alle","prosent","1.90"
"sosialhjelp","2013","NULL","NULL","030105","NULL","befolkningen_ellers","1","personer","389"
"sosialhjelp","2013","NULL","NULL","030105","NULL","befolkningen_ellers","1","prosent","2.19"
"sosialhjelp","2013","NULL","NULL","030105","NULL","befolkningen_ellers","0","personer","295"
"sosialhjelp","2013","NULL","NULL","030105","NULL","befolkningen_ellers","0","prosent","1.61"
"sosialhjelp","2013","NULL","NULL","030105","NULL","innvandrere","alle","personer","553"
"sosialhjelp","2013","NULL","NULL","030105","NULL","innvandrere","alle","prosent","4.44"
"sosialhjelp","2013","NULL","NULL","030105","NULL","innvandrere","1","personer","298"
"sosialhjelp","2013","NULL","NULL","030105","NULL","innvandrere","1","prosent","4.70"
"sosialhjelp","2013","NULL","NULL","030105","NULL","innvandrere","0","personer","255"
"sosialhjelp","2013","NULL","NULL","030105","NULL","innvandrere","0","prosent","4.17"
"sosialhjelp","2013","NULL","NULL","030106","NULL","alle","alle","personer","252"
"sosialhjelp","2013","NULL","NULL","030106","NULL","alle","alle","prosent","1.01"
"sosialhjelp","2013","NULL","NULL","030106","NULL","alle","1","personer","140"
"sosialhjelp","2013","NULL","NULL","030106","NULL","alle","1","prosent","1.19"
"sosialhjelp","2013","NULL","NULL","030106","NULL","alle","0","personer","112"
"sosialhjelp","2013","NULL","NULL","030106","NULL","alle","0","prosent","0.85"
"sosialhjelp","2013","NULL","NULL","030106","NULL","befolkningen_ellers","alle","personer","121"
"sosialhjelp","2013","NULL","NULL","030106","NULL","befolkningen_ellers","alle","prosent","0.59"
"sosialhjelp","2013","NULL","NULL","030106","NULL","befolkningen_ellers","1","personer","72"
"sosialhjelp","2013","NULL","NULL","030106","NULL","befolkningen_ellers","1","prosent","0.74"
"sosialhjelp","2013","NULL","NULL","030106","NULL","befolkningen_ellers","0","personer","49"
"sosialhjelp","2013","NULL","NULL","030106","NULL","befolkningen_ellers","0","prosent","0.45"
"sosialhjelp","2013","NULL","NULL","030106","NULL","innvandrere","alle","personer","131"
"sosialhjelp","2013","NULL","NULL","030106","NULL","innvandrere","alle","prosent","2.92"
"sosialhjelp","2013","NULL","NULL","030106","NULL","innvandrere","1","personer","68"
"sosialhjelp","2013","NULL","NULL","030106","NULL","innvandrere","1","prosent","3.25"
"sosialhjelp","2013","NULL","NULL","030106","NULL","innvandrere","0","personer","63"
"sosialhjelp","2013","NULL","NULL","030106","NULL","innvandrere","0","prosent","2.63"
"sosialhjelp","2013","NULL","NULL","030107","NULL","alle","alle","personer","418"
"sosialhjelp","2013","NULL","NULL","030107","NULL","alle","alle","prosent","1.18"
"sosialhjelp","2013","NULL","NULL","030107","NULL","alle","1","personer","197"
"sosialhjelp","2013","NULL","NULL","030107","NULL","alle","1","prosent","1.17"
"sosialhjelp","2013","NULL","NULL","030107","NULL","alle","0","personer","221"
"sosialhjelp","2013","NULL","NULL","030107","NULL","alle","0","prosent","1.18"
"sosialhjelp","2013","NULL","NULL","030107","NULL","befolkningen_ellers","alle","personer","181"
"sosialhjelp","2013","NULL","NULL","030107","NULL","befolkningen_ellers","alle","prosent","0.62"
"sosialhjelp","2013","NULL","NULL","030107","NULL","befolkningen_ellers","1","personer","95"
"sosialhjelp","2013","NULL","NULL","030107","NULL","befolkningen_ellers","1","prosent","0.68"
"sosialhjelp","2013","NULL","NULL","030107","NULL","befolkningen_ellers","0","personer","86"
"sosialhjelp","2013","NULL","NULL","030107","NULL","befolkningen_ellers","0","prosent","0.57"
"sosialhjelp","2013","NULL","NULL","030107","NULL","innvandrere","alle","personer","237"
"sosialhjelp","2013","NULL","NULL","030107","NULL","innvandrere","alle","prosent","3.77"
"sosialhjelp","2013","NULL","NULL","030107","NULL","innvandrere","1","personer","102"
"sosialhjelp","2013","NULL","NULL","030107","NULL","innvandrere","1","prosent","3.66"
"sosialhjelp","2013","NULL","NULL","030107","NULL","innvandrere","0","personer","135"
"sosialhjelp","2013","NULL","NULL","030107","NULL","innvandrere","0","prosent","3.87"
"sosialhjelp","2013","NULL","NULL","030108","NULL","alle","alle","personer","676"
"sosialhjelp","2013","NULL","NULL","030108","NULL","alle","alle","prosent","1.80"
"sosialhjelp","2013","NULL","NULL","030108","NULL","alle","1","personer","373"
"sosialhjelp","2013","NULL","NULL","030108","NULL","alle","1","prosent","2.03"
"sosialhjelp","2013","NULL","NULL","030108","NULL","alle","0","personer","303"
"sosialhjelp","2013","NULL","NULL","030108","NULL","alle","0","prosent","1.58"
"sosialhjelp","2013","NULL","NULL","030108","NULL","befolkningen_ellers","alle","personer","315"
"sosialhjelp","2013","NULL","NULL","030108","NULL","befolkningen_ellers","alle","prosent","1.02"
"sosialhjelp","2013","NULL","NULL","030108","NULL","befolkningen_ellers","1","personer","182"
"sosialhjelp","2013","NULL","NULL","030108","NULL","befolkningen_ellers","1","prosent","1.21"
"sosialhjelp","2013","NULL","NULL","030108","NULL","befolkningen_ellers","0","personer","133"
"sosialhjelp","2013","NULL","NULL","030108","NULL","befolkningen_ellers","0","prosent","0.84"
"sosialhjelp","2013","NULL","NULL","030108","NULL","innvandrere","alle","personer","361"
"sosialhjelp","2013","NULL","NULL","030108","NULL","innvandrere","alle","prosent","5.35"
"sosialhjelp","2013","NULL","NULL","030108","NULL","innvandrere","1","personer","191"
"sosialhjelp","2013","NULL","NULL","030108","NULL","innvandrere","1","prosent","5.62"
"sosialhjelp","2013","NULL","NULL","030108","NULL","innvandrere","0","personer","170"
"sosialhjelp","2013","NULL","NULL","030108","NULL","innvandrere","0","prosent","5.07"
"sosialhjelp","2013","NULL","NULL","030109","NULL","alle","alle","personer","923"
"sosialhjelp","2013","NULL","NULL","030109","NULL","alle","alle","prosent","4.01"
"sosialhjelp","2013","NULL","NULL","030109","NULL","alle","1","personer","537"
"sosialhjelp","2013","NULL","NULL","030109","NULL","alle","1","prosent","4.66"
"sosialhjelp","2013","NULL","NULL","030109","NULL","alle","0","personer","386"
"sosialhjelp","2013","NULL","NULL","030109","NULL","alle","0","prosent","3.36"
"sosialhjelp","2013","NULL","NULL","030109","NULL","befolkningen_ellers","alle","personer","256"
"sosialhjelp","2013","NULL","NULL","030109","NULL","befolkningen_ellers","alle","prosent","1.77"
"sosialhjelp","2013","NULL","NULL","030109","NULL","befolkningen_ellers","1","personer","161"
"sosialhjelp","2013","NULL","NULL","030109","NULL","befolkningen_ellers","1","prosent","2.36"
"sosialhjelp","2013","NULL","NULL","030109","NULL","befolkningen_ellers","0","personer","95"
"sosialhjelp","2013","NULL","NULL","030109","NULL","befolkningen_ellers","0","prosent","1.25"
"sosialhjelp","2013","NULL","NULL","030109","NULL","innvandrere","alle","personer","667"
"sosialhjelp","2013","NULL","NULL","030109","NULL","innvandrere","alle","prosent","7.77"
"sosialhjelp","2013","NULL","NULL","030109","NULL","innvandrere","1","personer","376"
"sosialhjelp","2013","NULL","NULL","030109","NULL","innvandrere","1","prosent","8.01"
"sosialhjelp","2013","NULL","NULL","030109","NULL","innvandrere","0","personer","291"
"sosialhjelp","2013","NULL","NULL","030109","NULL","innvandrere","0","prosent","7.48"
"sosialhjelp","2013","NULL","NULL","030110","NULL","alle","alle","personer","968"
"sosialhjelp","2013","NULL","NULL","030110","NULL","alle","alle","prosent","4.63"
"sosialhjelp","2013","NULL","NULL","030110","NULL","alle","1","personer","552"
"sosialhjelp","2013","NULL","NULL","030110","NULL","alle","1","prosent","5.42"
"sosialhjelp","2013","NULL","NULL","030110","NULL","alle","0","personer","416"
"sosialhjelp","2013","NULL","NULL","030110","NULL","alle","0","prosent","3.87"
"sosialhjelp","2013","NULL","NULL","030110","NULL","befolkningen_ellers","alle","personer","342"
"sosialhjelp","2013","NULL","NULL","030110","NULL","befolkningen_ellers","alle","prosent","2.66"
"sosialhjelp","2013","NULL","NULL","030110","NULL","befolkningen_ellers","1","personer","218"
"sosialhjelp","2013","NULL","NULL","030110","NULL","befolkningen_ellers","1","prosent","3.57"
"sosialhjelp","2013","NULL","NULL","030110","NULL","befolkningen_ellers","0","personer","124"
"sosialhjelp","2013","NULL","NULL","030110","NULL","befolkningen_ellers","0","prosent","1.83"
"sosialhjelp","2013","NULL","NULL","030110","NULL","innvandrere","alle","personer","626"
"sosialhjelp","2013","NULL","NULL","030110","NULL","innvandrere","alle","prosent","7.78"
"sosialhjelp","2013","NULL","NULL","030110","NULL","innvandrere","1","personer","334"
"sosialhjelp","2013","NULL","NULL","030110","NULL","innvandrere","1","prosent","8.18"
"sosialhjelp","2013","NULL","NULL","030110","NULL","innvandrere","0","personer","292"
"sosialhjelp","2013","NULL","NULL","030110","NULL","innvandrere","0","prosent","7.37"
"sosialhjelp","2013","NULL","NULL","030111","NULL","alle","alle","personer","997"
"sosialhjelp","2013","NULL","NULL","030111","NULL","alle","alle","prosent","4.21"
"sosialhjelp","2013","NULL","NULL","030111","NULL","alle","1","personer","557"
"sosialhjelp","2013","NULL","NULL","030111","NULL","alle","1","prosent","4.74"
"sosialhjelp","2013","NULL","NULL","030111","NULL","alle","0","personer","440"
"sosialhjelp","2013","NULL","NULL","030111","NULL","alle","0","prosent","3.70"
"sosialhjelp","2013","NULL","NULL","030111","NULL","befolkningen_ellers","alle","personer","309"
"sosialhjelp","2013","NULL","NULL","030111","NULL","befolkningen_ellers","alle","prosent","2.22"
"sosialhjelp","2013","NULL","NULL","030111","NULL","befolkningen_ellers","1","personer","180"
"sosialhjelp","2013","NULL","NULL","030111","NULL","befolkningen_ellers","1","prosent","2.69"
"sosialhjelp","2013","NULL","NULL","030111","NULL","befolkningen_ellers","0","personer","129"
"sosialhjelp","2013","NULL","NULL","030111","NULL","befolkningen_ellers","0","prosent","1.78"
"sosialhjelp","2013","NULL","NULL","030111","NULL","innvandrere","alle","personer","688"
"sosialhjelp","2013","NULL","NULL","030111","NULL","innvandrere","alle","prosent","7.06"
"sosialhjelp","2013","NULL","NULL","030111","NULL","innvandrere","1","personer","377"
"sosialhjelp","2013","NULL","NULL","030111","NULL","innvandrere","1","prosent","7.43"
"sosialhjelp","2013","NULL","NULL","030111","NULL","innvandrere","0","personer","311"
