"naringsregion_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"44","minoritet","1","prosent","29,16666667","2014","barnehagedeltakelse"
"45","minoritet","1","prosent","31,57894737","2014","barnehagedeltakelse"
"46","minoritet","1","prosent","41,86046512","2014","barnehagedeltakelse"
"47","minoritet","1","prosent","31,70731707","2014","barnehagedeltakelse"
"48","minoritet","1","prosent","33,33333333","2014","barnehagedeltakelse"
"49","minoritet","1","prosent","50","2014","barnehagedeltakelse"
"50","minoritet","1","prosent","48,14814815","2014","barnehagedeltakelse"
"51","minoritet","1","prosent","55,35714286","2014","barnehagedeltakelse"
"52","minoritet","1","prosent","45,83333333","2014","barnehagedeltakelse"
"53","minoritet","1","prosent","38,37209302","2014","barnehagedeltakelse"
"54","minoritet","1","prosent","51,06382979","2014","barnehagedeltakelse"
"55","minoritet","1","prosent","69,35483871","2014","barnehagedeltakelse"
"56","minoritet","1","prosent","45,86466165","2014","barnehagedeltakelse"
"57","minoritet","1","prosent",".","2014","barnehagedeltakelse"
"58","minoritet","1","prosent","50","2014","barnehagedeltakelse"
"59","minoritet","1","prosent","87,5","2014","barnehagedeltakelse"
"60","minoritet","1","prosent","48,27586207","2014","barnehagedeltakelse"
"61","minoritet","1","prosent","49,00849858","2014","barnehagedeltakelse"
"62","minoritet","1","prosent",".","2014","barnehagedeltakelse"
"63","minoritet","1","prosent","44,44444444","2014","barnehagedeltakelse"
"64","minoritet","1","prosent","53,22580645","2014","barnehagedeltakelse"
"65","minoritet","1","prosent",".","2014","barnehagedeltakelse"
"66","minoritet","1","prosent","62,5","2014","barnehagedeltakelse"
"67","minoritet","1","prosent","43,75","2014","barnehagedeltakelse"
"68","minoritet","1","prosent","105,2631579","2014","barnehagedeltakelse"
"69","minoritet","1","prosent","38,46153846","2014","barnehagedeltakelse"
"70","minoritet","1","prosent",".","2014","barnehagedeltakelse"
"71","minoritet","1","prosent","80","2014","barnehagedeltakelse"
"72","minoritet","1","prosent","64,70588235","2014","barnehagedeltakelse"
"73","minoritet","1","prosent","64,47368421","2014","barnehagedeltakelse"
"74","minoritet","1","prosent","57,14285714","2014","barnehagedeltakelse"
"75","minoritet","1","prosent","46,66666667","2014","barnehagedeltakelse"
"76","minoritet","1","prosent","50","2014","barnehagedeltakelse"
"77","minoritet","1","prosent","46,93877551","2014","barnehagedeltakelse"
"78","minoritet","1","prosent","55","2014","barnehagedeltakelse"
"79","minoritet","1","prosent","55,14018692","2014","barnehagedeltakelse"
"80","minoritet","1","prosent","60","2014","barnehagedeltakelse"
"81","minoritet","1","prosent","48,64864865","2014","barnehagedeltakelse"
"82","minoritet","1","prosent","42,85714286","2014","barnehagedeltakelse"
"83","minoritet","1","prosent","69,23076923","2014","barnehagedeltakelse"
"01","minoritet","2","prosent","59,09090909","2014","barnehagedeltakelse"
"02","minoritet","2","prosent","60,97560976","2014","barnehagedeltakelse"
"03","minoritet","2","prosent","68,29268293","2014","barnehagedeltakelse"
"04","minoritet","2","prosent","57,32484076","2014","barnehagedeltakelse"
"05","minoritet","2","prosent","78,02690583","2014","barnehagedeltakelse"
"06","minoritet","2","prosent","85,77405858","2014","barnehagedeltakelse"
"07","minoritet","2","prosent","87,25","2014","barnehagedeltakelse"
"08","minoritet","2","prosent","80,21390374","2014","barnehagedeltakelse"
"09","minoritet","2","prosent","75,06817296","2014","barnehagedeltakelse"
"10","minoritet","2","prosent","91,30434783","2014","barnehagedeltakelse"
"11","minoritet","2","prosent","68","2014","barnehagedeltakelse"
"12","minoritet","2","prosent","72,8","2014","barnehagedeltakelse"
"13","minoritet","2","prosent","77,27272727","2014","barnehagedeltakelse"
"14","minoritet","2","prosent","83","2014","barnehagedeltakelse"
"15","minoritet","2","prosent","81,08108108","2014","barnehagedeltakelse"
"16","minoritet","2","prosent","78","2014","barnehagedeltakelse"
"17","minoritet","2","prosent","60","2014","barnehagedeltakelse"
"18","minoritet","2","prosent","90,90909091","2014","barnehagedeltakelse"
"19","minoritet","2","prosent","76,47058824","2014","barnehagedeltakelse"
"20","minoritet","2","prosent","88,15261044","2014","barnehagedeltakelse"
"21","minoritet","2","prosent","85,29411765","2014","barnehagedeltakelse"
"22","minoritet","2","prosent","90,4109589","2014","barnehagedeltakelse"
"23","minoritet","2","prosent","57,69230769","2014","barnehagedeltakelse"
"24","minoritet","2","prosent","70,96774194","2014","barnehagedeltakelse"
"25","minoritet","2","prosent","63,59447005","2014","barnehagedeltakelse"
"26","minoritet","2","prosent","69,88636364","2014","barnehagedeltakelse"
"27","minoritet","2","prosent","76,5258216","2014","barnehagedeltakelse"
"28","minoritet","2","prosent","72,72727273","2014","barnehagedeltakelse"
"29","minoritet","2","prosent","111,5384615","2014","barnehagedeltakelse"
"30","minoritet","2","prosent","100","2014","barnehagedeltakelse"
"31","minoritet","2","prosent","75","2014","barnehagedeltakelse"
"32","minoritet","2","prosent","72,18543046","2014","barnehagedeltakelse"
"33","minoritet","2","prosent","59,61538462","2014","barnehagedeltakelse"
"34","minoritet","2","prosent","56,41025641","2014","barnehagedeltakelse"
"35","minoritet","2","prosent","67,12802768","2014","barnehagedeltakelse"
"36","minoritet","2","prosent","97,22222222","2014","barnehagedeltakelse"
"37","minoritet","2","prosent","75,43859649","2014","barnehagedeltakelse"
"38","minoritet","2","prosent","90,19607843","2014","barnehagedeltakelse"
"39","minoritet","2","prosent","75,5826859","2014","barnehagedeltakelse"
"40","minoritet","2","prosent","75,3820034","2014","barnehagedeltakelse"
"41","minoritet","2","prosent","68,88888889","2014","barnehagedeltakelse"
"42","minoritet","2","prosent","63,88888889","2014","barnehagedeltakelse"
"43","minoritet","2","prosent","76,92307692","2014","barnehagedeltakelse"
"44","minoritet","2","prosent","61,9047619","2014","barnehagedeltakelse"
"45","minoritet","2","prosent","60","2014","barnehagedeltakelse"
"46","minoritet","2","prosent","82,29166667","2014","barnehagedeltakelse"
"47","minoritet","2","prosent","60,22727273","2014","barnehagedeltakelse"
"48","minoritet","2","prosent","80","2014","barnehagedeltakelse"
"49","minoritet","2","prosent","85,9375","2014","barnehagedeltakelse"
"50","minoritet","2","prosent","85,41666667","2014","barnehagedeltakelse"
"51","minoritet","2","prosent","94,44444444","2014","barnehagedeltakelse"
"52","minoritet","2","prosent","94,59459459","2014","barnehagedeltakelse"
"53","minoritet","2","prosent","78,20512821","2014","barnehagedeltakelse"
"54","minoritet","2","prosent","73,91304348","2014","barnehagedeltakelse"
"55","minoritet","2","prosent","75,75757576","2014","barnehagedeltakelse"
"56","minoritet","2","prosent","75,40983607","2014","barnehagedeltakelse"
"57","minoritet","2","prosent","100","2014","barnehagedeltakelse"
"58","minoritet","2","prosent","95,65217391","2014","barnehagedeltakelse"
"59","minoritet","2","prosent","90","2014","barnehagedeltakelse"
"60","minoritet","2","prosent","160","2014","barnehagedeltakelse"
"61","minoritet","2","prosent","82,17270195","2014","barnehagedeltakelse"
"62","minoritet","2","prosent",".","2014","barnehagedeltakelse"
"63","minoritet","2","prosent","79,31034483","2014","barnehagedeltakelse"
"64","minoritet","2","prosent","78,18181818","2014","barnehagedeltakelse"
"65","minoritet","2","prosent","100","2014","barnehagedeltakelse"
"66","minoritet","2","prosent","80","2014","barnehagedeltakelse"
"67","minoritet","2","prosent","65,71428571","2014","barnehagedeltakelse"
"68","minoritet","2","prosent","154,5454545","2014","barnehagedeltakelse"
"69","minoritet","2","prosent","50","2014","barnehagedeltakelse"
"70","minoritet","2","prosent",".","2014","barnehagedeltakelse"
"71","minoritet","2","prosent","78,57142857","2014","barnehagedeltakelse"
"72","minoritet","2","prosent","90,90909091","2014","barnehagedeltakelse"
"73","minoritet","2","prosent","90,12345679","2014","barnehagedeltakelse"
"74","minoritet","2","prosent","90,625","2014","barnehagedeltakelse"
"75","minoritet","2","prosent","97,05882353","2014","barnehagedeltakelse"
"76","minoritet","2","prosent","79,16666667","2014","barnehagedeltakelse"
"77","minoritet","2","prosent","80","2014","barnehagedeltakelse"
"78","minoritet","2","prosent","75","2014","barnehagedeltakelse"
"79","minoritet","2","prosent","72,54901961","2014","barnehagedeltakelse"
"80","minoritet","2","prosent","100","2014","barnehagedeltakelse"
"81","minoritet","2","prosent","65,51724138","2014","barnehagedeltakelse"
"82","minoritet","2","prosent",".","2014","barnehagedeltakelse"
"83","minoritet","2","prosent","84,7826087","2014","barnehagedeltakelse"
"01","minoritet","3","prosent","84.09090909","2014","barnehagedeltakelse"
"02","minoritet","3","prosent","82.5","2014","barnehagedeltakelse"
"03","minoritet","3","prosent","92.91338583","2014","barnehagedeltakelse"
"04","minoritet","3","prosent","77.02702703","2014","barnehagedeltakelse"
"05","minoritet","3","prosent","88.47926267","2014","barnehagedeltakelse"
"06","minoritet","3","prosent","95.19650655","2014","barnehagedeltakelse"
"07","minoritet","3","prosent","93.12638581","2014","barnehagedeltakelse"
"08","minoritet","3","prosent","100","2014","barnehagedeltakelse"
"09","minoritet","3","prosent","88.89751553","2014","barnehagedeltakelse"
"10","minoritet","3","prosent","87.5","2014","barnehagedeltakelse"
"11","minoritet","3","prosent","95.74468085","2014","barnehagedeltakelse"
"12","minoritet","3","prosent","82.92682927","2014","barnehagedeltakelse"
"13","minoritet","3","prosent","91.11111111","2014","barnehagedeltakelse"
"14","minoritet","3","prosent","94.73684211","2014","barnehagedeltakelse"
"15","minoritet","3","prosent","85","2014","barnehagedeltakelse"
"16","minoritet","3","prosent","85.71428571","2014","barnehagedeltakelse"
"17","minoritet","3","prosent","58.33333333","2014","barnehagedeltakelse"
"18","minoritet","3","prosent","66.66666667","2014","barnehagedeltakelse"
"19","minoritet","3","prosent","63.63636364","2014","barnehagedeltakelse"
"20","minoritet","3","prosent","104.4776119","2014","barnehagedeltakelse"
"21","minoritet","3","prosent","84.375","2014","barnehagedeltakelse"
"22","minoritet","3","prosent","95.16129032","2014","barnehagedeltakelse"
"23","minoritet","3","prosent","80","2014","barnehagedeltakelse"
"24","minoritet","3","prosent","87.5","2014","barnehagedeltakelse"
"25","minoritet","3","prosent","87.09677419","2014","barnehagedeltakelse"
"26","minoritet","3","prosent","82.12290503","2014","barnehagedeltakelse"
"27","minoritet","3","prosent","85.37735849","2014","barnehagedeltakelse"
"28","minoritet","3","prosent","106.6666667","2014","barnehagedeltakelse"
"29","minoritet","3","prosent","105","2014","barnehagedeltakelse"
"30","minoritet","3","prosent","106.6666667","2014","barnehagedeltakelse"
"31","minoritet","3","prosent","75","2014","barnehagedeltakelse"
"32","minoritet","3","prosent","87.96992481","2014","barnehagedeltakelse"
"33","minoritet","3","prosent","82.60869565","2014","barnehagedeltakelse"
"34","minoritet","3","prosent","80.64516129","2014","barnehagedeltakelse"
"35","minoritet","3","prosent","85.05747126","2014","barnehagedeltakelse"
"36","minoritet","3","prosent","87.03703704","2014","barnehagedeltakelse"
"37","minoritet","3","prosent","91.89189189","2014","barnehagedeltakelse"
"38","minoritet","3","prosent","89.74358974","2014","barnehagedeltakelse"
"39","minoritet","3","prosent","88.0525687","2014","barnehagedeltakelse"
"40","minoritet","3","prosent","83.21678322","2014","barnehagedeltakelse"
"41","minoritet","3","prosent","92.5","2014","barnehagedeltakelse"
"42","minoritet","3","prosent","77.55102041","2014","barnehagedeltakelse"
"43","minoritet","3","prosent","114.2857143","2014","barnehagedeltakelse"
"44","minoritet","3","prosent","53.84615385","2014","barnehagedeltakelse"
"45","minoritet","3","prosent","78.57142857","2014","barnehagedeltakelse"
"46","minoritet","3","prosent","87.03703704","2014","barnehagedeltakelse"
"47","minoritet","3","prosent","81.48148148","2014","barnehagedeltakelse"
"48","minoritet","3","prosent","100","2014","barnehagedeltakelse"
"49","minoritet","3","prosent","109.7560976","2014","barnehagedeltakelse"
"50","minoritet","3","prosent","90.32258065","2014","barnehagedeltakelse"
"51","minoritet","3","prosent","107.2727273","2014","barnehagedeltakelse"
"52","minoritet","3","prosent","102.8571429","2014","barnehagedeltakelse"
"53","minoritet","3","prosent","96.1038961","2014","barnehagedeltakelse"
"54","minoritet","3","prosent","75","2014","barnehagedeltakelse"
"55","minoritet","3","prosent","94.87179487","2014","barnehagedeltakelse"
"56","minoritet","3","prosent","81.4516129","2014","barnehagedeltakelse"
"57","minoritet","3","prosent","100","2014","barnehagedeltakelse"
"58","minoritet","3","prosent","118.5185185","2014","barnehagedeltakelse"
"59","minoritet","3","prosent","116.6666667","2014","barnehagedeltakelse"
"60","minoritet","3","prosent","121.0526316","2014","barnehagedeltakelse"
"61","minoritet","3","prosent","94.42970822","2014","barnehagedeltakelse"
"62","minoritet","3","prosent","62.5","2014","barnehagedeltakelse"
"63","minoritet","3","prosent","86.84210526","2014","barnehagedeltakelse"
"64","minoritet","3","prosent","90.625","2014","barnehagedeltakelse"
"65","minoritet","3","prosent","81.25","2014","barnehagedeltakelse"
"66","minoritet","3","prosent","127.2727273","2014","barnehagedeltakelse"
"67","minoritet","3","prosent","76.19047619","2014","barnehagedeltakelse"
"68","minoritet","3","prosent","100","2014","barnehagedeltakelse"
"69","minoritet","3","prosent","94.44444444","2014","barnehagedeltakelse"
"70","minoritet","3","prosent","80","2014","barnehagedeltakelse"
"71","minoritet","3","prosent","86.66666667","2014","barnehagedeltakelse"
"72","minoritet","3","prosent","75","2014","barnehagedeltakelse"
"73","minoritet","3","prosent","103.5714286","2014","barnehagedeltakelse"
"74","minoritet","3","prosent","73.68421053","2014","barnehagedeltakelse"
"75","minoritet","3","prosent","92.59259259","2014","barnehagedeltakelse"
"76","minoritet","3","prosent","87.09677419","2014","barnehagedeltakelse"
"77","minoritet","3","prosent","96.96969697","2014","barnehagedeltakelse"
"78","minoritet","3","prosent","94.28571429","2014","barnehagedeltakelse"
"79","minoritet","3","prosent","97.82608696","2014","barnehagedeltakelse"
"80","minoritet","3","prosent","125","2014","barnehagedeltakelse"
"81","minoritet","3","prosent","97.95918367","2014","barnehagedeltakelse"
"82","minoritet","3","prosent","142.8571429","2014","barnehagedeltakelse"
"83","minoritet","3","prosent","100","2014","barnehagedeltakelse"
"01","minoritet","4","prosent","85,71428571","2014","barnehagedeltakelse"
"02","minoritet","4","prosent","93,49593496","2014","barnehagedeltakelse"
"03","minoritet","4","prosent","89,18918919","2014","barnehagedeltakelse"
"04","minoritet","4","prosent","83,97435897","2014","barnehagedeltakelse"
"05","minoritet","4","prosent","97,10843373","2014","barnehagedeltakelse"
"06","minoritet","4","prosent","91,96428571","2014","barnehagedeltakelse"
"07","minoritet","4","prosent","101,4018692","2014","barnehagedeltakelse"
"08","minoritet","4","prosent","93,40101523","2014","barnehagedeltakelse"
"09","minoritet","4","prosent","97,13613182","2014","barnehagedeltakelse"
"10","minoritet","4","prosent","77,77777778","2014","barnehagedeltakelse"
"11","minoritet","4","prosent","90","2014","barnehagedeltakelse"
"12","minoritet","4","prosent","97,19626168","2014","barnehagedeltakelse"
"13","minoritet","4","prosent","88,37209302","2014","barnehagedeltakelse"
"14","minoritet","4","prosent","92,92929293","2014","barnehagedeltakelse"
"15","minoritet","4","prosent","76,47058824","2014","barnehagedeltakelse"
"16","minoritet","4","prosent","82,9787234","2014","barnehagedeltakelse"
"17","minoritet","4","prosent","92,30769231","2014","barnehagedeltakelse"
"18","minoritet","4","prosent","100","2014","barnehagedeltakelse"
"19","minoritet","4","prosent","95","2014","barnehagedeltakelse"
"20","minoritet","4","prosent","100,4008016","2014","barnehagedeltakelse"
"21","minoritet","4","prosent","102,5641026","2014","barnehagedeltakelse"
"22","minoritet","4","prosent","86,66666667","2014","barnehagedeltakelse"
"23","minoritet","4","prosent","90,32258065","2014","barnehagedeltakelse"
"24","minoritet","4","prosent","83,13253012","2014","barnehagedeltakelse"
"25","minoritet","4","prosent","82,71028037","2014","barnehagedeltakelse"
"26","minoritet","4","prosent","91,37931034","2014","barnehagedeltakelse"
"27","minoritet","4","prosent","90,95238095","2014","barnehagedeltakelse"
"28","minoritet","4","prosent","93,93939394","2014","barnehagedeltakelse"
"29","minoritet","4","prosent","114,2857143","2014","barnehagedeltakelse"
"30","minoritet","4","prosent","100","2014","barnehagedeltakelse"
"31","minoritet","4","prosent","81,25","2014","barnehagedeltakelse"
"32","minoritet","4","prosent","94,40559441","2014","barnehagedeltakelse"
"33","minoritet","4","prosent","103,9215686","2014","barnehagedeltakelse"
"34","minoritet","4","prosent","74,28571429","2014","barnehagedeltakelse"
"35","minoritet","4","prosent","91,69811321","2014","barnehagedeltakelse"
"36","minoritet","4","prosent","97,05882353","2014","barnehagedeltakelse"
"37","minoritet","4","prosent","87,22222222","2014","barnehagedeltakelse"
"38","minoritet","4","prosent","82,14285714","2014","barnehagedeltakelse"
"39","minoritet","4","prosent","87,10801394","2014","barnehagedeltakelse"
"40","minoritet","4","prosent","89,51310861","2014","barnehagedeltakelse"
"41","minoritet","4","prosent","73,68421053","2014","barnehagedeltakelse"
"42","minoritet","4","prosent","84,375","2014","barnehagedeltakelse"
"43","minoritet","4","prosent","80","2014","barnehagedeltakelse"
"44","minoritet","4","prosent","97,36842105","2014","barnehagedeltakelse"
"45","minoritet","4","prosent","80","2014","barnehagedeltakelse"
"46","minoritet","4","prosent","83,95061728","2014","barnehagedeltakelse"
"47","minoritet","4","prosent","77,77777778","2014","barnehagedeltakelse"
"48","minoritet","4","prosent","116,6666667","2014","barnehagedeltakelse"
"49","minoritet","4","prosent","97,14285714","2014","barnehagedeltakelse"
"50","minoritet","4","prosent","91,89189189","2014","barnehagedeltakelse"
"51","minoritet","4","prosent","96,77419355","2014","barnehagedeltakelse"
"52","minoritet","4","prosent","90,12345679","2014","barnehagedeltakelse"
"53","minoritet","4","prosent","88,63636364","2014","barnehagedeltakelse"
"54","minoritet","4","prosent","109,375","2014","barnehagedeltakelse"
"55","minoritet","4","prosent","98,27586207","2014","barnehagedeltakelse"
"56","minoritet","4","prosent","91,45299145","2014","barnehagedeltakelse"
"57","minoritet","4","prosent","100","2014","barnehagedeltakelse"
"58","minoritet","4","prosent","127,7777778","2014","barnehagedeltakelse"
"59","minoritet","4","prosent","80","2014","barnehagedeltakelse"
"60","minoritet","4","prosent","100","2014","barnehagedeltakelse"
"61","minoritet","4","prosent","89,5480226","2014","barnehagedeltakelse"
"62","minoritet","4","prosent","75","2014","barnehagedeltakelse"
"63","minoritet","4","prosent","96,55172414","2014","barnehagedeltakelse"
"64","minoritet","4","prosent","98,4375","2014","barnehagedeltakelse"
"65","minoritet","4","prosent","125","2014","barnehagedeltakelse"
"66","minoritet","4","prosent",".","2014","barnehagedeltakelse"
"67","minoritet","4","prosent","92,59259259","2014","barnehagedeltakelse"
"68","minoritet","4","prosent","93,33333333","2014","barnehagedeltakelse"
"69","minoritet","4","prosent","107,6923077","2014","barnehagedeltakelse"
"70","minoritet","4","prosent","125","2014","barnehagedeltakelse"
"71","minoritet","4","prosent","80","2014","barnehagedeltakelse"
"72","minoritet","4","prosent","103,8461538","2014","barnehagedeltakelse"
"73","minoritet","4","prosent","89,13043478","2014","barnehagedeltakelse"
"74","minoritet","4","prosent","96,15384615","2014","barnehagedeltakelse"
"75","minoritet","4","prosent","86,20689655","2014","barnehagedeltakelse"
"76","minoritet","4","prosent","116,6666667","2014","barnehagedeltakelse"
"77","minoritet","4","prosent","104,0816327","2014","barnehagedeltakelse"
"78","minoritet","4","prosent","117,2413793","2014","barnehagedeltakelse"
"79","minoritet","4","prosent","90,08264463","2014","barnehagedeltakelse"
"80","minoritet","4","prosent","90,90909091","2014","barnehagedeltakelse"
"81","minoritet","4","prosent","98,33333333","2014","barnehagedeltakelse"
"82","minoritet","4","prosent","100","2014","barnehagedeltakelse"
"83","minoritet","4","prosent","92,10526316","2014","barnehagedeltakelse"
"01","minoritet","5","prosent","79,59183673","2014","barnehagedeltakelse"
"02","minoritet","5","prosent","99,18699187","2014","barnehagedeltakelse"
"03","minoritet","5","prosent","104,9586777","2014","barnehagedeltakelse"
"04","minoritet","5","prosent","93,23943662","2014","barnehagedeltakelse"
"05","minoritet","5","prosent","98,77149877","2014","barnehagedeltakelse"
"06","minoritet","5","prosent","103,5087719","2014","barnehagedeltakelse"
"07","minoritet","5","prosent","104,6948357","2014","barnehagedeltakelse"
"08","minoritet","5","prosent","100,921659","2014","barnehagedeltakelse"
"09","minoritet","5","prosent","102,8402367","2014","barnehagedeltakelse"
"10","minoritet","5","prosent","109,0909091","2014","barnehagedeltakelse"
"11","minoritet","5","prosent","88,23529412","2014","barnehagedeltakelse"
"12","minoritet","5","prosent","93,23308271","2014","barnehagedeltakelse"
"13","minoritet","5","prosent","92,68292683","2014","barnehagedeltakelse"
"14","minoritet","5","prosent","102,4691358","2014","barnehagedeltakelse"
"15","minoritet","5","prosent","79,31034483","2014","barnehagedeltakelse"
"16","minoritet","5","prosent","88,88888889","2014","barnehagedeltakelse"
"17","minoritet","5","prosent","78,57142857","2014","barnehagedeltakelse"
"18","minoritet","5","prosent","113,3333333","2014","barnehagedeltakelse"
"19","minoritet","5","prosent","100","2014","barnehagedeltakelse"
"20","minoritet","5","prosent","100,6302521","2014","barnehagedeltakelse"
"21","minoritet","5","prosent","107,4074074","2014","barnehagedeltakelse"
"22","minoritet","5","prosent","92,06349206","2014","barnehagedeltakelse"
"23","minoritet","5","prosent","75","2014","barnehagedeltakelse"
"24","minoritet","5","prosent","89,36170213","2014","barnehagedeltakelse"
"25","minoritet","5","prosent","88,35978836","2014","barnehagedeltakelse"
"26","minoritet","5","prosent","87,02702703","2014","barnehagedeltakelse"
"27","minoritet","5","prosent","90,29126214","2014","barnehagedeltakelse"
"28","minoritet","5","prosent","91,42857143","2014","barnehagedeltakelse"
"29","minoritet","5","prosent","112,5","2014","barnehagedeltakelse"
"30","minoritet","5","prosent","120","2014","barnehagedeltakelse"
"31","minoritet","5","prosent","112,5","2014","barnehagedeltakelse"
"32","minoritet","5","prosent","93,24324324","2014","barnehagedeltakelse"
"33","minoritet","5","prosent","84,21052632","2014","barnehagedeltakelse"
"34","minoritet","5","prosent","97,56097561","2014","barnehagedeltakelse"
"35","minoritet","5","prosent","91,86440678","2014","barnehagedeltakelse"
"36","minoritet","5","prosent","100","2014","barnehagedeltakelse"
"37","minoritet","5","prosent","86,66666667","2014","barnehagedeltakelse"
"38","minoritet","5","prosent","103,030303","2014","barnehagedeltakelse"
"39","minoritet","5","prosent","89,65986395","2014","barnehagedeltakelse"
"40","minoritet","5","prosent","91,14173228","2014","barnehagedeltakelse"
"41","minoritet","5","prosent","85,71428571","2014","barnehagedeltakelse"
"42","minoritet","5","prosent","106,0606061","2014","barnehagedeltakelse"
"43","minoritet","5","prosent","100","2014","barnehagedeltakelse"
"44","minoritet","5","prosent","82,9787234","2014","barnehagedeltakelse"
"45","minoritet","5","prosent","70,83333333","2014","barnehagedeltakelse"
"46","minoritet","5","prosent","88,23529412","2014","barnehagedeltakelse"
"47","minoritet","5","prosent","104,1666667","2014","barnehagedeltakelse"
"48","minoritet","5","prosent","92,30769231","2014","barnehagedeltakelse"
"49","minoritet","5","prosent","97,05882353","2014","barnehagedeltakelse"
"50","minoritet","5","prosent","103,030303","2014","barnehagedeltakelse"
"51","minoritet","5","prosent","106,8181818","2014","barnehagedeltakelse"
"52","minoritet","5","prosent","91,13924051","2014","barnehagedeltakelse"
"53","minoritet","5","prosent","90,90909091","2014","barnehagedeltakelse"
"54","minoritet","5","prosent","81,81818182","2014","barnehagedeltakelse"
"55","minoritet","5","prosent","95,34883721","2014","barnehagedeltakelse"
"56","minoritet","5","prosent","84,12698413","2014","barnehagedeltakelse"
"57","minoritet","5","prosent","142,8571429","2014","barnehagedeltakelse"
"58","minoritet","5","prosent","100","2014","barnehagedeltakelse"
"59","minoritet","5","prosent","114,2857143","2014","barnehagedeltakelse"
"60","minoritet","5","prosent","116,6666667","2014","barnehagedeltakelse"
"61","minoritet","5","prosent","91,49560117","2014","barnehagedeltakelse"
"62","minoritet","5","prosent","128,5714286","2014","barnehagedeltakelse"
"63","minoritet","5","prosent","88,88888889","2014","barnehagedeltakelse"
"64","minoritet","5","prosent","95,23809524","2014","barnehagedeltakelse"
"65","minoritet","5","prosent",".","2014","barnehagedeltakelse"
"66","minoritet","5","prosent","75","2014","barnehagedeltakelse"
"67","minoritet","5","prosent","108,3333333","2014","barnehagedeltakelse"
"68","minoritet","5","prosent","93,75","2014","barnehagedeltakelse"
"69","minoritet","5","prosent","80","2014","barnehagedeltakelse"
"70","minoritet","5","prosent","87,5","2014","barnehagedeltakelse"
"71","minoritet","5","prosent","80","2014","barnehagedeltakelse"
"72","minoritet","5","prosent","88","2014","barnehagedeltakelse"
"73","minoritet","5","prosent","97,22222222","2014","barnehagedeltakelse"
"74","minoritet","5","prosent","75","2014","barnehagedeltakelse"
"75","minoritet","5","prosent","60,52631579","2014","barnehagedeltakelse"
"76","minoritet","5","prosent","83,33333333","2014","barnehagedeltakelse"
"77","minoritet","5","prosent","111,4285714","2014","barnehagedeltakelse"
"78","minoritet","5","prosent","107,6923077","2014","barnehagedeltakelse"
"79","minoritet","5","prosent","91,46341463","2014","barnehagedeltakelse"
"80","minoritet","5","prosent","128,5714286","2014","barnehagedeltakelse"
"81","minoritet","5","prosent","94,91525424","2014","barnehagedeltakelse"
"82","minoritet","5","prosent",".","2014","barnehagedeltakelse"
"83","minoritet","5","prosent","104","2014","barnehagedeltakelse"
"01","ikke_minoritet","1_5","personer","1342","2014","barnehagedeltakelse"
"02","ikke_minoritet","1_5","personer","2600","2014","barnehagedeltakelse"
"03","ikke_minoritet","1_5","personer","2496","2014","barnehagedeltakelse"
"04","ikke_minoritet","1_5","personer","5715","2014","barnehagedeltakelse"
"05","ikke_minoritet","1_5","personer","9276","2014","barnehagedeltakelse"
"06","ikke_minoritet","1_5","personer","7168","2014","barnehagedeltakelse"
"07","ikke_minoritet","1_5","personer","8081","2014","barnehagedeltakelse"
"08","ikke_minoritet","1_5","personer","5092","2014","barnehagedeltakelse"
"09","ikke_minoritet","1_5","personer","26227","2014","barnehagedeltakelse"
"10","ikke_minoritet","1_5","personer","676","2014","barnehagedeltakelse"
"11","ikke_minoritet","1_5","personer","1913","2014","barnehagedeltakelse"
"12","ikke_minoritet","1_5","personer","4069","2014","barnehagedeltakelse"
"13","ikke_minoritet","1_5","personer","1513","2014","barnehagedeltakelse"
"14","ikke_minoritet","1_5","personer","2906","2014","barnehagedeltakelse"
"15","ikke_minoritet","1_5","personer","1310","2014","barnehagedeltakelse"
"16","ikke_minoritet","1_5","personer","1574","2014","barnehagedeltakelse"
"17","ikke_minoritet","1_5","personer","554","2014","barnehagedeltakelse"
"18","ikke_minoritet","1_5","personer","723","2014","barnehagedeltakelse"
"19","ikke_minoritet","1_5","personer","679","2014","barnehagedeltakelse"
"20","ikke_minoritet","1_5","personer","7635","2014","barnehagedeltakelse"
"21","ikke_minoritet","1_5","personer","747","2014","barnehagedeltakelse"
"22","ikke_minoritet","1_5","personer","1537","2014","barnehagedeltakelse"
"23","ikke_minoritet","1_5","personer","794","2014","barnehagedeltakelse"
"24","ikke_minoritet","1_5","personer","1593","2014","barnehagedeltakelse"
"25","ikke_minoritet","1_5","personer","6160","2014","barnehagedeltakelse"
"26","ikke_minoritet","1_5","personer","3861","2014","barnehagedeltakelse"
"27","ikke_minoritet","1_5","personer","5067","2014","barnehagedeltakelse"
"28","ikke_minoritet","1_5","personer","706","2014","barnehagedeltakelse"
"29","ikke_minoritet","1_5","personer","860","2014","barnehagedeltakelse"
"30","ikke_minoritet","1_5","personer","620","2014","barnehagedeltakelse"
"31","ikke_minoritet","1_5","personer","304","2014","barnehagedeltakelse"
"32","ikke_minoritet","1_5","personer","4420","2014","barnehagedeltakelse"
"33","ikke_minoritet","1_5","personer","1827","2014","barnehagedeltakelse"
"34","ikke_minoritet","1_5","personer","1282","2014","barnehagedeltakelse"
