"kommune_nr","spraaknivaa","provetype","enhet","aar","tabellvariabel","tabell_navn"
"0301","b1","muntlig","prosent","2015","44","norsk_prover"
"0402","b1","muntlig","prosent","2015","41","norsk_prover"
"0403","b1","muntlig","prosent","2015","55","norsk_prover"
"0412","b1","muntlig","prosent","2015","32","norsk_prover"
"0415","b1","muntlig","prosent","2015","38","norsk_prover"
"0417","b1","muntlig","prosent","2015","38","norsk_prover"
"0425","b1","muntlig","prosent","2015","38","norsk_prover"
"0427","b1","muntlig","prosent","2015","41","norsk_prover"
"0428","b1","muntlig","prosent","2015",":","norsk_prover"
"0430","b1","muntlig","prosent","2015",":","norsk_prover"
"0432","b1","muntlig","prosent","2015",":","norsk_prover"
"0434","b1","muntlig","prosent","2015",":","norsk_prover"
"0437","b1","muntlig","prosent","2015","48","norsk_prover"
"0501","b1","muntlig","prosent","2015","58","norsk_prover"
"0502","b1","muntlig","prosent","2015","26","norsk_prover"
"0513","b1","muntlig","prosent","2015",":","norsk_prover"
"0514","b1","muntlig","prosent","2015",":","norsk_prover"
"0515","b1","muntlig","prosent","2015",":","norsk_prover"
"0516","b1","muntlig","prosent","2015",":","norsk_prover"
"0517","b1","muntlig","prosent","2015","29","norsk_prover"
"0520","b1","muntlig","prosent","2015",":","norsk_prover"
"0521","b1","muntlig","prosent","2015",":","norsk_prover"
"0528","b1","muntlig","prosent","2015",":","norsk_prover"
"0529","b1","muntlig","prosent","2015","24","norsk_prover"
"0533","b1","muntlig","prosent","2015","36","norsk_prover"
"0536","b1","muntlig","prosent","2015",":","norsk_prover"
"0538","b1","muntlig","prosent","2015","8","norsk_prover"
"0540","b1","muntlig","prosent","2015",":","norsk_prover"
"0542","b1","muntlig","prosent","2015","27","norsk_prover"
"0543","b1","muntlig","prosent","2015",":","norsk_prover"
"0545","b1","muntlig","prosent","2015",":","norsk_prover"
"0602","b1","muntlig","prosent","2015","54","norsk_prover"
"0604","b1","muntlig","prosent","2015","72","norsk_prover"
"0605","b1","muntlig","prosent","2015","38","norsk_prover"
"0617","b1","muntlig","prosent","2015","56","norsk_prover"
"0619","b1","muntlig","prosent","2015",":","norsk_prover"
"0623","b1","muntlig","prosent","2015","42","norsk_prover"
"0624","b1","muntlig","prosent","2015","34","norsk_prover"
"0625","b1","muntlig","prosent","2015","52","norsk_prover"
"0626","b1","muntlig","prosent","2015","62","norsk_prover"
"0628","b1","muntlig","prosent","2015","54","norsk_prover"
"0633","b1","muntlig","prosent","2015","6","norsk_prover"
"0701","b1","muntlig","prosent","2015","45","norsk_prover"
"0704","b1","muntlig","prosent","2015","53","norsk_prover"
"0706","b1","muntlig","prosent","2015","45","norsk_prover"
"0709","b1","muntlig","prosent","2015","54","norsk_prover"
"0713","b1","muntlig","prosent","2015",":","norsk_prover"
"0805","b1","muntlig","prosent","2015","25","norsk_prover"
"0806","b1","muntlig","prosent","2015","25","norsk_prover"
"0807","b1","muntlig","prosent","2015","44","norsk_prover"
"0814","b1","muntlig","prosent","2015","18","norsk_prover"
"0815","b1","muntlig","prosent","2015",":","norsk_prover"
"0817","b1","muntlig","prosent","2015",":","norsk_prover"
"0819","b1","muntlig","prosent","2015","38","norsk_prover"
"0821","b1","muntlig","prosent","2015",":","norsk_prover"
"0822","b1","muntlig","prosent","2015","10","norsk_prover"
"0826","b1","muntlig","prosent","2015",":","norsk_prover"
"0828","b1","muntlig","prosent","2015",":","norsk_prover"
"0901","b1","muntlig","prosent","2015","10","norsk_prover"
"0904","b1","muntlig","prosent","2015","45","norsk_prover"
"0906","b1","muntlig","prosent","2015","34","norsk_prover"
"0926","b1","muntlig","prosent","2015","12","norsk_prover"
"0928","b1","muntlig","prosent","2015","29","norsk_prover"
"0937","b1","muntlig","prosent","2015",":","norsk_prover"
"0940","b1","muntlig","prosent","2015",":","norsk_prover"
"0941","b1","muntlig","prosent","2015",":","norsk_prover"
"1001","b1","muntlig","prosent","2015","32","norsk_prover"
"1002","b1","muntlig","prosent","2015","45","norsk_prover"
"1003","b1","muntlig","prosent","2015","26","norsk_prover"
"1004","b1","muntlig","prosent","2015","38","norsk_prover"
"1014","b1","muntlig","prosent","2015","38","norsk_prover"
"1017","b1","muntlig","prosent","2015","36","norsk_prover"
"1026","b1","muntlig","prosent","2015",":","norsk_prover"
"1027","b1","muntlig","prosent","2015",":","norsk_prover"
"1032","b1","muntlig","prosent","2015","32","norsk_prover"
"1037","b1","muntlig","prosent","2015","56","norsk_prover"
"1046","b1","muntlig","prosent","2015","27","norsk_prover"
"1101","b1","muntlig","prosent","2015","46","norsk_prover"
"1102","b1","muntlig","prosent","2015","41","norsk_prover"
"1103","b1","muntlig","prosent","2015","43","norsk_prover"
"1106","b1","muntlig","prosent","2015","56","norsk_prover"
"1112","b1","muntlig","prosent","2015",":","norsk_prover"
"1119","b1","muntlig","prosent","2015","30","norsk_prover"
"1121","b1","muntlig","prosent","2015","31","norsk_prover"
"1122","b1","muntlig","prosent","2015","9","norsk_prover"
"1124","b1","muntlig","prosent","2015","56","norsk_prover"
"1130","b1","muntlig","prosent","2015","17","norsk_prover"
"1134","b1","muntlig","prosent","2015","27","norsk_prover"
"1135","b1","muntlig","prosent","2015","40","norsk_prover"
"1146","b1","muntlig","prosent","2015",":","norsk_prover"
"1149","b1","muntlig","prosent","2015","58","norsk_prover"
"1160","b1","muntlig","prosent","2015","19","norsk_prover"
"1201","b1","muntlig","prosent","2015","36","norsk_prover"
"1211","b1","muntlig","prosent","2015","61","norsk_prover"
"1216","b1","muntlig","prosent","2015",":","norsk_prover"
"1219","b1","muntlig","prosent","2015","26","norsk_prover"
"1221","b1","muntlig","prosent","2015","17","norsk_prover"
"1224","b1","muntlig","prosent","2015",":","norsk_prover"
"1228","b1","muntlig","prosent","2015","31","norsk_prover"
"1231","b1","muntlig","prosent","2015","15","norsk_prover"
"1235","b1","muntlig","prosent","2015","29","norsk_prover"
"1238","b1","muntlig","prosent","2015","43","norsk_prover"
"1241","b1","muntlig","prosent","2015",":","norsk_prover"
"1243","b1","muntlig","prosent","2015","21","norsk_prover"
"1244","b1","muntlig","prosent","2015",":","norsk_prover"
"1245","b1","muntlig","prosent","2015",":","norsk_prover"
"1246","b1","muntlig","prosent","2015","41","norsk_prover"
"1247","b1","muntlig","prosent","2015","28","norsk_prover"
"1259","b1","muntlig","prosent","2015",":","norsk_prover"
"1263","b1","muntlig","prosent","2015","27","norsk_prover"
"1401","b1","muntlig","prosent","2015","46","norsk_prover"
"1411","b1","muntlig","prosent","2015",":","norsk_prover"
"1413","b1","muntlig","prosent","2015","30","norsk_prover"
"1416","b1","muntlig","prosent","2015",":","norsk_prover"
"1420","b1","muntlig","prosent","2015","30","norsk_prover"
"1424","b1","muntlig","prosent","2015",":","norsk_prover"
"1428","b1","muntlig","prosent","2015",":","norsk_prover"
"1432","b1","muntlig","prosent","2015","67","norsk_prover"
"1439","b1","muntlig","prosent","2015",":","norsk_prover"
"1443","b1","muntlig","prosent","2015","45","norsk_prover"
"1445","b1","muntlig","prosent","2015",":","norsk_prover"
"1449","b1","muntlig","prosent","2015","81","norsk_prover"
"1502","b1","muntlig","prosent","2015","20","norsk_prover"
"1504","b1","muntlig","prosent","2015","37","norsk_prover"
"1505","b1","muntlig","prosent","2015",":","norsk_prover"
"1514","b1","muntlig","prosent","2015",":","norsk_prover"
"1515","b1","muntlig","prosent","2015","56","norsk_prover"
"1516","b1","muntlig","prosent","2015",":","norsk_prover"
"1517","b1","muntlig","prosent","2015",":","norsk_prover"
"1519","b1","muntlig","prosent","2015","20","norsk_prover"
"1520","b1","muntlig","prosent","2015","12","norsk_prover"
"1525","b1","muntlig","prosent","2015",":","norsk_prover"
"1528","b1","muntlig","prosent","2015","45","norsk_prover"
"1534","b1","muntlig","prosent","2015","54","norsk_prover"
"1535","b1","muntlig","prosent","2015","35","norsk_prover"
"1539","b1","muntlig","prosent","2015",":","norsk_prover"
"1548","b1","muntlig","prosent","2015",":","norsk_prover"
"1551","b1","muntlig","prosent","2015",":","norsk_prover"
"1557","b1","muntlig","prosent","2015",":","norsk_prover"
"1560","b1","muntlig","prosent","2015","56","norsk_prover"
"1563","b1","muntlig","prosent","2015","46","norsk_prover"
"1566","b1","muntlig","prosent","2015",":","norsk_prover"
"1571","b1","muntlig","prosent","2015",":","norsk_prover"
"1601","b1","muntlig","prosent","2015","28","norsk_prover"
"1612","b1","muntlig","prosent","2015",":","norsk_prover"
"1617","b1","muntlig","prosent","2015",":","norsk_prover"
"1621","b1","muntlig","prosent","2015",":","norsk_prover"
"1624","b1","muntlig","prosent","2015","11","norsk_prover"
"1630","b1","muntlig","prosent","2015",":","norsk_prover"
"1635","b1","muntlig","prosent","2015","21","norsk_prover"
"1638","b1","muntlig","prosent","2015","33","norsk_prover"
"1640","b1","muntlig","prosent","2015","20","norsk_prover"
"1653","b1","muntlig","prosent","2015","40","norsk_prover"
"1702","b1","muntlig","prosent","2015","36","norsk_prover"
"1703","b1","muntlig","prosent","2015","34","norsk_prover"
"1711","b1","muntlig","prosent","2015",":","norsk_prover"
"1714","b1","muntlig","prosent","2015","36","norsk_prover"
"1719","b1","muntlig","prosent","2015","48","norsk_prover"
"1721","b1","muntlig","prosent","2015","54","norsk_prover"
"1736","b1","muntlig","prosent","2015",":","norsk_prover"
"1750","b1","muntlig","prosent","2015","53","norsk_prover"
"1751","b1","muntlig","prosent","2015","18","norsk_prover"
"1756","b1","muntlig","prosent","2015","40","norsk_prover"
"1804","b1","muntlig","prosent","2015","27","norsk_prover"
"1805","b1","muntlig","prosent","2015","27","norsk_prover"
"1813","b1","muntlig","prosent","2015",":","norsk_prover"
"1818","b1","muntlig","prosent","2015",":","norsk_prover"
"1820","b1","muntlig","prosent","2015","27","norsk_prover"
"1822","b1","muntlig","prosent","2015",":","norsk_prover"
"1824","b1","muntlig","prosent","2015","47","norsk_prover"
"1826","b1","muntlig","prosent","2015",":","norsk_prover"
"1827","b1","muntlig","prosent","2015",":","norsk_prover"
"1828","b1","muntlig","prosent","2015",":","norsk_prover"
"1832","b1","muntlig","prosent","2015",":","norsk_prover"
"1833","b1","muntlig","prosent","2015","46","norsk_prover"
"1834","b1","muntlig","prosent","2015",":","norsk_prover"
"1838","b1","muntlig","prosent","2015",":","norsk_prover"
"1840","b1","muntlig","prosent","2015",":","norsk_prover"
"1841","b1","muntlig","prosent","2015","53","norsk_prover"
"1848","b1","muntlig","prosent","2015",":","norsk_prover"
"1849","b1","muntlig","prosent","2015",":","norsk_prover"
"1850","b1","muntlig","prosent","2015",":","norsk_prover"
"1851","b1","muntlig","prosent","2015","50","norsk_prover"
"1854","b1","muntlig","prosent","2015",":","norsk_prover"
"1860","b1","muntlig","prosent","2015","23","norsk_prover"
"1865","b1","muntlig","prosent","2015","30","norsk_prover"
"1866","b1","muntlig","prosent","2015","14","norsk_prover"
"1867","b1","muntlig","prosent","2015",":","norsk_prover"
"1868","b1","muntlig","prosent","2015","100","norsk_prover"
"1870","b1","muntlig","prosent","2015","35","norsk_prover"
"1871","b1","muntlig","prosent","2015",":","norsk_prover"
"1903","b1","muntlig","prosent","2015","42","norsk_prover"
"1902","b1","muntlig","prosent","2015","20","norsk_prover"
"1919","b1","muntlig","prosent","2015",":","norsk_prover"
"1922","b1","muntlig","prosent","2015",":","norsk_prover"
"1923","b1","muntlig","prosent","2015","25","norsk_prover"
"1924","b1","muntlig","prosent","2015","38","norsk_prover"
"1927","b1","muntlig","prosent","2015","7","norsk_prover"
"1929","b1","muntlig","prosent","2015",":","norsk_prover"
"1931","b1","muntlig","prosent","2015","21","norsk_prover"
"1933","b1","muntlig","prosent","2015",":","norsk_prover"
"1939","b1","muntlig","prosent","2015",":","norsk_prover"
"1940","b1","muntlig","prosent","2015",":","norsk_prover"
"1941","b1","muntlig","prosent","2015",":","norsk_prover"
"1942","b1","muntlig","prosent","2015","17","norsk_prover"
"2003","b1","muntlig","prosent","2015","27","norsk_prover"
"2004","b1","muntlig","prosent","2015","35","norsk_prover"
"2011","b1","muntlig","prosent","2015",":","norsk_prover"
"2012","b1","muntlig","prosent","2015","38","norsk_prover"
"2020","b1","muntlig","prosent","2015","28","norsk_prover"
"2023","b1","muntlig","prosent","2015",":","norsk_prover"
"2025","b1","muntlig","prosent","2015",":","norsk_prover"
"2028","b1","muntlig","prosent","2015",":","norsk_prover"
"2030","b1","muntlig","prosent","2015","43","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"","b1","muntlig","prosent","2015","","norsk_prover"
"0101","b1","lytting","prosent","2015","64","norsk_prover"
"0104","b1","lytting","prosent","2015","69","norsk_prover"
"0105","b1","lytting","prosent","2015","63","norsk_prover"
"0106","b1","lytting","prosent","2015","61","norsk_prover"
"0124","b1","lytting","prosent","2015","69","norsk_prover"
"0231","b1","lytting","prosent","2015","60","norsk_prover"
"0214","b1","lytting","prosent","2015","69","norsk_prover"
"0216","b1","lytting","prosent","2015","73","norsk_prover"
"0217","b1","lytting","prosent","2015","52","norsk_prover"
"0219","b1","lytting","prosent","2015","65","norsk_prover"
"0220","b1","lytting","prosent","2015","77","norsk_prover"
"0221","b1","lytting","prosent","2015","84","norsk_prover"
"0226","b1","lytting","prosent","2015","47","norsk_prover"
"0228","b1","lytting","prosent","2015",":","norsk_prover"
"0230","b1","lytting","prosent","2015","59","norsk_prover"
"0231","b1","lytting","prosent","2015","60","norsk_prover"
"0233","b1","lytting","prosent","2015","75","norsk_prover"
"0235","b1","lytting","prosent","2015","74","norsk_prover"
"0301","b1","lytting","prosent","2015","67","norsk_prover"
"0402","b1","lytting","prosent","2015","61","norsk_prover"
"0403","b1","lytting","prosent","2015","67","norsk_prover"
"0412","b1","lytting","prosent","2015","65","norsk_prover"
"0415","b1","lytting","prosent","2015","50","norsk_prover"
"0417","b1","lytting","prosent","2015","39","norsk_prover"
"0425","b1","lytting","prosent","2015","53","norsk_prover"
"0427","b1","lytting","prosent","2015","53","norsk_prover"
"0428","b1","lytting","prosent","2015",":","norsk_prover"
"0430","b1","lytting","prosent","2015",":","norsk_prover"
"0432","b1","lytting","prosent","2015",":","norsk_prover"
"0434","b1","lytting","prosent","2015",":","norsk_prover"
"0437","b1","lytting","prosent","2015","60","norsk_prover"
"0501","b1","lytting","prosent","2015","55","norsk_prover"
"0502","b1","lytting","prosent","2015","59","norsk_prover"
"0513","b1","lytting","prosent","2015",":","norsk_prover"
"0514","b1","lytting","prosent","2015",":","norsk_prover"
"0515","b1","lytting","prosent","2015",":","norsk_prover"
"0516","b1","lytting","prosent","2015",":","norsk_prover"
"0517","b1","lytting","prosent","2015","33","norsk_prover"
"0520","b1","lytting","prosent","2015",":","norsk_prover"
"0521","b1","lytting","prosent","2015",":","norsk_prover"
"0528","b1","lytting","prosent","2015","46","norsk_prover"
"0529","b1","lytting","prosent","2015","48","norsk_prover"
"0533","b1","lytting","prosent","2015","60","norsk_prover"
"0536","b1","lytting","prosent","2015",":","norsk_prover"
"0538","b1","lytting","prosent","2015","18","norsk_prover"
"0540","b1","lytting","prosent","2015",":","norsk_prover"
"0542","b1","lytting","prosent","2015","38","norsk_prover"
"0543","b1","lytting","prosent","2015",":","norsk_prover"
"0545","b1","lytting","prosent","2015",":","norsk_prover"
"0602","b1","lytting","prosent","2015","65","norsk_prover"
"0604","b1","lytting","prosent","2015","86","norsk_prover"
"0605","b1","lytting","prosent","2015","66","norsk_prover"
"0617","b1","lytting","prosent","2015","55","norsk_prover"
"0619","b1","lytting","prosent","2015",":","norsk_prover"
"0623","b1","lytting","prosent","2015","71","norsk_prover"
"0624","b1","lytting","prosent","2015","26","norsk_prover"
"0625","b1","lytting","prosent","2015","50","norsk_prover"
"0626","b1","lytting","prosent","2015","79","norsk_prover"
"0628","b1","lytting","prosent","2015","50","norsk_prover"
"0633","b1","lytting","prosent","2015","24","norsk_prover"
"0701","b1","lytting","prosent","2015","58","norsk_prover"
"0704","b1","lytting","prosent","2015","68","norsk_prover"
"0706","b1","lytting","prosent","2015","55","norsk_prover"
"0709","b1","lytting","prosent","2015","62","norsk_prover"
"0713","b1","lytting","prosent","2015",":","norsk_prover"
"0805","b1","lytting","prosent","2015","56","norsk_prover"
"0806","b1","lytting","prosent","2015","47","norsk_prover"
"0807","b1","lytting","prosent","2015","55","norsk_prover"
"0814","b1","lytting","prosent","2015","36","norsk_prover"
"0815","b1","lytting","prosent","2015","80","norsk_prover"
"0817","b1","lytting","prosent","2015",":","norsk_prover"
"0819","b1","lytting","prosent","2015","61","norsk_prover"
"0821","b1","lytting","prosent","2015",":","norsk_prover"
"0822","b1","lytting","prosent","2015","40","norsk_prover"
"0826","b1","lytting","prosent","2015",":","norsk_prover"
"0828","b1","lytting","prosent","2015","23","norsk_prover"
"0901","b1","lytting","prosent","2015","50","norsk_prover"
"0904","b1","lytting","prosent","2015","76","norsk_prover"
"0906","b1","lytting","prosent","2015","65","norsk_prover"
"0926","b1","lytting","prosent","2015","71","norsk_prover"
"0928","b1","lytting","prosent","2015","46","norsk_prover"
"0937","b1","lytting","prosent","2015",":","norsk_prover"
"0940","b1","lytting","prosent","2015","9","norsk_prover"
"0941","b1","lytting","prosent","2015",":","norsk_prover"
"1001","b1","lytting","prosent","2015","54","norsk_prover"
"1002","b1","lytting","prosent","2015","76","norsk_prover"
"1003","b1","lytting","prosent","2015","46","norsk_prover"
"1004","b1","lytting","prosent","2015","47","norsk_prover"
"1014","b1","lytting","prosent","2015","44","norsk_prover"
"1017","b1","lytting","prosent","2015","39","norsk_prover"
"1026","b1","lytting","prosent","2015",":","norsk_prover"
"1027","b1","lytting","prosent","2015",":","norsk_prover"
