"kommune_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"1822","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1824","innvandrere","1","prosent","2012","14.3","vedvarende_lavinntekt"
"1825","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1826","innvandrere","1","prosent","2012","34.2","vedvarende_lavinntekt"
"1827","innvandrere","1","prosent","2012","46.4","vedvarende_lavinntekt"
"1828","innvandrere","1","prosent","2012","14.5","vedvarende_lavinntekt"
"1832","innvandrere","1","prosent","2012","31.5","vedvarende_lavinntekt"
"1833","innvandrere","1","prosent","2012","9.4","vedvarende_lavinntekt"
"1834","innvandrere","1","prosent","2012","27.5","vedvarende_lavinntekt"
"1835","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1836","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1837","innvandrere","1","prosent","2012","22.8","vedvarende_lavinntekt"
"1838","innvandrere","1","prosent","2012","20.6","vedvarende_lavinntekt"
"1839","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1840","innvandrere","1","prosent","2012","23.3","vedvarende_lavinntekt"
"1841","innvandrere","1","prosent","2012","11.7","vedvarende_lavinntekt"
"1845","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1848","innvandrere","1","prosent","2012","34.9","vedvarende_lavinntekt"
"1849","innvandrere","1","prosent","2012","28.2","vedvarende_lavinntekt"
"1850","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1851","innvandrere","1","prosent","2012","19.2","vedvarende_lavinntekt"
"1852","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1853","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1854","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1856","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1857","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1859","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1860","innvandrere","1","prosent","2012","19.3","vedvarende_lavinntekt"
"1865","innvandrere","1","prosent","2012","16.8","vedvarende_lavinntekt"
"1866","innvandrere","1","prosent","2012","18.4","vedvarende_lavinntekt"
"1867","innvandrere","1","prosent","2012","25.0","vedvarende_lavinntekt"
"1868","innvandrere","1","prosent","2012","29.1","vedvarende_lavinntekt"
"1870","innvandrere","1","prosent","2012","24.6","vedvarende_lavinntekt"
"1871","innvandrere","1","prosent","2012","10.6","vedvarende_lavinntekt"
"1874","innvandrere","1","prosent","2012","25.7","vedvarende_lavinntekt"
"1902","innvandrere","1","prosent","2012","17.9","vedvarende_lavinntekt"
"1901","innvandrere","1","prosent","2012","11.0","vedvarende_lavinntekt"
"1911","innvandrere","1","prosent","2012","26.9","vedvarende_lavinntekt"
"1913","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1917","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1919","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1920","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1922","innvandrere","1","prosent","2012","20.8","vedvarende_lavinntekt"
"1923","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1924","innvandrere","1","prosent","2012","14.4","vedvarende_lavinntekt"
"1925","innvandrere","1","prosent","2012","13.3","vedvarende_lavinntekt"
"1926","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1927","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1928","innvandrere","1","prosent","2012","35.5","vedvarende_lavinntekt"
"1929","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1931","innvandrere","1","prosent","2012","19.3","vedvarende_lavinntekt"
"1933","innvandrere","1","prosent","2012","17.1","vedvarende_lavinntekt"
"1936","innvandrere","1","prosent","2012","24.8","vedvarende_lavinntekt"
"1938","innvandrere","1","prosent","2012","35.0","vedvarende_lavinntekt"
"1939","innvandrere","1","prosent","2012","16.2","vedvarende_lavinntekt"
"1940","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1941","innvandrere","1","prosent","2012","20.8","vedvarende_lavinntekt"
"1942","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"1943","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2002","innvandrere","1","prosent","2012","22.5","vedvarende_lavinntekt"
"2003","innvandrere","1","prosent","2012","8.8","vedvarende_lavinntekt"
"2004","innvandrere","1","prosent","2012","12.5","vedvarende_lavinntekt"
"2011","innvandrere","1","prosent","2012","11.8","vedvarende_lavinntekt"
"2012","innvandrere","1","prosent","2012","9.9","vedvarende_lavinntekt"
"2014","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2015","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2017","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2018","innvandrere","1","prosent","2012","27.3","vedvarende_lavinntekt"
"2019","innvandrere","1","prosent","2012","21.2","vedvarende_lavinntekt"
"2020","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2021","innvandrere","1","prosent","2012","12.4","vedvarende_lavinntekt"
"2022","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2023","innvandrere","1","prosent","2012","17.2","vedvarende_lavinntekt"
"2024","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2025","innvandrere","1","prosent","2012","14.4","vedvarende_lavinntekt"
"2027","innvandrere","1","prosent","2012",":","vedvarende_lavinntekt"
"2028","innvandrere","1","prosent","2012","12.0","vedvarende_lavinntekt"
"2030","innvandrere","1","prosent","2012","16.9","vedvarende_lavinntekt"
"0101","innvandrere","2","prosent","2012","42.1","vedvarende_lavinntekt"
"0104","innvandrere","2","prosent","2012","32.2","vedvarende_lavinntekt"
"0105","innvandrere","2","prosent","2012","38.1","vedvarende_lavinntekt"
"0106","innvandrere","2","prosent","2012","39.2","vedvarende_lavinntekt"
"0111","innvandrere","2","prosent","2012","23.2","vedvarende_lavinntekt"
"0118","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0119","innvandrere","2","prosent","2012","42.9","vedvarende_lavinntekt"
"0121","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0122","innvandrere","2","prosent","2012","30.0","vedvarende_lavinntekt"
"0123","innvandrere","2","prosent","2012","22.3","vedvarende_lavinntekt"
"0124","innvandrere","2","prosent","2012","29.3","vedvarende_lavinntekt"
"0125","innvandrere","2","prosent","2012","34.8","vedvarende_lavinntekt"
"0127","innvandrere","2","prosent","2012","21.2","vedvarende_lavinntekt"
"0128","innvandrere","2","prosent","2012","37.8","vedvarende_lavinntekt"
"0135","innvandrere","2","prosent","2012","16.8","vedvarende_lavinntekt"
"0136","innvandrere","2","prosent","2012","18.3","vedvarende_lavinntekt"
"0137","innvandrere","2","prosent","2012","12.6","vedvarende_lavinntekt"
"0138","innvandrere","2","prosent","2012","15.7","vedvarende_lavinntekt"
"0211","innvandrere","2","prosent","2012","22.2","vedvarende_lavinntekt"
"0213","innvandrere","2","prosent","2012","19.8","vedvarende_lavinntekt"
"0214","innvandrere","2","prosent","2012","28.9","vedvarende_lavinntekt"
"0215","innvandrere","2","prosent","2012","24.5","vedvarende_lavinntekt"
"0216","innvandrere","2","prosent","2012","19.4","vedvarende_lavinntekt"
"0217","innvandrere","2","prosent","2012","23.9","vedvarende_lavinntekt"
"0219","innvandrere","2","prosent","2012","20.5","vedvarende_lavinntekt"
"0220","innvandrere","2","prosent","2012","24.1","vedvarende_lavinntekt"
"0221","innvandrere","2","prosent","2012","26.1","vedvarende_lavinntekt"
"0226","innvandrere","2","prosent","2012","19.3","vedvarende_lavinntekt"
"0227","innvandrere","2","prosent","2012","16.1","vedvarende_lavinntekt"
"0228","innvandrere","2","prosent","2012","17.9","vedvarende_lavinntekt"
"0229","innvandrere","2","prosent","2012","18.8","vedvarende_lavinntekt"
"0230","innvandrere","2","prosent","2012","18.8","vedvarende_lavinntekt"
"0231","innvandrere","2","prosent","2012","20.9","vedvarende_lavinntekt"
"0233","innvandrere","2","prosent","2012","16.3","vedvarende_lavinntekt"
"0234","innvandrere","2","prosent","2012","27.0","vedvarende_lavinntekt"
"0235","innvandrere","2","prosent","2012","21.2","vedvarende_lavinntekt"
"0236","innvandrere","2","prosent","2012","22.5","vedvarende_lavinntekt"
"0237","innvandrere","2","prosent","2012","23.8","vedvarende_lavinntekt"
"0238","innvandrere","2","prosent","2012","20.0","vedvarende_lavinntekt"
"0239","innvandrere","2","prosent","2012","37.2","vedvarende_lavinntekt"
"0301","innvandrere","2","prosent","2012","29.8","vedvarende_lavinntekt"
"0402","innvandrere","2","prosent","2012","37.1","vedvarende_lavinntekt"
"0403","innvandrere","2","prosent","2012","39.8","vedvarende_lavinntekt"
"0412","innvandrere","2","prosent","2012","26.9","vedvarende_lavinntekt"
"0415","innvandrere","2","prosent","2012","44.7","vedvarende_lavinntekt"
"0417","innvandrere","2","prosent","2012","37.2","vedvarende_lavinntekt"
"0418","innvandrere","2","prosent","2012","37.3","vedvarende_lavinntekt"
"0419","innvandrere","2","prosent","2012","21.1","vedvarende_lavinntekt"
"0420","innvandrere","2","prosent","2012","37.0","vedvarende_lavinntekt"
"0423","innvandrere","2","prosent","2012","34.1","vedvarende_lavinntekt"
"0425","innvandrere","2","prosent","2012","31.1","vedvarende_lavinntekt"
"0426","innvandrere","2","prosent","2012","28.2","vedvarende_lavinntekt"
"0427","innvandrere","2","prosent","2012","40.2","vedvarende_lavinntekt"
"0428","innvandrere","2","prosent","2012","44.0","vedvarende_lavinntekt"
"0429","innvandrere","2","prosent","2012","43.3","vedvarende_lavinntekt"
"0430","innvandrere","2","prosent","2012","52.0","vedvarende_lavinntekt"
"0432","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0434","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0436","innvandrere","2","prosent","2012","49.1","vedvarende_lavinntekt"
"0437","innvandrere","2","prosent","2012","33.9","vedvarende_lavinntekt"
"0438","innvandrere","2","prosent","2012","47.9","vedvarende_lavinntekt"
"0439","innvandrere","2","prosent","2012","43.3","vedvarende_lavinntekt"
"0441","innvandrere","2","prosent","2012","33.3","vedvarende_lavinntekt"
"0501","innvandrere","2","prosent","2012","36.9","vedvarende_lavinntekt"
"0502","innvandrere","2","prosent","2012","31.9","vedvarende_lavinntekt"
"0511","innvandrere","2","prosent","2012","36.8","vedvarende_lavinntekt"
"0512","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0513","innvandrere","2","prosent","2012","51.5","vedvarende_lavinntekt"
"0514","innvandrere","2","prosent","2012","52.9","vedvarende_lavinntekt"
"0515","innvandrere","2","prosent","2012","41.3","vedvarende_lavinntekt"
"0516","innvandrere","2","prosent","2012","50.0","vedvarende_lavinntekt"
"0517","innvandrere","2","prosent","2012","45.5","vedvarende_lavinntekt"
"0519","innvandrere","2","prosent","2012","29.3","vedvarende_lavinntekt"
"0520","innvandrere","2","prosent","2012","46.7","vedvarende_lavinntekt"
"0521","innvandrere","2","prosent","2012","49.7","vedvarende_lavinntekt"
"0522","innvandrere","2","prosent","2012","33.0","vedvarende_lavinntekt"
"0528","innvandrere","2","prosent","2012","32.6","vedvarende_lavinntekt"
"0529","innvandrere","2","prosent","2012","32.8","vedvarende_lavinntekt"
"0532","innvandrere","2","prosent","2012","29.5","vedvarende_lavinntekt"
"0533","innvandrere","2","prosent","2012","29.3","vedvarende_lavinntekt"
"0534","innvandrere","2","prosent","2012","39.3","vedvarende_lavinntekt"
"0536","innvandrere","2","prosent","2012","53.5","vedvarende_lavinntekt"
"0538","innvandrere","2","prosent","2012","48.2","vedvarende_lavinntekt"
"0540","innvandrere","2","prosent","2012","47.9","vedvarende_lavinntekt"
"0541","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0542","innvandrere","2","prosent","2012","29.6","vedvarende_lavinntekt"
"0543","innvandrere","2","prosent","2012","71.9","vedvarende_lavinntekt"
"0544","innvandrere","2","prosent","2012","41.2","vedvarende_lavinntekt"
"0545","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0602","innvandrere","2","prosent","2012","30.8","vedvarende_lavinntekt"
"0604","innvandrere","2","prosent","2012","22.8","vedvarende_lavinntekt"
"0605","innvandrere","2","prosent","2012","30.4","vedvarende_lavinntekt"
"0612","innvandrere","2","prosent","2012","16.4","vedvarende_lavinntekt"
"0615","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0616","innvandrere","2","prosent","2012","25.0","vedvarende_lavinntekt"
"0617","innvandrere","2","prosent","2012","38.4","vedvarende_lavinntekt"
"0618","innvandrere","2","prosent","2012","56.4","vedvarende_lavinntekt"
"0619","innvandrere","2","prosent","2012","42.1","vedvarende_lavinntekt"
"0620","innvandrere","2","prosent","2012","29.0","vedvarende_lavinntekt"
"0621","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0622","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0623","innvandrere","2","prosent","2012","34.3","vedvarende_lavinntekt"
"0624","innvandrere","2","prosent","2012","27.3","vedvarende_lavinntekt"
"0625","innvandrere","2","prosent","2012","24.6","vedvarende_lavinntekt"
"0626","innvandrere","2","prosent","2012","29.7","vedvarende_lavinntekt"
"0627","innvandrere","2","prosent","2012","20.2","vedvarende_lavinntekt"
"0628","innvandrere","2","prosent","2012","27.4","vedvarende_lavinntekt"
"0631","innvandrere","2","prosent","2012","64.3","vedvarende_lavinntekt"
"0632","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0633","innvandrere","2","prosent","2012","41.4","vedvarende_lavinntekt"
"0701","innvandrere","2","prosent","2012","35.0","vedvarende_lavinntekt"
"0702","innvandrere","2","prosent","2012","29.2","vedvarende_lavinntekt"
"0704","innvandrere","2","prosent","2012","29.7","vedvarende_lavinntekt"
"0706","innvandrere","2","prosent","2012","30.6","vedvarende_lavinntekt"
"0709","innvandrere","2","prosent","2012","40.5","vedvarende_lavinntekt"
"0711","innvandrere","2","prosent","2012","30.2","vedvarende_lavinntekt"
"0713","innvandrere","2","prosent","2012","43.5","vedvarende_lavinntekt"
"0714","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0716","innvandrere","2","prosent","2012","40.2","vedvarende_lavinntekt"
"0719","innvandrere","2","prosent","2012","32.3","vedvarende_lavinntekt"
"0720","innvandrere","2","prosent","2012","40.1","vedvarende_lavinntekt"
"0722","innvandrere","2","prosent","2012","28.5","vedvarende_lavinntekt"
"0723","innvandrere","2","prosent","2012","47.7","vedvarende_lavinntekt"
"0728","innvandrere","2","prosent","2012","37.8","vedvarende_lavinntekt"
"0805","innvandrere","2","prosent","2012","32.3","vedvarende_lavinntekt"
"0806","innvandrere","2","prosent","2012","37.4","vedvarende_lavinntekt"
"0807","innvandrere","2","prosent","2012","39.4","vedvarende_lavinntekt"
"0811","innvandrere","2","prosent","2012","35.4","vedvarende_lavinntekt"
"0814","innvandrere","2","prosent","2012","35.0","vedvarende_lavinntekt"
"0815","innvandrere","2","prosent","2012","38.0","vedvarende_lavinntekt"
"0817","innvandrere","2","prosent","2012","35.4","vedvarende_lavinntekt"
"0819","innvandrere","2","prosent","2012","45.9","vedvarende_lavinntekt"
"0821","innvandrere","2","prosent","2012","53.8","vedvarende_lavinntekt"
"0822","innvandrere","2","prosent","2012","55.9","vedvarende_lavinntekt"
"0826","innvandrere","2","prosent","2012","28.4","vedvarende_lavinntekt"
"0827","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0828","innvandrere","2","prosent","2012","66.0","vedvarende_lavinntekt"
"0829","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0830","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0831","innvandrere","2","prosent","2012","75.0","vedvarende_lavinntekt"
"0833","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0834","innvandrere","2","prosent","2012","25.8","vedvarende_lavinntekt"
"0901","innvandrere","2","prosent","2012","46.2","vedvarende_lavinntekt"
"0904","innvandrere","2","prosent","2012","37.9","vedvarende_lavinntekt"
"0906","innvandrere","2","prosent","2012","32.4","vedvarende_lavinntekt"
"0911","innvandrere","2","prosent","2012","54.2","vedvarende_lavinntekt"
"0912","innvandrere","2","prosent","2012","54.8","vedvarende_lavinntekt"
"0914","innvandrere","2","prosent","2012","42.2","vedvarende_lavinntekt"
"0919","innvandrere","2","prosent","2012","22.4","vedvarende_lavinntekt"
"0926","innvandrere","2","prosent","2012","26.1","vedvarende_lavinntekt"
"0928","innvandrere","2","prosent","2012","27.3","vedvarende_lavinntekt"
"0929","innvandrere","2","prosent","2012","46.3","vedvarende_lavinntekt"
"0935","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"0937","innvandrere","2","prosent","2012","38.2","vedvarende_lavinntekt"
"0938","innvandrere","2","prosent","2012","46.2","vedvarende_lavinntekt"
"0940","innvandrere","2","prosent","2012","70.2","vedvarende_lavinntekt"
"0941","innvandrere","2","prosent","2012","36.7","vedvarende_lavinntekt"
"1001","innvandrere","2","prosent","2012","29.6","vedvarende_lavinntekt"
"1002","innvandrere","2","prosent","2012","33.3","vedvarende_lavinntekt"
"1003","innvandrere","2","prosent","2012","29.7","vedvarende_lavinntekt"
"1004","innvandrere","2","prosent","2012","30.0","vedvarende_lavinntekt"
"1014","innvandrere","2","prosent","2012","23.8","vedvarende_lavinntekt"
"1017","innvandrere","2","prosent","2012","28.4","vedvarende_lavinntekt"
"1018","innvandrere","2","prosent","2012","38.5","vedvarende_lavinntekt"
"1021","innvandrere","2","prosent","2012","41.5","vedvarende_lavinntekt"
"1026","innvandrere","2","prosent","2012","72.7","vedvarende_lavinntekt"
"1027","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1029","innvandrere","2","prosent","2012","36.3","vedvarende_lavinntekt"
"1032","innvandrere","2","prosent","2012","29.7","vedvarende_lavinntekt"
"1034","innvandrere","2","prosent","2012","56.5","vedvarende_lavinntekt"
"1037","innvandrere","2","prosent","2012","38.4","vedvarende_lavinntekt"
"1046","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1101","innvandrere","2","prosent","2012","26.1","vedvarende_lavinntekt"
"1102","innvandrere","2","prosent","2012","18.9","vedvarende_lavinntekt"
"1103","innvandrere","2","prosent","2012","21.4","vedvarende_lavinntekt"
"1106","innvandrere","2","prosent","2012","27.5","vedvarende_lavinntekt"
"1111","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1112","innvandrere","2","prosent","2012","22.4","vedvarende_lavinntekt"
"1114","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1119","innvandrere","2","prosent","2012","23.8","vedvarende_lavinntekt"
"1120","innvandrere","2","prosent","2012","25.8","vedvarende_lavinntekt"
"1121","innvandrere","2","prosent","2012","22.9","vedvarende_lavinntekt"
"1122","innvandrere","2","prosent","2012","16.3","vedvarende_lavinntekt"
"1124","innvandrere","2","prosent","2012","19.2","vedvarende_lavinntekt"
"1127","innvandrere","2","prosent","2012","16.4","vedvarende_lavinntekt"
"1129","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1130","innvandrere","2","prosent","2012","19.7","vedvarende_lavinntekt"
"1133","innvandrere","2","prosent","2012","24.5","vedvarende_lavinntekt"
"1134","innvandrere","2","prosent","2012","38.6","vedvarende_lavinntekt"
"1135","innvandrere","2","prosent","2012","26.7","vedvarende_lavinntekt"
"1141","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1142","innvandrere","2","prosent","2012","20.3","vedvarende_lavinntekt"
"1144","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1145","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1146","innvandrere","2","prosent","2012","30.3","vedvarende_lavinntekt"
"1149","innvandrere","2","prosent","2012","29.6","vedvarende_lavinntekt"
"1151","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1160","innvandrere","2","prosent","2012","32.2","vedvarende_lavinntekt"
"1201","innvandrere","2","prosent","2012","29.6","vedvarende_lavinntekt"
"1211","innvandrere","2","prosent","2012","42.9","vedvarende_lavinntekt"
"1216","innvandrere","2","prosent","2012","27.4","vedvarende_lavinntekt"
"1219","innvandrere","2","prosent","2012","27.3","vedvarende_lavinntekt"
"1221","innvandrere","2","prosent","2012","28.4","vedvarende_lavinntekt"
"1222","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1223","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1224","innvandrere","2","prosent","2012","30.0","vedvarende_lavinntekt"
"1227","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1228","innvandrere","2","prosent","2012","15.6","vedvarende_lavinntekt"
"1231","innvandrere","2","prosent","2012","28.2","vedvarende_lavinntekt"
"1232","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1233","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1234","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1235","innvandrere","2","prosent","2012","37.0","vedvarende_lavinntekt"
"1238","innvandrere","2","prosent","2012","32.4","vedvarende_lavinntekt"
"1241","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1242","innvandrere","2","prosent","2012","25.0","vedvarende_lavinntekt"
"1243","innvandrere","2","prosent","2012","19.3","vedvarende_lavinntekt"
"1244","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1245","innvandrere","2","prosent","2012","29.0","vedvarende_lavinntekt"
"1246","innvandrere","2","prosent","2012","21.2","vedvarende_lavinntekt"
"1247","innvandrere","2","prosent","2012","25.2","vedvarende_lavinntekt"
"1251","innvandrere","2","prosent","2012","38.2","vedvarende_lavinntekt"
"1252","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1253","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1256","innvandrere","2","prosent","2012","18.5","vedvarende_lavinntekt"
"1259","innvandrere","2","prosent","2012","14.4","vedvarende_lavinntekt"
"1260","innvandrere","2","prosent","2012","21.3","vedvarende_lavinntekt"
"1263","innvandrere","2","prosent","2012","22.2","vedvarende_lavinntekt"
"1264","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1265","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1266","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1401","innvandrere","2","prosent","2012","29.1","vedvarende_lavinntekt"
"1411","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1412","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1413","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1416","innvandrere","2","prosent","2012","29.6","vedvarende_lavinntekt"
"1417","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1418","innvandrere","2","prosent","2012","33.3","vedvarende_lavinntekt"
"1419","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1420","innvandrere","2","prosent","2012","31.6","vedvarende_lavinntekt"
"1421","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1422","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1424","innvandrere","2","prosent","2012","14.7","vedvarende_lavinntekt"
"1426","innvandrere","2","prosent","2012","35.0","vedvarende_lavinntekt"
"1428","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1429","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1430","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1431","innvandrere","2","prosent","2012","47.7","vedvarende_lavinntekt"
"1432","innvandrere","2","prosent","2012","24.3","vedvarende_lavinntekt"
"1433","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1438","innvandrere","2","prosent","2012","13.6","vedvarende_lavinntekt"
"1439","innvandrere","2","prosent","2012","11.7","vedvarende_lavinntekt"
"1441","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1443","innvandrere","2","prosent","2012","33.3","vedvarende_lavinntekt"
"1444","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1445","innvandrere","2","prosent","2012","46.1","vedvarende_lavinntekt"
"1449","innvandrere","2","prosent","2012","38.3","vedvarende_lavinntekt"
"1502","innvandrere","2","prosent","2012","28.8","vedvarende_lavinntekt"
"1504","innvandrere","2","prosent","2012","25.7","vedvarende_lavinntekt"
"1505","innvandrere","2","prosent","2012","35.6","vedvarende_lavinntekt"
"1511","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1514","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1515","innvandrere","2","prosent","2012","24.5","vedvarende_lavinntekt"
"1516","innvandrere","2","prosent","2012","15.6","vedvarende_lavinntekt"
"1517","innvandrere","2","prosent","2012","27.0","vedvarende_lavinntekt"
"1519","innvandrere","2","prosent","2012","52.6","vedvarende_lavinntekt"
"1520","innvandrere","2","prosent","2012","38.2","vedvarende_lavinntekt"
"1523","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1524","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1525","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1526","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1528","innvandrere","2","prosent","2012","26.4","vedvarende_lavinntekt"
"1529","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1531","innvandrere","2","prosent","2012","19.5","vedvarende_lavinntekt"
"1532","innvandrere","2","prosent","2012","21.5","vedvarende_lavinntekt"
"1534","innvandrere","2","prosent","2012","16.2","vedvarende_lavinntekt"
"1535","innvandrere","2","prosent","2012","9.0","vedvarende_lavinntekt"
"1539","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1543","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1545","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1546","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1547","innvandrere","2","prosent","2012","33.8","vedvarende_lavinntekt"
"1548","innvandrere","2","prosent","2012","19.5","vedvarende_lavinntekt"
"1551","innvandrere","2","prosent","2012","19.7","vedvarende_lavinntekt"
"1554","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1557","innvandrere","2","prosent","2012","29.3","vedvarende_lavinntekt"
"1560","innvandrere","2","prosent","2012","35.1","vedvarende_lavinntekt"
"1563","innvandrere","2","prosent","2012","47.1","vedvarende_lavinntekt"
"1566","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1567","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1571","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1573","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1576","innvandrere","2","prosent","2012","26.2","vedvarende_lavinntekt"
"1601","innvandrere","2","prosent","2012","31.8","vedvarende_lavinntekt"
"1612","innvandrere","2","prosent","2012","27.0","vedvarende_lavinntekt"
"1613","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1617","innvandrere","2","prosent","2012","22.4","vedvarende_lavinntekt"
"1620","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1621","innvandrere","2","prosent","2012","15.7","vedvarende_lavinntekt"
"1622","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1624","innvandrere","2","prosent","2012","17.7","vedvarende_lavinntekt"
"1627","innvandrere","2","prosent","2012","25.5","vedvarende_lavinntekt"
"1630","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
"1632","innvandrere","2","prosent","2012",":","vedvarende_lavinntekt"
