"aar","bydel_nr","vreg_2","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","1","alle","personer","47","befolkning_verdensregion_2","NULL","NULL","0811"
2014,"NULL","2","0","personer","59","befolkning_verdensregion_2","NULL","NULL","0811"
2014,"NULL","2","1","personer","34","befolkning_verdensregion_2","NULL","NULL","0811"
2014,"NULL","2","alle","personer","93","befolkning_verdensregion_2","NULL","NULL","0811"
2014,"NULL","1","0","personer","188","befolkning_verdensregion_2","NULL","NULL","0814"
2014,"NULL","1","1","personer","230","befolkning_verdensregion_2","NULL","NULL","0814"
2014,"NULL","1","alle","personer","418","befolkning_verdensregion_2","NULL","NULL","0814"
2014,"NULL","2","0","personer","310","befolkning_verdensregion_2","NULL","NULL","0814"
2014,"NULL","2","1","personer","247","befolkning_verdensregion_2","NULL","NULL","0814"
2014,"NULL","2","alle","personer","557","befolkning_verdensregion_2","NULL","NULL","0814"
2014,"NULL","1","0","personer","202","befolkning_verdensregion_2","NULL","NULL","0815"
2014,"NULL","1","1","personer","274","befolkning_verdensregion_2","NULL","NULL","0815"
2014,"NULL","1","alle","personer","476","befolkning_verdensregion_2","NULL","NULL","0815"
2014,"NULL","2","0","personer","262","befolkning_verdensregion_2","NULL","NULL","0815"
2014,"NULL","2","1","personer","195","befolkning_verdensregion_2","NULL","NULL","0815"
2014,"NULL","2","alle","personer","457","befolkning_verdensregion_2","NULL","NULL","0815"
2014,"NULL","1","0","personer","105","befolkning_verdensregion_2","NULL","NULL","0817"
2014,"NULL","1","1","personer","99","befolkning_verdensregion_2","NULL","NULL","0817"
2014,"NULL","1","alle","personer","204","befolkning_verdensregion_2","NULL","NULL","0817"
2014,"NULL","2","0","personer","76","befolkning_verdensregion_2","NULL","NULL","0817"
2014,"NULL","2","1","personer","34","befolkning_verdensregion_2","NULL","NULL","0817"
2014,"NULL","2","alle","personer","110","befolkning_verdensregion_2","NULL","NULL","0817"
2014,"NULL","1","0","personer","156","befolkning_verdensregion_2","NULL","NULL","0819"
2014,"NULL","1","1","personer","160","befolkning_verdensregion_2","NULL","NULL","0819"
2014,"NULL","1","alle","personer","316","befolkning_verdensregion_2","NULL","NULL","0819"
2014,"NULL","2","0","personer","186","befolkning_verdensregion_2","NULL","NULL","0819"
2014,"NULL","2","1","personer","145","befolkning_verdensregion_2","NULL","NULL","0819"
2014,"NULL","2","alle","personer","331","befolkning_verdensregion_2","NULL","NULL","0819"
2014,"NULL","1","0","personer","142","befolkning_verdensregion_2","NULL","NULL","0821"
2014,"NULL","1","1","personer","152","befolkning_verdensregion_2","NULL","NULL","0821"
2014,"NULL","1","alle","personer","294","befolkning_verdensregion_2","NULL","NULL","0821"
2014,"NULL","2","0","personer","155","befolkning_verdensregion_2","NULL","NULL","0821"
2014,"NULL","2","1","personer","133","befolkning_verdensregion_2","NULL","NULL","0821"
2014,"NULL","2","alle","personer","288","befolkning_verdensregion_2","NULL","NULL","0821"
2014,"NULL","1","0","personer","86","befolkning_verdensregion_2","NULL","NULL","0822"
2014,"NULL","1","1","personer","115","befolkning_verdensregion_2","NULL","NULL","0822"
2014,"NULL","1","alle","personer","201","befolkning_verdensregion_2","NULL","NULL","0822"
2014,"NULL","2","0","personer","108","befolkning_verdensregion_2","NULL","NULL","0822"
2014,"NULL","2","1","personer","83","befolkning_verdensregion_2","NULL","NULL","0822"
2014,"NULL","2","alle","personer","191","befolkning_verdensregion_2","NULL","NULL","0822"
2014,"NULL","1","0","personer","132","befolkning_verdensregion_2","NULL","NULL","0826"
2014,"NULL","1","1","personer","149","befolkning_verdensregion_2","NULL","NULL","0826"
2014,"NULL","1","alle","personer","281","befolkning_verdensregion_2","NULL","NULL","0826"
2014,"NULL","2","0","personer","166","befolkning_verdensregion_2","NULL","NULL","0826"
2014,"NULL","2","1","personer","145","befolkning_verdensregion_2","NULL","NULL","0826"
2014,"NULL","2","alle","personer","311","befolkning_verdensregion_2","NULL","NULL","0826"
2014,"NULL","1","0","personer","27","befolkning_verdensregion_2","NULL","NULL","0827"
2014,"NULL","1","1","personer","29","befolkning_verdensregion_2","NULL","NULL","0827"
2014,"NULL","1","alle","personer","56","befolkning_verdensregion_2","NULL","NULL","0827"
2014,"NULL","2","0","personer","10","befolkning_verdensregion_2","NULL","NULL","0827"
2014,"NULL","2","1","personer","5","befolkning_verdensregion_2","NULL","NULL","0827"
2014,"NULL","2","alle","personer","15","befolkning_verdensregion_2","NULL","NULL","0827"
2014,"NULL","1","0","personer","70","befolkning_verdensregion_2","NULL","NULL","0828"
2014,"NULL","1","1","personer","77","befolkning_verdensregion_2","NULL","NULL","0828"
2014,"NULL","1","alle","personer","147","befolkning_verdensregion_2","NULL","NULL","0828"
2014,"NULL","2","0","personer","43","befolkning_verdensregion_2","NULL","NULL","0828"
2014,"NULL","2","1","personer","27","befolkning_verdensregion_2","NULL","NULL","0828"
2014,"NULL","2","alle","personer","70","befolkning_verdensregion_2","NULL","NULL","0828"
2014,"NULL","1","0","personer","76","befolkning_verdensregion_2","NULL","NULL","0829"
2014,"NULL","1","1","personer","70","befolkning_verdensregion_2","NULL","NULL","0829"
2014,"NULL","1","alle","personer","146","befolkning_verdensregion_2","NULL","NULL","0829"
2014,"NULL","2","0","personer","25","befolkning_verdensregion_2","NULL","NULL","0829"
2014,"NULL","2","1","personer","13","befolkning_verdensregion_2","NULL","NULL","0829"
2014,"NULL","2","alle","personer","38","befolkning_verdensregion_2","NULL","NULL","0829"
2014,"NULL","1","0","personer","44","befolkning_verdensregion_2","NULL","NULL","0830"
2014,"NULL","1","1","personer","50","befolkning_verdensregion_2","NULL","NULL","0830"
2014,"NULL","1","alle","personer","94","befolkning_verdensregion_2","NULL","NULL","0830"
2014,"NULL","2","0","personer","11","befolkning_verdensregion_2","NULL","NULL","0830"
2014,"NULL","2","1","personer","3","befolkning_verdensregion_2","NULL","NULL","0830"
2014,"NULL","2","alle","personer","14","befolkning_verdensregion_2","NULL","NULL","0830"
2014,"NULL","1","0","personer","49","befolkning_verdensregion_2","NULL","NULL","0831"
2014,"NULL","1","1","personer","50","befolkning_verdensregion_2","NULL","NULL","0831"
2014,"NULL","1","alle","personer","99","befolkning_verdensregion_2","NULL","NULL","0831"
2014,"NULL","2","0","personer","15","befolkning_verdensregion_2","NULL","NULL","0831"
2014,"NULL","2","1","personer","13","befolkning_verdensregion_2","NULL","NULL","0831"
2014,"NULL","2","alle","personer","28","befolkning_verdensregion_2","NULL","NULL","0831"
2014,"NULL","1","0","personer","49","befolkning_verdensregion_2","NULL","NULL","0833"
2014,"NULL","1","1","personer","40","befolkning_verdensregion_2","NULL","NULL","0833"
2014,"NULL","1","alle","personer","89","befolkning_verdensregion_2","NULL","NULL","0833"
2014,"NULL","2","0","personer","23","befolkning_verdensregion_2","NULL","NULL","0833"
2014,"NULL","2","1","personer","18","befolkning_verdensregion_2","NULL","NULL","0833"
2014,"NULL","2","alle","personer","41","befolkning_verdensregion_2","NULL","NULL","0833"
2014,"NULL","1","0","personer","89","befolkning_verdensregion_2","NULL","NULL","0834"
2014,"NULL","1","1","personer","107","befolkning_verdensregion_2","NULL","NULL","0834"
2014,"NULL","1","alle","personer","196","befolkning_verdensregion_2","NULL","NULL","0834"
2014,"NULL","2","0","personer","49","befolkning_verdensregion_2","NULL","NULL","0834"
2014,"NULL","2","1","personer","35","befolkning_verdensregion_2","NULL","NULL","0834"
2014,"NULL","2","alle","personer","84","befolkning_verdensregion_2","NULL","NULL","0834"
2014,"NULL","1","0","personer","140","befolkning_verdensregion_2","NULL","NULL","0901"
2014,"NULL","1","1","personer","186","befolkning_verdensregion_2","NULL","NULL","0901"
2014,"NULL","1","alle","personer","326","befolkning_verdensregion_2","NULL","NULL","0901"
2014,"NULL","2","0","personer","161","befolkning_verdensregion_2","NULL","NULL","0901"
2014,"NULL","2","1","personer","120","befolkning_verdensregion_2","NULL","NULL","0901"
2014,"NULL","2","alle","personer","281","befolkning_verdensregion_2","NULL","NULL","0901"
2014,"NULL","1","0","personer","564","befolkning_verdensregion_2","NULL","NULL","0904"
2014,"NULL","1","1","personer","705","befolkning_verdensregion_2","NULL","NULL","0904"
2014,"NULL","1","alle","personer","1269","befolkning_verdensregion_2","NULL","NULL","0904"
2014,"NULL","2","0","personer","533","befolkning_verdensregion_2","NULL","NULL","0904"
2014,"NULL","2","1","personer","491","befolkning_verdensregion_2","NULL","NULL","0904"
2014,"NULL","2","alle","personer","1024","befolkning_verdensregion_2","NULL","NULL","0904"
2014,"NULL","1","0","personer","1081","befolkning_verdensregion_2","NULL","NULL","0906"
2014,"NULL","1","1","personer","1358","befolkning_verdensregion_2","NULL","NULL","0906"
2014,"NULL","1","alle","personer","2439","befolkning_verdensregion_2","NULL","NULL","0906"
2014,"NULL","2","0","personer","1216","befolkning_verdensregion_2","NULL","NULL","0906"
2014,"NULL","2","1","personer","1026","befolkning_verdensregion_2","NULL","NULL","0906"
2014,"NULL","2","alle","personer","2242","befolkning_verdensregion_2","NULL","NULL","0906"
2014,"NULL","1","0","personer","35","befolkning_verdensregion_2","NULL","NULL","0911"
2014,"NULL","1","1","personer","41","befolkning_verdensregion_2","NULL","NULL","0911"
2014,"NULL","1","alle","personer","76","befolkning_verdensregion_2","NULL","NULL","0911"
2014,"NULL","2","0","personer","51","befolkning_verdensregion_2","NULL","NULL","0911"
2014,"NULL","2","1","personer","56","befolkning_verdensregion_2","NULL","NULL","0911"
2014,"NULL","2","alle","personer","107","befolkning_verdensregion_2","NULL","NULL","0911"
2014,"NULL","1","0","personer","28","befolkning_verdensregion_2","NULL","NULL","0912"
2014,"NULL","1","1","personer","29","befolkning_verdensregion_2","NULL","NULL","0912"
2014,"NULL","1","alle","personer","57","befolkning_verdensregion_2","NULL","NULL","0912"
2014,"NULL","2","0","personer","37","befolkning_verdensregion_2","NULL","NULL","0912"
2014,"NULL","2","1","personer","32","befolkning_verdensregion_2","NULL","NULL","0912"
2014,"NULL","2","alle","personer","69","befolkning_verdensregion_2","NULL","NULL","0912"
2014,"NULL","1","0","personer","144","befolkning_verdensregion_2","NULL","NULL","0914"
2014,"NULL","1","1","personer","196","befolkning_verdensregion_2","NULL","NULL","0914"
2014,"NULL","1","alle","personer","340","befolkning_verdensregion_2","NULL","NULL","0914"
2014,"NULL","2","0","personer","121","befolkning_verdensregion_2","NULL","NULL","0914"
2014,"NULL","2","1","personer","95","befolkning_verdensregion_2","NULL","NULL","0914"
2014,"NULL","2","alle","personer","216","befolkning_verdensregion_2","NULL","NULL","0914"
2014,"NULL","1","0","personer","94","befolkning_verdensregion_2","NULL","NULL","0919"
2014,"NULL","1","1","personer","126","befolkning_verdensregion_2","NULL","NULL","0919"
2014,"NULL","1","alle","personer","220","befolkning_verdensregion_2","NULL","NULL","0919"
2014,"NULL","2","0","personer","73","befolkning_verdensregion_2","NULL","NULL","0919"
2014,"NULL","2","1","personer","65","befolkning_verdensregion_2","NULL","NULL","0919"
2014,"NULL","2","alle","personer","138","befolkning_verdensregion_2","NULL","NULL","0919"
2014,"NULL","1","0","personer","197","befolkning_verdensregion_2","NULL","NULL","0926"
2014,"NULL","1","1","personer","223","befolkning_verdensregion_2","NULL","NULL","0926"
2014,"NULL","1","alle","personer","420","befolkning_verdensregion_2","NULL","NULL","0926"
2014,"NULL","2","0","personer","246","befolkning_verdensregion_2","NULL","NULL","0926"
2014,"NULL","2","1","personer","163","befolkning_verdensregion_2","NULL","NULL","0926"
2014,"NULL","2","alle","personer","409","befolkning_verdensregion_2","NULL","NULL","0926"
2014,"NULL","1","0","personer","101","befolkning_verdensregion_2","NULL","NULL","0928"
2014,"NULL","1","1","personer","126","befolkning_verdensregion_2","NULL","NULL","0928"
2014,"NULL","1","alle","personer","227","befolkning_verdensregion_2","NULL","NULL","0928"
2014,"NULL","2","0","personer","112","befolkning_verdensregion_2","NULL","NULL","0928"
2014,"NULL","2","1","personer","108","befolkning_verdensregion_2","NULL","NULL","0928"
2014,"NULL","2","alle","personer","220","befolkning_verdensregion_2","NULL","NULL","0928"
2014,"NULL","1","0","personer","56","befolkning_verdensregion_2","NULL","NULL","0929"
2014,"NULL","1","1","personer","60","befolkning_verdensregion_2","NULL","NULL","0929"
2014,"NULL","1","alle","personer","116","befolkning_verdensregion_2","NULL","NULL","0929"
2014,"NULL","2","0","personer","46","befolkning_verdensregion_2","NULL","NULL","0929"
2014,"NULL","2","1","personer","41","befolkning_verdensregion_2","NULL","NULL","0929"
2014,"NULL","2","alle","personer","87","befolkning_verdensregion_2","NULL","NULL","0929"
2014,"NULL","1","0","personer","33","befolkning_verdensregion_2","NULL","NULL","0935"
2014,"NULL","1","1","personer","38","befolkning_verdensregion_2","NULL","NULL","0935"
2014,"NULL","1","alle","personer","71","befolkning_verdensregion_2","NULL","NULL","0935"
2014,"NULL","2","0","personer","23","befolkning_verdensregion_2","NULL","NULL","0935"
2014,"NULL","2","1","personer","23","befolkning_verdensregion_2","NULL","NULL","0935"
2014,"NULL","2","alle","personer","46","befolkning_verdensregion_2","NULL","NULL","0935"
2014,"NULL","1","0","personer","75","befolkning_verdensregion_2","NULL","NULL","0937"
2014,"NULL","1","1","personer","84","befolkning_verdensregion_2","NULL","NULL","0937"
2014,"NULL","1","alle","personer","159","befolkning_verdensregion_2","NULL","NULL","0937"
2014,"NULL","2","0","personer","114","befolkning_verdensregion_2","NULL","NULL","0937"
2014,"NULL","2","1","personer","93","befolkning_verdensregion_2","NULL","NULL","0937"
2014,"NULL","2","alle","personer","207","befolkning_verdensregion_2","NULL","NULL","0937"
2014,"NULL","1","0","personer","17","befolkning_verdensregion_2","NULL","NULL","0938"
2014,"NULL","1","1","personer","17","befolkning_verdensregion_2","NULL","NULL","0938"
2014,"NULL","1","alle","personer","34","befolkning_verdensregion_2","NULL","NULL","0938"
2014,"NULL","2","0","personer","17","befolkning_verdensregion_2","NULL","NULL","0938"
2014,"NULL","2","1","personer","20","befolkning_verdensregion_2","NULL","NULL","0938"
2014,"NULL","2","alle","personer","37","befolkning_verdensregion_2","NULL","NULL","0938"
2014,"NULL","1","0","personer","26","befolkning_verdensregion_2","NULL","NULL","0940"
2014,"NULL","1","1","personer","21","befolkning_verdensregion_2","NULL","NULL","0940"
2014,"NULL","1","alle","personer","47","befolkning_verdensregion_2","NULL","NULL","0940"
2014,"NULL","2","0","personer","33","befolkning_verdensregion_2","NULL","NULL","0940"
2014,"NULL","2","1","personer","29","befolkning_verdensregion_2","NULL","NULL","0940"
2014,"NULL","2","alle","personer","62","befolkning_verdensregion_2","NULL","NULL","0940"
2014,"NULL","1","0","personer","42","befolkning_verdensregion_2","NULL","NULL","0941"
2014,"NULL","1","1","personer","67","befolkning_verdensregion_2","NULL","NULL","0941"
2014,"NULL","1","alle","personer","109","befolkning_verdensregion_2","NULL","NULL","0941"
2014,"NULL","2","0","personer","34","befolkning_verdensregion_2","NULL","NULL","0941"
2014,"NULL","2","1","personer","19","befolkning_verdensregion_2","NULL","NULL","0941"
2014,"NULL","2","alle","personer","53","befolkning_verdensregion_2","NULL","NULL","0941"
2014,"NULL","1","0","personer","1791","befolkning_verdensregion_2","NULL","NULL","1001"
2014,"NULL","1","1","personer","2371","befolkning_verdensregion_2","NULL","NULL","1001"
2014,"NULL","1","alle","personer","4162","befolkning_verdensregion_2","NULL","NULL","1001"
2014,"NULL","2","0","personer","3631","befolkning_verdensregion_2","NULL","NULL","1001"
2014,"NULL","2","1","personer","3555","befolkning_verdensregion_2","NULL","NULL","1001"
2014,"NULL","2","alle","personer","7186","befolkning_verdensregion_2","NULL","NULL","1001"
2014,"NULL","1","0","personer","309","befolkning_verdensregion_2","NULL","NULL","1002"
2014,"NULL","1","1","personer","388","befolkning_verdensregion_2","NULL","NULL","1002"
2014,"NULL","1","alle","personer","697","befolkning_verdensregion_2","NULL","NULL","1002"
2014,"NULL","2","0","personer","451","befolkning_verdensregion_2","NULL","NULL","1002"
2014,"NULL","2","1","personer","329","befolkning_verdensregion_2","NULL","NULL","1002"
2014,"NULL","2","alle","personer","780","befolkning_verdensregion_2","NULL","NULL","1002"
2014,"NULL","1","0","personer","192","befolkning_verdensregion_2","NULL","NULL","1003"
2014,"NULL","1","1","personer","201","befolkning_verdensregion_2","NULL","NULL","1003"
2014,"NULL","1","alle","personer","393","befolkning_verdensregion_2","NULL","NULL","1003"
2014,"NULL","2","0","personer","186","befolkning_verdensregion_2","NULL","NULL","1003"
2014,"NULL","2","1","personer","140","befolkning_verdensregion_2","NULL","NULL","1003"
2014,"NULL","2","alle","personer","326","befolkning_verdensregion_2","NULL","NULL","1003"
2014,"NULL","1","0","personer","246","befolkning_verdensregion_2","NULL","NULL","1004"
2014,"NULL","1","1","personer","281","befolkning_verdensregion_2","NULL","NULL","1004"
2014,"NULL","1","alle","personer","527","befolkning_verdensregion_2","NULL","NULL","1004"
2014,"NULL","2","0","personer","186","befolkning_verdensregion_2","NULL","NULL","1004"
2014,"NULL","2","1","personer","159","befolkning_verdensregion_2","NULL","NULL","1004"
2014,"NULL","2","alle","personer","345","befolkning_verdensregion_2","NULL","NULL","1004"
2014,"NULL","1","0","personer","229","befolkning_verdensregion_2","NULL","NULL","1014"
2014,"NULL","1","1","personer","344","befolkning_verdensregion_2","NULL","NULL","1014"
2014,"NULL","1","alle","personer","573","befolkning_verdensregion_2","NULL","NULL","1014"
2014,"NULL","2","0","personer","294","befolkning_verdensregion_2","NULL","NULL","1014"
2014,"NULL","2","1","personer","221","befolkning_verdensregion_2","NULL","NULL","1014"
2014,"NULL","2","alle","personer","515","befolkning_verdensregion_2","NULL","NULL","1014"
2014,"NULL","1","0","personer","155","befolkning_verdensregion_2","NULL","NULL","1017"
2014,"NULL","1","1","personer","198","befolkning_verdensregion_2","NULL","NULL","1017"
2014,"NULL","1","alle","personer","353","befolkning_verdensregion_2","NULL","NULL","1017"
2014,"NULL","2","0","personer","219","befolkning_verdensregion_2","NULL","NULL","1017"
2014,"NULL","2","1","personer","191","befolkning_verdensregion_2","NULL","NULL","1017"
2014,"NULL","2","alle","personer","410","befolkning_verdensregion_2","NULL","NULL","1017"
2014,"NULL","1","0","personer","194","befolkning_verdensregion_2","NULL","NULL","1018"
2014,"NULL","1","1","personer","268","befolkning_verdensregion_2","NULL","NULL","1018"
2014,"NULL","1","alle","personer","462","befolkning_verdensregion_2","NULL","NULL","1018"
2014,"NULL","2","0","personer","211","befolkning_verdensregion_2","NULL","NULL","1018"
2014,"NULL","2","1","personer","172","befolkning_verdensregion_2","NULL","NULL","1018"
2014,"NULL","2","alle","personer","383","befolkning_verdensregion_2","NULL","NULL","1018"
2014,"NULL","1","0","personer","41","befolkning_verdensregion_2","NULL","NULL","1021"
2014,"NULL","1","1","personer","68","befolkning_verdensregion_2","NULL","NULL","1021"
2014,"NULL","1","alle","personer","109","befolkning_verdensregion_2","NULL","NULL","1021"
2014,"NULL","2","0","personer","44","befolkning_verdensregion_2","NULL","NULL","1021"
2014,"NULL","2","1","personer","39","befolkning_verdensregion_2","NULL","NULL","1021"
2014,"NULL","2","alle","personer","83","befolkning_verdensregion_2","NULL","NULL","1021"
2014,"NULL","1","0","personer","25","befolkning_verdensregion_2","NULL","NULL","1026"
2014,"NULL","1","1","personer","38","befolkning_verdensregion_2","NULL","NULL","1026"
2014,"NULL","1","alle","personer","63","befolkning_verdensregion_2","NULL","NULL","1026"
2014,"NULL","2","0","personer","17","befolkning_verdensregion_2","NULL","NULL","1026"
2014,"NULL","2","1","personer","17","befolkning_verdensregion_2","NULL","NULL","1026"
2014,"NULL","2","alle","personer","34","befolkning_verdensregion_2","NULL","NULL","1026"
2014,"NULL","1","0","personer","44","befolkning_verdensregion_2","NULL","NULL","1027"
2014,"NULL","1","1","personer","42","befolkning_verdensregion_2","NULL","NULL","1027"
2014,"NULL","1","alle","personer","86","befolkning_verdensregion_2","NULL","NULL","1027"
2014,"NULL","2","0","personer","13","befolkning_verdensregion_2","NULL","NULL","1027"
2014,"NULL","2","1","personer","10","befolkning_verdensregion_2","NULL","NULL","1027"
2014,"NULL","2","alle","personer","23","befolkning_verdensregion_2","NULL","NULL","1027"
2014,"NULL","1","0","personer","135","befolkning_verdensregion_2","NULL","NULL","1029"
2014,"NULL","1","1","personer","160","befolkning_verdensregion_2","NULL","NULL","1029"
2014,"NULL","1","alle","personer","295","befolkning_verdensregion_2","NULL","NULL","1029"
2014,"NULL","2","0","personer","106","befolkning_verdensregion_2","NULL","NULL","1029"
2014,"NULL","2","1","personer","60","befolkning_verdensregion_2","NULL","NULL","1029"
2014,"NULL","2","alle","personer","166","befolkning_verdensregion_2","NULL","NULL","1029"
2014,"NULL","1","0","personer","165","befolkning_verdensregion_2","NULL","NULL","1032"
2014,"NULL","1","1","personer","185","befolkning_verdensregion_2","NULL","NULL","1032"
2014,"NULL","1","alle","personer","350","befolkning_verdensregion_2","NULL","NULL","1032"
2014,"NULL","2","0","personer","264","befolkning_verdensregion_2","NULL","NULL","1032"
2014,"NULL","2","1","personer","192","befolkning_verdensregion_2","NULL","NULL","1032"
2014,"NULL","2","alle","personer","456","befolkning_verdensregion_2","NULL","NULL","1032"
2014,"NULL","1","0","personer","40","befolkning_verdensregion_2","NULL","NULL","1034"
2014,"NULL","1","1","personer","45","befolkning_verdensregion_2","NULL","NULL","1034"
2014,"NULL","1","alle","personer","85","befolkning_verdensregion_2","NULL","NULL","1034"
2014,"NULL","2","0","personer","19","befolkning_verdensregion_2","NULL","NULL","1034"
2014,"NULL","2","1","personer","9","befolkning_verdensregion_2","NULL","NULL","1034"
2014,"NULL","2","alle","personer","28","befolkning_verdensregion_2","NULL","NULL","1034"
2014,"NULL","1","0","personer","115","befolkning_verdensregion_2","NULL","NULL","1037"
2014,"NULL","1","1","personer","128","befolkning_verdensregion_2","NULL","NULL","1037"
2014,"NULL","1","alle","personer","243","befolkning_verdensregion_2","NULL","NULL","1037"
2014,"NULL","2","0","personer","127","befolkning_verdensregion_2","NULL","NULL","1037"
2014,"NULL","2","1","personer","103","befolkning_verdensregion_2","NULL","NULL","1037"
2014,"NULL","2","alle","personer","230","befolkning_verdensregion_2","NULL","NULL","1037"
2014,"NULL","1","0","personer","57","befolkning_verdensregion_2","NULL","NULL","1046"
2014,"NULL","1","1","personer","76","befolkning_verdensregion_2","NULL","NULL","1046"
2014,"NULL","1","alle","personer","133","befolkning_verdensregion_2","NULL","NULL","1046"
2014,"NULL","2","0","personer","31","befolkning_verdensregion_2","NULL","NULL","1046"
2014,"NULL","2","1","personer","17","befolkning_verdensregion_2","NULL","NULL","1046"
2014,"NULL","2","alle","personer","48","befolkning_verdensregion_2","NULL","NULL","1046"
2014,"NULL","1","0","personer","304","befolkning_verdensregion_2","NULL","NULL","1101"
2014,"NULL","1","1","personer","573","befolkning_verdensregion_2","NULL","NULL","1101"
2014,"NULL","1","alle","personer","877","befolkning_verdensregion_2","NULL","NULL","1101"
2014,"NULL","2","0","personer","370","befolkning_verdensregion_2","NULL","NULL","1101"
2014,"NULL","2","1","personer","288","befolkning_verdensregion_2","NULL","NULL","1101"
2014,"NULL","2","alle","personer","658","befolkning_verdensregion_2","NULL","NULL","1101"
2014,"NULL","1","0","personer","2351","befolkning_verdensregion_2","NULL","NULL","1102"
2014,"NULL","1","1","personer","3578","befolkning_verdensregion_2","NULL","NULL","1102"
2014,"NULL","1","alle","personer","5929","befolkning_verdensregion_2","NULL","NULL","1102"
2014,"NULL","2","0","personer","2939","befolkning_verdensregion_2","NULL","NULL","1102"
2014,"NULL","2","1","personer","2640","befolkning_verdensregion_2","NULL","NULL","1102"
2014,"NULL","2","alle","personer","5579","befolkning_verdensregion_2","NULL","NULL","1102"
2014,"NULL","1","0","personer","4767","befolkning_verdensregion_2","NULL","NULL","1103"
2014,"NULL","1","1","personer","7294","befolkning_verdensregion_2","NULL","NULL","1103"
2014,"NULL","1","alle","personer","12061","befolkning_verdensregion_2","NULL","NULL","1103"
2014,"NULL","2","0","personer","5794","befolkning_verdensregion_2","NULL","NULL","1103"
2014,"NULL","2","1","personer","5710","befolkning_verdensregion_2","NULL","NULL","1103"
2014,"NULL","2","alle","personer","11504","befolkning_verdensregion_2","NULL","NULL","1103"
2014,"NULL","1","0","personer","939","befolkning_verdensregion_2","NULL","NULL","1106"
2014,"NULL","1","1","personer","1816","befolkning_verdensregion_2","NULL","NULL","1106"
2014,"NULL","1","alle","personer","2755","befolkning_verdensregion_2","NULL","NULL","1106"
2014,"NULL","2","0","personer","1188","befolkning_verdensregion_2","NULL","NULL","1106"
2014,"NULL","2","1","personer","1047","befolkning_verdensregion_2","NULL","NULL","1106"
2014,"NULL","2","alle","personer","2235","befolkning_verdensregion_2","NULL","NULL","1106"
2014,"NULL","1","0","personer","45","befolkning_verdensregion_2","NULL","NULL","1111"
2014,"NULL","1","1","personer","55","befolkning_verdensregion_2","NULL","NULL","1111"
2014,"NULL","1","alle","personer","100","befolkning_verdensregion_2","NULL","NULL","1111"
2014,"NULL","2","0","personer","48","befolkning_verdensregion_2","NULL","NULL","1111"
2014,"NULL","2","1","personer","17","befolkning_verdensregion_2","NULL","NULL","1111"
2014,"NULL","2","alle","personer","65","befolkning_verdensregion_2","NULL","NULL","1111"
2014,"NULL","1","0","personer","60","befolkning_verdensregion_2","NULL","NULL","1112"
2014,"NULL","1","1","personer","61","befolkning_verdensregion_2","NULL","NULL","1112"
2014,"NULL","1","alle","personer","121","befolkning_verdensregion_2","NULL","NULL","1112"
2014,"NULL","2","0","personer","80","befolkning_verdensregion_2","NULL","NULL","1112"
2014,"NULL","2","1","personer","51","befolkning_verdensregion_2","NULL","NULL","1112"
2014,"NULL","2","alle","personer","131","befolkning_verdensregion_2","NULL","NULL","1112"
2014,"NULL","1","0","personer","78","befolkning_verdensregion_2","NULL","NULL","1114"
2014,"NULL","1","1","personer","113","befolkning_verdensregion_2","NULL","NULL","1114"
2014,"NULL","1","alle","personer","191","befolkning_verdensregion_2","NULL","NULL","1114"
2014,"NULL","2","0","personer","34","befolkning_verdensregion_2","NULL","NULL","1114"
2014,"NULL","2","1","personer","18","befolkning_verdensregion_2","NULL","NULL","1114"
2014,"NULL","2","alle","personer","52","befolkning_verdensregion_2","NULL","NULL","1114"
2014,"NULL","1","0","personer","617","befolkning_verdensregion_2","NULL","NULL","1119"
2014,"NULL","1","1","personer","995","befolkning_verdensregion_2","NULL","NULL","1119"
2014,"NULL","1","alle","personer","1612","befolkning_verdensregion_2","NULL","NULL","1119"
2014,"NULL","2","0","personer","354","befolkning_verdensregion_2","NULL","NULL","1119"
2014,"NULL","2","1","personer","301","befolkning_verdensregion_2","NULL","NULL","1119"
2014,"NULL","2","alle","personer","655","befolkning_verdensregion_2","NULL","NULL","1119"
2014,"NULL","1","0","personer","525","befolkning_verdensregion_2","NULL","NULL","1120"
2014,"NULL","1","1","personer","850","befolkning_verdensregion_2","NULL","NULL","1120"
2014,"NULL","1","alle","personer","1375","befolkning_verdensregion_2","NULL","NULL","1120"
2014,"NULL","2","0","personer","422","befolkning_verdensregion_2","NULL","NULL","1120"
2014,"NULL","2","1","personer","300","befolkning_verdensregion_2","NULL","NULL","1120"
2014,"NULL","2","alle","personer","722","befolkning_verdensregion_2","NULL","NULL","1120"
2014,"NULL","1","0","personer","340","befolkning_verdensregion_2","NULL","NULL","1121"
2014,"NULL","1","1","personer","560","befolkning_verdensregion_2","NULL","NULL","1121"
2014,"NULL","1","alle","personer","900","befolkning_verdensregion_2","NULL","NULL","1121"
2014,"NULL","2","0","personer","422","befolkning_verdensregion_2","NULL","NULL","1121"
2014,"NULL","2","1","personer","322","befolkning_verdensregion_2","NULL","NULL","1121"
2014,"NULL","2","alle","personer","744","befolkning_verdensregion_2","NULL","NULL","1121"
