"tabell_navn","aar","kommune_nr","enhet","vreg_6","tabellvariabel"
"befolkning_verdensregion_6","2015","0528","person","nord_amerika_oseania","16"
"befolkning_verdensregion_6","2015","0529","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","0532","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0533","person","nord_amerika_oseania","17"
"befolkning_verdensregion_6","2015","0534","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0536","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","0538","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0540","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0541","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0542","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","0543","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0544","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","0545","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0602","person","nord_amerika_oseania","120"
"befolkning_verdensregion_6","2015","0604","person","nord_amerika_oseania","105"
"befolkning_verdensregion_6","2015","0605","person","nord_amerika_oseania","39"
"befolkning_verdensregion_6","2015","0612","person","nord_amerika_oseania","14"
"befolkning_verdensregion_6","2015","0615","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0616","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","0617","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","0618","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","0619","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","0620","person","nord_amerika_oseania","19"
"befolkning_verdensregion_6","2015","0621","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0622","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0623","person","nord_amerika_oseania","13"
"befolkning_verdensregion_6","2015","0624","person","nord_amerika_oseania","16"
"befolkning_verdensregion_6","2015","0625","person","nord_amerika_oseania","28"
"befolkning_verdensregion_6","2015","0626","person","nord_amerika_oseania","44"
"befolkning_verdensregion_6","2015","0627","person","nord_amerika_oseania","60"
"befolkning_verdensregion_6","2015","0628","person","nord_amerika_oseania","28"
"befolkning_verdensregion_6","2015","0631","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","0632","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0633","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","0701","person","nord_amerika_oseania","57"
"befolkning_verdensregion_6","2015","0702","person","nord_amerika_oseania","21"
"befolkning_verdensregion_6","2015","0704","person","nord_amerika_oseania","85"
"befolkning_verdensregion_6","2015","0706","person","nord_amerika_oseania","125"
"befolkning_verdensregion_6","2015","0709","person","nord_amerika_oseania","48"
"befolkning_verdensregion_6","2015","0711","person","nord_amerika_oseania","11"
"befolkning_verdensregion_6","2015","0713","person","nord_amerika_oseania","16"
"befolkning_verdensregion_6","2015","0714","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","0716","person","nord_amerika_oseania","12"
"befolkning_verdensregion_6","2015","0719","person","nord_amerika_oseania","7"
"befolkning_verdensregion_6","2015","0720","person","nord_amerika_oseania","28"
"befolkning_verdensregion_6","2015","0722","person","nord_amerika_oseania","42"
"befolkning_verdensregion_6","2015","0723","person","nord_amerika_oseania","18"
"befolkning_verdensregion_6","2015","0728","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0805","person","nord_amerika_oseania","54"
"befolkning_verdensregion_6","2015","0806","person","nord_amerika_oseania","65"
"befolkning_verdensregion_6","2015","0807","person","nord_amerika_oseania","16"
"befolkning_verdensregion_6","2015","0811","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0814","person","nord_amerika_oseania","17"
"befolkning_verdensregion_6","2015","0815","person","nord_amerika_oseania","17"
"befolkning_verdensregion_6","2015","0817","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","0819","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","0821","person","nord_amerika_oseania","14"
"befolkning_verdensregion_6","2015","0822","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","0826","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","0827","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0828","person","nord_amerika_oseania","7"
"befolkning_verdensregion_6","2015","0829","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","0830","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0831","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0833","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0834","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","0901","person","nord_amerika_oseania","12"
"befolkning_verdensregion_6","2015","0904","person","nord_amerika_oseania","83"
"befolkning_verdensregion_6","2015","0906","person","nord_amerika_oseania","127"
"befolkning_verdensregion_6","2015","0911","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0912","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0914","person","nord_amerika_oseania","18"
"befolkning_verdensregion_6","2015","0919","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0926","person","nord_amerika_oseania","30"
"befolkning_verdensregion_6","2015","0928","person","nord_amerika_oseania","10"
"befolkning_verdensregion_6","2015","0929","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","0935","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0937","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","0938","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0940","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","0941","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1001","person","nord_amerika_oseania","249"
"befolkning_verdensregion_6","2015","1002","person","nord_amerika_oseania","49"
"befolkning_verdensregion_6","2015","1003","person","nord_amerika_oseania","48"
"befolkning_verdensregion_6","2015","1004","person","nord_amerika_oseania","32"
"befolkning_verdensregion_6","2015","1014","person","nord_amerika_oseania","30"
"befolkning_verdensregion_6","2015","1017","person","nord_amerika_oseania","17"
"befolkning_verdensregion_6","2015","1018","person","nord_amerika_oseania","25"
"befolkning_verdensregion_6","2015","1021","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1026","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1027","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1029","person","nord_amerika_oseania","33"
"befolkning_verdensregion_6","2015","1032","person","nord_amerika_oseania","23"
"befolkning_verdensregion_6","2015","1034","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1037","person","nord_amerika_oseania","23"
"befolkning_verdensregion_6","2015","1046","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1101","person","nord_amerika_oseania","24"
"befolkning_verdensregion_6","2015","1102","person","nord_amerika_oseania","238"
"befolkning_verdensregion_6","2015","1103","person","nord_amerika_oseania","987"
"befolkning_verdensregion_6","2015","1106","person","nord_amerika_oseania","73"
"befolkning_verdensregion_6","2015","1111","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1112","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1114","person","nord_amerika_oseania","10"
"befolkning_verdensregion_6","2015","1119","person","nord_amerika_oseania","21"
"befolkning_verdensregion_6","2015","1120","person","nord_amerika_oseania","29"
"befolkning_verdensregion_6","2015","1121","person","nord_amerika_oseania","24"
"befolkning_verdensregion_6","2015","1122","person","nord_amerika_oseania","25"
"befolkning_verdensregion_6","2015","1124","person","nord_amerika_oseania","212"
"befolkning_verdensregion_6","2015","1127","person","nord_amerika_oseania","29"
"befolkning_verdensregion_6","2015","1129","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1130","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1133","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1134","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1135","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1141","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1142","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1144","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1145","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1146","person","nord_amerika_oseania","13"
"befolkning_verdensregion_6","2015","1149","person","nord_amerika_oseania","73"
"befolkning_verdensregion_6","2015","1151","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1160","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1201","person","nord_amerika_oseania","925"
"befolkning_verdensregion_6","2015","1211","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1216","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1219","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1221","person","nord_amerika_oseania","30"
"befolkning_verdensregion_6","2015","1222","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1223","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1224","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1227","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1228","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1231","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1232","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1233","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1234","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1235","person","nord_amerika_oseania","22"
"befolkning_verdensregion_6","2015","1238","person","nord_amerika_oseania","10"
"befolkning_verdensregion_6","2015","1241","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1242","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1243","person","nord_amerika_oseania","36"
"befolkning_verdensregion_6","2015","1244","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1245","person","nord_amerika_oseania","14"
"befolkning_verdensregion_6","2015","1246","person","nord_amerika_oseania","32"
"befolkning_verdensregion_6","2015","1247","person","nord_amerika_oseania","44"
"befolkning_verdensregion_6","2015","1251","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1252","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1253","person","nord_amerika_oseania","11"
"befolkning_verdensregion_6","2015","1256","person","nord_amerika_oseania","21"
"befolkning_verdensregion_6","2015","1259","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1260","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1263","person","nord_amerika_oseania","20"
"befolkning_verdensregion_6","2015","1264","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1265","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1266","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1401","person","nord_amerika_oseania","11"
"befolkning_verdensregion_6","2015","1411","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1412","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1413","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1416","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1417","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1418","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1419","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1420","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1421","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1422","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1424","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1426","person","nord_amerika_oseania","7"
"befolkning_verdensregion_6","2015","1428","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1429","person","nord_amerika_oseania","14"
"befolkning_verdensregion_6","2015","1430","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1431","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1432","person","nord_amerika_oseania","10"
"befolkning_verdensregion_6","2015","1433","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1438","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1439","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1441","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1443","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1444","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1445","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1449","person","nord_amerika_oseania","11"
"befolkning_verdensregion_6","2015","1502","person","nord_amerika_oseania","36"
"befolkning_verdensregion_6","2015","1504","person","nord_amerika_oseania","99"
"befolkning_verdensregion_6","2015","1505","person","nord_amerika_oseania","25"
"befolkning_verdensregion_6","2015","1511","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1514","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1515","person","nord_amerika_oseania","13"
"befolkning_verdensregion_6","2015","1516","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1517","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1519","person","nord_amerika_oseania","14"
"befolkning_verdensregion_6","2015","1520","person","nord_amerika_oseania","11"
"befolkning_verdensregion_6","2015","1523","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1524","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1525","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1526","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1528","person","nord_amerika_oseania","13"
"befolkning_verdensregion_6","2015","1529","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1531","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1532","person","nord_amerika_oseania","17"
"befolkning_verdensregion_6","2015","1534","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1535","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1539","person","nord_amerika_oseania","12"
"befolkning_verdensregion_6","2015","1543","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1545","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1546","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1547","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1548","person","nord_amerika_oseania","12"
"befolkning_verdensregion_6","2015","1551","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1554","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1557","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1560","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1563","person","nord_amerika_oseania","10"
"befolkning_verdensregion_6","2015","1566","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1567","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1571","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1573","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1576","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1601","person","nord_amerika_oseania","483"
"befolkning_verdensregion_6","2015","1612","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1613","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1617","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1620","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1621","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1622","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1624","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1627","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1630","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1632","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1633","person","nord_amerika_oseania","1"
"befolkning_verdensregion_6","2015","1634","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1635","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1636","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1638","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1640","person","nord_amerika_oseania","7"
"befolkning_verdensregion_6","2015","1644","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1648","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1653","person","nord_amerika_oseania","14"
"befolkning_verdensregion_6","2015","1657","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1662","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1663","person","nord_amerika_oseania","23"
"befolkning_verdensregion_6","2015","1664","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1665","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1702","person","nord_amerika_oseania","18"
"befolkning_verdensregion_6","2015","1703","person","nord_amerika_oseania","19"
"befolkning_verdensregion_6","2015","1711","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1714","person","nord_amerika_oseania","24"
"befolkning_verdensregion_6","2015","1717","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1718","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1719","person","nord_amerika_oseania","18"
"befolkning_verdensregion_6","2015","1721","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1724","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1725","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1736","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1738","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1739","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1740","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1742","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1743","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1744","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1748","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1749","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1750","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1751","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1755","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1756","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1804","person","nord_amerika_oseania","65"
"befolkning_verdensregion_6","2015","1805","person","nord_amerika_oseania","28"
"befolkning_verdensregion_6","2015","1811","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1812","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1813","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1815","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1816","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1818","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1820","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1822","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1824","person","nord_amerika_oseania","7"
"befolkning_verdensregion_6","2015","1825","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1826","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1827","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1828","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1832","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1833","person","nord_amerika_oseania","18"
"befolkning_verdensregion_6","2015","1834","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1835","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1836","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1837","person","nord_amerika_oseania","11"
"befolkning_verdensregion_6","2015","1838","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1839","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1840","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1841","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1845","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1848","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1849","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1850","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1851","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1852","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1853","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1854","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1856","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1857","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1859","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1860","person","nord_amerika_oseania","8"
"befolkning_verdensregion_6","2015","1865","person","nord_amerika_oseania","9"
"befolkning_verdensregion_6","2015","1866","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1867","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1868","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1870","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1871","person","nord_amerika_oseania","6"
"befolkning_verdensregion_6","2015","1874","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1902","person","nord_amerika_oseania","198"
"befolkning_verdensregion_6","2015","1903","person","nord_amerika_oseania","29"
"befolkning_verdensregion_6","2015","1911","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1913","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1917","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1919","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1920","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1922","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1923","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1924","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1925","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1926","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1927","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1928","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1929","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1931","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","1933","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","1936","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1938","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1939","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1940","person","nord_amerika_oseania","4"
"befolkning_verdensregion_6","2015","1941","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1942","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","1943","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2002","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","2003","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2004","person","nord_amerika_oseania","7"
"befolkning_verdensregion_6","2015","2011","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","2012","person","nord_amerika_oseania","19"
"befolkning_verdensregion_6","2015","2014","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2015","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2017","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2018","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2019","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","2020","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2021","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2022","person","nord_amerika_oseania","3"
"befolkning_verdensregion_6","2015","2023","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2024","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2025","person","nord_amerika_oseania","5"
"befolkning_verdensregion_6","2015","2027","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2028","person","nord_amerika_oseania","0"
"befolkning_verdensregion_6","2015","2030","person","nord_amerika_oseania","31"
"befolkning_verdensregion_6","2015","0101","person","sor_og_mellom_amerika","40"
"befolkning_verdensregion_6","2015","0104","person","sor_og_mellom_amerika","119"
"befolkning_verdensregion_6","2015","0105","person","sor_og_mellom_amerika","112"
"befolkning_verdensregion_6","2015","0106","person","sor_og_mellom_amerika","153"
"befolkning_verdensregion_6","2015","0111","person","sor_og_mellom_amerika","11"
"befolkning_verdensregion_6","2015","0118","person","sor_og_mellom_amerika","0"
"befolkning_verdensregion_6","2015","0119","person","sor_og_mellom_amerika","3"
"befolkning_verdensregion_6","2015","0121","person","sor_og_mellom_amerika","0"
"befolkning_verdensregion_6","2015","0122","person","sor_og_mellom_amerika","6"
"befolkning_verdensregion_6","2015","0123","person","sor_og_mellom_amerika","14"
"befolkning_verdensregion_6","2015","0124","person","sor_og_mellom_amerika","58"
"befolkning_verdensregion_6","2015","0125","person","sor_og_mellom_amerika","37"
"befolkning_verdensregion_6","2015","0127","person","sor_og_mellom_amerika","13"
"befolkning_verdensregion_6","2015","0128","person","sor_og_mellom_amerika","10"
"befolkning_verdensregion_6","2015","0135","person","sor_og_mellom_amerika","15"
"befolkning_verdensregion_6","2015","0136","person","sor_og_mellom_amerika","48"
"befolkning_verdensregion_6","2015","0137","person","sor_og_mellom_amerika","5"
"befolkning_verdensregion_6","2015","0138","person","sor_og_mellom_amerika","10"
"befolkning_verdensregion_6","2015","0211","person","sor_og_mellom_amerika","67"
"befolkning_verdensregion_6","2015","0213","person","sor_og_mellom_amerika","105"
"befolkning_verdensregion_6","2015","0214","person","sor_og_mellom_amerika","114"
"befolkning_verdensregion_6","2015","0215","person","sor_og_mellom_amerika","33"
"befolkning_verdensregion_6","2015","0216","person","sor_og_mellom_amerika","86"
"befolkning_verdensregion_6","2015","0217","person","sor_og_mellom_amerika","84"
"befolkning_verdensregion_6","2015","0219","person","sor_og_mellom_amerika","556"
"befolkning_verdensregion_6","2015","0220","person","sor_og_mellom_amerika","254"
"befolkning_verdensregion_6","2015","0221","person","sor_og_mellom_amerika","38"
"befolkning_verdensregion_6","2015","0226","person","sor_og_mellom_amerika","57"
"befolkning_verdensregion_6","2015","0227","person","sor_og_mellom_amerika","34"
"befolkning_verdensregion_6","2015","0228","person","sor_og_mellom_amerika","104"
"befolkning_verdensregion_6","2015","0229","person","sor_og_mellom_amerika","37"
"befolkning_verdensregion_6","2015","0230","person","sor_og_mellom_amerika","96"
"befolkning_verdensregion_6","2015","0231","person","sor_og_mellom_amerika","176"
