"fylke_nr","spraaknivaa","provetype","enhet","tabellvariabel","aar","tabell_navn"
"01","under_a1","lytting","personer","3",2014,"norsk_prover"
"02","under_a1","lytting","personer","0",2014,"norsk_prover"
"03","under_a1","lytting","personer","0",2014,"norsk_prover"
"04","under_a1","lytting","personer","0",2014,"norsk_prover"
"05","under_a1","lytting","personer","4",2014,"norsk_prover"
"06","under_a1","lytting","personer","0",2014,"norsk_prover"
"07","under_a1","lytting","personer","0",2014,"norsk_prover"
"08","under_a1","lytting","personer","0",2014,"norsk_prover"
"09","under_a1","lytting","personer","0",2014,"norsk_prover"
"10","under_a1","lytting","personer","0",2014,"norsk_prover"
"11","under_a1","lytting","personer","0",2014,"norsk_prover"
"12","under_a1","lytting","personer","0",2014,"norsk_prover"
"14","under_a1","lytting","personer","0",2014,"norsk_prover"
"15","under_a1","lytting","personer","3",2014,"norsk_prover"
"16","under_a1","lytting","personer","3",2014,"norsk_prover"
"17","under_a1","lytting","personer","2",2014,"norsk_prover"
"18","under_a1","lytting","personer","7",2014,"norsk_prover"
"19","under_a1","lytting","personer","0",2014,"norsk_prover"
"20","under_a1","lytting","personer","0",2014,"norsk_prover"
"99","under_a1","lytting","personer",":",2014,"norsk_prover"
"00","under_a1","lese","personer","194",2014,"norsk_prover"
"01","under_a1","lese","personer","7",2014,"norsk_prover"
"02","under_a1","lese","personer","12",2014,"norsk_prover"
"03","under_a1","lese","personer","25",2014,"norsk_prover"
"04","under_a1","lese","personer","11",2014,"norsk_prover"
"05","under_a1","lese","personer","15",2014,"norsk_prover"
"06","under_a1","lese","personer","10",2014,"norsk_prover"
"07","under_a1","lese","personer","6",2014,"norsk_prover"
"08","under_a1","lese","personer","3",2014,"norsk_prover"
"09","under_a1","lese","personer","2",2014,"norsk_prover"
"10","under_a1","lese","personer","2",2014,"norsk_prover"
"11","under_a1","lese","personer","8",2014,"norsk_prover"
"12","under_a1","lese","personer","17",2014,"norsk_prover"
"14","under_a1","lese","personer","6",2014,"norsk_prover"
"15","under_a1","lese","personer","10",2014,"norsk_prover"
"16","under_a1","lese","personer","6",2014,"norsk_prover"
"17","under_a1","lese","personer","2",2014,"norsk_prover"
"18","under_a1","lese","personer","13",2014,"norsk_prover"
"19","under_a1","lese","personer","18",2014,"norsk_prover"
"20","under_a1","lese","personer","10",2014,"norsk_prover"
"99","under_a1","lese","personer",":",2014,"norsk_prover"
"00","under_a1","skriftlig","personer","97",2014,"norsk_prover"
"01","under_a1","skriftlig","personer","3",2014,"norsk_prover"
"02","under_a1","skriftlig","personer","0",2014,"norsk_prover"
"03","under_a1","skriftlig","personer","25",2014,"norsk_prover"
"04","under_a1","skriftlig","personer","4",2014,"norsk_prover"
"05","under_a1","skriftlig","personer","19",2014,"norsk_prover"
"06","under_a1","skriftlig","personer","5",2014,"norsk_prover"
"07","under_a1","skriftlig","personer","4",2014,"norsk_prover"
"08","under_a1","skriftlig","personer","6",2014,"norsk_prover"
"09","under_a1","skriftlig","personer","2",2014,"norsk_prover"
"10","under_a1","skriftlig","personer","2",2014,"norsk_prover"
"11","under_a1","skriftlig","personer","8",2014,"norsk_prover"
"12","under_a1","skriftlig","personer","8",2014,"norsk_prover"
"14","under_a1","skriftlig","personer","2",2014,"norsk_prover"
"15","under_a1","skriftlig","personer","3",2014,"norsk_prover"
"16","under_a1","skriftlig","personer","10",2014,"norsk_prover"
"17","under_a1","skriftlig","personer","0",2014,"norsk_prover"
"18","under_a1","skriftlig","personer","13",2014,"norsk_prover"
"19","under_a1","skriftlig","personer","11",2014,"norsk_prover"
"20","under_a1","skriftlig","personer","5",2014,"norsk_prover"
"99","under_a1","skriftlig","personer",":",2014,"norsk_prover"
"00","ikke_vurdert","alle","prosent","0,9",2014,"norsk_prover"
"01","ikke_vurdert","alle","prosent","0,6",2014,"norsk_prover"
"02","ikke_vurdert","alle","prosent","1,2",2014,"norsk_prover"
"03","ikke_vurdert","alle","prosent","0,9",2014,"norsk_prover"
"04","ikke_vurdert","alle","prosent","1,1",2014,"norsk_prover"
"05","ikke_vurdert","alle","prosent","1,2",2014,"norsk_prover"
"06","ikke_vurdert","alle","prosent","0,7",2014,"norsk_prover"
"07","ikke_vurdert","alle","prosent","0,3",2014,"norsk_prover"
"08","ikke_vurdert","alle","prosent","1",2014,"norsk_prover"
"09","ikke_vurdert","alle","prosent","0,2",2014,"norsk_prover"
"10","ikke_vurdert","alle","prosent","0,2",2014,"norsk_prover"
"11","ikke_vurdert","alle","prosent","0,9",2014,"norsk_prover"
"12","ikke_vurdert","alle","prosent","0,5",2014,"norsk_prover"
"14","ikke_vurdert","alle","prosent","1,2",2014,"norsk_prover"
"15","ikke_vurdert","alle","prosent","0,2",2014,"norsk_prover"
"16","ikke_vurdert","alle","prosent","2,4",2014,"norsk_prover"
"17","ikke_vurdert","alle","prosent","0,8",2014,"norsk_prover"
"18","ikke_vurdert","alle","prosent","1,2",2014,"norsk_prover"
"19","ikke_vurdert","alle","prosent","0,9",2014,"norsk_prover"
"20","ikke_vurdert","alle","prosent","2,2",2014,"norsk_prover"
"99","ikke_vurdert","alle","prosent",".",2014,"norsk_prover"
"00","ikke_vurdert","muntlig","prosent","3",2014,"norsk_prover"
"01","ikke_vurdert","muntlig","prosent","2",2014,"norsk_prover"
"02","ikke_vurdert","muntlig","prosent","3",2014,"norsk_prover"
"03","ikke_vurdert","muntlig","prosent","3",2014,"norsk_prover"
"04","ikke_vurdert","muntlig","prosent","2",2014,"norsk_prover"
"05","ikke_vurdert","muntlig","prosent","3",2014,"norsk_prover"
"06","ikke_vurdert","muntlig","prosent","2",2014,"norsk_prover"
"07","ikke_vurdert","muntlig","prosent","1",2014,"norsk_prover"
"08","ikke_vurdert","muntlig","prosent","2",2014,"norsk_prover"
"09","ikke_vurdert","muntlig","prosent","1",2014,"norsk_prover"
"10","ikke_vurdert","muntlig","prosent","1",2014,"norsk_prover"
"11","ikke_vurdert","muntlig","prosent","3",2014,"norsk_prover"
"12","ikke_vurdert","muntlig","prosent","1",2014,"norsk_prover"
"14","ikke_vurdert","muntlig","prosent","5",2014,"norsk_prover"
"15","ikke_vurdert","muntlig","prosent","1",2014,"norsk_prover"
"16","ikke_vurdert","muntlig","prosent","10",2014,"norsk_prover"
"17","ikke_vurdert","muntlig","prosent","2",2014,"norsk_prover"
"18","ikke_vurdert","muntlig","prosent","3",2014,"norsk_prover"
"19","ikke_vurdert","muntlig","prosent","2",2014,"norsk_prover"
"20","ikke_vurdert","muntlig","prosent","6",2014,"norsk_prover"
"99","ikke_vurdert","muntlig","prosent",".",2014,"norsk_prover"
"00","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"01","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"02","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"03","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"04","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"05","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"06","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"07","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"08","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"09","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"10","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"11","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"12","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"14","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"15","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"16","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"17","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"18","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"19","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"20","ikke_vurdert","lytting","prosent","0",2014,"norsk_prover"
"99","ikke_vurdert","lytting","prosent",".",2014,"norsk_prover"
"00","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"01","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"02","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"03","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"04","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"05","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"06","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"07","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"08","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"09","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"10","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"11","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"12","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"14","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"15","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"16","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"17","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"18","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"19","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"20","ikke_vurdert","lese","prosent","0",2014,"norsk_prover"
"99","ikke_vurdert","lese","prosent",".",2014,"norsk_prover"
"00","ikke_vurdert","skriftlig","prosent","1",2014,"norsk_prover"
"01","ikke_vurdert","skriftlig","prosent","1",2014,"norsk_prover"
"02","ikke_vurdert","skriftlig","prosent","2",2014,"norsk_prover"
"03","ikke_vurdert","skriftlig","prosent","1",2014,"norsk_prover"
"04","ikke_vurdert","skriftlig","prosent","3",2014,"norsk_prover"
"05","ikke_vurdert","skriftlig","prosent","2",2014,"norsk_prover"
"06","ikke_vurdert","skriftlig","prosent","1",2014,"norsk_prover"
"07","ikke_vurdert","skriftlig","prosent","0",2014,"norsk_prover"
"08","ikke_vurdert","skriftlig","prosent","2",2014,"norsk_prover"
"09","ikke_vurdert","skriftlig","prosent","0",2014,"norsk_prover"
"10","ikke_vurdert","skriftlig","prosent","0",2014,"norsk_prover"
"11","ikke_vurdert","skriftlig","prosent","1",2014,"norsk_prover"
"12","ikke_vurdert","skriftlig","prosent","1",2014,"norsk_prover"
"14","ikke_vurdert","skriftlig","prosent","0",2014,"norsk_prover"
"15","ikke_vurdert","skriftlig","prosent","0",2014,"norsk_prover"
"16","ikke_vurdert","skriftlig","prosent","0",2014,"norsk_prover"
"17","ikke_vurdert","skriftlig","prosent","1",2014,"norsk_prover"
"18","ikke_vurdert","skriftlig","prosent","2",2014,"norsk_prover"
"19","ikke_vurdert","skriftlig","prosent","2",2014,"norsk_prover"
"20","ikke_vurdert","skriftlig","prosent","3",2014,"norsk_prover"
"99","ikke_vurdert","skriftlig","prosent",".",2014,"norsk_prover"
"00","ikke_vurdert","alle","personer","339",2014,"norsk_prover"
"01","ikke_vurdert","alle","personer","8",2014,"norsk_prover"
"02","ikke_vurdert","alle","personer","53",2014,"norsk_prover"
"03","ikke_vurdert","alle","personer","81",2014,"norsk_prover"
"04","ikke_vurdert","alle","personer","9",2014,"norsk_prover"
"05","ikke_vurdert","alle","personer","17",2014,"norsk_prover"
"06","ikke_vurdert","alle","personer","14",2014,"norsk_prover"
"07","ikke_vurdert","alle","personer","2",2014,"norsk_prover"
"08","ikke_vurdert","alle","personer","12",2014,"norsk_prover"
"09","ikke_vurdert","alle","personer","2",2014,"norsk_prover"
"10","ikke_vurdert","alle","personer","2",2014,"norsk_prover"
"11","ikke_vurdert","alle","personer","28",2014,"norsk_prover"
"12","ikke_vurdert","alle","personer","15",2014,"norsk_prover"
"14","ikke_vurdert","alle","personer","9",2014,"norsk_prover"
"15","ikke_vurdert","alle","personer","3",2014,"norsk_prover"
"16","ikke_vurdert","alle","personer","31",2014,"norsk_prover"
"17","ikke_vurdert","alle","personer","5",2014,"norsk_prover"
"18","ikke_vurdert","alle","personer","16",2014,"norsk_prover"
"19","ikke_vurdert","alle","personer","13",2014,"norsk_prover"
"20","ikke_vurdert","alle","personer","22",2014,"norsk_prover"
"99","ikke_vurdert","alle","personer",":",2014,"norsk_prover"
"00","ikke_vurdert","muntlig","personer","242",2014,"norsk_prover"
"01","ikke_vurdert","muntlig","personer","5",2014,"norsk_prover"
"02","ikke_vurdert","muntlig","personer","29",2014,"norsk_prover"
"03","ikke_vurdert","muntlig","personer","56",2014,"norsk_prover"
"04","ikke_vurdert","muntlig","personer","3",2014,"norsk_prover"
"05","ikke_vurdert","muntlig","personer","9",2014,"norsk_prover"
"06","ikke_vurdert","muntlig","personer","9",2014,"norsk_prover"
"07","ikke_vurdert","muntlig","personer","2",2014,"norsk_prover"
"08","ikke_vurdert","muntlig","personer","6",2014,"norsk_prover"
"09","ikke_vurdert","muntlig","personer","2",2014,"norsk_prover"
"10","ikke_vurdert","muntlig","personer","2",2014,"norsk_prover"
"11","ikke_vurdert","muntlig","personer","20",2014,"norsk_prover"
"12","ikke_vurdert","muntlig","personer","7",2014,"norsk_prover"
"14","ikke_vurdert","muntlig","personer","9",2014,"norsk_prover"
"15","ikke_vurdert","muntlig","personer","3",2014,"norsk_prover"
"16","ikke_vurdert","muntlig","personer","31",2014,"norsk_prover"
"17","ikke_vurdert","muntlig","personer","3",2014,"norsk_prover"
"18","ikke_vurdert","muntlig","personer","9",2014,"norsk_prover"
"19","ikke_vurdert","muntlig","personer","6",2014,"norsk_prover"
"20","ikke_vurdert","muntlig","personer","14",2014,"norsk_prover"
"99","ikke_vurdert","muntlig","personer",":",2014,"norsk_prover"
"00","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"01","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"02","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"03","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"04","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"05","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"06","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"07","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"08","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"09","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"10","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"11","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"12","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"14","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"15","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"16","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"17","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"18","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"19","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"20","ikke_vurdert","lytting","personer","0",2014,"norsk_prover"
"99","ikke_vurdert","lytting","personer",":",2014,"norsk_prover"
"00","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"01","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"02","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"03","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"04","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"05","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"06","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"07","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"08","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"09","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"10","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"11","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"12","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"14","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"15","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"16","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"17","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"18","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"19","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"20","ikke_vurdert","lese","personer","0",2014,"norsk_prover"
"99","ikke_vurdert","lese","personer",":",2014,"norsk_prover"
"00","ikke_vurdert","skriftlig","personer","97",2014,"norsk_prover"
"01","ikke_vurdert","skriftlig","personer","3",2014,"norsk_prover"
"02","ikke_vurdert","skriftlig","personer","24",2014,"norsk_prover"
"03","ikke_vurdert","skriftlig","personer","25",2014,"norsk_prover"
"04","ikke_vurdert","skriftlig","personer","6",2014,"norsk_prover"
"05","ikke_vurdert","skriftlig","personer","8",2014,"norsk_prover"
"06","ikke_vurdert","skriftlig","personer","5",2014,"norsk_prover"
"07","ikke_vurdert","skriftlig","personer","0",2014,"norsk_prover"
"08","ikke_vurdert","skriftlig","personer","6",2014,"norsk_prover"
"09","ikke_vurdert","skriftlig","personer","0",2014,"norsk_prover"
"10","ikke_vurdert","skriftlig","personer","0",2014,"norsk_prover"
"11","ikke_vurdert","skriftlig","personer","8",2014,"norsk_prover"
"12","ikke_vurdert","skriftlig","personer","8",2014,"norsk_prover"
"14","ikke_vurdert","skriftlig","personer","0",2014,"norsk_prover"
"15","ikke_vurdert","skriftlig","personer","0",2014,"norsk_prover"
"16","ikke_vurdert","skriftlig","personer","0",2014,"norsk_prover"
"17","ikke_vurdert","skriftlig","personer","2",2014,"norsk_prover"
"18","ikke_vurdert","skriftlig","personer","7",2014,"norsk_prover"
"19","ikke_vurdert","skriftlig","personer","7",2014,"norsk_prover"
"20","ikke_vurdert","skriftlig","personer","8",2014,"norsk_prover"
"99","ikke_vurdert","skriftlig","personer",":",2014,"norsk_prover"
