"aar","bydel_nr","innvgrunn_6","kjonn","tabellvariabel","tabell_navn","enhet"
"2010","030199","utdanning","1","52","sysselsatte_innvandringsgrunn","prosent"
"2011","030101","annet","alle","57","sysselsatte_innvandringsgrunn","prosent"
"2011","030106","annet","alle","38","sysselsatte_innvandringsgrunn","prosent"
"2013","030103","annet","0","52","sysselsatte_innvandringsgrunn","prosent"
"2013","030110","annet","0","60","sysselsatte_innvandringsgrunn","prosent"
"2013","030116","utdanning","1","67","sysselsatte_innvandringsgrunn","prosent"
"2014","030103","annet","0","48","sysselsatte_innvandringsgrunn","prosent"
"2006","030101","annet","0","72","sysselsatte_innvandringsgrunn","prosent"
"2008","030108","annet","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2008","030117","utdanning","1","72","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","utdanning","1","21","sysselsatte_innvandringsgrunn","prosent"
"2009","030109","annet","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2010","030102","annet","alle","46","sysselsatte_innvandringsgrunn","prosent"
"2010","030105","annet","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2010","030109","annet","alle","57","sysselsatte_innvandringsgrunn","prosent"
"2011","030103","annet","alle","33","sysselsatte_innvandringsgrunn","prosent"
"2011","030116","utdanning","0","57","sysselsatte_innvandringsgrunn","prosent"
"2012","030101","annet","alle","46","sysselsatte_innvandringsgrunn","prosent"
"2012","030103","annet","1","50","sysselsatte_innvandringsgrunn","prosent"
"2012","030110","annet","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2013","030105","annet","1","65","sysselsatte_innvandringsgrunn","prosent"
"2013","030108","annet","0","68","sysselsatte_innvandringsgrunn","prosent"
"2014","030103","annet","1","59","sysselsatte_innvandringsgrunn","prosent"
"2014","030108","annet","1","87","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","utdanning","0","58","sysselsatte_innvandringsgrunn","prosent"
"2006","030199","utdanning","1","48","sysselsatte_innvandringsgrunn","prosent"
"2007","030108","annet","alle","82","sysselsatte_innvandringsgrunn","prosent"
"2007","030115","utdanning","1","82","sysselsatte_innvandringsgrunn","prosent"
"2008","030114","utdanning","1","93","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","flukt","0","22","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","utdanning","0","11","sysselsatte_innvandringsgrunn","prosent"
"2009","030114","utdanning","1","74","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","utdanning","1","61","sysselsatte_innvandringsgrunn","prosent"
"2012","030102","annet","1","61","sysselsatte_innvandringsgrunn","prosent"
"2013","030104","annet","0","47","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","flukt","0","17","sysselsatte_innvandringsgrunn","prosent"
"2014","030102","annet","0","61","sysselsatte_innvandringsgrunn","prosent"
"2014","030106","annet","1","64","sysselsatte_innvandringsgrunn","prosent"
"2014","030108","annet","0","67","sysselsatte_innvandringsgrunn","prosent"
"2006","030103","annet","1","58","sysselsatte_innvandringsgrunn","prosent"
"2006","030104","annet","1","54","sysselsatte_innvandringsgrunn","prosent"
"2006","030105","annet","1","63","sysselsatte_innvandringsgrunn","prosent"
"2006","030110","annet","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2006","030199","flukt","0","21","sysselsatte_innvandringsgrunn","prosent"
"2006","030199","utdanning","0","26","sysselsatte_innvandringsgrunn","prosent"
"2008","030104","annet","alle","56","sysselsatte_innvandringsgrunn","prosent"
"2009","030117","utdanning","1","79","sysselsatte_innvandringsgrunn","prosent"
"2010","030104","annet","alle","45","sysselsatte_innvandringsgrunn","prosent"
"2010","030116","utdanning","0","75","sysselsatte_innvandringsgrunn","prosent"
"2010","030199","flukt","0","16","sysselsatte_innvandringsgrunn","prosent"
"2011","030105","annet","alle","48","sysselsatte_innvandringsgrunn","prosent"
"2011","030108","annet","alle","63","sysselsatte_innvandringsgrunn","prosent"
"2012","030107","annet","alle","58","sysselsatte_innvandringsgrunn","prosent"
"2012","030199","flukt","0","10","sysselsatte_innvandringsgrunn","prosent"
"2013","030102","annet","0","54","sysselsatte_innvandringsgrunn","prosent"
"2014","030102","annet","1","71","sysselsatte_innvandringsgrunn","prosent"
"2014","030104","annet","1","65","sysselsatte_innvandringsgrunn","prosent"
"2014","030105","annet","0","45","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","utdanning","1","80","sysselsatte_innvandringsgrunn","prosent"
"2007","030104","annet","alle","64","sysselsatte_innvandringsgrunn","prosent"
"2007","030116","arbeid","0","80","sysselsatte_innvandringsgrunn","prosent"
"2009","030108","annet","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2011","030102","annet","1","89","sysselsatte_innvandringsgrunn","prosent"
"2011","030199","familie","0","13","sysselsatte_innvandringsgrunn","prosent"
"2012","030199","utdanning","1","21","sysselsatte_innvandringsgrunn","prosent"
"2013","030101","annet","alle","47","sysselsatte_innvandringsgrunn","prosent"
"2013","030106","annet","alle","44","sysselsatte_innvandringsgrunn","prosent"
"2013","030107","annet","0","70","sysselsatte_innvandringsgrunn","prosent"
"2013","030109","annet","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2014","030105","annet","1","73","sysselsatte_innvandringsgrunn","prosent"
"2014","030110","annet","alle","64","sysselsatte_innvandringsgrunn","prosent"
"2006","030102","annet","0","65","sysselsatte_innvandringsgrunn","prosent"
"2006","030114","uoppgitt","1","52","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","uoppgitt","1","77","sysselsatte_innvandringsgrunn","prosent"
"2006","030117","utdanning","1","68","sysselsatte_innvandringsgrunn","prosent"
"2007","030117","utdanning","0","65","sysselsatte_innvandringsgrunn","prosent"
"2008","030116","utdanning","0","77","sysselsatte_innvandringsgrunn","prosent"
"2009","030104","annet","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2009","030112","utdanning","1","71","sysselsatte_innvandringsgrunn","prosent"
"2009","030116","utdanning","alle","57","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","flukt","0","35","sysselsatte_innvandringsgrunn","prosent"
"2006","030107","annet","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2006","030109","annet","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2007","030199","flukt","0","26","sysselsatte_innvandringsgrunn","prosent"
"2007","030199","utdanning","alle","58","sysselsatte_innvandringsgrunn","prosent"
"2008","030115","utdanning","1","78","sysselsatte_innvandringsgrunn","prosent"
"2011","030104","annet","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2012","030104","annet","alle","43","sysselsatte_innvandringsgrunn","prosent"
"2013","030102","annet","1","78","sysselsatte_innvandringsgrunn","prosent"
"2013","030110","annet","alle","67","sysselsatte_innvandringsgrunn","prosent"
"2014","030104","annet","0","58","sysselsatte_innvandringsgrunn","prosent"
"2014","030109","annet","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2006","030106","annet","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2006","030115","uoppgitt","1","66","sysselsatte_innvandringsgrunn","prosent"
"2006","030117","uoppgitt","0","58","sysselsatte_innvandringsgrunn","prosent"
"2007","030116","utdanning","alle","66","sysselsatte_innvandringsgrunn","prosent"
"2008","030112","utdanning","1","68","sysselsatte_innvandringsgrunn","prosent"
"2012","030116","utdanning","alle","56","sysselsatte_innvandringsgrunn","prosent"
"2013","030104","annet","1","68","sysselsatte_innvandringsgrunn","prosent"
"2014","030101","annet","alle","46","sysselsatte_innvandringsgrunn","prosent"
"2006","030101","annet","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2006","030114","utdanning","1","87","sysselsatte_innvandringsgrunn","prosent"
"2007","030109","utdanning","1","77","sysselsatte_innvandringsgrunn","prosent"
"2007","030115","utdanning","0","69","sysselsatte_innvandringsgrunn","prosent"
"2007","030199","arbeid","0","77","sysselsatte_innvandringsgrunn","prosent"
"2009","030115","utdanning","1","74","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","utdanning","0","44","sysselsatte_innvandringsgrunn","prosent"
"2010","030114","utdanning","1","69","sysselsatte_innvandringsgrunn","prosent"
"2010","030199","utdanning","0","38","sysselsatte_innvandringsgrunn","prosent"
"2012","030105","annet","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2012","030108","annet","alle","56","sysselsatte_innvandringsgrunn","prosent"
"2012","030109","annet","alle","57","sysselsatte_innvandringsgrunn","prosent"
"2013","030116","utdanning","0","74","sysselsatte_innvandringsgrunn","prosent"
"2014","030106","annet","alle","45","sysselsatte_innvandringsgrunn","prosent"
"2014","030107","annet","alle","69","sysselsatte_innvandringsgrunn","prosent"
"2007","030116","arbeid","1","78","sysselsatte_innvandringsgrunn","prosent"
"2012","030114","utdanning","1","84","sysselsatte_innvandringsgrunn","prosent"
"2012","030199","utdanning","0","15","sysselsatte_innvandringsgrunn","prosent"
"2013","030108","annet","alle","70","sysselsatte_innvandringsgrunn","prosent"
"2006","030114","uoppgitt","0","65","sysselsatte_innvandringsgrunn","prosent"
"2007","030112","utdanning","1","81","sysselsatte_innvandringsgrunn","prosent"
"2010","030112","utdanning","1","71","sysselsatte_innvandringsgrunn","prosent"
"2011","030116","utdanning","alle","59","sysselsatte_innvandringsgrunn","prosent"
"2011","030199","uoppgitt","0","17","sysselsatte_innvandringsgrunn","prosent"
"2012","030103","annet","alle","43","sysselsatte_innvandringsgrunn","prosent"
"2013","030103","annet","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","utdanning","1","29","sysselsatte_innvandringsgrunn","prosent"
"2006","030108","annet","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2008","030116","utdanning","alle","77","sysselsatte_innvandringsgrunn","prosent"
"2010","030115","utdanning","1","82","sysselsatte_innvandringsgrunn","prosent"
"2010","030116","utdanning","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2011","030114","utdanning","1","82","sysselsatte_innvandringsgrunn","prosent"
"2012","030102","annet","alle","51","sysselsatte_innvandringsgrunn","prosent"
"2012","030115","utdanning","1","68","sysselsatte_innvandringsgrunn","prosent"
"2014","030116","utdanning","0","74","sysselsatte_innvandringsgrunn","prosent"
"2006","030104","annet","alle","52","sysselsatte_innvandringsgrunn","prosent"
"2007","030113","utdanning","1","86","sysselsatte_innvandringsgrunn","prosent"
"2007","030117","arbeid","0","89","sysselsatte_innvandringsgrunn","prosent"
"2008","030109","utdanning","1","71","sysselsatte_innvandringsgrunn","prosent"
"2011","030102","annet","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2013","030105","annet","alle","55","sysselsatte_innvandringsgrunn","prosent"
"2013","030107","annet","alle","71","sysselsatte_innvandringsgrunn","prosent"
"2013","030117","utdanning","1","65","sysselsatte_innvandringsgrunn","prosent"
"2006","030113","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2012","030112","utdanning","1","68","sysselsatte_innvandringsgrunn","prosent"
"2014","030103","annet","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2014","030117","utdanning","1","66","sysselsatte_innvandringsgrunn","prosent"
"2007","030115","arbeid","0","84","sysselsatte_innvandringsgrunn","prosent"
"2008","030115","utdanning","0","65","sysselsatte_innvandringsgrunn","prosent"
"2011","030112","utdanning","1","72","sysselsatte_innvandringsgrunn","prosent"
"2011","030115","utdanning","1","84","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","utdanning","0","16","sysselsatte_innvandringsgrunn","prosent"
"2006","030103","annet","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2006","030105","annet","alle","69","sysselsatte_innvandringsgrunn","prosent"
"2006","030113","uoppgitt","0","46","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","utdanning","alle","15","sysselsatte_innvandringsgrunn","prosent"
"2014","030108","annet","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2006","030112","uoppgitt","1","74","sysselsatte_innvandringsgrunn","prosent"
"2006","030115","uoppgitt","0","56","sysselsatte_innvandringsgrunn","prosent"
"2006","030117","uoppgitt","alle","53","sysselsatte_innvandringsgrunn","prosent"
"2006","030117","utdanning","0","76","sysselsatte_innvandringsgrunn","prosent"
"2007","030113","utdanning","0","61","sysselsatte_innvandringsgrunn","prosent"
"2007","030117","utdanning","alle","70","sysselsatte_innvandringsgrunn","prosent"
"2009","030109","utdanning","1","72","sysselsatte_innvandringsgrunn","prosent"
"2013","030115","utdanning","1","80","sysselsatte_innvandringsgrunn","prosent"
"2006","030102","annet","alle","67","sysselsatte_innvandringsgrunn","prosent"
"2006","030111","uoppgitt","1","64","sysselsatte_innvandringsgrunn","prosent"
"2006","030115","utdanning","0","76","sysselsatte_innvandringsgrunn","prosent"
"2006","030115","utdanning","1","74","sysselsatte_innvandringsgrunn","prosent"
"2006","030199","utdanning","alle","33","sysselsatte_innvandringsgrunn","prosent"
"2008","030113","utdanning","1","74","sysselsatte_innvandringsgrunn","prosent"
"2008","030116","arbeid","0","88","sysselsatte_innvandringsgrunn","prosent"
"2008","030117","utdanning","0","83","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","arbeid","0","64","sysselsatte_innvandringsgrunn","prosent"
"2014","030102","annet","alle","66","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","utdanning","alle","68","sysselsatte_innvandringsgrunn","prosent"
"2008","030117","arbeid","0","88","sysselsatte_innvandringsgrunn","prosent"
"2009","030113","utdanning","1","86","sysselsatte_innvandringsgrunn","prosent"
"2009","030117","utdanning","0","75","sysselsatte_innvandringsgrunn","prosent"
"2010","030116","arbeid","0","81","sysselsatte_innvandringsgrunn","prosent"
"2011","030199","familie","1","24","sysselsatte_innvandringsgrunn","prosent"
"2006","030112","uoppgitt","0","54","sysselsatte_innvandringsgrunn","prosent"
"2011","030113","utdanning","1","69","sysselsatte_innvandringsgrunn","prosent"
"2014","030105","annet","alle","56","sysselsatte_innvandringsgrunn","prosent"
"2014","030199","flukt","0","23","sysselsatte_innvandringsgrunn","prosent"
"2006","030113","utdanning","1","73","sysselsatte_innvandringsgrunn","prosent"
"2010","030117","utdanning","0","67","sysselsatte_innvandringsgrunn","prosent"
"2010","030199","utdanning","alle","42","sysselsatte_innvandringsgrunn","prosent"
"2013","030114","utdanning","1","80","sysselsatte_innvandringsgrunn","prosent"
"2013","030116","utdanning","alle","71","sysselsatte_innvandringsgrunn","prosent"
"2009","030115","arbeid","0","73","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","flukt","1","30","sysselsatte_innvandringsgrunn","prosent"
"2011","030116","arbeid","0","77","sysselsatte_innvandringsgrunn","prosent"
"2012","030113","utdanning","1","77","sysselsatte_innvandringsgrunn","prosent"
"2013","030102","annet","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2013","030104","annet","alle","57","sysselsatte_innvandringsgrunn","prosent"
"2014","030104","annet","alle","61","sysselsatte_innvandringsgrunn","prosent"
"2014","030114","utdanning","1","75","sysselsatte_innvandringsgrunn","prosent"
"2006","030112","utdanning","1","85","sysselsatte_innvandringsgrunn","prosent"
"2007","030115","utdanning","alle","74","sysselsatte_innvandringsgrunn","prosent"
"2009","030116","arbeid","0","85","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","utdanning","alle","50","sysselsatte_innvandringsgrunn","prosent"
"2014","030115","utdanning","1","87","sysselsatte_innvandringsgrunn","prosent"
"2014","030116","utdanning","alle","69","sysselsatte_innvandringsgrunn","prosent"
"2006","030112","utdanning","0","70","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","uoppgitt","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2007","030112","utdanning","0","67","sysselsatte_innvandringsgrunn","prosent"
"2008","030113","utdanning","0","60","sysselsatte_innvandringsgrunn","prosent"
"2010","030113","utdanning","1","73","sysselsatte_innvandringsgrunn","prosent"
"2014","030199","utdanning","1","25","sysselsatte_innvandringsgrunn","prosent"
"2007","030114","utdanning","0","82","sysselsatte_innvandringsgrunn","prosent"
"2008","030112","utdanning","0","64","sysselsatte_innvandringsgrunn","prosent"
"2008","030115","arbeid","0","88","sysselsatte_innvandringsgrunn","prosent"
"2009","030115","utdanning","0","75","sysselsatte_innvandringsgrunn","prosent"
"2010","030115","utdanning","0","71","sysselsatte_innvandringsgrunn","prosent"
"2012","030117","utdanning","0","67","sysselsatte_innvandringsgrunn","prosent"
"2007","030116","arbeid","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2012","030199","utdanning","alle","17","sysselsatte_innvandringsgrunn","prosent"
"2013","030112","utdanning","1","84","sysselsatte_innvandringsgrunn","prosent"
"2007","030199","familie","1","52","sysselsatte_innvandringsgrunn","prosent"
"2009","030113","utdanning","0","58","sysselsatte_innvandringsgrunn","prosent"
"2009","030117","arbeid","0","81","sysselsatte_innvandringsgrunn","prosent"
"2010","030114","utdanning","0","73","sysselsatte_innvandringsgrunn","prosent"
"2010","030115","arbeid","0","72","sysselsatte_innvandringsgrunn","prosent"
"2011","030117","utdanning","0","64","sysselsatte_innvandringsgrunn","prosent"
"2006","030114","uoppgitt","alle","58","sysselsatte_innvandringsgrunn","prosent"
"2007","030111","arbeid","0","75","sysselsatte_innvandringsgrunn","prosent"
"2011","030115","utdanning","0","71","sysselsatte_innvandringsgrunn","prosent"
"2014","030199","utdanning","0","15","sysselsatte_innvandringsgrunn","prosent"
"2006","030113","utdanning","0","80","sysselsatte_innvandringsgrunn","prosent"
"2006","030114","utdanning","0","80","sysselsatte_innvandringsgrunn","prosent"
"2008","030116","arbeid","1","85","sysselsatte_innvandringsgrunn","prosent"
"2007","030199","familie","0","31","sysselsatte_innvandringsgrunn","prosent"
"2010","030199","arbeid","0","49","sysselsatte_innvandringsgrunn","prosent"
"2006","030111","uoppgitt","0","69","sysselsatte_innvandringsgrunn","prosent"
"2007","030110","utdanning","1","78","sysselsatte_innvandringsgrunn","prosent"
"2008","030117","utdanning","alle","79","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","arbeid","0","45","sysselsatte_innvandringsgrunn","prosent"
"2009","030114","utdanning","0","75","sysselsatte_innvandringsgrunn","prosent"
"2007","030112","arbeid","0","81","sysselsatte_innvandringsgrunn","prosent"
"2008","030114","utdanning","0","80","sysselsatte_innvandringsgrunn","prosent"
"2010","030117","arbeid","0","72","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","arbeid","0","27","sysselsatte_innvandringsgrunn","prosent"
"2007","030107","utdanning","1","76","sysselsatte_innvandringsgrunn","prosent"
"2007","030114","arbeid","0","88","sysselsatte_innvandringsgrunn","prosent"
"2008","030115","utdanning","alle","70","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","familie","1","47","sysselsatte_innvandringsgrunn","prosent"
"2010","030109","utdanning","1","79","sysselsatte_innvandringsgrunn","prosent"
"2010","030117","utdanning","alle","66","sysselsatte_innvandringsgrunn","prosent"
"2010","030199","familie","0","23","sysselsatte_innvandringsgrunn","prosent"
"2014","030112","utdanning","1","85","sysselsatte_innvandringsgrunn","prosent"
"2006","030117","utdanning","alle","73","sysselsatte_innvandringsgrunn","prosent"
"2009","030112","utdanning","0","63","sysselsatte_innvandringsgrunn","prosent"
"2009","030117","utdanning","alle","76","sysselsatte_innvandringsgrunn","prosent"
"2010","030199","familie","1","31","sysselsatte_innvandringsgrunn","prosent"
"2011","030109","utdanning","1","75","sysselsatte_innvandringsgrunn","prosent"
"2006","030111","utdanning","1","35","sysselsatte_innvandringsgrunn","prosent"
"2007","030114","utdanning","alle","84","sysselsatte_innvandringsgrunn","prosent"
"2009","030107","utdanning","1","69","sysselsatte_innvandringsgrunn","prosent"
"2010","030113","utdanning","0","60","sysselsatte_innvandringsgrunn","prosent"
"2011","030199","familie","alle","18","sysselsatte_innvandringsgrunn","prosent"
"2012","030117","utdanning","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2006","030109","utdanning","1","73","sysselsatte_innvandringsgrunn","prosent"
"2006","030115","uoppgitt","alle","59","sysselsatte_innvandringsgrunn","prosent"
"2006","030199","familie","0","25","sysselsatte_innvandringsgrunn","prosent"
"2012","030116","arbeid","0","81","sysselsatte_innvandringsgrunn","prosent"
"2013","030113","utdanning","1","70","sysselsatte_innvandringsgrunn","prosent"
"2007","030105","utdanning","1","84","sysselsatte_innvandringsgrunn","prosent"
"2011","030117","utdanning","alle","60","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","utdanning","alle","20","sysselsatte_innvandringsgrunn","prosent"
"2014","030117","utdanning","0","83","sysselsatte_innvandringsgrunn","prosent"
"2006","030116","arbeid","0","70","sysselsatte_innvandringsgrunn","prosent"
"2007","030102","utdanning","1","82","sysselsatte_innvandringsgrunn","prosent"
"2008","030102","utdanning","1","68","sysselsatte_innvandringsgrunn","prosent"
"2008","030107","utdanning","1","71","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","familie","1","34","sysselsatte_innvandringsgrunn","prosent"
"2010","030107","utdanning","1","72","sysselsatte_innvandringsgrunn","prosent"
"2011","030114","utdanning","0","79","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","familie","0","21","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","flukt","alle","32","sysselsatte_innvandringsgrunn","prosent"
"2012","030115","utdanning","0","75","sysselsatte_innvandringsgrunn","prosent"
"2013","030115","utdanning","0","67","sysselsatte_innvandringsgrunn","prosent"
"2009","030199","familie","0","38","sysselsatte_innvandringsgrunn","prosent"
"2013","030117","utdanning","0","78","sysselsatte_innvandringsgrunn","prosent"
"2006","030113","uoppgitt","alle","54","sysselsatte_innvandringsgrunn","prosent"
"2007","030113","utdanning","alle","70","sysselsatte_innvandringsgrunn","prosent"
"2013","030116","arbeid","0","79","sysselsatte_innvandringsgrunn","prosent"
"2006","030110","uoppgitt","1","78","sysselsatte_innvandringsgrunn","prosent"
"2009","030110","utdanning","1","67","sysselsatte_innvandringsgrunn","prosent"
"2011","030199","flukt","1","26","sysselsatte_innvandringsgrunn","prosent"
"2008","030112","utdanning","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2010","030116","arbeid","1","73","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","familie","0","21","sysselsatte_innvandringsgrunn","prosent"
"2006","030117","arbeid","0","60","sysselsatte_innvandringsgrunn","prosent"
"2008","030110","utdanning","1","74","sysselsatte_innvandringsgrunn","prosent"
"2008","030114","arbeid","0","86","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","flukt","1","36","sysselsatte_innvandringsgrunn","prosent"
"2009","030114","utdanning","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2009","030115","utdanning","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2011","030117","arbeid","0","68","sysselsatte_innvandringsgrunn","prosent"
"2012","030114","utdanning","0","76","sysselsatte_innvandringsgrunn","prosent"
"2014","030113","utdanning","1","79","sysselsatte_innvandringsgrunn","prosent"
"2014","030115","utdanning","0","80","sysselsatte_innvandringsgrunn","prosent"
"2007","030112","utdanning","alle","72","sysselsatte_innvandringsgrunn","prosent"
"2008","030114","utdanning","alle","83","sysselsatte_innvandringsgrunn","prosent"
"2011","030199","alle","0","14","sysselsatte_innvandringsgrunn","prosent"
"2006","030115","utdanning","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2007","030106","utdanning","1","71","sysselsatte_innvandringsgrunn","prosent"
"2009","030114","arbeid","0","82","sysselsatte_innvandringsgrunn","prosent"
"2009","030116","arbeid","1","84","sysselsatte_innvandringsgrunn","prosent"
"2010","030114","utdanning","alle","72","sysselsatte_innvandringsgrunn","prosent"
"2006","030108","uoppgitt","1","69","sysselsatte_innvandringsgrunn","prosent"
"2006","030112","uoppgitt","alle","62","sysselsatte_innvandringsgrunn","prosent"
"2007","030113","arbeid","0","81","sysselsatte_innvandringsgrunn","prosent"
"2008","030105","utdanning","1","83","sysselsatte_innvandringsgrunn","prosent"
"2010","030112","utdanning","0","63","sysselsatte_innvandringsgrunn","prosent"
"2010","030115","utdanning","alle","75","sysselsatte_innvandringsgrunn","prosent"
"2011","030112","utdanning","0","68","sysselsatte_innvandringsgrunn","prosent"
"2006","030114","utdanning","alle","82","sysselsatte_innvandringsgrunn","prosent"
"2006","030199","flukt","1","41","sysselsatte_innvandringsgrunn","prosent"
"2006","030199","familie","1","43","sysselsatte_innvandringsgrunn","prosent"
"2008","030112","arbeid","0","79","sysselsatte_innvandringsgrunn","prosent"
"2009","030112","utdanning","alle","65","sysselsatte_innvandringsgrunn","prosent"
"2011","030107","utdanning","1","67","sysselsatte_innvandringsgrunn","prosent"
"2006","030109","uoppgitt","0","62","sysselsatte_innvandringsgrunn","prosent"
"2006","030109","uoppgitt","1","72","sysselsatte_innvandringsgrunn","prosent"
"2012","030107","utdanning","1","67","sysselsatte_innvandringsgrunn","prosent"
"2012","030117","arbeid","0","72","sysselsatte_innvandringsgrunn","prosent"
"2013","030114","utdanning","0","72","sysselsatte_innvandringsgrunn","prosent"
"2014","030112","utdanning","0","69","sysselsatte_innvandringsgrunn","prosent"
"2008","030113","utdanning","alle","66","sysselsatte_innvandringsgrunn","prosent"
"2009","030102","utdanning","1","76","sysselsatte_innvandringsgrunn","prosent"
"2009","030105","utdanning","1","70","sysselsatte_innvandringsgrunn","prosent"
"2010","030110","utdanning","1","69","sysselsatte_innvandringsgrunn","prosent"
"2011","030113","utdanning","0","76","sysselsatte_innvandringsgrunn","prosent"
"2006","030102","utdanning","1","77","sysselsatte_innvandringsgrunn","prosent"
"2011","030115","utdanning","alle","76","sysselsatte_innvandringsgrunn","prosent"
"2011","030199","flukt","alle","23","sysselsatte_innvandringsgrunn","prosent"
"2012","030112","utdanning","0","76","sysselsatte_innvandringsgrunn","prosent"
"2006","030107","utdanning","1","68","sysselsatte_innvandringsgrunn","prosent"
"2008","030106","utdanning","1","64","sysselsatte_innvandringsgrunn","prosent"
"2012","030199","arbeid","0","31","sysselsatte_innvandringsgrunn","prosent"
"2013","030112","utdanning","0","69","sysselsatte_innvandringsgrunn","prosent"
"2011","030115","arbeid","0","75","sysselsatte_innvandringsgrunn","prosent"
"2007","030101","utdanning","1","82","sysselsatte_innvandringsgrunn","prosent"
"2007","030110","utdanning","0","64","sysselsatte_innvandringsgrunn","prosent"
"2007","030111","utdanning","1","54","sysselsatte_innvandringsgrunn","prosent"
"2007","030115","arbeid","1","75","sysselsatte_innvandringsgrunn","prosent"
"2007","030199","uoppgitt","0","54","sysselsatte_innvandringsgrunn","prosent"
"2009","030113","utdanning","alle","67","sysselsatte_innvandringsgrunn","prosent"
"2013","030199","familie","1","28","sysselsatte_innvandringsgrunn","prosent"
"2006","030112","utdanning","alle","77","sysselsatte_innvandringsgrunn","prosent"
"2008","030116","arbeid","alle","86","sysselsatte_innvandringsgrunn","prosent"
"2009","030112","flukt","0","47","sysselsatte_innvandringsgrunn","prosent"
"2012","030109","utdanning","1","78","sysselsatte_innvandringsgrunn","prosent"
"2006","030107","uoppgitt","1","68","sysselsatte_innvandringsgrunn","prosent"
"2006","030110","uoppgitt","0","64","sysselsatte_innvandringsgrunn","prosent"
"2008","030199","flukt","alle","32","sysselsatte_innvandringsgrunn","prosent"
"2012","030113","utdanning","0","72","sysselsatte_innvandringsgrunn","prosent"
"2014","030116","arbeid","0","82","sysselsatte_innvandringsgrunn","prosent"
"2006","030111","uoppgitt","alle","67","sysselsatte_innvandringsgrunn","prosent"
"2007","030114","arbeid","1","82","sysselsatte_innvandringsgrunn","prosent"
"2009","030116","flukt","0","53","sysselsatte_innvandringsgrunn","prosent"
"2010","030114","arbeid","0","84","sysselsatte_innvandringsgrunn","prosent"
"2014","030114","utdanning","0","85","sysselsatte_innvandringsgrunn","prosent"
"2006","030113","utdanning","alle","77","sysselsatte_innvandringsgrunn","prosent"
"2007","030199","flukt","1","48","sysselsatte_innvandringsgrunn","prosent"
