"aar","bydel_nr","innvkat_4","vreg_3","kjonn","invalder_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr"
2013,"NULL","innvandrere","alle","0","alle","personer","47","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","34.8","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","1","alle","personer","52","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","38.3","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","1","alle","alle","personer","29","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","36.2","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","2","alle","alle","personer","70","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","36.8","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","alle","alle","personer","99","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","37.8","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","alle","0_6","personer","37","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","36.2","grunnskolepoeng","NULL","06"
2013,"NULL","innvandrere","alle","alle","7+","personer","62","grunnskolepoeng","NULL","06"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","42.3","grunnskolepoeng","NULL","06"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","64","grunnskolepoeng","NULL","06"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","42.1","grunnskolepoeng","NULL","06"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","1582","grunnskolepoeng","NULL","06"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","42.9","grunnskolepoeng","NULL","07"
2013,"NULL","alle","alle","0","alle","personer","1084","grunnskolepoeng","NULL","07"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","39.1","grunnskolepoeng","NULL","07"
2013,"NULL","alle","alle","1","alle","personer","1076","grunnskolepoeng","NULL","07"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","41","grunnskolepoeng","NULL","07"
2013,"NULL","alle","alle","alle","alle","personer","2160","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","39.8","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","0","alle","personer","87","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","35.8","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","1","alle","personer","83","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","37.9","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","1","alle","alle","personer","45","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","37.8","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","2","alle","alle","personer","125","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","37.8","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","alle","alle","personer","170","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","40","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","alle","0_6","personer","62","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","36.6","grunnskolepoeng","NULL","07"
2013,"NULL","innvandrere","alle","alle","7+","personer","108","grunnskolepoeng","NULL","07"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","40.8","grunnskolepoeng","NULL","07"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","200","grunnskolepoeng","NULL","07"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","41.3","grunnskolepoeng","NULL","07"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","1790","grunnskolepoeng","NULL","07"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","41.6","grunnskolepoeng","NULL","08"
2013,"NULL","alle","alle","0","alle","personer","607","grunnskolepoeng","NULL","08"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","36.7","grunnskolepoeng","NULL","08"
2013,"NULL","alle","alle","1","alle","personer","594","grunnskolepoeng","NULL","08"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","39.2","grunnskolepoeng","NULL","08"
2013,"NULL","alle","alle","alle","alle","personer","1201","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","37.6","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","0","alle","personer","33","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","32.6","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","1","alle","personer","43","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","36.3","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","1","alle","alle","personer","32","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","33.7","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","2","alle","alle","personer","44","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","34.8","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","alle","alle","personer","76","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","38.1","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","alle","0_6","personer","22","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","33.4","grunnskolepoeng","NULL","08"
2013,"NULL","innvandrere","alle","alle","7+","personer","54","grunnskolepoeng","NULL","08"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","39.6","grunnskolepoeng","NULL","08"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","56","grunnskolepoeng","NULL","08"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","39.4","grunnskolepoeng","NULL","08"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","1069","grunnskolepoeng","NULL","08"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","43","grunnskolepoeng","NULL","09"
2013,"NULL","alle","alle","0","alle","personer","2512","grunnskolepoeng","NULL","09"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","39.6","grunnskolepoeng","NULL","09"
2013,"NULL","alle","alle","1","alle","personer","2687","grunnskolepoeng","NULL","09"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","41.2","grunnskolepoeng","NULL","09"
2013,"NULL","alle","alle","alle","alle","personer","5199","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","35","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","0","alle","personer","288","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","33.4","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","1","alle","personer","304","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","33.1","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","1","alle","alle","personer","102","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","34.4","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","2","alle","alle","personer","490","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","34.2","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","alle","alle","personer","592","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","36.2","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","alle","0_6","personer","260","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","32.6","grunnskolepoeng","NULL","09"
2013,"NULL","innvandrere","alle","alle","7+","personer","332","grunnskolepoeng","NULL","09"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","38.2","grunnskolepoeng","NULL","09"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","1202","grunnskolepoeng","NULL","09"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","43.5","grunnskolepoeng","NULL","09"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","3405","grunnskolepoeng","NULL","09"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","42.7","grunnskolepoeng","NULL","10"
2013,"NULL","alle","alle","0","alle","personer","117","grunnskolepoeng","NULL","10"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","39.9","grunnskolepoeng","NULL","10"
2013,"NULL","alle","alle","1","alle","personer","118","grunnskolepoeng","NULL","10"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","41.3","grunnskolepoeng","NULL","10"
2013,"NULL","alle","alle","alle","alle","personer","235","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","36.5","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","0","alle","personer","7","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","37","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","1","alle","personer","11","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","40.3","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","1","alle","alle","personer","9","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","33.3","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","2","alle","alle","personer","9","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","36.8","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","alle","alle","personer","18","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","42.9","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","alle","0_6","personer","4","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","35.1","grunnskolepoeng","NULL","10"
2013,"NULL","innvandrere","alle","alle","7+","personer","14","grunnskolepoeng","NULL","10"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","30.3","grunnskolepoeng","NULL","10"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","5","grunnskolepoeng","NULL","10"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","41.9","grunnskolepoeng","NULL","10"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","212","grunnskolepoeng","NULL","10"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","40.9","grunnskolepoeng","NULL","11"
2013,"NULL","alle","alle","0","alle","personer","268","grunnskolepoeng","NULL","11"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","36","grunnskolepoeng","NULL","11"
2013,"NULL","alle","alle","1","alle","personer","303","grunnskolepoeng","NULL","11"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","38.3","grunnskolepoeng","NULL","11"
2013,"NULL","alle","alle","alle","alle","personer","571","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","36.7","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","0","alle","personer","14","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","34.9","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","1","alle","personer","20","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","43.1","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","1","alle","alle","personer","10","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","32.5","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","2","alle","alle","personer","24","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","35.6","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","alle","alle","personer","34","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","40.3","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","alle","0_6","personer","12","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","33.1","grunnskolepoeng","NULL","11"
2013,"NULL","innvandrere","alle","alle","7+","personer","22","grunnskolepoeng","NULL","11"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","39.8","grunnskolepoeng","NULL","11"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","14","grunnskolepoeng","NULL","11"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","38.5","grunnskolepoeng","NULL","11"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","523","grunnskolepoeng","NULL","11"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","41.6","grunnskolepoeng","NULL","12"
2013,"NULL","alle","alle","0","alle","personer","517","grunnskolepoeng","NULL","12"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","37.3","grunnskolepoeng","NULL","12"
2013,"NULL","alle","alle","1","alle","personer","542","grunnskolepoeng","NULL","12"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","39.4","grunnskolepoeng","NULL","12"
2013,"NULL","alle","alle","alle","alle","personer","1059","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","35.3","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","0","alle","personer","36","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","33.3","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","1","alle","personer","38","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","35.1","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","1","alle","alle","personer","21","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","34","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","2","alle","alle","personer","53","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","34.3","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","alle","alle","personer","74","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","39.1","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","alle","0_6","personer","16","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","33","grunnskolepoeng","NULL","12"
2013,"NULL","innvandrere","alle","alle","7+","personer","58","grunnskolepoeng","NULL","12"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","37.7","grunnskolepoeng","NULL","12"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","13","grunnskolepoeng","NULL","12"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","39.8","grunnskolepoeng","NULL","12"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","972","grunnskolepoeng","NULL","12"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","41.4","grunnskolepoeng","NULL","13"
2013,"NULL","alle","alle","0","alle","personer","173","grunnskolepoeng","NULL","13"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","37.4","grunnskolepoeng","NULL","13"
2013,"NULL","alle","alle","1","alle","personer","212","grunnskolepoeng","NULL","13"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","39.2","grunnskolepoeng","NULL","13"
2013,"NULL","alle","alle","alle","alle","personer","385","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","37","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","0","alle","personer","18","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","32","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","1","alle","personer","9","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","37.3","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","1","alle","alle","personer","11","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","34","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","2","alle","alle","personer","16","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","35.3","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","alle","alle","personer","27","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","37.6","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","alle","0_6","personer","10","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","34","grunnskolepoeng","NULL","13"
2013,"NULL","innvandrere","alle","alle","7+","personer","17","grunnskolepoeng","NULL","13"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","32.1","grunnskolepoeng","NULL","13"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","7","grunnskolepoeng","NULL","13"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","39.6","grunnskolepoeng","NULL","13"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","351","grunnskolepoeng","NULL","13"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","41.9","grunnskolepoeng","NULL","14"
2013,"NULL","alle","alle","0","alle","personer","396","grunnskolepoeng","NULL","14"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","36.9","grunnskolepoeng","NULL","14"
2013,"NULL","alle","alle","1","alle","personer","405","grunnskolepoeng","NULL","14"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","39.4","grunnskolepoeng","NULL","14"
2013,"NULL","alle","alle","alle","alle","personer","801","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","39.1","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","0","alle","personer","17","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","34.1","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","1","alle","personer","27","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","34.4","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","1","alle","alle","personer","12","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","36.6","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","2","alle","alle","personer","32","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","36","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","alle","alle","personer","44","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","36.5","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","alle","0_6","personer","16","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","35.7","grunnskolepoeng","NULL","14"
2013,"NULL","innvandrere","alle","alle","7+","personer","28","grunnskolepoeng","NULL","14"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","36.6","grunnskolepoeng","NULL","14"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","16","grunnskolepoeng","NULL","14"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","39.6","grunnskolepoeng","NULL","14"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","741","grunnskolepoeng","NULL","14"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","41.5","grunnskolepoeng","NULL","15"
2013,"NULL","alle","alle","0","alle","personer","191","grunnskolepoeng","NULL","15"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","37.2","grunnskolepoeng","NULL","15"
2013,"NULL","alle","alle","1","alle","personer","193","grunnskolepoeng","NULL","15"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","39.3","grunnskolepoeng","NULL","15"
2013,"NULL","alle","alle","alle","alle","personer","384","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","38.3","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","0","alle","personer","8","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","27.6","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","1","alle","personer","13","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","33.6","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","1","alle","alle","personer","5","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","31.1","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","2","alle","alle","personer","16","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","31.7","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","alle","alle","personer","21","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","33.3","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","alle","0_6","personer","7","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","30.8","grunnskolepoeng","NULL","15"
2013,"NULL","innvandrere","alle","alle","7+","personer","14","grunnskolepoeng","NULL","15"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt",":","grunnskolepoeng","NULL","15"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer",":","grunnskolepoeng","NULL","15"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","39.8","grunnskolepoeng","NULL","15"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","361","grunnskolepoeng","NULL","15"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","42.6","grunnskolepoeng","NULL","16"
2013,"NULL","alle","alle","0","alle","personer","244","grunnskolepoeng","NULL","16"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","39.8","grunnskolepoeng","NULL","16"
2013,"NULL","alle","alle","1","alle","personer","231","grunnskolepoeng","NULL","16"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","41.2","grunnskolepoeng","NULL","16"
2013,"NULL","alle","alle","alle","alle","personer","475","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","32.3","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","0","alle","personer","15","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","35.9","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","1","alle","personer","19","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","37.6","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","1","alle","alle","personer","9","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","33.1","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","2","alle","alle","personer","25","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","34.3","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","alle","alle","personer","34","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt","33","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","alle","0_6","personer","6","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt","34.6","grunnskolepoeng","NULL","16"
2013,"NULL","innvandrere","alle","alle","7+","personer","28","grunnskolepoeng","NULL","16"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","42.2","grunnskolepoeng","NULL","16"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer","5","grunnskolepoeng","NULL","16"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","41.8","grunnskolepoeng","NULL","16"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","436","grunnskolepoeng","NULL","16"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","43.1","grunnskolepoeng","NULL","17"
2013,"NULL","alle","alle","0","alle","personer","70","grunnskolepoeng","NULL","17"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","34.9","grunnskolepoeng","NULL","17"
2013,"NULL","alle","alle","1","alle","personer","89","grunnskolepoeng","NULL","17"
2013,"NULL","alle","alle","alle","alle","gjennomsnitt","38.5","grunnskolepoeng","NULL","17"
2013,"NULL","alle","alle","alle","alle","personer","159","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","0","alle","gjennomsnitt","41.5","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","0","alle","personer","5","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","1","alle","gjennomsnitt","34.6","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","1","alle","personer","9","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","1","alle","alle","gjennomsnitt","40.3","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","1","alle","alle","personer","10","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","2","alle","alle","gjennomsnitt","29.1","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","2","alle","alle","personer","4","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","alle","alle","gjennomsnitt","37.1","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","alle","alle","personer","14","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","alle","0_6","gjennomsnitt",":","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","alle","0_6","personer",":","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","alle","7+","gjennomsnitt",":","grunnskolepoeng","NULL","17"
2013,"NULL","innvandrere","alle","alle","7+","personer",":","grunnskolepoeng","NULL","17"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt",":","grunnskolepoeng","NULL","17"
2013,"NULL","norskfodte_m_innvf","alle","alle","alle","personer",":","grunnskolepoeng","NULL","17"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","38.7","grunnskolepoeng","NULL","17"
2013,"NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","143","grunnskolepoeng","NULL","17"
2013,"NULL","alle","alle","0","alle","gjennomsnitt","41.5","grunnskolepoeng","NULL","18"
2013,"NULL","alle","alle","0","alle","personer","112","grunnskolepoeng","NULL","18"
2013,"NULL","alle","alle","1","alle","gjennomsnitt","37.6","grunnskolepoeng","NULL","18"
