"kommune_nr","bosetting","aar","enhet","tabellvariabel"
"1663","bosatt","2017","personer","."
"1664","bosatt","2017","personer","."
"1665","bosatt","2017","personer","."
"1702","bosatt","2017","personer","."
"1703","bosatt","2017","personer","."
"1711","bosatt","2017","personer","."
"1714","bosatt","2017","personer","."
"1717","bosatt","2017","personer","."
"1718","bosatt","2017","personer","."
"1719","bosatt","2017","personer","."
"1721","bosatt","2017","personer","."
"1724","bosatt","2017","personer","."
"1725","bosatt","2017","personer","."
"1736","bosatt","2017","personer","."
"1738","bosatt","2017","personer","."
"1739","bosatt","2017","personer","."
"1740","bosatt","2017","personer","."
"1742","bosatt","2017","personer","."
"1743","bosatt","2017","personer","."
"1744","bosatt","2017","personer","."
"1748","bosatt","2017","personer","."
"1749","bosatt","2017","personer","."
"1750","bosatt","2017","personer","."
"1751","bosatt","2017","personer","."
"1755","bosatt","2017","personer","."
"1756","bosatt","2017","personer","."
"1804","bosatt","2017","personer","."
"1805","bosatt","2017","personer","."
"1811","bosatt","2017","personer","."
"1812","bosatt","2017","personer","."
"1813","bosatt","2017","personer","."
"1815","bosatt","2017","personer","."
"1816","bosatt","2017","personer","."
"1818","bosatt","2017","personer","."
"1820","bosatt","2017","personer","."
"1822","bosatt","2017","personer","."
"1824","bosatt","2017","personer","."
"1825","bosatt","2017","personer","."
"1826","bosatt","2017","personer","."
"1827","bosatt","2017","personer","."
"1828","bosatt","2017","personer","."
"1832","bosatt","2017","personer","."
"1833","bosatt","2017","personer","."
"1834","bosatt","2017","personer","."
"1835","bosatt","2017","personer","."
"1836","bosatt","2017","personer","."
"1837","bosatt","2017","personer","."
"1838","bosatt","2017","personer","."
"1839","bosatt","2017","personer","."
"1840","bosatt","2017","personer","."
"1841","bosatt","2017","personer","."
"1845","bosatt","2017","personer","."
"1848","bosatt","2017","personer","."
"1849","bosatt","2017","personer","."
"1850","bosatt","2017","personer","."
"1851","bosatt","2017","personer","."
"1852","bosatt","2017","personer","."
"1853","bosatt","2017","personer","."
"1854","bosatt","2017","personer","."
"1856","bosatt","2017","personer","."
"1857","bosatt","2017","personer","."
"1859","bosatt","2017","personer","."
"1860","bosatt","2017","personer","."
"1865","bosatt","2017","personer","."
"1866","bosatt","2017","personer","."
"1867","bosatt","2017","personer","."
"1868","bosatt","2017","personer","."
"1870","bosatt","2017","personer","."
"1871","bosatt","2017","personer","."
"1874","bosatt","2017","personer","."
"1902","bosatt","2017","personer","."
"1903","bosatt","2017","personer","."
"1911","bosatt","2017","personer","."
"1913","bosatt","2017","personer","."
"1917","bosatt","2017","personer","."
"1919","bosatt","2017","personer","."
"1920","bosatt","2017","personer","."
"1922","bosatt","2017","personer","."
"1923","bosatt","2017","personer","."
"1924","bosatt","2017","personer","."
"1925","bosatt","2017","personer","."
"1926","bosatt","2017","personer","."
"1927","bosatt","2017","personer","."
"1928","bosatt","2017","personer","."
"1929","bosatt","2017","personer","."
"1931","bosatt","2017","personer","."
"1933","bosatt","2017","personer","."
"1936","bosatt","2017","personer","."
"1938","bosatt","2017","personer","."
"1939","bosatt","2017","personer","."
"1940","bosatt","2017","personer","."
"1941","bosatt","2017","personer","."
"1942","bosatt","2017","personer","."
"1943","bosatt","2017","personer","."
"2002","bosatt","2017","personer","."
"2003","bosatt","2017","personer","."
"2004","bosatt","2017","personer","."
"2011","bosatt","2017","personer","."
"2012","bosatt","2017","personer","."
"2014","bosatt","2017","personer","."
"2015","bosatt","2017","personer","."
"2017","bosatt","2017","personer","."
"2018","bosatt","2017","personer","."
"2019","bosatt","2017","personer","."
"2020","bosatt","2017","personer","."
"2021","bosatt","2017","personer","."
"2022","bosatt","2017","personer","."
"2023","bosatt","2017","personer","."
"2024","bosatt","2017","personer","."
"2025","bosatt","2017","personer","."
"2027","bosatt","2017","personer","."
"2028","bosatt","2017","personer","."
"2030","bosatt","2017","personer","."
"0101","bosatt","2015","prosent","."
"0104","bosatt","2015","prosent","."
"0105","bosatt","2015","prosent","."
"0106","bosatt","2015","prosent","."
"0111","bosatt","2015","prosent","."
"0118","bosatt","2015","prosent","."
"0119","bosatt","2015","prosent","."
"0121","bosatt","2015","prosent","."
"0122","bosatt","2015","prosent","."
"0123","bosatt","2015","prosent","."
"0124","bosatt","2015","prosent","."
"0125","bosatt","2015","prosent","."
"0127","bosatt","2015","prosent","."
"0128","bosatt","2015","prosent","."
"0135","bosatt","2015","prosent","."
"0136","bosatt","2015","prosent","."
"0137","bosatt","2015","prosent","."
"0138","bosatt","2015","prosent","."
"0211","bosatt","2015","prosent","."
"0213","bosatt","2015","prosent","."
"0214","bosatt","2015","prosent","."
"0215","bosatt","2015","prosent","."
"0216","bosatt","2015","prosent","."
"0217","bosatt","2015","prosent","."
"0219","bosatt","2015","prosent","."
"0220","bosatt","2015","prosent","."
"0221","bosatt","2015","prosent","."
"0226","bosatt","2015","prosent","."
"0227","bosatt","2015","prosent","."
"0228","bosatt","2015","prosent","."
"0229","bosatt","2015","prosent","."
"0230","bosatt","2015","prosent","."
"0231","bosatt","2015","prosent","."
"0233","bosatt","2015","prosent","."
"0234","bosatt","2015","prosent","."
"0235","bosatt","2015","prosent","."
"0236","bosatt","2015","prosent","."
"0237","bosatt","2015","prosent","."
"0238","bosatt","2015","prosent","."
"0239","bosatt","2015","prosent","."
"0301","bosatt","2015","prosent","."
"0402","bosatt","2015","prosent","."
"0403","bosatt","2015","prosent","."
"0412","bosatt","2015","prosent","."
"0415","bosatt","2015","prosent","."
"0417","bosatt","2015","prosent","."
"0418","bosatt","2015","prosent","."
"0419","bosatt","2015","prosent","."
"0420","bosatt","2015","prosent","."
"0423","bosatt","2015","prosent","."
"0425","bosatt","2015","prosent","."
"0426","bosatt","2015","prosent","."
"0427","bosatt","2015","prosent","."
"0428","bosatt","2015","prosent","."
"0429","bosatt","2015","prosent","."
"0430","bosatt","2015","prosent","."
"0432","bosatt","2015","prosent","."
"0434","bosatt","2015","prosent","."
"0436","bosatt","2015","prosent","."
"0437","bosatt","2015","prosent","."
"0438","bosatt","2015","prosent","."
"0439","bosatt","2015","prosent","."
"0441","bosatt","2015","prosent","."
"0501","bosatt","2015","prosent","."
"0502","bosatt","2015","prosent","."
"0511","bosatt","2015","prosent","."
"0512","bosatt","2015","prosent","."
"0513","bosatt","2015","prosent","."
"0514","bosatt","2015","prosent","."
"0515","bosatt","2015","prosent","."
"0516","bosatt","2015","prosent","."
"0517","bosatt","2015","prosent","."
"0519","bosatt","2015","prosent","."
"0520","bosatt","2015","prosent","."
"0521","bosatt","2015","prosent","."
"0522","bosatt","2015","prosent","."
"0528","bosatt","2015","prosent","."
"0529","bosatt","2015","prosent","."
"0532","bosatt","2015","prosent","."
"0533","bosatt","2015","prosent","."
"0534","bosatt","2015","prosent","."
"0536","bosatt","2015","prosent","."
"0538","bosatt","2015","prosent","."
"0540","bosatt","2015","prosent","."
"0541","bosatt","2015","prosent","."
"0542","bosatt","2015","prosent","."
"0543","bosatt","2015","prosent","."
"0544","bosatt","2015","prosent","."
"0545","bosatt","2015","prosent","."
"0602","bosatt","2015","prosent","."
"0604","bosatt","2015","prosent","."
"0605","bosatt","2015","prosent","."
"0612","bosatt","2015","prosent","."
"0615","bosatt","2015","prosent","."
"0616","bosatt","2015","prosent","."
"0617","bosatt","2015","prosent","."
"0618","bosatt","2015","prosent","."
"0619","bosatt","2015","prosent","."
"0620","bosatt","2015","prosent","."
"0621","bosatt","2015","prosent","."
"0622","bosatt","2015","prosent","."
"0623","bosatt","2015","prosent","."
"0624","bosatt","2015","prosent","."
"0625","bosatt","2015","prosent","."
"0626","bosatt","2015","prosent","."
"0627","bosatt","2015","prosent","."
"0628","bosatt","2015","prosent","."
"0631","bosatt","2015","prosent","."
"0632","bosatt","2015","prosent","."
"0633","bosatt","2015","prosent","."
"0701","bosatt","2015","prosent","."
"0702","bosatt","2015","prosent","."
"0704","bosatt","2015","prosent","."
"0706","bosatt","2015","prosent","."
"0709","bosatt","2015","prosent","."
"0711","bosatt","2015","prosent","."
"0713","bosatt","2015","prosent","."
"0714","bosatt","2015","prosent","."
"0716","bosatt","2015","prosent","."
"0719","bosatt","2015","prosent","."
"0720","bosatt","2015","prosent","."
"0722","bosatt","2015","prosent","."
"0723","bosatt","2015","prosent","."
"0728","bosatt","2015","prosent","."
"0805","bosatt","2015","prosent","."
"0806","bosatt","2015","prosent","."
"0807","bosatt","2015","prosent","."
"0811","bosatt","2015","prosent","."
"0814","bosatt","2015","prosent","."
"0815","bosatt","2015","prosent","."
"0817","bosatt","2015","prosent","."
"0819","bosatt","2015","prosent","."
"0821","bosatt","2015","prosent","."
"0822","bosatt","2015","prosent","."
"0826","bosatt","2015","prosent","."
"0827","bosatt","2015","prosent","."
"0828","bosatt","2015","prosent","."
"0829","bosatt","2015","prosent","."
"0830","bosatt","2015","prosent","."
"0831","bosatt","2015","prosent","."
"0833","bosatt","2015","prosent","."
"0834","bosatt","2015","prosent","."
"0901","bosatt","2015","prosent","."
"0904","bosatt","2015","prosent","."
"0906","bosatt","2015","prosent","."
"0911","bosatt","2015","prosent","."
"0912","bosatt","2015","prosent","."
"0914","bosatt","2015","prosent","."
"0919","bosatt","2015","prosent","."
"0926","bosatt","2015","prosent","."
"0928","bosatt","2015","prosent","."
"0929","bosatt","2015","prosent","."
"0935","bosatt","2015","prosent","."
"0937","bosatt","2015","prosent","."
"0938","bosatt","2015","prosent","."
"0940","bosatt","2015","prosent","."
"0941","bosatt","2015","prosent","."
"1001","bosatt","2015","prosent","."
"1002","bosatt","2015","prosent","."
"1003","bosatt","2015","prosent","."
"1004","bosatt","2015","prosent","."
"1014","bosatt","2015","prosent","."
"1017","bosatt","2015","prosent","."
"1018","bosatt","2015","prosent","."
"1021","bosatt","2015","prosent","."
"1026","bosatt","2015","prosent","."
"1027","bosatt","2015","prosent","."
"1029","bosatt","2015","prosent","."
"1032","bosatt","2015","prosent","."
"1034","bosatt","2015","prosent","."
"1037","bosatt","2015","prosent","."
"1046","bosatt","2015","prosent","."
"1101","bosatt","2015","prosent","."
"1102","bosatt","2015","prosent","."
"1103","bosatt","2015","prosent","."
"1106","bosatt","2015","prosent","."
"1111","bosatt","2015","prosent","."
"1112","bosatt","2015","prosent","."
"1114","bosatt","2015","prosent","."
"1119","bosatt","2015","prosent","."
"1120","bosatt","2015","prosent","."
"1121","bosatt","2015","prosent","."
"1122","bosatt","2015","prosent","."
"1124","bosatt","2015","prosent","."
"1127","bosatt","2015","prosent","."
"1129","bosatt","2015","prosent","."
"1130","bosatt","2015","prosent","."
"1133","bosatt","2015","prosent","."
"1134","bosatt","2015","prosent","."
"1135","bosatt","2015","prosent","."
"1141","bosatt","2015","prosent","."
"1142","bosatt","2015","prosent","."
"1144","bosatt","2015","prosent","."
"1145","bosatt","2015","prosent","."
"1146","bosatt","2015","prosent","."
"1149","bosatt","2015","prosent","."
"1151","bosatt","2015","prosent","."
"1160","bosatt","2015","prosent","."
"1201","bosatt","2015","prosent","."
"1211","bosatt","2015","prosent","."
"1216","bosatt","2015","prosent","."
"1219","bosatt","2015","prosent","."
"1221","bosatt","2015","prosent","."
"1222","bosatt","2015","prosent","."
"1223","bosatt","2015","prosent","."
"1224","bosatt","2015","prosent","."
"1227","bosatt","2015","prosent","."
"1228","bosatt","2015","prosent","."
"1231","bosatt","2015","prosent","."
"1232","bosatt","2015","prosent","."
"1233","bosatt","2015","prosent","."
"1234","bosatt","2015","prosent","."
"1235","bosatt","2015","prosent","."
"1238","bosatt","2015","prosent","."
"1241","bosatt","2015","prosent","."
"1242","bosatt","2015","prosent","."
"1243","bosatt","2015","prosent","."
"1244","bosatt","2015","prosent","."
"1245","bosatt","2015","prosent","."
"1246","bosatt","2015","prosent","."
"1247","bosatt","2015","prosent","."
"1251","bosatt","2015","prosent","."
"1252","bosatt","2015","prosent","."
"1253","bosatt","2015","prosent","."
"1256","bosatt","2015","prosent","."
"1259","bosatt","2015","prosent","."
"1260","bosatt","2015","prosent","."
"1263","bosatt","2015","prosent","."
"1264","bosatt","2015","prosent","."
"1265","bosatt","2015","prosent","."
"1266","bosatt","2015","prosent","."
"1401","bosatt","2015","prosent","."
"1411","bosatt","2015","prosent","."
"1412","bosatt","2015","prosent","."
"1413","bosatt","2015","prosent","."
"1416","bosatt","2015","prosent","."
"1417","bosatt","2015","prosent","."
"1418","bosatt","2015","prosent","."
"1419","bosatt","2015","prosent","."
"1420","bosatt","2015","prosent","."
"1421","bosatt","2015","prosent","."
"1422","bosatt","2015","prosent","."
"1424","bosatt","2015","prosent","."
"1426","bosatt","2015","prosent","."
"1428","bosatt","2015","prosent","."
"1429","bosatt","2015","prosent","."
"1430","bosatt","2015","prosent","."
"1431","bosatt","2015","prosent","."
"1432","bosatt","2015","prosent","."
"1433","bosatt","2015","prosent","."
"1438","bosatt","2015","prosent","."
"1439","bosatt","2015","prosent","."
"1441","bosatt","2015","prosent","."
"1443","bosatt","2015","prosent","."
"1444","bosatt","2015","prosent","."
"1445","bosatt","2015","prosent","."
"1449","bosatt","2015","prosent","."
"1502","bosatt","2015","prosent","."
"1504","bosatt","2015","prosent","."
"1505","bosatt","2015","prosent","."
"1511","bosatt","2015","prosent","."
"1514","bosatt","2015","prosent","."
"1515","bosatt","2015","prosent","."
"1516","bosatt","2015","prosent","."
"1517","bosatt","2015","prosent","."
"1519","bosatt","2015","prosent","."
"1520","bosatt","2015","prosent","."
"1523","bosatt","2015","prosent","."
"1524","bosatt","2015","prosent","."
"1525","bosatt","2015","prosent","."
"1526","bosatt","2015","prosent","."
"1528","bosatt","2015","prosent","."
"1529","bosatt","2015","prosent","."
"1531","bosatt","2015","prosent","."
"1532","bosatt","2015","prosent","."
"1534","bosatt","2015","prosent","."
"1535","bosatt","2015","prosent","."
"1539","bosatt","2015","prosent","."
"1543","bosatt","2015","prosent","."
"1545","bosatt","2015","prosent","."
"1546","bosatt","2015","prosent","."
"1547","bosatt","2015","prosent","."
"1548","bosatt","2015","prosent","."
"1551","bosatt","2015","prosent","."
"1554","bosatt","2015","prosent","."
"1557","bosatt","2015","prosent","."
"1560","bosatt","2015","prosent","."
"1563","bosatt","2015","prosent","."
"1566","bosatt","2015","prosent","."
"1567","bosatt","2015","prosent","."
"1571","bosatt","2015","prosent","."
"1573","bosatt","2015","prosent","."
"1576","bosatt","2015","prosent","."
"1601","bosatt","2015","prosent","."
"1612","bosatt","2015","prosent","."
"1613","bosatt","2015","prosent","."
"1617","bosatt","2015","prosent","."
"1620","bosatt","2015","prosent","."
"1621","bosatt","2015","prosent","."
"1622","bosatt","2015","prosent","."
"1624","bosatt","2015","prosent","."
"1627","bosatt","2015","prosent","."
"1630","bosatt","2015","prosent","."
"1632","bosatt","2015","prosent","."
"1633","bosatt","2015","prosent","."
"1634","bosatt","2015","prosent","."
"1635","bosatt","2015","prosent","."
"1636","bosatt","2015","prosent","."
"1638","bosatt","2015","prosent","."
"1640","bosatt","2015","prosent","."
"1644","bosatt","2015","prosent","."
"1648","bosatt","2015","prosent","."
"1653","bosatt","2015","prosent","."
"1657","bosatt","2015","prosent","."
"1662","bosatt","2015","prosent","."
"1663","bosatt","2015","prosent","."
"1664","bosatt","2015","prosent","."
"1665","bosatt","2015","prosent","."
"1702","bosatt","2015","prosent","."
"1703","bosatt","2015","prosent","."
"1711","bosatt","2015","prosent","."
"1714","bosatt","2015","prosent","."
"1717","bosatt","2015","prosent","."
"1718","bosatt","2015","prosent","."
"1719","bosatt","2015","prosent","."
"1721","bosatt","2015","prosent","."
"1724","bosatt","2015","prosent","."
"1725","bosatt","2015","prosent","."
"1736","bosatt","2015","prosent","."
"1738","bosatt","2015","prosent","."
"1739","bosatt","2015","prosent","."
"1740","bosatt","2015","prosent","."
"1742","bosatt","2015","prosent","."
"1743","bosatt","2015","prosent","."
"1744","bosatt","2015","prosent","."
"1748","bosatt","2015","prosent","."
"1749","bosatt","2015","prosent","."
"1750","bosatt","2015","prosent","."
"1751","bosatt","2015","prosent","."
"1755","bosatt","2015","prosent","."
"1756","bosatt","2015","prosent","."
"1804","bosatt","2015","prosent","."
"1805","bosatt","2015","prosent","."
"1811","bosatt","2015","prosent","."
"1812","bosatt","2015","prosent","."
"1813","bosatt","2015","prosent","."
"1815","bosatt","2015","prosent","."
"1816","bosatt","2015","prosent","."
"1818","bosatt","2015","prosent","."
"1820","bosatt","2015","prosent","."
"1822","bosatt","2015","prosent","."
"1824","bosatt","2015","prosent","."
"1825","bosatt","2015","prosent","."
"1826","bosatt","2015","prosent","."
"1827","bosatt","2015","prosent","."
"1828","bosatt","2015","prosent","."
"1832","bosatt","2015","prosent","."
"1833","bosatt","2015","prosent","."
"1834","bosatt","2015","prosent","."
"1835","bosatt","2015","prosent","."
"1836","bosatt","2015","prosent","."
"1837","bosatt","2015","prosent","."
"1838","bosatt","2015","prosent","."
"1839","bosatt","2015","prosent","."
"1840","bosatt","2015","prosent","."
"1841","bosatt","2015","prosent","."
"1845","bosatt","2015","prosent","."
"1848","bosatt","2015","prosent","."
"1849","bosatt","2015","prosent","."
"1850","bosatt","2015","prosent","."
"1851","bosatt","2015","prosent","."
"1852","bosatt","2015","prosent","."
"1853","bosatt","2015","prosent","."
"1854","bosatt","2015","prosent","."
"1856","bosatt","2015","prosent","."
"1857","bosatt","2015","prosent","."
"1859","bosatt","2015","prosent","."
"1860","bosatt","2015","prosent","."
"1865","bosatt","2015","prosent","."
"1866","bosatt","2015","prosent","."
"1867","bosatt","2015","prosent","."
"1868","bosatt","2015","prosent","."
"1870","bosatt","2015","prosent","."
"1871","bosatt","2015","prosent","."
"1874","bosatt","2015","prosent","."
"1902","bosatt","2015","prosent","."
"1903","bosatt","2015","prosent","."
"1911","bosatt","2015","prosent","."
"1913","bosatt","2015","prosent","."
"1917","bosatt","2015","prosent","."
"1919","bosatt","2015","prosent","."
"1920","bosatt","2015","prosent","."
"1922","bosatt","2015","prosent","."
"1923","bosatt","2015","prosent","."
"1924","bosatt","2015","prosent","."
"1925","bosatt","2015","prosent","."
"1926","bosatt","2015","prosent","."
"1927","bosatt","2015","prosent","."
"1928","bosatt","2015","prosent","."
"1929","bosatt","2015","prosent","."
"1931","bosatt","2015","prosent","."
"1933","bosatt","2015","prosent","."
"1936","bosatt","2015","prosent","."
"1938","bosatt","2015","prosent","."
"1939","bosatt","2015","prosent","."
"1940","bosatt","2015","prosent","."
"1941","bosatt","2015","prosent","."
"1942","bosatt","2015","prosent","."
"1943","bosatt","2015","prosent","."
"2002","bosatt","2015","prosent","."
"2003","bosatt","2015","prosent","."
"2004","bosatt","2015","prosent","."
"2011","bosatt","2015","prosent","."
"2012","bosatt","2015","prosent","."
"2014","bosatt","2015","prosent","."
"2015","bosatt","2015","prosent","."
"2017","bosatt","2015","prosent","."
"2018","bosatt","2015","prosent","."
"2019","bosatt","2015","prosent","."
"2020","bosatt","2015","prosent","."
"2021","bosatt","2015","prosent","."
"2022","bosatt","2015","prosent","."
"2023","bosatt","2015","prosent","."
"2024","bosatt","2015","prosent","."
"2025","bosatt","2015","prosent","."
"2027","bosatt","2015","prosent","."
"2028","bosatt","2015","prosent","."
"2030","bosatt","2015","prosent","."
"0101","anmodning","2015","prosent","100"
"0104","anmodning","2015","prosent","100"
"0105","anmodning","2015","prosent","100"
"0106","anmodning","2015","prosent","100"
"0111","anmodning","2015","prosent","100"
"0118","anmodning","2015","prosent","100"
"0119","anmodning","2015","prosent","100"
"0121","anmodning","2015","prosent","100"
"0122","anmodning","2015","prosent","100"
"0123","anmodning","2015","prosent","100"
"0124","anmodning","2015","prosent","100"
"0125","anmodning","2015","prosent","100"
"0127","anmodning","2015","prosent","100"
"0128","anmodning","2015","prosent","100"
"0135","anmodning","2015","prosent","100"
"0136","anmodning","2015","prosent","100"
"0137","anmodning","2015","prosent","100"
"0138","anmodning","2015","prosent","100"
"0211","anmodning","2015","prosent","100"
"0213","anmodning","2015","prosent","100"
"0214","anmodning","2015","prosent","100"
"0215","anmodning","2015","prosent","100"
"0216","anmodning","2015","prosent","100"
"0217","anmodning","2015","prosent","100"
"0219","anmodning","2015","prosent","100"
"0220","anmodning","2015","prosent","100"
"0221","anmodning","2015","prosent","100"
"0226","anmodning","2015","prosent","100"
"0227","anmodning","2015","prosent","100"
"0228","anmodning","2015","prosent","100"
"0229","anmodning","2015","prosent","100"
"0230","anmodning","2015","prosent","100"
"0231","anmodning","2015","prosent","100"
"0233","anmodning","2015","prosent","100"
"0234","anmodning","2015","prosent","100"
"0235","anmodning","2015","prosent","100"
"0236","anmodning","2015","prosent","100"
"0237","anmodning","2015","prosent","100"
"0238","anmodning","2015","prosent","100"
"0239","anmodning","2015","prosent","100"
"0301","anmodning","2015","prosent","100"
"0402","anmodning","2015","prosent","100"
"0403","anmodning","2015","prosent","100"
"0412","anmodning","2015","prosent","100"
"0415","anmodning","2015","prosent","100"
"0417","anmodning","2015","prosent","100"
"0418","anmodning","2015","prosent","100"
"0419","anmodning","2015","prosent","100"
"0420","anmodning","2015","prosent","100"
"0423","anmodning","2015","prosent","100"
"0425","anmodning","2015","prosent","100"
"0426","anmodning","2015","prosent","100"
"0427","anmodning","2015","prosent","100"
"0428","anmodning","2015","prosent","100"
"0429","anmodning","2015","prosent","100"
"0430","anmodning","2015","prosent","100"
"0432","anmodning","2015","prosent","100"
"0434","anmodning","2015","prosent","100"
"0436","anmodning","2015","prosent","100"
"0437","anmodning","2015","prosent","100"
"0438","anmodning","2015","prosent","100"
"0439","anmodning","2015","prosent","100"
"0441","anmodning","2015","prosent","100"
"0501","anmodning","2015","prosent","100"
"0502","anmodning","2015","prosent","100"
"0511","anmodning","2015","prosent","100"
"0512","anmodning","2015","prosent","100"
"0513","anmodning","2015","prosent","100"
"0514","anmodning","2015","prosent","100"
"0515","anmodning","2015","prosent","100"
"0516","anmodning","2015","prosent","100"
"0517","anmodning","2015","prosent","100"
"0519","anmodning","2015","prosent","100"
"0520","anmodning","2015","prosent","100"
"0521","anmodning","2015","prosent","100"
"0522","anmodning","2015","prosent","100"
"0528","anmodning","2015","prosent","100"
"0529","anmodning","2015","prosent","100"
"0532","anmodning","2015","prosent","100"
"0533","anmodning","2015","prosent","100"
"0534","anmodning","2015","prosent","100"
"0536","anmodning","2015","prosent","100"
"0538","anmodning","2015","prosent","100"
"0540","anmodning","2015","prosent","100"
"0541","anmodning","2015","prosent","100"
"0542","anmodning","2015","prosent","100"
"0543","anmodning","2015","prosent","100"
"0544","anmodning","2015","prosent","100"
"0545","anmodning","2015","prosent","100"
"0602","anmodning","2015","prosent","100"
"0604","anmodning","2015","prosent","100"
"0605","anmodning","2015","prosent","100"
"0612","anmodning","2015","prosent","100"
"0615","anmodning","2015","prosent","100"
"0616","anmodning","2015","prosent","100"
"0617","anmodning","2015","prosent","100"
"0618","anmodning","2015","prosent","100"
"0619","anmodning","2015","prosent","100"
"0620","anmodning","2015","prosent","100"
"0621","anmodning","2015","prosent","100"
"0622","anmodning","2015","prosent","100"
"0623","anmodning","2015","prosent","100"
"0624","anmodning","2015","prosent","100"
"0625","anmodning","2015","prosent","100"
"0626","anmodning","2015","prosent","100"
"0627","anmodning","2015","prosent","100"
"0628","anmodning","2015","prosent","100"
"0631","anmodning","2015","prosent","100"
"0632","anmodning","2015","prosent","100"
"0633","anmodning","2015","prosent","100"
"0701","anmodning","2015","prosent","100"
"0702","anmodning","2015","prosent","100"
"0704","anmodning","2015","prosent","100"
"0706","anmodning","2015","prosent","100"
"0709","anmodning","2015","prosent","100"
"0711","anmodning","2015","prosent","100"
"0713","anmodning","2015","prosent","100"
"0714","anmodning","2015","prosent","100"
"0716","anmodning","2015","prosent","100"
"0719","anmodning","2015","prosent","100"
"0720","anmodning","2015","prosent","100"
"0722","anmodning","2015","prosent","100"
"0723","anmodning","2015","prosent","100"
"0728","anmodning","2015","prosent","100"
"0805","anmodning","2015","prosent","100"
"0806","anmodning","2015","prosent","100"
"0807","anmodning","2015","prosent","100"
"0811","anmodning","2015","prosent","100"
"0814","anmodning","2015","prosent","100"
"0815","anmodning","2015","prosent","100"
"0817","anmodning","2015","prosent","100"
"0819","anmodning","2015","prosent","100"
"0821","anmodning","2015","prosent","100"
"0822","anmodning","2015","prosent","100"
"0826","anmodning","2015","prosent","100"
"0827","anmodning","2015","prosent","100"
"0828","anmodning","2015","prosent","100"
"0829","anmodning","2015","prosent","100"
"0830","anmodning","2015","prosent","100"
"0831","anmodning","2015","prosent","100"
"0833","anmodning","2015","prosent","100"
"0834","anmodning","2015","prosent","100"
"0901","anmodning","2015","prosent","100"
"0904","anmodning","2015","prosent","100"
"0906","anmodning","2015","prosent","100"
"0911","anmodning","2015","prosent","100"
"0912","anmodning","2015","prosent","100"
"0914","anmodning","2015","prosent","100"
"0919","anmodning","2015","prosent","100"
"0926","anmodning","2015","prosent","100"
"0928","anmodning","2015","prosent","100"
"0929","anmodning","2015","prosent","100"
"0935","anmodning","2015","prosent","100"
"0937","anmodning","2015","prosent","100"
"0938","anmodning","2015","prosent","100"
"0940","anmodning","2015","prosent","100"
"0941","anmodning","2015","prosent","100"
"1001","anmodning","2015","prosent","100"
"1002","anmodning","2015","prosent","100"
"1003","anmodning","2015","prosent","100"
"1004","anmodning","2015","prosent","100"
"1014","anmodning","2015","prosent","100"
"1017","anmodning","2015","prosent","100"
"1018","anmodning","2015","prosent","100"
"1021","anmodning","2015","prosent","100"
"1026","anmodning","2015","prosent","100"
"1027","anmodning","2015","prosent","100"
"1029","anmodning","2015","prosent","100"
"1032","anmodning","2015","prosent","100"
"1034","anmodning","2015","prosent","100"
"1037","anmodning","2015","prosent","100"
"1046","anmodning","2015","prosent","100"
"1101","anmodning","2015","prosent","100"
"1102","anmodning","2015","prosent","100"
"1103","anmodning","2015","prosent","100"
"1106","anmodning","2015","prosent","100"
"1111","anmodning","2015","prosent","100"
"1112","anmodning","2015","prosent","100"
"1114","anmodning","2015","prosent","100"
"1119","anmodning","2015","prosent","100"
"1120","anmodning","2015","prosent","100"
"1121","anmodning","2015","prosent","100"
"1122","anmodning","2015","prosent","100"
"1124","anmodning","2015","prosent","100"
"1127","anmodning","2015","prosent","100"
"1129","anmodning","2015","prosent","100"
"1130","anmodning","2015","prosent","100"
"1133","anmodning","2015","prosent","100"
"1134","anmodning","2015","prosent","100"
"1135","anmodning","2015","prosent","100"
"1141","anmodning","2015","prosent","100"
"1142","anmodning","2015","prosent","100"
"1144","anmodning","2015","prosent","100"
"1145","anmodning","2015","prosent","100"
"1146","anmodning","2015","prosent","100"
"1149","anmodning","2015","prosent","100"
"1151","anmodning","2015","prosent","100"
"1160","anmodning","2015","prosent","100"
"1201","anmodning","2015","prosent","100"
"1211","anmodning","2015","prosent","100"
"1216","anmodning","2015","prosent","100"
"1219","anmodning","2015","prosent","100"
"1221","anmodning","2015","prosent","100"
"1222","anmodning","2015","prosent","100"
"1223","anmodning","2015","prosent","100"
"1224","anmodning","2015","prosent","100"
"1227","anmodning","2015","prosent","100"
"1228","anmodning","2015","prosent","100"
"1231","anmodning","2015","prosent","100"
"1232","anmodning","2015","prosent","100"
"1233","anmodning","2015","prosent","100"
"1234","anmodning","2015","prosent","100"
"1235","anmodning","2015","prosent","100"
"1238","anmodning","2015","prosent","100"
"1241","anmodning","2015","prosent","100"
"1242","anmodning","2015","prosent","100"
"1243","anmodning","2015","prosent","100"
"1244","anmodning","2015","prosent","100"
"1245","anmodning","2015","prosent","100"
"1246","anmodning","2015","prosent","100"
"1247","anmodning","2015","prosent","100"
"1251","anmodning","2015","prosent","100"
"1252","anmodning","2015","prosent","100"
"1253","anmodning","2015","prosent","100"
"1256","anmodning","2015","prosent","100"
"1259","anmodning","2015","prosent","100"
"1260","anmodning","2015","prosent","100"
"1263","anmodning","2015","prosent","100"
