"fylke_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"06","toaar","0","alle","2014","personer","77","intro_status_arbutd"
"07","toaar","0","alle","2014","personer","44","intro_status_arbutd"
"08","toaar","0","alle","2014","personer","83","intro_status_arbutd"
"09","toaar","0","alle","2014","personer","45","intro_status_arbutd"
"10","toaar","0","alle","2014","personer","101","intro_status_arbutd"
"11","toaar","0","alle","2014","personer","144","intro_status_arbutd"
"12","toaar","0","alle","2014","personer","145","intro_status_arbutd"
"14","toaar","0","alle","2014","personer","46","intro_status_arbutd"
"15","toaar","0","alle","2014","personer","78","intro_status_arbutd"
"16","toaar","0","alle","2014","personer","97","intro_status_arbutd"
"17","toaar","0","alle","2014","personer","81","intro_status_arbutd"
"18","toaar","0","alle","2014","personer","154","intro_status_arbutd"
"19","toaar","0","alle","2014","personer","87","intro_status_arbutd"
"20","toaar","0","alle","2014","personer","45","intro_status_arbutd"
"00","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"01","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"02","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"03","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"04","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"05","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"06","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"07","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"08","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"09","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"10","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"11","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"12","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"14","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"15","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"16","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"17","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"18","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"19","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"20","toaar","0","alle","2014","prosent","100","intro_status_arbutd"
"00","toaar","0","arbutd","2014","personer","919","intro_status_arbutd"
"01","toaar","0","arbutd","2014","personer","29","intro_status_arbutd"
"02","toaar","0","arbutd","2014","personer","60","intro_status_arbutd"
"03","toaar","0","arbutd","2014","personer","74","intro_status_arbutd"
"04","toaar","0","arbutd","2014","personer","31","intro_status_arbutd"
"05","toaar","0","arbutd","2014","personer","55","intro_status_arbutd"
"06","toaar","0","arbutd","2014","personer","47","intro_status_arbutd"
"07","toaar","0","arbutd","2014","personer","15","intro_status_arbutd"
"08","toaar","0","arbutd","2014","personer","38","intro_status_arbutd"
"09","toaar","0","arbutd","2014","personer","21","intro_status_arbutd"
"10","toaar","0","arbutd","2014","personer","58","intro_status_arbutd"
"11","toaar","0","arbutd","2014","personer","96","intro_status_arbutd"
"12","toaar","0","arbutd","2014","personer","71","intro_status_arbutd"
"14","toaar","0","arbutd","2014","personer","28","intro_status_arbutd"
"15","toaar","0","arbutd","2014","personer","40","intro_status_arbutd"
"16","toaar","0","arbutd","2014","personer","50","intro_status_arbutd"
"17","toaar","0","arbutd","2014","personer","47","intro_status_arbutd"
"18","toaar","0","arbutd","2014","personer","87","intro_status_arbutd"
"19","toaar","0","arbutd","2014","personer","50","intro_status_arbutd"
"20","toaar","0","arbutd","2014","personer","22","intro_status_arbutd"
"00","toaar","0","ledig_tiltak","2014","personer","198","intro_status_arbutd"
"01","toaar","0","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"02","toaar","0","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"03","toaar","0","ledig_tiltak","2014","personer","16","intro_status_arbutd"
"04","toaar","0","ledig_tiltak","2014","personer","4","intro_status_arbutd"
"05","toaar","0","ledig_tiltak","2014","personer","14","intro_status_arbutd"
"06","toaar","0","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"07","toaar","0","ledig_tiltak","2014","personer","6","intro_status_arbutd"
"08","toaar","0","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"09","toaar","0","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"10","toaar","0","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"11","toaar","0","ledig_tiltak","2014","personer","13","intro_status_arbutd"
"12","toaar","0","ledig_tiltak","2014","personer","16","intro_status_arbutd"
"14","toaar","0","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"15","toaar","0","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"16","toaar","0","ledig_tiltak","2014","personer","8","intro_status_arbutd"
"17","toaar","0","ledig_tiltak","2014","personer","8","intro_status_arbutd"
"18","toaar","0","ledig_tiltak","2014","personer","20","intro_status_arbutd"
"19","toaar","0","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"20","toaar","0","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"00","toaar","0","annet","2014","personer","605","intro_status_arbutd"
"01","toaar","0","annet","2014","personer","27","intro_status_arbutd"
"02","toaar","0","annet","2014","personer","49","intro_status_arbutd"
"03","toaar","0","annet","2014","personer","64","intro_status_arbutd"
"04","toaar","0","annet","2014","personer","22","intro_status_arbutd"
"05","toaar","0","annet","2014","personer","31","intro_status_arbutd"
"06","toaar","0","annet","2014","personer","19","intro_status_arbutd"
"07","toaar","0","annet","2014","personer","23","intro_status_arbutd"
"08","toaar","0","annet","2014","personer","34","intro_status_arbutd"
"09","toaar","0","annet","2014","personer","13","intro_status_arbutd"
"10","toaar","0","annet","2014","personer","32","intro_status_arbutd"
"11","toaar","0","annet","2014","personer","35","intro_status_arbutd"
"12","toaar","0","annet","2014","personer","58","intro_status_arbutd"
"14","toaar","0","annet","2014","personer",":","intro_status_arbutd"
"15","toaar","0","annet","2014","personer","28","intro_status_arbutd"
"16","toaar","0","annet","2014","personer","39","intro_status_arbutd"
"17","toaar","0","annet","2014","personer","26","intro_status_arbutd"
"18","toaar","0","annet","2014","personer","47","intro_status_arbutd"
"19","toaar","0","annet","2014","personer","27","intro_status_arbutd"
"20","toaar","0","annet","2014","personer",":","intro_status_arbutd"
"00","toaar","0","arbutd","2014","prosent","53","intro_status_arbutd"
"01","toaar","0","arbutd","2014","prosent","45","intro_status_arbutd"
"02","toaar","0","arbutd","2014","prosent","50","intro_status_arbutd"
"03","toaar","0","arbutd","2014","prosent","48","intro_status_arbutd"
"04","toaar","0","arbutd","2014","prosent","54","intro_status_arbutd"
"05","toaar","0","arbutd","2014","prosent","55","intro_status_arbutd"
"06","toaar","0","arbutd","2014","prosent","61","intro_status_arbutd"
"07","toaar","0","arbutd","2014","prosent","34","intro_status_arbutd"
"08","toaar","0","arbutd","2014","prosent","46","intro_status_arbutd"
"09","toaar","0","arbutd","2014","prosent","47","intro_status_arbutd"
"10","toaar","0","arbutd","2014","prosent","57","intro_status_arbutd"
"11","toaar","0","arbutd","2014","prosent","67","intro_status_arbutd"
"12","toaar","0","arbutd","2014","prosent","49","intro_status_arbutd"
"14","toaar","0","arbutd","2014","prosent","61","intro_status_arbutd"
"15","toaar","0","arbutd","2014","prosent","51","intro_status_arbutd"
"16","toaar","0","arbutd","2014","prosent","52","intro_status_arbutd"
"17","toaar","0","arbutd","2014","prosent","58","intro_status_arbutd"
"18","toaar","0","arbutd","2014","prosent","56","intro_status_arbutd"
"19","toaar","0","arbutd","2014","prosent","57","intro_status_arbutd"
"20","toaar","0","arbutd","2014","prosent","49","intro_status_arbutd"
"00","toaar","0","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"01","toaar","0","ledig_tiltak","2014","prosent","14","intro_status_arbutd"
"02","toaar","0","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"03","toaar","0","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"04","toaar","0","ledig_tiltak","2014","prosent","7","intro_status_arbutd"
"05","toaar","0","ledig_tiltak","2014","prosent","14","intro_status_arbutd"
"06","toaar","0","ledig_tiltak","2014","prosent","14","intro_status_arbutd"
"07","toaar","0","ledig_tiltak","2014","prosent","14","intro_status_arbutd"
"08","toaar","0","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"09","toaar","0","ledig_tiltak","2014","prosent","24","intro_status_arbutd"
"10","toaar","0","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"11","toaar","0","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"12","toaar","0","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"14","toaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"15","toaar","0","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"16","toaar","0","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"17","toaar","0","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"18","toaar","0","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"19","toaar","0","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"20","toaar","0","ledig_tiltak","2014","prosent",":","intro_status_arbutd"
"00","toaar","0","annet","2014","prosent","35","intro_status_arbutd"
"01","toaar","0","annet","2014","prosent","42","intro_status_arbutd"
"02","toaar","0","annet","2014","prosent","41","intro_status_arbutd"
"03","toaar","0","annet","2014","prosent","42","intro_status_arbutd"
"04","toaar","0","annet","2014","prosent","39","intro_status_arbutd"
"05","toaar","0","annet","2014","prosent","31","intro_status_arbutd"
"06","toaar","0","annet","2014","prosent","25","intro_status_arbutd"
"07","toaar","0","annet","2014","prosent","52","intro_status_arbutd"
"08","toaar","0","annet","2014","prosent","41","intro_status_arbutd"
"09","toaar","0","annet","2014","prosent","29","intro_status_arbutd"
"10","toaar","0","annet","2014","prosent","32","intro_status_arbutd"
"11","toaar","0","annet","2014","prosent","24","intro_status_arbutd"
"12","toaar","0","annet","2014","prosent","40","intro_status_arbutd"
"14","toaar","0","annet","2014","prosent",":","intro_status_arbutd"
"15","toaar","0","annet","2014","prosent","36","intro_status_arbutd"
"16","toaar","0","annet","2014","prosent","40","intro_status_arbutd"
"17","toaar","0","annet","2014","prosent","32","intro_status_arbutd"
"18","toaar","0","annet","2014","prosent","31","intro_status_arbutd"
"19","toaar","0","annet","2014","prosent","31","intro_status_arbutd"
"20","toaar","0","annet","2014","prosent",":","intro_status_arbutd"
"00","treaar","alle","alle","2014","personer","3412","intro_status_arbutd"
"01","treaar","alle","alle","2014","personer","131","intro_status_arbutd"
"02","treaar","alle","alle","2014","personer","256","intro_status_arbutd"
"03","treaar","alle","alle","2014","personer","260","intro_status_arbutd"
"04","treaar","alle","alle","2014","personer","135","intro_status_arbutd"
"05","treaar","alle","alle","2014","personer","169","intro_status_arbutd"
"06","treaar","alle","alle","2014","personer","192","intro_status_arbutd"
"07","treaar","alle","alle","2014","personer","98","intro_status_arbutd"
"08","treaar","alle","alle","2014","personer","208","intro_status_arbutd"
"09","treaar","alle","alle","2014","personer","91","intro_status_arbutd"
"10","treaar","alle","alle","2014","personer","183","intro_status_arbutd"
"11","treaar","alle","alle","2014","personer","201","intro_status_arbutd"
"12","treaar","alle","alle","2014","personer","329","intro_status_arbutd"
"14","treaar","alle","alle","2014","personer","90","intro_status_arbutd"
"15","treaar","alle","alle","2014","personer","149","intro_status_arbutd"
"16","treaar","alle","alle","2014","personer","215","intro_status_arbutd"
"17","treaar","alle","alle","2014","personer","147","intro_status_arbutd"
"18","treaar","alle","alle","2014","personer","314","intro_status_arbutd"
"19","treaar","alle","alle","2014","personer","151","intro_status_arbutd"
"20","treaar","alle","alle","2014","personer","93","intro_status_arbutd"
"00","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"01","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"02","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"03","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"04","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"05","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"06","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"07","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"08","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"09","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"10","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"11","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"12","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"14","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"15","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"16","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"17","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"18","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"19","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"20","treaar","alle","alle","2014","prosent","100","intro_status_arbutd"
"00","treaar","alle","arbutd","2014","personer","2182","intro_status_arbutd"
"01","treaar","alle","arbutd","2014","personer","72","intro_status_arbutd"
"02","treaar","alle","arbutd","2014","personer","174","intro_status_arbutd"
"03","treaar","alle","arbutd","2014","personer","157","intro_status_arbutd"
"04","treaar","alle","arbutd","2014","personer","82","intro_status_arbutd"
"05","treaar","alle","arbutd","2014","personer","105","intro_status_arbutd"
"06","treaar","alle","arbutd","2014","personer","125","intro_status_arbutd"
"07","treaar","alle","arbutd","2014","personer","49","intro_status_arbutd"
"08","treaar","alle","arbutd","2014","personer","125","intro_status_arbutd"
"09","treaar","alle","arbutd","2014","personer","67","intro_status_arbutd"
"10","treaar","alle","arbutd","2014","personer","116","intro_status_arbutd"
"11","treaar","alle","arbutd","2014","personer","143","intro_status_arbutd"
"12","treaar","alle","arbutd","2014","personer","210","intro_status_arbutd"
"14","treaar","alle","arbutd","2014","personer","65","intro_status_arbutd"
"15","treaar","alle","arbutd","2014","personer","97","intro_status_arbutd"
"16","treaar","alle","arbutd","2014","personer","132","intro_status_arbutd"
"17","treaar","alle","arbutd","2014","personer","99","intro_status_arbutd"
"18","treaar","alle","arbutd","2014","personer","198","intro_status_arbutd"
"19","treaar","alle","arbutd","2014","personer","106","intro_status_arbutd"
"20","treaar","alle","arbutd","2014","personer","60","intro_status_arbutd"
"00","treaar","alle","ledig_tiltak","2014","personer","364","intro_status_arbutd"
"01","treaar","alle","ledig_tiltak","2014","personer","19","intro_status_arbutd"
"02","treaar","alle","ledig_tiltak","2014","personer","16","intro_status_arbutd"
"03","treaar","alle","ledig_tiltak","2014","personer","26","intro_status_arbutd"
"04","treaar","alle","ledig_tiltak","2014","personer","15","intro_status_arbutd"
"05","treaar","alle","ledig_tiltak","2014","personer","18","intro_status_arbutd"
"06","treaar","alle","ledig_tiltak","2014","personer","21","intro_status_arbutd"
"07","treaar","alle","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"08","treaar","alle","ledig_tiltak","2014","personer","23","intro_status_arbutd"
"09","treaar","alle","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"10","treaar","alle","ledig_tiltak","2014","personer","24","intro_status_arbutd"
"11","treaar","alle","ledig_tiltak","2014","personer","17","intro_status_arbutd"
"12","treaar","alle","ledig_tiltak","2014","personer","34","intro_status_arbutd"
"14","treaar","alle","ledig_tiltak","2014","personer","6","intro_status_arbutd"
"15","treaar","alle","ledig_tiltak","2014","personer","14","intro_status_arbutd"
"16","treaar","alle","ledig_tiltak","2014","personer","17","intro_status_arbutd"
"17","treaar","alle","ledig_tiltak","2014","personer","15","intro_status_arbutd"
"18","treaar","alle","ledig_tiltak","2014","personer","50","intro_status_arbutd"
"19","treaar","alle","ledig_tiltak","2014","personer","13","intro_status_arbutd"
"20","treaar","alle","ledig_tiltak","2014","personer","17","intro_status_arbutd"
"00","treaar","alle","annet","2014","personer","866","intro_status_arbutd"
"01","treaar","alle","annet","2014","personer","40","intro_status_arbutd"
"02","treaar","alle","annet","2014","personer","66","intro_status_arbutd"
"03","treaar","alle","annet","2014","personer","77","intro_status_arbutd"
"04","treaar","alle","annet","2014","personer","38","intro_status_arbutd"
"05","treaar","alle","annet","2014","personer","46","intro_status_arbutd"
"06","treaar","alle","annet","2014","personer","46","intro_status_arbutd"
"07","treaar","alle","annet","2014","personer","39","intro_status_arbutd"
"08","treaar","alle","annet","2014","personer","60","intro_status_arbutd"
"09","treaar","alle","annet","2014","personer","15","intro_status_arbutd"
"10","treaar","alle","annet","2014","personer","43","intro_status_arbutd"
"11","treaar","alle","annet","2014","personer","41","intro_status_arbutd"
"12","treaar","alle","annet","2014","personer","85","intro_status_arbutd"
"14","treaar","alle","annet","2014","personer","19","intro_status_arbutd"
"15","treaar","alle","annet","2014","personer","38","intro_status_arbutd"
"16","treaar","alle","annet","2014","personer","66","intro_status_arbutd"
"17","treaar","alle","annet","2014","personer","33","intro_status_arbutd"
"18","treaar","alle","annet","2014","personer","66","intro_status_arbutd"
"19","treaar","alle","annet","2014","personer","32","intro_status_arbutd"
"20","treaar","alle","annet","2014","personer","16","intro_status_arbutd"
"00","treaar","alle","arbutd","2014","prosent","64","intro_status_arbutd"
"01","treaar","alle","arbutd","2014","prosent","55","intro_status_arbutd"
"02","treaar","alle","arbutd","2014","prosent","68","intro_status_arbutd"
"03","treaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"04","treaar","alle","arbutd","2014","prosent","61","intro_status_arbutd"
"05","treaar","alle","arbutd","2014","prosent","62","intro_status_arbutd"
"06","treaar","alle","arbutd","2014","prosent","65","intro_status_arbutd"
"07","treaar","alle","arbutd","2014","prosent","50","intro_status_arbutd"
"08","treaar","alle","arbutd","2014","prosent","60","intro_status_arbutd"
"09","treaar","alle","arbutd","2014","prosent","74","intro_status_arbutd"
"10","treaar","alle","arbutd","2014","prosent","63","intro_status_arbutd"
"11","treaar","alle","arbutd","2014","prosent","71","intro_status_arbutd"
"12","treaar","alle","arbutd","2014","prosent","64","intro_status_arbutd"
"14","treaar","alle","arbutd","2014","prosent","72","intro_status_arbutd"
"15","treaar","alle","arbutd","2014","prosent","65","intro_status_arbutd"
"16","treaar","alle","arbutd","2014","prosent","61","intro_status_arbutd"
"17","treaar","alle","arbutd","2014","prosent","67","intro_status_arbutd"
"18","treaar","alle","arbutd","2014","prosent","63","intro_status_arbutd"
"19","treaar","alle","arbutd","2014","prosent","70","intro_status_arbutd"
"20","treaar","alle","arbutd","2014","prosent","65","intro_status_arbutd"
"00","treaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"01","treaar","alle","ledig_tiltak","2014","prosent","15","intro_status_arbutd"
"02","treaar","alle","ledig_tiltak","2014","prosent","6","intro_status_arbutd"
"03","treaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"04","treaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"05","treaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"06","treaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"07","treaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"08","treaar","alle","ledig_tiltak","2014","prosent","11","intro_status_arbutd"
"09","treaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"10","treaar","alle","ledig_tiltak","2014","prosent","13","intro_status_arbutd"
"11","treaar","alle","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"12","treaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"14","treaar","alle","ledig_tiltak","2014","prosent","7","intro_status_arbutd"
"15","treaar","alle","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"16","treaar","alle","ledig_tiltak","2014","prosent","8","intro_status_arbutd"
"17","treaar","alle","ledig_tiltak","2014","prosent","10","intro_status_arbutd"
"18","treaar","alle","ledig_tiltak","2014","prosent","16","intro_status_arbutd"
"19","treaar","alle","ledig_tiltak","2014","prosent","9","intro_status_arbutd"
"20","treaar","alle","ledig_tiltak","2014","prosent","18","intro_status_arbutd"
"00","treaar","alle","annet","2014","prosent","25","intro_status_arbutd"
"01","treaar","alle","annet","2014","prosent","31","intro_status_arbutd"
"02","treaar","alle","annet","2014","prosent","26","intro_status_arbutd"
"03","treaar","alle","annet","2014","prosent","30","intro_status_arbutd"
"04","treaar","alle","annet","2014","prosent","28","intro_status_arbutd"
"05","treaar","alle","annet","2014","prosent","27","intro_status_arbutd"
"06","treaar","alle","annet","2014","prosent","24","intro_status_arbutd"
"07","treaar","alle","annet","2014","prosent","40","intro_status_arbutd"
"08","treaar","alle","annet","2014","prosent","29","intro_status_arbutd"
"09","treaar","alle","annet","2014","prosent","16","intro_status_arbutd"
"10","treaar","alle","annet","2014","prosent","23","intro_status_arbutd"
"11","treaar","alle","annet","2014","prosent","20","intro_status_arbutd"
"12","treaar","alle","annet","2014","prosent","26","intro_status_arbutd"
"14","treaar","alle","annet","2014","prosent","21","intro_status_arbutd"
"15","treaar","alle","annet","2014","prosent","26","intro_status_arbutd"
"16","treaar","alle","annet","2014","prosent","31","intro_status_arbutd"
"17","treaar","alle","annet","2014","prosent","22","intro_status_arbutd"
"18","treaar","alle","annet","2014","prosent","21","intro_status_arbutd"
"19","treaar","alle","annet","2014","prosent","21","intro_status_arbutd"
"20","treaar","alle","annet","2014","prosent","17","intro_status_arbutd"
"00","treaar","1","alle","2014","personer","1833","intro_status_arbutd"
"01","treaar","1","alle","2014","personer","69","intro_status_arbutd"
"02","treaar","1","alle","2014","personer","127","intro_status_arbutd"
"03","treaar","1","alle","2014","personer","114","intro_status_arbutd"
"04","treaar","1","alle","2014","personer","78","intro_status_arbutd"
"05","treaar","1","alle","2014","personer","91","intro_status_arbutd"
"06","treaar","1","alle","2014","personer","90","intro_status_arbutd"
"07","treaar","1","alle","2014","personer","44","intro_status_arbutd"
"08","treaar","1","alle","2014","personer","113","intro_status_arbutd"
"09","treaar","1","alle","2014","personer","51","intro_status_arbutd"
"10","treaar","1","alle","2014","personer","98","intro_status_arbutd"
"11","treaar","1","alle","2014","personer","110","intro_status_arbutd"
"12","treaar","1","alle","2014","personer","175","intro_status_arbutd"
"14","treaar","1","alle","2014","personer","55","intro_status_arbutd"
"15","treaar","1","alle","2014","personer","81","intro_status_arbutd"
"16","treaar","1","alle","2014","personer","120","intro_status_arbutd"
"17","treaar","1","alle","2014","personer","87","intro_status_arbutd"
"18","treaar","1","alle","2014","personer","185","intro_status_arbutd"
"19","treaar","1","alle","2014","personer","93","intro_status_arbutd"
"20","treaar","1","alle","2014","personer","52","intro_status_arbutd"
"00","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"01","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"02","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"03","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"04","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"05","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"06","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"07","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"08","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"09","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"10","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"11","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"12","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"14","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"15","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"16","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"17","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"18","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"19","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"20","treaar","1","alle","2014","prosent","100","intro_status_arbutd"
"00","treaar","1","arbutd","2014","personer","1315","intro_status_arbutd"
"01","treaar","1","arbutd","2014","personer","47","intro_status_arbutd"
"02","treaar","1","arbutd","2014","personer","98","intro_status_arbutd"
"03","treaar","1","arbutd","2014","personer","86","intro_status_arbutd"
"04","treaar","1","arbutd","2014","personer","47","intro_status_arbutd"
"05","treaar","1","arbutd","2014","personer","59","intro_status_arbutd"
"06","treaar","1","arbutd","2014","personer","67","intro_status_arbutd"
"07","treaar","1","arbutd","2014","personer","28","intro_status_arbutd"
"08","treaar","1","arbutd","2014","personer","78","intro_status_arbutd"
"09","treaar","1","arbutd","2014","personer","41","intro_status_arbutd"
"10","treaar","1","arbutd","2014","personer","62","intro_status_arbutd"
"11","treaar","1","arbutd","2014","personer","87","intro_status_arbutd"
"12","treaar","1","arbutd","2014","personer","127","intro_status_arbutd"
"14","treaar","1","arbutd","2014","personer","44","intro_status_arbutd"
"15","treaar","1","arbutd","2014","personer","56","intro_status_arbutd"
"16","treaar","1","arbutd","2014","personer","82","intro_status_arbutd"
"17","treaar","1","arbutd","2014","personer","65","intro_status_arbutd"
"18","treaar","1","arbutd","2014","personer","135","intro_status_arbutd"
"19","treaar","1","arbutd","2014","personer","70","intro_status_arbutd"
"20","treaar","1","arbutd","2014","personer","36","intro_status_arbutd"
"00","treaar","1","ledig_tiltak","2014","personer","200","intro_status_arbutd"
"01","treaar","1","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"02","treaar","1","ledig_tiltak","2014","personer","7","intro_status_arbutd"
"03","treaar","1","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"04","treaar","1","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"05","treaar","1","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"06","treaar","1","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"07","treaar","1","ledig_tiltak","2014","personer","5","intro_status_arbutd"
"08","treaar","1","ledig_tiltak","2014","personer","13","intro_status_arbutd"
"09","treaar","1","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"10","treaar","1","ledig_tiltak","2014","personer","12","intro_status_arbutd"
"11","treaar","1","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"12","treaar","1","ledig_tiltak","2014","personer","23","intro_status_arbutd"
"14","treaar","1","ledig_tiltak","2014","personer",":","intro_status_arbutd"
"15","treaar","1","ledig_tiltak","2014","personer","8","intro_status_arbutd"
"16","treaar","1","ledig_tiltak","2014","personer","11","intro_status_arbutd"
"17","treaar","1","ledig_tiltak","2014","personer","9","intro_status_arbutd"
"18","treaar","1","ledig_tiltak","2014","personer","27","intro_status_arbutd"
"19","treaar","1","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"20","treaar","1","ledig_tiltak","2014","personer","10","intro_status_arbutd"
"00","treaar","1","annet","2014","personer","318","intro_status_arbutd"
"01","treaar","1","annet","2014","personer","13","intro_status_arbutd"
"02","treaar","1","annet","2014","personer","22","intro_status_arbutd"
"03","treaar","1","annet","2014","personer","18","intro_status_arbutd"
"04","treaar","1","annet","2014","personer","22","intro_status_arbutd"
"05","treaar","1","annet","2014","personer","21","intro_status_arbutd"
"06","treaar","1","annet","2014","personer","14","intro_status_arbutd"
"07","treaar","1","annet","2014","personer","11","intro_status_arbutd"
"08","treaar","1","annet","2014","personer","22","intro_status_arbutd"
"09","treaar","1","annet","2014","personer",":","intro_status_arbutd"
"10","treaar","1","annet","2014","personer","24","intro_status_arbutd"
"11","treaar","1","annet","2014","personer","12","intro_status_arbutd"
"12","treaar","1","annet","2014","personer","25","intro_status_arbutd"
"14","treaar","1","annet","2014","personer",":","intro_status_arbutd"
"15","treaar","1","annet","2014","personer","17","intro_status_arbutd"
"16","treaar","1","annet","2014","personer","27","intro_status_arbutd"
"17","treaar","1","annet","2014","personer","13","intro_status_arbutd"
"18","treaar","1","annet","2014","personer","23","intro_status_arbutd"
"19","treaar","1","annet","2014","personer","13","intro_status_arbutd"
