"aar","fylke_nr","innvkat_3","tabellvariabel","tabell_navn","enhet"
"2011","17","alle","68","sysselsatte_innvkat","prosent"
"2011","17","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2011","17","innvandrere","60","sysselsatte_innvkat","prosent"
"2011","18","alle","68","sysselsatte_innvkat","prosent"
"2011","18","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2011","18","innvandrere","63","sysselsatte_innvkat","prosent"
"2011","19","alle","69","sysselsatte_innvkat","prosent"
"2011","19","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2011","19","innvandrere","65","sysselsatte_innvkat","prosent"
"2011","20","alle","69","sysselsatte_innvkat","prosent"
"2011","20","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2011","20","innvandrere","69","sysselsatte_innvkat","prosent"
"2012","00","alle","69","sysselsatte_innvkat","prosent"
"2012","00","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2012","00","innvandrere","63","sysselsatte_innvkat","prosent"
"2012","01","alle","64","sysselsatte_innvkat","prosent"
"2012","01","befolkningen_ellers","65","sysselsatte_innvkat","prosent"
"2012","01","innvandrere","55","sysselsatte_innvkat","prosent"
"2012","02","alle","70","sysselsatte_innvkat","prosent"
"2012","02","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2012","02","innvandrere","66","sysselsatte_innvkat","prosent"
"2012","03","alle","69","sysselsatte_innvkat","prosent"
"2012","03","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2012","03","innvandrere","61","sysselsatte_innvkat","prosent"
"2012","04","alle","65","sysselsatte_innvkat","prosent"
"2012","04","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2012","04","innvandrere","56","sysselsatte_innvkat","prosent"
"2012","05","alle","68","sysselsatte_innvkat","prosent"
"2012","05","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2012","05","innvandrere","60","sysselsatte_innvkat","prosent"
"2012","06","alle","69","sysselsatte_innvkat","prosent"
"2012","06","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2012","06","innvandrere","63","sysselsatte_innvkat","prosent"
"2012","07","alle","65","sysselsatte_innvkat","prosent"
"2012","07","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2012","07","innvandrere","61","sysselsatte_innvkat","prosent"
"2012","08","alle","65","sysselsatte_innvkat","prosent"
"2012","08","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2012","08","innvandrere","54","sysselsatte_innvkat","prosent"
"2012","09","alle","66","sysselsatte_innvkat","prosent"
"2012","09","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2012","09","innvandrere","58","sysselsatte_innvkat","prosent"
"2012","10","alle","67","sysselsatte_innvkat","prosent"
"2012","10","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2012","10","innvandrere","59","sysselsatte_innvkat","prosent"
"2012","11","alle","73","sysselsatte_innvkat","prosent"
"2012","11","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2012","11","innvandrere","70","sysselsatte_innvkat","prosent"
"2012","12","alle","71","sysselsatte_innvkat","prosent"
"2012","12","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2012","12","innvandrere","66","sysselsatte_innvkat","prosent"
"2012","14","alle","72","sysselsatte_innvkat","prosent"
"2012","14","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2012","14","innvandrere","67","sysselsatte_innvkat","prosent"
"2012","15","alle","71","sysselsatte_innvkat","prosent"
"2012","15","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2012","15","innvandrere","69","sysselsatte_innvkat","prosent"
"2012","16","alle","70","sysselsatte_innvkat","prosent"
"2012","16","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2012","16","innvandrere","62","sysselsatte_innvkat","prosent"
"2012","17","alle","68","sysselsatte_innvkat","prosent"
"2012","17","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2012","17","innvandrere","62","sysselsatte_innvkat","prosent"
"2012","18","alle","67","sysselsatte_innvkat","prosent"
"2012","18","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2012","18","innvandrere","62","sysselsatte_innvkat","prosent"
"2012","19","alle","69","sysselsatte_innvkat","prosent"
"2012","19","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2012","19","innvandrere","64","sysselsatte_innvkat","prosent"
"2012","20","alle","68","sysselsatte_innvkat","prosent"
"2012","20","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2012","20","innvandrere","69","sysselsatte_innvkat","prosent"
"2013","00","alle","69","sysselsatte_innvkat","prosent"
"2013","00","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2013","00","innvandrere","63","sysselsatte_innvkat","prosent"
"2013","01","alle","63","sysselsatte_innvkat","prosent"
"2013","01","befolkningen_ellers","65","sysselsatte_innvkat","prosent"
"2013","01","innvandrere","56","sysselsatte_innvkat","prosent"
"2013","02","alle","70","sysselsatte_innvkat","prosent"
"2013","02","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2013","02","innvandrere","66","sysselsatte_innvkat","prosent"
"2013","03","alle","69","sysselsatte_innvkat","prosent"
"2013","03","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2013","03","innvandrere","62","sysselsatte_innvkat","prosent"
"2013","04","alle","65","sysselsatte_innvkat","prosent"
"2013","04","befolkningen_ellers","65","sysselsatte_innvkat","prosent"
"2013","04","innvandrere","56","sysselsatte_innvkat","prosent"
"2013","05","alle","68","sysselsatte_innvkat","prosent"
"2013","05","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2013","05","innvandrere","60","sysselsatte_innvkat","prosent"
"2013","06","alle","68","sysselsatte_innvkat","prosent"
"2013","06","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2013","06","innvandrere","63","sysselsatte_innvkat","prosent"
"2013","07","alle","65","sysselsatte_innvkat","prosent"
"2013","07","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2013","07","innvandrere","61","sysselsatte_innvkat","prosent"
"2013","08","alle","65","sysselsatte_innvkat","prosent"
"2013","08","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2013","08","innvandrere","55","sysselsatte_innvkat","prosent"
"2013","09","alle","65","sysselsatte_innvkat","prosent"
"2013","09","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2013","09","innvandrere","58","sysselsatte_innvkat","prosent"
"2013","10","alle","67","sysselsatte_innvkat","prosent"
"2013","10","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2013","10","innvandrere","59","sysselsatte_innvkat","prosent"
"2013","11","alle","73","sysselsatte_innvkat","prosent"
"2013","11","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2013","11","innvandrere","69","sysselsatte_innvkat","prosent"
"2013","12","alle","70","sysselsatte_innvkat","prosent"
"2013","12","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2013","12","innvandrere","65","sysselsatte_innvkat","prosent"
"2013","14","alle","72","sysselsatte_innvkat","prosent"
"2013","14","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2013","14","innvandrere","67","sysselsatte_innvkat","prosent"
"2013","15","alle","70","sysselsatte_innvkat","prosent"
"2013","15","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2013","15","innvandrere","69","sysselsatte_innvkat","prosent"
"2013","16","alle","70","sysselsatte_innvkat","prosent"
"2013","16","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2013","16","innvandrere","64","sysselsatte_innvkat","prosent"
"2013","17","alle","68","sysselsatte_innvkat","prosent"
"2013","17","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2013","17","innvandrere","59","sysselsatte_innvkat","prosent"
"2013","18","alle","67","sysselsatte_innvkat","prosent"
"2013","18","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2013","18","innvandrere","60","sysselsatte_innvkat","prosent"
"2013","19","alle","69","sysselsatte_innvkat","prosent"
"2013","19","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2013","19","innvandrere","65","sysselsatte_innvkat","prosent"
"2013","20","alle","68","sysselsatte_innvkat","prosent"
"2013","20","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2013","20","innvandrere","67","sysselsatte_innvkat","prosent"
"2014","00","alle","69","sysselsatte_innvkat","prosent"
"2014","00","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2014","00","innvandrere","63","sysselsatte_innvkat","prosent"
"2014","01","alle","63","sysselsatte_innvkat","prosent"
"2014","01","befolkningen_ellers","64","sysselsatte_innvkat","prosent"
"2014","01","innvandrere","57","sysselsatte_innvkat","prosent"
"2014","02","alle","70","sysselsatte_innvkat","prosent"
"2014","02","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2014","02","innvandrere","67","sysselsatte_innvkat","prosent"
"2014","03","alle","70","sysselsatte_innvkat","prosent"
"2014","03","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2014","03","innvandrere","62","sysselsatte_innvkat","prosent"
"2014","04","alle","65","sysselsatte_innvkat","prosent"
"2014","04","befolkningen_ellers","65","sysselsatte_innvkat","prosent"
"2014","04","innvandrere","57","sysselsatte_innvkat","prosent"
"2014","05","alle","67","sysselsatte_innvkat","prosent"
"2014","05","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2014","05","innvandrere","59","sysselsatte_innvkat","prosent"
"2014","06","alle","68","sysselsatte_innvkat","prosent"
"2014","06","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2014","06","innvandrere","63","sysselsatte_innvkat","prosent"
"2014","07","alle","66","sysselsatte_innvkat","prosent"
"2014","07","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2014","07","innvandrere","62","sysselsatte_innvkat","prosent"
"2014","08","alle","64","sysselsatte_innvkat","prosent"
"2014","08","befolkningen_ellers","66","sysselsatte_innvkat","prosent"
"2014","08","innvandrere","55","sysselsatte_innvkat","prosent"
"2014","09","alle","65","sysselsatte_innvkat","prosent"
"2014","09","befolkningen_ellers","65","sysselsatte_innvkat","prosent"
"2014","09","innvandrere","57","sysselsatte_innvkat","prosent"
"2014","10","alle","67","sysselsatte_innvkat","prosent"
"2014","10","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2014","10","innvandrere","58","sysselsatte_innvkat","prosent"
"2014","11","alle","72","sysselsatte_innvkat","prosent"
"2014","11","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2014","11","innvandrere","69","sysselsatte_innvkat","prosent"
"2014","12","alle","71","sysselsatte_innvkat","prosent"
"2014","12","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2014","12","innvandrere","67","sysselsatte_innvkat","prosent"
"2014","14","alle","72","sysselsatte_innvkat","prosent"
"2014","14","befolkningen_ellers","73","sysselsatte_innvkat","prosent"
"2014","14","innvandrere","67","sysselsatte_innvkat","prosent"
"2014","15","alle","70","sysselsatte_innvkat","prosent"
"2014","15","befolkningen_ellers","71","sysselsatte_innvkat","prosent"
"2014","15","innvandrere","68","sysselsatte_innvkat","prosent"
"2014","16","alle","69","sysselsatte_innvkat","prosent"
"2014","16","befolkningen_ellers","70","sysselsatte_innvkat","prosent"
"2014","16","innvandrere","64","sysselsatte_innvkat","prosent"
"2014","17","alle","67","sysselsatte_innvkat","prosent"
"2014","17","befolkningen_ellers","68","sysselsatte_innvkat","prosent"
"2014","17","innvandrere","58","sysselsatte_innvkat","prosent"
"2014","18","alle","67","sysselsatte_innvkat","prosent"
"2014","18","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2014","18","innvandrere","61","sysselsatte_innvkat","prosent"
"2014","19","alle","68","sysselsatte_innvkat","prosent"
"2014","19","befolkningen_ellers","69","sysselsatte_innvkat","prosent"
"2014","19","innvandrere","64","sysselsatte_innvkat","prosent"
"2014","20","alle","67","sysselsatte_innvkat","prosent"
"2014","20","befolkningen_ellers","67","sysselsatte_innvkat","prosent"
"2014","20","innvandrere","66","sysselsatte_innvkat","prosent"
