aar,fylke_nr,vreg_3,botid_5,tabellvariabel,tabell_navn,enhet
2014,11,1,5_9,7855,sysselsatte_botid_land,personer
2014,11,1,alle,25186,sysselsatte_botid_land,personer
2014,11,2,0_4,3955,sysselsatte_botid_land,personer
2014,11,2,10+,7873,sysselsatte_botid_land,personer
2014,11,2,5_9,3953,sysselsatte_botid_land,personer
2014,11,2,alle,15781,sysselsatte_botid_land,personer
2014,11,alle,0_4,16085,sysselsatte_botid_land,personer
2014,11,alle,10+,13074,sysselsatte_botid_land,personer
2014,11,alle,5_9,11808,sysselsatte_botid_land,personer
2014,11,alle,alle,40967,sysselsatte_botid_land,personer
2014,12,1,0_4,10591,sysselsatte_botid_land,personer
2014,12,1,10+,4196,sysselsatte_botid_land,personer
2014,12,1,5_9,6630,sysselsatte_botid_land,personer
2014,12,1,alle,21417,sysselsatte_botid_land,personer
2014,12,2,0_4,3289,sysselsatte_botid_land,personer
2014,12,2,10+,6961,sysselsatte_botid_land,personer
2014,12,2,5_9,3168,sysselsatte_botid_land,personer
2014,12,2,alle,13418,sysselsatte_botid_land,personer
2014,12,alle,0_4,13880,sysselsatte_botid_land,personer
2014,12,alle,10+,11157,sysselsatte_botid_land,personer
2014,12,alle,5_9,9798,sysselsatte_botid_land,personer
2014,12,alle,alle,34835,sysselsatte_botid_land,personer
2014,14,1,0_4,2088,sysselsatte_botid_land,personer
2014,14,1,10+,908,sysselsatte_botid_land,personer
2014,14,1,5_9,1257,sysselsatte_botid_land,personer
2014,14,1,alle,4253,sysselsatte_botid_land,personer
2014,14,2,0_4,428,sysselsatte_botid_land,personer
2014,14,2,10+,774,sysselsatte_botid_land,personer
2014,14,2,5_9,398,sysselsatte_botid_land,personer
2014,14,2,alle,1600,sysselsatte_botid_land,personer
2014,14,alle,0_4,2516,sysselsatte_botid_land,personer
2014,14,alle,10+,1682,sysselsatte_botid_land,personer
2014,14,alle,5_9,1655,sysselsatte_botid_land,personer
2014,14,alle,alle,5853,sysselsatte_botid_land,personer
2014,15,1,0_4,5925,sysselsatte_botid_land,personer
2014,15,1,10+,1817,sysselsatte_botid_land,personer
2014,15,1,5_9,3404,sysselsatte_botid_land,personer
2014,15,1,alle,11146,sysselsatte_botid_land,personer
2014,15,2,0_4,1312,sysselsatte_botid_land,personer
2014,15,2,10+,2336,sysselsatte_botid_land,personer
2014,15,2,5_9,1355,sysselsatte_botid_land,personer
2014,15,2,alle,5003,sysselsatte_botid_land,personer
2014,15,alle,0_4,7237,sysselsatte_botid_land,personer
2014,15,alle,10+,4153,sysselsatte_botid_land,personer
2014,15,alle,5_9,4759,sysselsatte_botid_land,personer
2014,15,alle,alle,16149,sysselsatte_botid_land,personer
2014,16,1,0_4,5086,sysselsatte_botid_land,personer
2014,16,1,10+,2363,sysselsatte_botid_land,personer
2014,16,1,5_9,2783,sysselsatte_botid_land,personer
2014,16,1,alle,10232,sysselsatte_botid_land,personer
2014,16,2,0_4,1904,sysselsatte_botid_land,personer
2014,16,2,10+,3632,sysselsatte_botid_land,personer
2014,16,2,5_9,1831,sysselsatte_botid_land,personer
2014,16,2,alle,7367,sysselsatte_botid_land,personer
2014,16,alle,0_4,6990,sysselsatte_botid_land,personer
2014,16,alle,10+,5995,sysselsatte_botid_land,personer
2014,16,alle,5_9,4614,sysselsatte_botid_land,personer
2014,16,alle,alle,17599,sysselsatte_botid_land,personer
2014,17,1,0_4,1179,sysselsatte_botid_land,personer
2014,17,1,10+,696,sysselsatte_botid_land,personer
2014,17,1,5_9,771,sysselsatte_botid_land,personer
2014,17,1,alle,2646,sysselsatte_botid_land,personer
2014,17,2,0_4,536,sysselsatte_botid_land,personer
2014,17,2,10+,764,sysselsatte_botid_land,personer
2014,17,2,5_9,550,sysselsatte_botid_land,personer
2014,17,2,alle,1850,sysselsatte_botid_land,personer
2014,17,alle,0_4,1715,sysselsatte_botid_land,personer
2014,17,alle,10+,1460,sysselsatte_botid_land,personer
2014,17,alle,5_9,1321,sysselsatte_botid_land,personer
2014,17,alle,alle,4496,sysselsatte_botid_land,personer
2014,18,1,0_4,3078,sysselsatte_botid_land,personer
2014,18,1,10+,1475,sysselsatte_botid_land,personer
2014,18,1,5_9,1292,sysselsatte_botid_land,personer
2014,18,1,alle,5845,sysselsatte_botid_land,personer
2014,18,2,0_4,1489,sysselsatte_botid_land,personer
2014,18,2,10+,1588,sysselsatte_botid_land,personer
2014,18,2,5_9,1256,sysselsatte_botid_land,personer
2014,18,2,alle,4333,sysselsatte_botid_land,personer
2014,18,alle,0_4,4567,sysselsatte_botid_land,personer
2014,18,alle,10+,3063,sysselsatte_botid_land,personer
2014,18,alle,5_9,2548,sysselsatte_botid_land,personer
2014,18,alle,alle,10178,sysselsatte_botid_land,personer
2014,19,1,0_4,2586,sysselsatte_botid_land,personer
2014,19,1,10+,1409,sysselsatte_botid_land,personer
2014,19,1,5_9,1202,sysselsatte_botid_land,personer
2014,19,1,alle,5197,sysselsatte_botid_land,personer
2014,19,2,0_4,1160,sysselsatte_botid_land,personer
2014,19,2,10+,1314,sysselsatte_botid_land,personer
2014,19,2,5_9,1020,sysselsatte_botid_land,personer
2014,19,2,alle,3494,sysselsatte_botid_land,personer
2014,19,alle,0_4,3746,sysselsatte_botid_land,personer
2014,19,alle,10+,2723,sysselsatte_botid_land,personer
2014,19,alle,5_9,2222,sysselsatte_botid_land,personer
2014,19,alle,alle,8691,sysselsatte_botid_land,personer
2014,20,1,0_4,1723,sysselsatte_botid_land,personer
2014,20,1,10+,811,sysselsatte_botid_land,personer
2014,20,1,5_9,535,sysselsatte_botid_land,personer
2014,20,1,alle,3069,sysselsatte_botid_land,personer
2014,20,2,0_4,725,sysselsatte_botid_land,personer
2014,20,2,10+,862,sysselsatte_botid_land,personer
2014,20,2,5_9,614,sysselsatte_botid_land,personer
2014,20,2,alle,2201,sysselsatte_botid_land,personer
2014,20,alle,0_4,2448,sysselsatte_botid_land,personer
2014,20,alle,10+,1673,sysselsatte_botid_land,personer
2014,20,alle,5_9,1149,sysselsatte_botid_land,personer
2014,20,alle,alle,5270,sysselsatte_botid_land,personer
2006,00,1,0_4,0.71,sysselsatte_botid_land,prosent
2006,00,1,10+,0.69,sysselsatte_botid_land,prosent
2006,00,1,5_9,0.78,sysselsatte_botid_land,prosent
2006,00,1,alle,0.71,sysselsatte_botid_land,prosent
2006,00,2,0_4,0.42,sysselsatte_botid_land,prosent
2006,00,2,10+,0.59,sysselsatte_botid_land,prosent
2006,00,2,5_9,0.56,sysselsatte_botid_land,prosent
2006,00,2,alle,0.54,sysselsatte_botid_land,prosent
2006,00,alle,0_4,0.54,sysselsatte_botid_land,prosent
2006,00,alle,10+,0.63,sysselsatte_botid_land,prosent
2006,00,alle,5_9,0.63,sysselsatte_botid_land,prosent
2006,00,alle,alle,0.60,sysselsatte_botid_land,prosent
2006,01,1,0_4,0.71,sysselsatte_botid_land,prosent
2006,01,1,10+,0.61,sysselsatte_botid_land,prosent
2006,01,1,5_9,0.77,sysselsatte_botid_land,prosent
2006,01,1,alle,0.66,sysselsatte_botid_land,prosent
2006,01,2,0_4,0.32,sysselsatte_botid_land,prosent
2006,01,2,10+,0.55,sysselsatte_botid_land,prosent
2006,01,2,5_9,0.45,sysselsatte_botid_land,prosent
2006,01,2,alle,0.47,sysselsatte_botid_land,prosent
2006,01,alle,0_4,0.47,sysselsatte_botid_land,prosent
2006,01,alle,10+,0.57,sysselsatte_botid_land,prosent
2006,01,alle,5_9,0.52,sysselsatte_botid_land,prosent
2006,01,alle,alle,0.54,sysselsatte_botid_land,prosent
2006,02,1,0_4,0.70,sysselsatte_botid_land,prosent
2006,02,1,10+,0.73,sysselsatte_botid_land,prosent
2006,02,1,5_9,0.81,sysselsatte_botid_land,prosent
2006,02,1,alle,0.73,sysselsatte_botid_land,prosent
2006,02,2,0_4,0.43,sysselsatte_botid_land,prosent
2006,02,2,10+,0.65,sysselsatte_botid_land,prosent
2006,02,2,5_9,0.60,sysselsatte_botid_land,prosent
2006,02,2,alle,0.58,sysselsatte_botid_land,prosent
2006,02,alle,0_4,0.56,sysselsatte_botid_land,prosent
2006,02,alle,10+,0.68,sysselsatte_botid_land,prosent
2006,02,alle,5_9,0.68,sysselsatte_botid_land,prosent
2006,02,alle,alle,0.65,sysselsatte_botid_land,prosent
2006,03,1,0_4,0.74,sysselsatte_botid_land,prosent
2006,03,1,10+,0.69,sysselsatte_botid_land,prosent
2006,03,1,5_9,0.80,sysselsatte_botid_land,prosent
2006,03,1,alle,0.73,sysselsatte_botid_land,prosent
2006,03,2,0_4,0.46,sysselsatte_botid_land,prosent
2006,03,2,10+,0.55,sysselsatte_botid_land,prosent
2006,03,2,5_9,0.54,sysselsatte_botid_land,prosent
2006,03,2,alle,0.53,sysselsatte_botid_land,prosent
2006,03,alle,0_4,0.57,sysselsatte_botid_land,prosent
2006,03,alle,10+,0.58,sysselsatte_botid_land,prosent
2006,03,alle,5_9,0.60,sysselsatte_botid_land,prosent
2006,03,alle,alle,0.58,sysselsatte_botid_land,prosent
2006,04,1,0_4,0.63,sysselsatte_botid_land,prosent
2006,04,1,10+,0.65,sysselsatte_botid_land,prosent
2006,04,1,5_9,0.77,sysselsatte_botid_land,prosent
2006,04,1,alle,0.66,sysselsatte_botid_land,prosent
2006,04,2,0_4,0.35,sysselsatte_botid_land,prosent
2006,04,2,10+,0.60,sysselsatte_botid_land,prosent
2006,04,2,5_9,0.50,sysselsatte_botid_land,prosent
2006,04,2,alle,0.49,sysselsatte_botid_land,prosent
2006,04,alle,0_4,0.46,sysselsatte_botid_land,prosent
2006,04,alle,10+,0.63,sysselsatte_botid_land,prosent
2006,04,alle,5_9,0.59,sysselsatte_botid_land,prosent
2006,04,alle,alle,0.57,sysselsatte_botid_land,prosent
2006,05,1,0_4,0.70,sysselsatte_botid_land,prosent
2006,05,1,10+,0.70,sysselsatte_botid_land,prosent
2006,05,1,5_9,0.77,sysselsatte_botid_land,prosent
2006,05,1,alle,0.71,sysselsatte_botid_land,prosent
2006,05,2,0_4,0.39,sysselsatte_botid_land,prosent
2006,05,2,10+,0.65,sysselsatte_botid_land,prosent
2006,05,2,5_9,0.52,sysselsatte_botid_land,prosent
2006,05,2,alle,0.52,sysselsatte_botid_land,prosent
2006,05,alle,0_4,0.51,sysselsatte_botid_land,prosent
2006,05,alle,10+,0.67,sysselsatte_botid_land,prosent
2006,05,alle,5_9,0.60,sysselsatte_botid_land,prosent
2006,05,alle,alle,0.60,sysselsatte_botid_land,prosent
2006,06,1,0_4,0.73,sysselsatte_botid_land,prosent
2006,06,1,10+,0.70,sysselsatte_botid_land,prosent
2006,06,1,5_9,0.81,sysselsatte_botid_land,prosent
2006,06,1,alle,0.72,sysselsatte_botid_land,prosent
2006,06,2,0_4,0.41,sysselsatte_botid_land,prosent
2006,06,2,10+,0.60,sysselsatte_botid_land,prosent
2006,06,2,5_9,0.58,sysselsatte_botid_land,prosent
2006,06,2,alle,0.54,sysselsatte_botid_land,prosent
2006,06,alle,0_4,0.54,sysselsatte_botid_land,prosent
2006,06,alle,10+,0.63,sysselsatte_botid_land,prosent
2006,06,alle,5_9,0.65,sysselsatte_botid_land,prosent
2006,06,alle,alle,0.61,sysselsatte_botid_land,prosent
2006,07,1,0_4,0.74,sysselsatte_botid_land,prosent
2006,07,1,10+,0.63,sysselsatte_botid_land,prosent
2006,07,1,5_9,0.76,sysselsatte_botid_land,prosent
2006,07,1,alle,0.68,sysselsatte_botid_land,prosent
2006,07,2,0_4,0.40,sysselsatte_botid_land,prosent
2006,07,2,10+,0.60,sysselsatte_botid_land,prosent
2006,07,2,5_9,0.52,sysselsatte_botid_land,prosent
2006,07,2,alle,0.53,sysselsatte_botid_land,prosent
2006,07,alle,0_4,0.55,sysselsatte_botid_land,prosent
2006,07,alle,10+,0.62,sysselsatte_botid_land,prosent
2006,07,alle,5_9,0.59,sysselsatte_botid_land,prosent
2006,07,alle,alle,0.59,sysselsatte_botid_land,prosent
2006,08,1,0_4,0.65,sysselsatte_botid_land,prosent
2006,08,1,10+,0.62,sysselsatte_botid_land,prosent
2006,08,1,5_9,0.70,sysselsatte_botid_land,prosent
2006,08,1,alle,0.64,sysselsatte_botid_land,prosent
2006,08,2,0_4,0.30,sysselsatte_botid_land,prosent
2006,08,2,10+,0.59,sysselsatte_botid_land,prosent
2006,08,2,5_9,0.49,sysselsatte_botid_land,prosent
2006,08,2,alle,0.47,sysselsatte_botid_land,prosent
2006,08,alle,0_4,0.41,sysselsatte_botid_land,prosent
2006,08,alle,10+,0.60,sysselsatte_botid_land,prosent
2006,08,alle,5_9,0.55,sysselsatte_botid_land,prosent
2006,08,alle,alle,0.53,sysselsatte_botid_land,prosent
2006,09,1,0_4,0.67,sysselsatte_botid_land,prosent
2006,09,1,10+,0.61,sysselsatte_botid_land,prosent
2006,09,1,5_9,0.76,sysselsatte_botid_land,prosent
2006,09,1,alle,0.65,sysselsatte_botid_land,prosent
2006,09,2,0_4,0.33,sysselsatte_botid_land,prosent
2006,09,2,10+,0.57,sysselsatte_botid_land,prosent
2006,09,2,5_9,0.49,sysselsatte_botid_land,prosent
2006,09,2,alle,0.46,sysselsatte_botid_land,prosent
2006,09,alle,0_4,0.45,sysselsatte_botid_land,prosent
2006,09,alle,10+,0.59,sysselsatte_botid_land,prosent
2006,09,alle,5_9,0.58,sysselsatte_botid_land,prosent
2006,09,alle,alle,0.55,sysselsatte_botid_land,prosent
2006,10,1,0_4,0.66,sysselsatte_botid_land,prosent
2006,10,1,10+,0.62,sysselsatte_botid_land,prosent
2006,10,1,5_9,0.75,sysselsatte_botid_land,prosent
2006,10,1,alle,0.65,sysselsatte_botid_land,prosent
2006,10,2,0_4,0.35,sysselsatte_botid_land,prosent
2006,10,2,10+,0.60,sysselsatte_botid_land,prosent
2006,10,2,5_9,0.58,sysselsatte_botid_land,prosent
2006,10,2,alle,0.52,sysselsatte_botid_land,prosent
2006,10,alle,0_4,0.45,sysselsatte_botid_land,prosent
2006,10,alle,10+,0.61,sysselsatte_botid_land,prosent
2006,10,alle,5_9,0.62,sysselsatte_botid_land,prosent
2006,10,alle,alle,0.57,sysselsatte_botid_land,prosent
2006,11,1,0_4,0.71,sysselsatte_botid_land,prosent
2006,11,1,10+,0.72,sysselsatte_botid_land,prosent
2006,11,1,5_9,0.79,sysselsatte_botid_land,prosent
2006,11,1,alle,0.73,sysselsatte_botid_land,prosent
2006,11,2,0_4,0.45,sysselsatte_botid_land,prosent
2006,11,2,10+,0.66,sysselsatte_botid_land,prosent
2006,11,2,5_9,0.60,sysselsatte_botid_land,prosent
2006,11,2,alle,0.58,sysselsatte_botid_land,prosent
2006,11,alle,0_4,0.58,sysselsatte_botid_land,prosent
2006,11,alle,10+,0.69,sysselsatte_botid_land,prosent
2006,11,alle,5_9,0.67,sysselsatte_botid_land,prosent
2006,11,alle,alle,0.65,sysselsatte_botid_land,prosent
2006,12,1,0_4,0.74,sysselsatte_botid_land,prosent
2006,12,1,10+,0.72,sysselsatte_botid_land,prosent
2006,12,1,5_9,0.76,sysselsatte_botid_land,prosent
2006,12,1,alle,0.74,sysselsatte_botid_land,prosent
2006,12,2,0_4,0.44,sysselsatte_botid_land,prosent
2006,12,2,10+,0.62,sysselsatte_botid_land,prosent
2006,12,2,5_9,0.55,sysselsatte_botid_land,prosent
2006,12,2,alle,0.55,sysselsatte_botid_land,prosent
2006,12,alle,0_4,0.58,sysselsatte_botid_land,prosent
2006,12,alle,10+,0.66,sysselsatte_botid_land,prosent
2006,12,alle,5_9,0.62,sysselsatte_botid_land,prosent
2006,12,alle,alle,0.62,sysselsatte_botid_land,prosent
2006,14,1,0_4,0.75,sysselsatte_botid_land,prosent
2006,14,1,10+,0.75,sysselsatte_botid_land,prosent
2006,14,1,5_9,0.75,sysselsatte_botid_land,prosent
2006,14,1,alle,0.75,sysselsatte_botid_land,prosent
2006,14,2,0_4,0.38,sysselsatte_botid_land,prosent
2006,14,2,10+,0.71,sysselsatte_botid_land,prosent
2006,14,2,5_9,0.69,sysselsatte_botid_land,prosent
2006,14,2,alle,0.56,sysselsatte_botid_land,prosent
2006,14,alle,0_4,0.56,sysselsatte_botid_land,prosent
2006,14,alle,10+,0.73,sysselsatte_botid_land,prosent
2006,14,alle,5_9,0.72,sysselsatte_botid_land,prosent
2006,14,alle,alle,0.65,sysselsatte_botid_land,prosent
2006,15,1,0_4,0.75,sysselsatte_botid_land,prosent
2006,15,1,10+,0.71,sysselsatte_botid_land,prosent
2006,15,1,5_9,0.77,sysselsatte_botid_land,prosent
2006,15,1,alle,0.74,sysselsatte_botid_land,prosent
2006,15,2,0_4,0.41,sysselsatte_botid_land,prosent
2006,15,2,10+,0.72,sysselsatte_botid_land,prosent
2006,15,2,5_9,0.66,sysselsatte_botid_land,prosent
2006,15,2,alle,0.58,sysselsatte_botid_land,prosent
2006,15,alle,0_4,0.56,sysselsatte_botid_land,prosent
2006,15,alle,10+,0.71,sysselsatte_botid_land,prosent
2006,15,alle,5_9,0.70,sysselsatte_botid_land,prosent
2006,15,alle,alle,0.65,sysselsatte_botid_land,prosent
2006,16,1,0_4,0.70,sysselsatte_botid_land,prosent
2006,16,1,10+,0.71,sysselsatte_botid_land,prosent
2006,16,1,5_9,0.79,sysselsatte_botid_land,prosent
2006,16,1,alle,0.72,sysselsatte_botid_land,prosent
2006,16,2,0_4,0.41,sysselsatte_botid_land,prosent
2006,16,2,10+,0.62,sysselsatte_botid_land,prosent
2006,16,2,5_9,0.56,sysselsatte_botid_land,prosent
2006,16,2,alle,0.53,sysselsatte_botid_land,prosent
2006,16,alle,0_4,0.53,sysselsatte_botid_land,prosent
2006,16,alle,10+,0.66,sysselsatte_botid_land,prosent
2006,16,alle,5_9,0.63,sysselsatte_botid_land,prosent
2006,16,alle,alle,0.60,sysselsatte_botid_land,prosent
2006,17,1,0_4,0.75,sysselsatte_botid_land,prosent
2006,17,1,10+,0.67,sysselsatte_botid_land,prosent
2006,17,1,5_9,0.69,sysselsatte_botid_land,prosent
2006,17,1,alle,0.69,sysselsatte_botid_land,prosent
2006,17,2,0_4,0.30,sysselsatte_botid_land,prosent
2006,17,2,10+,0.65,sysselsatte_botid_land,prosent
2006,17,2,5_9,0.56,sysselsatte_botid_land,prosent
2006,17,2,alle,0.45,sysselsatte_botid_land,prosent
2006,17,alle,0_4,0.43,sysselsatte_botid_land,prosent
2006,17,alle,10+,0.66,sysselsatte_botid_land,prosent
2006,17,alle,5_9,0.61,sysselsatte_botid_land,prosent
2006,17,alle,alle,0.55,sysselsatte_botid_land,prosent
2006,18,1,0_4,0.53,sysselsatte_botid_land,prosent
2006,18,1,10+,0.70,sysselsatte_botid_land,prosent
2006,18,1,5_9,0.73,sysselsatte_botid_land,prosent
2006,18,1,alle,0.65,sysselsatte_botid_land,prosent
2006,18,2,0_4,0.39,sysselsatte_botid_land,prosent
2006,18,2,10+,0.70,sysselsatte_botid_land,prosent
2006,18,2,5_9,0.65,sysselsatte_botid_land,prosent
2006,18,2,alle,0.51,sysselsatte_botid_land,prosent
2006,18,alle,0_4,0.43,sysselsatte_botid_land,prosent
2006,18,alle,10+,0.70,sysselsatte_botid_land,prosent
2006,18,alle,5_9,0.68,sysselsatte_botid_land,prosent
2006,18,alle,alle,0.56,sysselsatte_botid_land,prosent
2006,19,1,0_4,0.69,sysselsatte_botid_land,prosent
2006,19,1,10+,0.75,sysselsatte_botid_land,prosent
2006,19,1,5_9,0.83,sysselsatte_botid_land,prosent
2006,19,1,alle,0.75,sysselsatte_botid_land,prosent
2006,19,2,0_4,0.47,sysselsatte_botid_land,prosent
2006,19,2,10+,0.72,sysselsatte_botid_land,prosent
2006,19,2,5_9,0.68,sysselsatte_botid_land,prosent
2006,19,2,alle,0.58,sysselsatte_botid_land,prosent
2006,19,alle,0_4,0.56,sysselsatte_botid_land,prosent
2006,19,alle,10+,0.74,sysselsatte_botid_land,prosent
2006,19,alle,5_9,0.75,sysselsatte_botid_land,prosent
2006,19,alle,alle,0.66,sysselsatte_botid_land,prosent
2006,20,1,0_4,0.80,sysselsatte_botid_land,prosent
2006,20,1,10+,0.70,sysselsatte_botid_land,prosent
2006,20,1,5_9,0.77,sysselsatte_botid_land,prosent
2006,20,1,alle,0.74,sysselsatte_botid_land,prosent
2006,20,2,0_4,0.55,sysselsatte_botid_land,prosent
2006,20,2,10+,0.77,sysselsatte_botid_land,prosent
2006,20,2,5_9,0.73,sysselsatte_botid_land,prosent
2006,20,2,alle,0.65,sysselsatte_botid_land,prosent
2006,20,alle,0_4,0.62,sysselsatte_botid_land,prosent
2006,20,alle,10+,0.72,sysselsatte_botid_land,prosent
2006,20,alle,5_9,0.75,sysselsatte_botid_land,prosent
2006,20,alle,alle,0.69,sysselsatte_botid_land,prosent
2007,00,1,0_4,0.76,sysselsatte_botid_land,prosent
2007,00,1,10+,0.70,sysselsatte_botid_land,prosent
2007,00,1,5_9,0.79,sysselsatte_botid_land,prosent
2007,00,1,alle,0.74,sysselsatte_botid_land,prosent
2007,00,2,0_4,0.47,sysselsatte_botid_land,prosent
2007,00,2,10+,0.61,sysselsatte_botid_land,prosent
2007,00,2,5_9,0.59,sysselsatte_botid_land,prosent
2007,00,2,alle,0.57,sysselsatte_botid_land,prosent
2007,00,alle,0_4,0.62,sysselsatte_botid_land,prosent
2007,00,alle,10+,0.64,sysselsatte_botid_land,prosent
2007,00,alle,5_9,0.64,sysselsatte_botid_land,prosent
2007,00,alle,alle,0.63,sysselsatte_botid_land,prosent
2007,01,1,0_4,0.74,sysselsatte_botid_land,prosent
2007,01,1,10+,0.63,sysselsatte_botid_land,prosent
2007,01,1,5_9,0.74,sysselsatte_botid_land,prosent
2007,01,1,alle,0.68,sysselsatte_botid_land,prosent
2007,01,2,0_4,0.39,sysselsatte_botid_land,prosent
2007,01,2,10+,0.55,sysselsatte_botid_land,prosent
2007,01,2,5_9,0.48,sysselsatte_botid_land,prosent
2007,01,2,alle,0.50,sysselsatte_botid_land,prosent
2007,01,alle,0_4,0.56,sysselsatte_botid_land,prosent
2007,01,alle,10+,0.58,sysselsatte_botid_land,prosent
2007,01,alle,5_9,0.54,sysselsatte_botid_land,prosent
2007,01,alle,alle,0.57,sysselsatte_botid_land,prosent
2007,02,1,0_4,0.74,sysselsatte_botid_land,prosent
2007,02,1,10+,0.73,sysselsatte_botid_land,prosent
2007,02,1,5_9,0.82,sysselsatte_botid_land,prosent
2007,02,1,alle,0.75,sysselsatte_botid_land,prosent
2007,02,2,0_4,0.46,sysselsatte_botid_land,prosent
2007,02,2,10+,0.66,sysselsatte_botid_land,prosent
2007,02,2,5_9,0.62,sysselsatte_botid_land,prosent
2007,02,2,alle,0.61,sysselsatte_botid_land,prosent
2007,02,alle,0_4,0.61,sysselsatte_botid_land,prosent
2007,02,alle,10+,0.70,sysselsatte_botid_land,prosent
2007,02,alle,5_9,0.69,sysselsatte_botid_land,prosent
2007,02,alle,alle,0.67,sysselsatte_botid_land,prosent
2007,03,1,0_4,0.77,sysselsatte_botid_land,prosent
2007,03,1,10+,0.70,sysselsatte_botid_land,prosent
2007,03,1,5_9,0.80,sysselsatte_botid_land,prosent
2007,03,1,alle,0.75,sysselsatte_botid_land,prosent
2007,03,2,0_4,0.50,sysselsatte_botid_land,prosent
2007,03,2,10+,0.56,sysselsatte_botid_land,prosent
2007,03,2,5_9,0.57,sysselsatte_botid_land,prosent
2007,03,2,alle,0.55,sysselsatte_botid_land,prosent
2007,03,alle,0_4,0.63,sysselsatte_botid_land,prosent
2007,03,alle,10+,0.59,sysselsatte_botid_land,prosent
2007,03,alle,5_9,0.62,sysselsatte_botid_land,prosent
2007,03,alle,alle,0.61,sysselsatte_botid_land,prosent
2007,04,1,0_4,0.70,sysselsatte_botid_land,prosent
2007,04,1,10+,0.67,sysselsatte_botid_land,prosent
2007,04,1,5_9,0.79,sysselsatte_botid_land,prosent
2007,04,1,alle,0.70,sysselsatte_botid_land,prosent
2007,04,2,0_4,0.38,sysselsatte_botid_land,prosent
2007,04,2,10+,0.60,sysselsatte_botid_land,prosent
2007,04,2,5_9,0.53,sysselsatte_botid_land,prosent
2007,04,2,alle,0.51,sysselsatte_botid_land,prosent
2007,04,alle,0_4,0.53,sysselsatte_botid_land,prosent
2007,04,alle,10+,0.64,sysselsatte_botid_land,prosent
2007,04,alle,5_9,0.60,sysselsatte_botid_land,prosent
2007,04,alle,alle,0.59,sysselsatte_botid_land,prosent
2007,05,1,0_4,0.74,sysselsatte_botid_land,prosent
2007,05,1,10+,0.70,sysselsatte_botid_land,prosent
2007,05,1,5_9,0.80,sysselsatte_botid_land,prosent
2007,05,1,alle,0.73,sysselsatte_botid_land,prosent
2007,05,2,0_4,0.41,sysselsatte_botid_land,prosent
2007,05,2,10+,0.65,sysselsatte_botid_land,prosent
2007,05,2,5_9,0.57,sysselsatte_botid_land,prosent
2007,05,2,alle,0.54,sysselsatte_botid_land,prosent
2007,05,alle,0_4,0.56,sysselsatte_botid_land,prosent
2007,05,alle,10+,0.67,sysselsatte_botid_land,prosent
2007,05,alle,5_9,0.63,sysselsatte_botid_land,prosent
2007,05,alle,alle,0.62,sysselsatte_botid_land,prosent
2007,06,1,0_4,0.76,sysselsatte_botid_land,prosent
2007,06,1,10+,0.70,sysselsatte_botid_land,prosent
2007,06,1,5_9,0.82,sysselsatte_botid_land,prosent
2007,06,1,alle,0.74,sysselsatte_botid_land,prosent
2007,06,2,0_4,0.48,sysselsatte_botid_land,prosent
2007,06,2,10+,0.61,sysselsatte_botid_land,prosent
2007,06,2,5_9,0.60,sysselsatte_botid_land,prosent
2007,06,2,alle,0.57,sysselsatte_botid_land,prosent
2007,06,alle,0_4,0.62,sysselsatte_botid_land,prosent
2007,06,alle,10+,0.64,sysselsatte_botid_land,prosent
2007,06,alle,5_9,0.66,sysselsatte_botid_land,prosent
2007,06,alle,alle,0.64,sysselsatte_botid_land,prosent
2007,07,1,0_4,0.79,sysselsatte_botid_land,prosent
2007,07,1,10+,0.64,sysselsatte_botid_land,prosent
2007,07,1,5_9,0.76,sysselsatte_botid_land,prosent
2007,07,1,alle,0.71,sysselsatte_botid_land,prosent
2007,07,2,0_4,0.47,sysselsatte_botid_land,prosent
2007,07,2,10+,0.63,sysselsatte_botid_land,prosent
2007,07,2,5_9,0.55,sysselsatte_botid_land,prosent
2007,07,2,alle,0.57,sysselsatte_botid_land,prosent
2007,07,alle,0_4,0.65,sysselsatte_botid_land,prosent
2007,07,alle,10+,0.64,sysselsatte_botid_land,prosent
2007,07,alle,5_9,0.61,sysselsatte_botid_land,prosent
2007,07,alle,alle,0.63,sysselsatte_botid_land,prosent
2007,08,1,0_4,0.72,sysselsatte_botid_land,prosent
2007,08,1,10+,0.62,sysselsatte_botid_land,prosent
2007,08,1,5_9,0.75,sysselsatte_botid_land,prosent
2007,08,1,alle,0.67,sysselsatte_botid_land,prosent
2007,08,2,0_4,0.40,sysselsatte_botid_land,prosent
2007,08,2,10+,0.59,sysselsatte_botid_land,prosent
2007,08,2,5_9,0.52,sysselsatte_botid_land,prosent
2007,08,2,alle,0.51,sysselsatte_botid_land,prosent
2007,08,alle,0_4,0.53,sysselsatte_botid_land,prosent
2007,08,alle,10+,0.60,sysselsatte_botid_land,prosent
2007,08,alle,5_9,0.58,sysselsatte_botid_land,prosent
2007,08,alle,alle,0.57,sysselsatte_botid_land,prosent
2007,09,1,0_4,0.73,sysselsatte_botid_land,prosent
2007,09,1,10+,0.63,sysselsatte_botid_land,prosent
2007,09,1,5_9,0.74,sysselsatte_botid_land,prosent
2007,09,1,alle,0.68,sysselsatte_botid_land,prosent
2007,09,2,0_4,0.43,sysselsatte_botid_land,prosent
2007,09,2,10+,0.60,sysselsatte_botid_land,prosent
