kommune_nr,innvkat_2,arbeidsalder_18_69,aar,tabellvariabel,tabellnavn,enhet
1417,innvandrere,alle,2006,64.52,sysselsatte_innvkat_alder,prosent
1418,alle,alle,2006,73.09,sysselsatte_innvkat_alder,prosent
1418,befolkningen_ellers,alle,2006,72.54,sysselsatte_innvkat_alder,prosent
1418,innvandrere,alle,2006,78.13,sysselsatte_innvkat_alder,prosent
1419,alle,alle,2006,77.77,sysselsatte_innvkat_alder,prosent
1419,befolkningen_ellers,alle,2006,78.05,sysselsatte_innvkat_alder,prosent
1419,innvandrere,alle,2006,68.18,sysselsatte_innvkat_alder,prosent
1420,alle,alle,2006,75.96,sysselsatte_innvkat_alder,prosent
1420,befolkningen_ellers,alle,2006,76.39,sysselsatte_innvkat_alder,prosent
1420,innvandrere,alle,2006,66.82,sysselsatte_innvkat_alder,prosent
1421,alle,alle,2006,73.38,sysselsatte_innvkat_alder,prosent
1421,befolkningen_ellers,alle,2006,73.06,sysselsatte_innvkat_alder,prosent
1421,innvandrere,alle,2006,81.82,sysselsatte_innvkat_alder,prosent
1422,alle,alle,2006,75.58,sysselsatte_innvkat_alder,prosent
1422,befolkningen_ellers,alle,2006,75.47,sysselsatte_innvkat_alder,prosent
1422,innvandrere,alle,2006,77.50,sysselsatte_innvkat_alder,prosent
1424,alle,alle,2006,67.87,sysselsatte_innvkat_alder,prosent
1424,befolkningen_ellers,alle,2006,67.92,sysselsatte_innvkat_alder,prosent
1424,innvandrere,alle,2006,66.86,sysselsatte_innvkat_alder,prosent
1426,alle,alle,2006,73.03,sysselsatte_innvkat_alder,prosent
1426,befolkningen_ellers,alle,2006,73.28,sysselsatte_innvkat_alder,prosent
1426,innvandrere,alle,2006,65.09,sysselsatte_innvkat_alder,prosent
1428,alle,alle,2006,70.34,sysselsatte_innvkat_alder,prosent
1428,befolkningen_ellers,alle,2006,70.45,sysselsatte_innvkat_alder,prosent
1428,innvandrere,alle,2006,66.67,sysselsatte_innvkat_alder,prosent
1429,alle,alle,2006,66.02,sysselsatte_innvkat_alder,prosent
1429,befolkningen_ellers,alle,2006,71.30,sysselsatte_innvkat_alder,prosent
1429,innvandrere,alle,2006,25.52,sysselsatte_innvkat_alder,prosent
1430,alle,alle,2006,77.08,sysselsatte_innvkat_alder,prosent
1430,befolkningen_ellers,alle,2006,77.04,sysselsatte_innvkat_alder,prosent
1430,innvandrere,alle,2006,78.72,sysselsatte_innvkat_alder,prosent
1431,alle,alle,2006,78.66,sysselsatte_innvkat_alder,prosent
1431,befolkningen_ellers,alle,2006,78.83,sysselsatte_innvkat_alder,prosent
1431,innvandrere,alle,2006,70.73,sysselsatte_innvkat_alder,prosent
1432,alle,alle,2006,77.80,sysselsatte_innvkat_alder,prosent
1432,befolkningen_ellers,alle,2006,78.38,sysselsatte_innvkat_alder,prosent
1432,innvandrere,alle,2006,66.42,sysselsatte_innvkat_alder,prosent
1433,alle,alle,2006,75.64,sysselsatte_innvkat_alder,prosent
1433,befolkningen_ellers,alle,2006,75.56,sysselsatte_innvkat_alder,prosent
1433,innvandrere,alle,2006,79.07,sysselsatte_innvkat_alder,prosent
1438,alle,alle,2006,67.67,sysselsatte_innvkat_alder,prosent
1438,befolkningen_ellers,alle,2006,67.44,sysselsatte_innvkat_alder,prosent
1438,innvandrere,alle,2006,72.06,sysselsatte_innvkat_alder,prosent
1439,alle,alle,2006,70.32,sysselsatte_innvkat_alder,prosent
1439,befolkningen_ellers,alle,2006,70.50,sysselsatte_innvkat_alder,prosent
1439,innvandrere,alle,2006,67.46,sysselsatte_innvkat_alder,prosent
1441,alle,alle,2006,70.06,sysselsatte_innvkat_alder,prosent
1441,befolkningen_ellers,alle,2006,70.17,sysselsatte_innvkat_alder,prosent
1441,innvandrere,alle,2006,67.14,sysselsatte_innvkat_alder,prosent
1443,alle,alle,2006,73.42,sysselsatte_innvkat_alder,prosent
1443,befolkningen_ellers,alle,2006,73.88,sysselsatte_innvkat_alder,prosent
1443,innvandrere,alle,2006,62.57,sysselsatte_innvkat_alder,prosent
1444,alle,alle,2006,79.70,sysselsatte_innvkat_alder,prosent
1444,befolkningen_ellers,alle,2006,79.54,sysselsatte_innvkat_alder,prosent
1444,innvandrere,alle,2006,83.87,sysselsatte_innvkat_alder,prosent
1445,alle,alle,2006,75.67,sysselsatte_innvkat_alder,prosent
1445,befolkningen_ellers,alle,2006,76.53,sysselsatte_innvkat_alder,prosent
1445,innvandrere,alle,2006,50.38,sysselsatte_innvkat_alder,prosent
1449,alle,alle,2006,77.18,sysselsatte_innvkat_alder,prosent
1449,befolkningen_ellers,alle,2006,77.12,sysselsatte_innvkat_alder,prosent
1449,innvandrere,alle,2006,77.93,sysselsatte_innvkat_alder,prosent
1502,alle,alle,2006,72.94,sysselsatte_innvkat_alder,prosent
1502,befolkningen_ellers,alle,2006,73.29,sysselsatte_innvkat_alder,prosent
1502,innvandrere,alle,2006,65.72,sysselsatte_innvkat_alder,prosent
1503,alle,alle,2006,65.95,sysselsatte_innvkat_alder,prosent
1503,befolkningen_ellers,alle,2006,66.48,sysselsatte_innvkat_alder,prosent
1503,innvandrere,alle,2006,57.14,sysselsatte_innvkat_alder,prosent
1504,alle,alle,2006,72.21,sysselsatte_innvkat_alder,prosent
1504,befolkningen_ellers,alle,2006,72.53,sysselsatte_innvkat_alder,prosent
1504,innvandrere,alle,2006,67.11,sysselsatte_innvkat_alder,prosent
1511,alle,alle,2006,69.86,sysselsatte_innvkat_alder,prosent
1511,befolkningen_ellers,alle,2006,70.13,sysselsatte_innvkat_alder,prosent
1511,innvandrere,alle,2006,56.86,sysselsatte_innvkat_alder,prosent
1514,alle,alle,2006,69.07,sysselsatte_innvkat_alder,prosent
1514,befolkningen_ellers,alle,2006,68.93,sysselsatte_innvkat_alder,prosent
1514,innvandrere,alle,2006,72.60,sysselsatte_innvkat_alder,prosent
1515,alle,alle,2006,70.63,sysselsatte_innvkat_alder,prosent
1515,befolkningen_ellers,alle,2006,71.35,sysselsatte_innvkat_alder,prosent
1515,innvandrere,alle,2006,52.81,sysselsatte_innvkat_alder,prosent
1516,alle,alle,2006,72.44,sysselsatte_innvkat_alder,prosent
1516,befolkningen_ellers,alle,2006,73.06,sysselsatte_innvkat_alder,prosent
1516,innvandrere,alle,2006,62.80,sysselsatte_innvkat_alder,prosent
1517,alle,alle,2006,68.64,sysselsatte_innvkat_alder,prosent
1517,befolkningen_ellers,alle,2006,68.93,sysselsatte_innvkat_alder,prosent
1517,innvandrere,alle,2006,64.76,sysselsatte_innvkat_alder,prosent
1519,alle,alle,2006,69.69,sysselsatte_innvkat_alder,prosent
1519,befolkningen_ellers,alle,2006,70.64,sysselsatte_innvkat_alder,prosent
1519,innvandrere,alle,2006,52.15,sysselsatte_innvkat_alder,prosent
1520,alle,alle,2006,71.21,sysselsatte_innvkat_alder,prosent
1520,befolkningen_ellers,alle,2006,71.64,sysselsatte_innvkat_alder,prosent
1520,innvandrere,alle,2006,60.51,sysselsatte_innvkat_alder,prosent
1523,alle,alle,2006,74.78,sysselsatte_innvkat_alder,prosent
1523,befolkningen_ellers,alle,2006,74.66,sysselsatte_innvkat_alder,prosent
1523,innvandrere,alle,2006,76.36,sysselsatte_innvkat_alder,prosent
1524,alle,alle,2006,78.48,sysselsatte_innvkat_alder,prosent
1524,befolkningen_ellers,alle,2006,78.44,sysselsatte_innvkat_alder,prosent
1524,innvandrere,alle,2006,79.10,sysselsatte_innvkat_alder,prosent
1525,alle,alle,2006,76.45,sysselsatte_innvkat_alder,prosent
1525,befolkningen_ellers,alle,2006,76.40,sysselsatte_innvkat_alder,prosent
1525,innvandrere,alle,2006,77.03,sysselsatte_innvkat_alder,prosent
1526,alle,alle,2006,77.09,sysselsatte_innvkat_alder,prosent
1526,befolkningen_ellers,alle,2006,76.29,sysselsatte_innvkat_alder,prosent
1526,innvandrere,alle,2006,86.79,sysselsatte_innvkat_alder,prosent
1528,alle,alle,2006,76.96,sysselsatte_innvkat_alder,prosent
1528,befolkningen_ellers,alle,2006,77.17,sysselsatte_innvkat_alder,prosent
1528,innvandrere,alle,2006,73.65,sysselsatte_innvkat_alder,prosent
1529,alle,alle,2006,72.21,sysselsatte_innvkat_alder,prosent
1529,befolkningen_ellers,alle,2006,72.37,sysselsatte_innvkat_alder,prosent
1529,innvandrere,alle,2006,68.85,sysselsatte_innvkat_alder,prosent
1531,alle,alle,2006,72.78,sysselsatte_innvkat_alder,prosent
1531,befolkningen_ellers,alle,2006,73.36,sysselsatte_innvkat_alder,prosent
1531,innvandrere,alle,2006,59.17,sysselsatte_innvkat_alder,prosent
1532,alle,alle,2006,72.91,sysselsatte_innvkat_alder,prosent
1532,befolkningen_ellers,alle,2006,73.23,sysselsatte_innvkat_alder,prosent
1532,innvandrere,alle,2006,64.77,sysselsatte_innvkat_alder,prosent
1534,alle,alle,2006,72.04,sysselsatte_innvkat_alder,prosent
1534,befolkningen_ellers,alle,2006,72.04,sysselsatte_innvkat_alder,prosent
1534,innvandrere,alle,2006,72.09,sysselsatte_innvkat_alder,prosent
1535,alle,alle,2006,69.78,sysselsatte_innvkat_alder,prosent
1535,befolkningen_ellers,alle,2006,69.81,sysselsatte_innvkat_alder,prosent
1535,innvandrere,alle,2006,69.01,sysselsatte_innvkat_alder,prosent
1539,alle,alle,2006,72.36,sysselsatte_innvkat_alder,prosent
1539,befolkningen_ellers,alle,2006,72.41,sysselsatte_innvkat_alder,prosent
1539,innvandrere,alle,2006,70.79,sysselsatte_innvkat_alder,prosent
1543,alle,alle,2006,69.99,sysselsatte_innvkat_alder,prosent
1543,befolkningen_ellers,alle,2006,70.06,sysselsatte_innvkat_alder,prosent
1543,innvandrere,alle,2006,67.31,sysselsatte_innvkat_alder,prosent
1545,alle,alle,2006,72.05,sysselsatte_innvkat_alder,prosent
1545,befolkningen_ellers,alle,2006,72.53,sysselsatte_innvkat_alder,prosent
1545,innvandrere,alle,2006,63.89,sysselsatte_innvkat_alder,prosent
1546,alle,alle,2006,77.98,sysselsatte_innvkat_alder,prosent
1546,befolkningen_ellers,alle,2006,77.82,sysselsatte_innvkat_alder,prosent
1546,innvandrere,alle,2006,80.85,sysselsatte_innvkat_alder,prosent
1547,alle,alle,2006,74.29,sysselsatte_innvkat_alder,prosent
1547,befolkningen_ellers,alle,2006,74.42,sysselsatte_innvkat_alder,prosent
1547,innvandrere,alle,2006,71.82,sysselsatte_innvkat_alder,prosent
1548,alle,alle,2006,73.12,sysselsatte_innvkat_alder,prosent
1548,befolkningen_ellers,alle,2006,73.28,sysselsatte_innvkat_alder,prosent
1548,innvandrere,alle,2006,68.44,sysselsatte_innvkat_alder,prosent
1551,alle,alle,2006,72.13,sysselsatte_innvkat_alder,prosent
1551,befolkningen_ellers,alle,2006,72.34,sysselsatte_innvkat_alder,prosent
1551,innvandrere,alle,2006,66.25,sysselsatte_innvkat_alder,prosent
1554,alle,alle,2006,71.95,sysselsatte_innvkat_alder,prosent
1554,befolkningen_ellers,alle,2006,71.89,sysselsatte_innvkat_alder,prosent
1554,innvandrere,alle,2006,73.47,sysselsatte_innvkat_alder,prosent
1556,alle,alle,2006,70.20,sysselsatte_innvkat_alder,prosent
1556,befolkningen_ellers,alle,2006,70.54,sysselsatte_innvkat_alder,prosent
1556,innvandrere,alle,2006,61.74,sysselsatte_innvkat_alder,prosent
1557,alle,alle,2006,73.28,sysselsatte_innvkat_alder,prosent
1557,befolkningen_ellers,alle,2006,74.55,sysselsatte_innvkat_alder,prosent
1557,innvandrere,alle,2006,40.85,sysselsatte_innvkat_alder,prosent
1560,alle,alle,2006,67.64,sysselsatte_innvkat_alder,prosent
1560,befolkningen_ellers,alle,2006,68.25,sysselsatte_innvkat_alder,prosent
1560,innvandrere,alle,2006,58.39,sysselsatte_innvkat_alder,prosent
1563,alle,alle,2006,68.98,sysselsatte_innvkat_alder,prosent
1563,befolkningen_ellers,alle,2006,69.71,sysselsatte_innvkat_alder,prosent
1563,innvandrere,alle,2006,53.22,sysselsatte_innvkat_alder,prosent
1566,alle,alle,2006,71.43,sysselsatte_innvkat_alder,prosent
1566,befolkningen_ellers,alle,2006,71.75,sysselsatte_innvkat_alder,prosent
1566,innvandrere,alle,2006,56.52,sysselsatte_innvkat_alder,prosent
1567,alle,alle,2006,73.91,sysselsatte_innvkat_alder,prosent
1567,befolkningen_ellers,alle,2006,73.92,sysselsatte_innvkat_alder,prosent
1567,innvandrere,alle,2006,71.43,sysselsatte_innvkat_alder,prosent
1571,alle,alle,2006,68.14,sysselsatte_innvkat_alder,prosent
1571,befolkningen_ellers,alle,2006,68.43,sysselsatte_innvkat_alder,prosent
1571,innvandrere,alle,2006,55.56,sysselsatte_innvkat_alder,prosent
1573,alle,alle,2006,68.48,sysselsatte_innvkat_alder,prosent
1573,befolkningen_ellers,alle,2006,68.80,sysselsatte_innvkat_alder,prosent
1573,innvandrere,alle,2006,57.14,sysselsatte_innvkat_alder,prosent
1576,alle,alle,2006,69.69,sysselsatte_innvkat_alder,prosent
1576,befolkningen_ellers,alle,2006,69.80,sysselsatte_innvkat_alder,prosent
1576,innvandrere,alle,2006,64.91,sysselsatte_innvkat_alder,prosent
1601,alle,alle,2006,70.11,sysselsatte_innvkat_alder,prosent
1601,befolkningen_ellers,alle,2006,71.07,sysselsatte_innvkat_alder,prosent
1601,innvandrere,alle,2006,59.02,sysselsatte_innvkat_alder,prosent
1612,alle,alle,2006,66.99,sysselsatte_innvkat_alder,prosent
1612,befolkningen_ellers,alle,2006,67.67,sysselsatte_innvkat_alder,prosent
1612,innvandrere,alle,2006,44.44,sysselsatte_innvkat_alder,prosent
1613,alle,alle,2006,72.17,sysselsatte_innvkat_alder,prosent
1613,befolkningen_ellers,alle,2006,72.54,sysselsatte_innvkat_alder,prosent
1613,innvandrere,alle,2006,60.00,sysselsatte_innvkat_alder,prosent
1617,alle,alle,2006,68.14,sysselsatte_innvkat_alder,prosent
1617,befolkningen_ellers,alle,2006,67.63,sysselsatte_innvkat_alder,prosent
1617,innvandrere,alle,2006,79.07,sysselsatte_innvkat_alder,prosent
1620,alle,alle,2006,70.39,sysselsatte_innvkat_alder,prosent
1620,befolkningen_ellers,alle,2006,69.97,sysselsatte_innvkat_alder,prosent
1620,innvandrere,alle,2006,78.57,sysselsatte_innvkat_alder,prosent
1621,alle,alle,2006,67.14,sysselsatte_innvkat_alder,prosent
1621,befolkningen_ellers,alle,2006,67.44,sysselsatte_innvkat_alder,prosent
1621,innvandrere,alle,2006,55.67,sysselsatte_innvkat_alder,prosent
1622,alle,alle,2006,71.82,sysselsatte_innvkat_alder,prosent
1622,befolkningen_ellers,alle,2006,72.57,sysselsatte_innvkat_alder,prosent
1622,innvandrere,alle,2006,54.00,sysselsatte_innvkat_alder,prosent
1624,alle,alle,2006,69.73,sysselsatte_innvkat_alder,prosent
1624,befolkningen_ellers,alle,2006,69.99,sysselsatte_innvkat_alder,prosent
1624,innvandrere,alle,2006,62.07,sysselsatte_innvkat_alder,prosent
1627,alle,alle,2006,65.09,sysselsatte_innvkat_alder,prosent
1627,befolkningen_ellers,alle,2006,65.07,sysselsatte_innvkat_alder,prosent
1627,innvandrere,alle,2006,65.93,sysselsatte_innvkat_alder,prosent
1630,alle,alle,2006,70.22,sysselsatte_innvkat_alder,prosent
1630,befolkningen_ellers,alle,2006,70.38,sysselsatte_innvkat_alder,prosent
1630,innvandrere,alle,2006,57.14,sysselsatte_innvkat_alder,prosent
1632,alle,alle,2006,70.36,sysselsatte_innvkat_alder,prosent
1632,befolkningen_ellers,alle,2006,70.46,sysselsatte_innvkat_alder,prosent
1632,innvandrere,alle,2006,63.64,sysselsatte_innvkat_alder,prosent
1633,alle,alle,2006,71.60,sysselsatte_innvkat_alder,prosent
1633,befolkningen_ellers,alle,2006,71.78,sysselsatte_innvkat_alder,prosent
1633,innvandrere,alle,2006,50.00,sysselsatte_innvkat_alder,prosent
1634,alle,alle,2006,72.22,sysselsatte_innvkat_alder,prosent
1634,befolkningen_ellers,alle,2006,72.45,sysselsatte_innvkat_alder,prosent
1634,innvandrere,alle,2006,67.00,sysselsatte_innvkat_alder,prosent
1635,alle,alle,2006,72.61,sysselsatte_innvkat_alder,prosent
1635,befolkningen_ellers,alle,2006,72.83,sysselsatte_innvkat_alder,prosent
1635,innvandrere,alle,2006,60.61,sysselsatte_innvkat_alder,prosent
1636,alle,alle,2006,67.54,sysselsatte_innvkat_alder,prosent
1636,befolkningen_ellers,alle,2006,67.75,sysselsatte_innvkat_alder,prosent
1636,innvandrere,alle,2006,56.00,sysselsatte_innvkat_alder,prosent
1638,alle,alle,2006,69.89,sysselsatte_innvkat_alder,prosent
1638,befolkningen_ellers,alle,2006,70.22,sysselsatte_innvkat_alder,prosent
1638,innvandrere,alle,2006,62.39,sysselsatte_innvkat_alder,prosent
1640,alle,alle,2006,75.62,sysselsatte_innvkat_alder,prosent
1640,befolkningen_ellers,alle,2006,75.38,sysselsatte_innvkat_alder,prosent
1640,innvandrere,alle,2006,80.30,sysselsatte_innvkat_alder,prosent
1644,alle,alle,2006,72.19,sysselsatte_innvkat_alder,prosent
1644,befolkningen_ellers,alle,2006,72.26,sysselsatte_innvkat_alder,prosent
1644,innvandrere,alle,2006,69.44,sysselsatte_innvkat_alder,prosent
1648,alle,alle,2006,74.39,sysselsatte_innvkat_alder,prosent
1648,befolkningen_ellers,alle,2006,74.49,sysselsatte_innvkat_alder,prosent
1648,innvandrere,alle,2006,72.25,sysselsatte_innvkat_alder,prosent
1653,alle,alle,2006,72.06,sysselsatte_innvkat_alder,prosent
1653,befolkningen_ellers,alle,2006,72.71,sysselsatte_innvkat_alder,prosent
1653,innvandrere,alle,2006,52.29,sysselsatte_innvkat_alder,prosent
1657,alle,alle,2006,72.29,sysselsatte_innvkat_alder,prosent
1657,befolkningen_ellers,alle,2006,72.66,sysselsatte_innvkat_alder,prosent
1657,innvandrere,alle,2006,59.02,sysselsatte_innvkat_alder,prosent
1662,alle,alle,2006,73.58,sysselsatte_innvkat_alder,prosent
1662,befolkningen_ellers,alle,2006,74.00,sysselsatte_innvkat_alder,prosent
1662,innvandrere,alle,2006,63.09,sysselsatte_innvkat_alder,prosent
1663,alle,alle,2006,71.64,sysselsatte_innvkat_alder,prosent
1663,befolkningen_ellers,alle,2006,72.01,sysselsatte_innvkat_alder,prosent
1663,innvandrere,alle,2006,63.66,sysselsatte_innvkat_alder,prosent
1664,alle,alle,2006,74.75,sysselsatte_innvkat_alder,prosent
1664,befolkningen_ellers,alle,2006,75.12,sysselsatte_innvkat_alder,prosent
1664,innvandrere,alle,2006,56.36,sysselsatte_innvkat_alder,prosent
1665,alle,alle,2006,73.37,sysselsatte_innvkat_alder,prosent
1665,befolkningen_ellers,alle,2006,73.11,sysselsatte_innvkat_alder,prosent
1665,innvandrere,alle,2006,82.35,sysselsatte_innvkat_alder,prosent
1702,alle,alle,2006,67.55,sysselsatte_innvkat_alder,prosent
1702,befolkningen_ellers,alle,2006,68.16,sysselsatte_innvkat_alder,prosent
1702,innvandrere,alle,2006,49.28,sysselsatte_innvkat_alder,prosent
1703,alle,alle,2006,69.77,sysselsatte_innvkat_alder,prosent
1703,befolkningen_ellers,alle,2006,70.32,sysselsatte_innvkat_alder,prosent
1703,innvandrere,alle,2006,58.29,sysselsatte_innvkat_alder,prosent
1711,alle,alle,2006,65.96,sysselsatte_innvkat_alder,prosent
1711,befolkningen_ellers,alle,2006,67.07,sysselsatte_innvkat_alder,prosent
1711,innvandrere,alle,2006,45.56,sysselsatte_innvkat_alder,prosent
1714,alle,alle,2006,70.93,sysselsatte_innvkat_alder,prosent
1714,befolkningen_ellers,alle,2006,71.53,sysselsatte_innvkat_alder,prosent
1714,innvandrere,alle,2006,55.39,sysselsatte_innvkat_alder,prosent
1717,alle,alle,2006,67.18,sysselsatte_innvkat_alder,prosent
1717,befolkningen_ellers,alle,2006,67.55,sysselsatte_innvkat_alder,prosent
1717,innvandrere,alle,2006,52.38,sysselsatte_innvkat_alder,prosent
1718,alle,alle,2006,69.04,sysselsatte_innvkat_alder,prosent
1718,befolkningen_ellers,alle,2006,69.34,sysselsatte_innvkat_alder,prosent
1718,innvandrere,alle,2006,59.74,sysselsatte_innvkat_alder,prosent
1719,alle,alle,2006,68.43,sysselsatte_innvkat_alder,prosent
1719,befolkningen_ellers,alle,2006,69.11,sysselsatte_innvkat_alder,prosent
1719,innvandrere,alle,2006,53.02,sysselsatte_innvkat_alder,prosent
1721,alle,alle,2006,68.08,sysselsatte_innvkat_alder,prosent
1721,befolkningen_ellers,alle,2006,68.74,sysselsatte_innvkat_alder,prosent
1721,innvandrere,alle,2006,46.69,sysselsatte_innvkat_alder,prosent
1723,alle,alle,2006,72.20,sysselsatte_innvkat_alder,prosent
1723,befolkningen_ellers,alle,2006,72.50,sysselsatte_innvkat_alder,prosent
1723,innvandrere,alle,2006,50.00,sysselsatte_innvkat_alder,prosent
1724,alle,alle,2006,58.19,sysselsatte_innvkat_alder,prosent
1724,befolkningen_ellers,alle,2006,57.08,sysselsatte_innvkat_alder,prosent
1724,innvandrere,alle,2006,79.35,sysselsatte_innvkat_alder,prosent
1725,alle,alle,2006,67.35,sysselsatte_innvkat_alder,prosent
1725,befolkningen_ellers,alle,2006,68.13,sysselsatte_innvkat_alder,prosent
1725,innvandrere,alle,2006,39.39,sysselsatte_innvkat_alder,prosent
1729,alle,alle,2006,69.55,sysselsatte_innvkat_alder,prosent
1729,befolkningen_ellers,alle,2006,70.07,sysselsatte_innvkat_alder,prosent
1729,innvandrere,alle,2006,56.05,sysselsatte_innvkat_alder,prosent
1736,alle,alle,2006,71.87,sysselsatte_innvkat_alder,prosent
1736,befolkningen_ellers,alle,2006,71.62,sysselsatte_innvkat_alder,prosent
1736,innvandrere,alle,2006,82.86,sysselsatte_innvkat_alder,prosent
1738,alle,alle,2006,74.59,sysselsatte_innvkat_alder,prosent
1738,befolkningen_ellers,alle,2006,74.87,sysselsatte_innvkat_alder,prosent
1738,innvandrere,alle,2006,68.75,sysselsatte_innvkat_alder,prosent
1739,alle,alle,2006,73.06,sysselsatte_innvkat_alder,prosent
1739,befolkningen_ellers,alle,2006,72.75,sysselsatte_innvkat_alder,prosent
1739,innvandrere,alle,2006,78.95,sysselsatte_innvkat_alder,prosent
1740,alle,alle,2006,68.73,sysselsatte_innvkat_alder,prosent
1740,befolkningen_ellers,alle,2006,69.00,sysselsatte_innvkat_alder,prosent
1740,innvandrere,alle,2006,60.00,sysselsatte_innvkat_alder,prosent
1742,alle,alle,2006,71.07,sysselsatte_innvkat_alder,prosent
1742,befolkningen_ellers,alle,2006,72.04,sysselsatte_innvkat_alder,prosent
1742,innvandrere,alle,2006,45.00,sysselsatte_innvkat_alder,prosent
1743,alle,alle,2006,71.43,sysselsatte_innvkat_alder,prosent
1743,befolkningen_ellers,alle,2006,71.41,sysselsatte_innvkat_alder,prosent
1743,innvandrere,alle,2006,72.73,sysselsatte_innvkat_alder,prosent
1744,alle,alle,2006,72.72,sysselsatte_innvkat_alder,prosent
1744,befolkningen_ellers,alle,2006,72.69,sysselsatte_innvkat_alder,prosent
1744,innvandrere,alle,2006,75.00,sysselsatte_innvkat_alder,prosent
1748,alle,alle,2006,66.14,sysselsatte_innvkat_alder,prosent
1748,befolkningen_ellers,alle,2006,65.80,sysselsatte_innvkat_alder,prosent
1748,innvandrere,alle,2006,81.82,sysselsatte_innvkat_alder,prosent
1749,alle,alle,2006,68.91,sysselsatte_innvkat_alder,prosent
1749,befolkningen_ellers,alle,2006,69.12,sysselsatte_innvkat_alder,prosent
1749,innvandrere,alle,2006,57.14,sysselsatte_innvkat_alder,prosent
1750,alle,alle,2006,72.06,sysselsatte_innvkat_alder,prosent
1750,befolkningen_ellers,alle,2006,72.27,sysselsatte_innvkat_alder,prosent
1750,innvandrere,alle,2006,63.89,sysselsatte_innvkat_alder,prosent
1751,alle,alle,2006,66.69,sysselsatte_innvkat_alder,prosent
1751,befolkningen_ellers,alle,2006,66.82,sysselsatte_innvkat_alder,prosent
1751,innvandrere,alle,2006,61.45,sysselsatte_innvkat_alder,prosent
1755,alle,alle,2006,64.57,sysselsatte_innvkat_alder,prosent
1755,befolkningen_ellers,alle,2006,65.20,sysselsatte_innvkat_alder,prosent
1755,innvandrere,alle,2006,46.67,sysselsatte_innvkat_alder,prosent
1804,alle,alle,2006,72.23,sysselsatte_innvkat_alder,prosent
1804,befolkningen_ellers,alle,2006,72.81,sysselsatte_innvkat_alder,prosent
1804,innvandrere,alle,2006,60.14,sysselsatte_innvkat_alder,prosent
1805,alle,alle,2006,64.31,sysselsatte_innvkat_alder,prosent
1805,befolkningen_ellers,alle,2006,64.92,sysselsatte_innvkat_alder,prosent
1805,innvandrere,alle,2006,55.95,sysselsatte_innvkat_alder,prosent
1811,alle,alle,2006,64.60,sysselsatte_innvkat_alder,prosent
1811,befolkningen_ellers,alle,2006,64.57,sysselsatte_innvkat_alder,prosent
1811,innvandrere,alle,2006,66.67,sysselsatte_innvkat_alder,prosent
1812,alle,alle,2006,68.36,sysselsatte_innvkat_alder,prosent
1812,befolkningen_ellers,alle,2006,68.59,sysselsatte_innvkat_alder,prosent
1812,innvandrere,alle,2006,60.00,sysselsatte_innvkat_alder,prosent
1813,alle,alle,2006,68.35,sysselsatte_innvkat_alder,prosent
1813,befolkningen_ellers,alle,2006,68.87,sysselsatte_innvkat_alder,prosent
1813,innvandrere,alle,2006,55.00,sysselsatte_innvkat_alder,prosent
1815,alle,alle,2006,66.20,sysselsatte_innvkat_alder,prosent
1815,befolkningen_ellers,alle,2006,65.91,sysselsatte_innvkat_alder,prosent
1815,innvandrere,alle,2006,85.71,sysselsatte_innvkat_alder,prosent
1816,alle,alle,2006,70.00,sysselsatte_innvkat_alder,prosent
1816,befolkningen_ellers,alle,2006,69.92,sysselsatte_innvkat_alder,prosent
1816,innvandrere,alle,2006,72.73,sysselsatte_innvkat_alder,prosent
1818,alle,alle,2006,67.18,sysselsatte_innvkat_alder,prosent
1818,befolkningen_ellers,alle,2006,67.31,sysselsatte_innvkat_alder,prosent
1818,innvandrere,alle,2006,62.07,sysselsatte_innvkat_alder,prosent
1820,alle,alle,2006,66.54,sysselsatte_innvkat_alder,prosent
1820,befolkningen_ellers,alle,2006,67.02,sysselsatte_innvkat_alder,prosent
1820,innvandrere,alle,2006,57.71,sysselsatte_innvkat_alder,prosent
1822,alle,alle,2006,63.47,sysselsatte_innvkat_alder,prosent
1822,befolkningen_ellers,alle,2006,64.44,sysselsatte_innvkat_alder,prosent
1822,innvandrere,alle,2006,41.79,sysselsatte_innvkat_alder,prosent
1824,alle,alle,2006,65.69,sysselsatte_innvkat_alder,prosent
1824,befolkningen_ellers,alle,2006,67.75,sysselsatte_innvkat_alder,prosent
1824,innvandrere,alle,2006,29.27,sysselsatte_innvkat_alder,prosent
1825,alle,alle,2006,64.56,sysselsatte_innvkat_alder,prosent
1825,befolkningen_ellers,alle,2006,64.70,sysselsatte_innvkat_alder,prosent
1825,innvandrere,alle,2006,58.33,sysselsatte_innvkat_alder,prosent
1826,alle,alle,2006,71.28,sysselsatte_innvkat_alder,prosent
1826,befolkningen_ellers,alle,2006,70.90,sysselsatte_innvkat_alder,prosent
1826,innvandrere,alle,2006,81.58,sysselsatte_innvkat_alder,prosent
1827,alle,alle,2006,68.08,sysselsatte_innvkat_alder,prosent
1827,befolkningen_ellers,alle,2006,68.59,sysselsatte_innvkat_alder,prosent
1827,innvandrere,alle,2006,55.00,sysselsatte_innvkat_alder,prosent
1828,alle,alle,2006,66.64,sysselsatte_innvkat_alder,prosent
1828,befolkningen_ellers,alle,2006,67.28,sysselsatte_innvkat_alder,prosent
