aar,bydel_nr,botid_5,tabellvariabel,tabell_navn,enhet
2011,030102,5_9,0.64,sysselsatte_botid,prosent
2011,030102,alle,0.63,sysselsatte_botid,prosent
2011,030103,0_4,0.65,sysselsatte_botid,prosent
2011,030103,10+,0.58,sysselsatte_botid,prosent
2011,030103,5_9,0.65,sysselsatte_botid,prosent
2011,030103,alle,0.61,sysselsatte_botid,prosent
2011,030104,0_4,0.65,sysselsatte_botid,prosent
2011,030104,10+,0.60,sysselsatte_botid,prosent
2011,030104,5_9,0.64,sysselsatte_botid,prosent
2011,030104,alle,0.62,sysselsatte_botid,prosent
2011,030105,0_4,0.68,sysselsatte_botid,prosent
2011,030105,10+,0.59,sysselsatte_botid,prosent
2011,030105,5_9,0.63,sysselsatte_botid,prosent
2011,030105,alle,0.63,sysselsatte_botid,prosent
2011,030106,0_4,0.66,sysselsatte_botid,prosent
2011,030106,10+,0.61,sysselsatte_botid,prosent
2011,030106,5_9,0.66,sysselsatte_botid,prosent
2011,030106,alle,0.64,sysselsatte_botid,prosent
2011,030107,0_4,0.66,sysselsatte_botid,prosent
2011,030107,10+,0.59,sysselsatte_botid,prosent
2011,030107,5_9,0.62,sysselsatte_botid,prosent
2011,030107,alle,0.61,sysselsatte_botid,prosent
2011,030108,0_4,0.60,sysselsatte_botid,prosent
2011,030108,10+,0.57,sysselsatte_botid,prosent
2011,030108,5_9,0.65,sysselsatte_botid,prosent
2011,030108,alle,0.59,sysselsatte_botid,prosent
2011,030109,0_4,0.67,sysselsatte_botid,prosent
2011,030109,10+,0.56,sysselsatte_botid,prosent
2011,030109,5_9,0.64,sysselsatte_botid,prosent
2011,030109,alle,0.60,sysselsatte_botid,prosent
2011,030110,0_4,0.62,sysselsatte_botid,prosent
2011,030110,10+,0.56,sysselsatte_botid,prosent
2011,030110,5_9,0.59,sysselsatte_botid,prosent
2011,030110,alle,0.58,sysselsatte_botid,prosent
2011,030111,0_4,0.56,sysselsatte_botid,prosent
2011,030111,10+,0.59,sysselsatte_botid,prosent
2011,030111,5_9,0.60,sysselsatte_botid,prosent
2011,030111,alle,0.58,sysselsatte_botid,prosent
2011,030112,0_4,0.65,sysselsatte_botid,prosent
2011,030112,10+,0.62,sysselsatte_botid,prosent
2011,030112,5_9,0.71,sysselsatte_botid,prosent
2011,030112,alle,0.64,sysselsatte_botid,prosent
2011,030113,0_4,0.65,sysselsatte_botid,prosent
2011,030113,10+,0.61,sysselsatte_botid,prosent
2011,030113,5_9,0.64,sysselsatte_botid,prosent
2011,030113,alle,0.63,sysselsatte_botid,prosent
2011,030114,0_4,0.61,sysselsatte_botid,prosent
2011,030114,10+,0.62,sysselsatte_botid,prosent
2011,030114,5_9,0.68,sysselsatte_botid,prosent
2011,030114,alle,0.63,sysselsatte_botid,prosent
2011,030115,0_4,0.60,sysselsatte_botid,prosent
2011,030115,10+,0.62,sysselsatte_botid,prosent
2011,030115,5_9,0.62,sysselsatte_botid,prosent
2011,030115,alle,0.61,sysselsatte_botid,prosent
2011,030116,0_4,0.54,sysselsatte_botid,prosent
2011,030116,10+,0.61,sysselsatte_botid,prosent
2011,030116,5_9,0.70,sysselsatte_botid,prosent
2011,030116,alle,0.61,sysselsatte_botid,prosent
2011,030117,0_4,0.52,sysselsatte_botid,prosent
2011,030117,10+,0.53,sysselsatte_botid,prosent
2011,030117,5_9,0.52,sysselsatte_botid,prosent
2011,030117,alle,0.52,sysselsatte_botid,prosent
2011,030199,0_4,0.19,sysselsatte_botid,prosent
2011,030199,10+,0.23,sysselsatte_botid,prosent
2011,030199,5_9,0.23,sysselsatte_botid,prosent
2011,030199,alle,0.22,sysselsatte_botid,prosent
2012,00,0_4,0.60,sysselsatte_botid,prosent
2012,00,10+,0.62,sysselsatte_botid,prosent
2012,00,5_9,0.69,sysselsatte_botid,prosent
2012,00,alle,0.63,sysselsatte_botid,prosent
2012,030101,0_4,0.69,sysselsatte_botid,prosent
2012,030101,10+,0.58,sysselsatte_botid,prosent
2012,030101,5_9,0.67,sysselsatte_botid,prosent
2012,030101,alle,0.64,sysselsatte_botid,prosent
2012,030102,0_4,0.67,sysselsatte_botid,prosent
2012,030102,10+,0.59,sysselsatte_botid,prosent
2012,030102,5_9,0.67,sysselsatte_botid,prosent
2012,030102,alle,0.63,sysselsatte_botid,prosent
2012,030103,0_4,0.66,sysselsatte_botid,prosent
2012,030103,10+,0.58,sysselsatte_botid,prosent
2012,030103,5_9,0.69,sysselsatte_botid,prosent
2012,030103,alle,0.62,sysselsatte_botid,prosent
2012,030104,0_4,0.65,sysselsatte_botid,prosent
2012,030104,10+,0.58,sysselsatte_botid,prosent
2012,030104,5_9,0.67,sysselsatte_botid,prosent
2012,030104,alle,0.62,sysselsatte_botid,prosent
2012,030105,0_4,0.69,sysselsatte_botid,prosent
2012,030105,10+,0.59,sysselsatte_botid,prosent
2012,030105,5_9,0.69,sysselsatte_botid,prosent
2012,030105,alle,0.65,sysselsatte_botid,prosent
2012,030106,0_4,0.67,sysselsatte_botid,prosent
2012,030106,10+,0.60,sysselsatte_botid,prosent
2012,030106,5_9,0.69,sysselsatte_botid,prosent
2012,030106,alle,0.64,sysselsatte_botid,prosent
2012,030107,0_4,0.66,sysselsatte_botid,prosent
2012,030107,10+,0.59,sysselsatte_botid,prosent
2012,030107,5_9,0.68,sysselsatte_botid,prosent
2012,030107,alle,0.62,sysselsatte_botid,prosent
2012,030108,0_4,0.61,sysselsatte_botid,prosent
2012,030108,10+,0.58,sysselsatte_botid,prosent
2012,030108,5_9,0.69,sysselsatte_botid,prosent
2012,030108,alle,0.61,sysselsatte_botid,prosent
2012,030109,0_4,0.65,sysselsatte_botid,prosent
2012,030109,10+,0.58,sysselsatte_botid,prosent
2012,030109,5_9,0.64,sysselsatte_botid,prosent
2012,030109,alle,0.61,sysselsatte_botid,prosent
2012,030110,0_4,0.63,sysselsatte_botid,prosent
2012,030110,10+,0.56,sysselsatte_botid,prosent
2012,030110,5_9,0.65,sysselsatte_botid,prosent
2012,030110,alle,0.59,sysselsatte_botid,prosent
2012,030111,0_4,0.54,sysselsatte_botid,prosent
2012,030111,10+,0.58,sysselsatte_botid,prosent
2012,030111,5_9,0.62,sysselsatte_botid,prosent
2012,030111,alle,0.57,sysselsatte_botid,prosent
2012,030112,0_4,0.66,sysselsatte_botid,prosent
2012,030112,10+,0.63,sysselsatte_botid,prosent
2012,030112,5_9,0.70,sysselsatte_botid,prosent
2012,030112,alle,0.65,sysselsatte_botid,prosent
2012,030113,0_4,0.64,sysselsatte_botid,prosent
2012,030113,10+,0.60,sysselsatte_botid,prosent
2012,030113,5_9,0.65,sysselsatte_botid,prosent
2012,030113,alle,0.62,sysselsatte_botid,prosent
2012,030114,0_4,0.60,sysselsatte_botid,prosent
2012,030114,10+,0.61,sysselsatte_botid,prosent
2012,030114,5_9,0.68,sysselsatte_botid,prosent
2012,030114,alle,0.63,sysselsatte_botid,prosent
2012,030115,0_4,0.57,sysselsatte_botid,prosent
2012,030115,10+,0.62,sysselsatte_botid,prosent
2012,030115,5_9,0.64,sysselsatte_botid,prosent
2012,030115,alle,0.61,sysselsatte_botid,prosent
2012,030116,0_4,0.52,sysselsatte_botid,prosent
2012,030116,10+,0.61,sysselsatte_botid,prosent
2012,030116,5_9,0.73,sysselsatte_botid,prosent
2012,030116,alle,0.61,sysselsatte_botid,prosent
2012,030117,0_4,0.51,sysselsatte_botid,prosent
2012,030117,10+,0.52,sysselsatte_botid,prosent
2012,030117,5_9,0.57,sysselsatte_botid,prosent
2012,030117,alle,0.53,sysselsatte_botid,prosent
2012,030199,0_4,0.38,sysselsatte_botid,prosent
2012,030199,10+,0.27,sysselsatte_botid,prosent
2012,030199,5_9,0.33,sysselsatte_botid,prosent
2012,030199,alle,0.34,sysselsatte_botid,prosent
2013,00,0_4,0.60,sysselsatte_botid,prosent
2013,00,10+,0.63,sysselsatte_botid,prosent
2013,00,5_9,0.70,sysselsatte_botid,prosent
2013,00,alle,0.63,sysselsatte_botid,prosent
2013,030101,0_4,0.69,sysselsatte_botid,prosent
2013,030101,10+,0.59,sysselsatte_botid,prosent
2013,030101,5_9,0.69,sysselsatte_botid,prosent
2013,030101,alle,0.65,sysselsatte_botid,prosent
2013,030102,0_4,0.66,sysselsatte_botid,prosent
2013,030102,10+,0.59,sysselsatte_botid,prosent
2013,030102,5_9,0.69,sysselsatte_botid,prosent
2013,030102,alle,0.63,sysselsatte_botid,prosent
2013,030103,0_4,0.66,sysselsatte_botid,prosent
2013,030103,10+,0.58,sysselsatte_botid,prosent
2013,030103,5_9,0.68,sysselsatte_botid,prosent
2013,030103,alle,0.62,sysselsatte_botid,prosent
2013,030104,0_4,0.67,sysselsatte_botid,prosent
2013,030104,10+,0.59,sysselsatte_botid,prosent
2013,030104,5_9,0.69,sysselsatte_botid,prosent
2013,030104,alle,0.64,sysselsatte_botid,prosent
2013,030105,0_4,0.69,sysselsatte_botid,prosent
2013,030105,10+,0.59,sysselsatte_botid,prosent
2013,030105,5_9,0.73,sysselsatte_botid,prosent
2013,030105,alle,0.65,sysselsatte_botid,prosent
2013,030106,0_4,0.66,sysselsatte_botid,prosent
2013,030106,10+,0.60,sysselsatte_botid,prosent
2013,030106,5_9,0.70,sysselsatte_botid,prosent
2013,030106,alle,0.64,sysselsatte_botid,prosent
2013,030107,0_4,0.66,sysselsatte_botid,prosent
2013,030107,10+,0.58,sysselsatte_botid,prosent
2013,030107,5_9,0.70,sysselsatte_botid,prosent
2013,030107,alle,0.63,sysselsatte_botid,prosent
2013,030108,0_4,0.61,sysselsatte_botid,prosent
2013,030108,10+,0.59,sysselsatte_botid,prosent
2013,030108,5_9,0.71,sysselsatte_botid,prosent
2013,030108,alle,0.62,sysselsatte_botid,prosent
2013,030109,0_4,0.64,sysselsatte_botid,prosent
2013,030109,10+,0.57,sysselsatte_botid,prosent
2013,030109,5_9,0.65,sysselsatte_botid,prosent
2013,030109,alle,0.61,sysselsatte_botid,prosent
2013,030110,0_4,0.66,sysselsatte_botid,prosent
2013,030110,10+,0.56,sysselsatte_botid,prosent
2013,030110,5_9,0.66,sysselsatte_botid,prosent
2013,030110,alle,0.60,sysselsatte_botid,prosent
2013,030111,0_4,0.56,sysselsatte_botid,prosent
2013,030111,10+,0.58,sysselsatte_botid,prosent
2013,030111,5_9,0.64,sysselsatte_botid,prosent
2013,030111,alle,0.58,sysselsatte_botid,prosent
2013,030112,0_4,0.70,sysselsatte_botid,prosent
2013,030112,10+,0.61,sysselsatte_botid,prosent
2013,030112,5_9,0.73,sysselsatte_botid,prosent
2013,030112,alle,0.66,sysselsatte_botid,prosent
2013,030113,0_4,0.66,sysselsatte_botid,prosent
2013,030113,10+,0.60,sysselsatte_botid,prosent
2013,030113,5_9,0.66,sysselsatte_botid,prosent
2013,030113,alle,0.62,sysselsatte_botid,prosent
2013,030114,0_4,0.60,sysselsatte_botid,prosent
2013,030114,10+,0.63,sysselsatte_botid,prosent
2013,030114,5_9,0.73,sysselsatte_botid,prosent
2013,030114,alle,0.64,sysselsatte_botid,prosent
2013,030115,0_4,0.60,sysselsatte_botid,prosent
2013,030115,10+,0.61,sysselsatte_botid,prosent
2013,030115,5_9,0.63,sysselsatte_botid,prosent
2013,030115,alle,0.61,sysselsatte_botid,prosent
2013,030116,0_4,0.56,sysselsatte_botid,prosent
2013,030116,10+,0.60,sysselsatte_botid,prosent
2013,030116,5_9,0.70,sysselsatte_botid,prosent
2013,030116,alle,0.61,sysselsatte_botid,prosent
2013,030117,0_4,0.54,sysselsatte_botid,prosent
2013,030117,10+,0.53,sysselsatte_botid,prosent
2013,030117,5_9,0.60,sysselsatte_botid,prosent
2013,030117,alle,0.54,sysselsatte_botid,prosent
2013,030199,0_4,0.36,sysselsatte_botid,prosent
2013,030199,10+,0.30,sysselsatte_botid,prosent
2013,030199,5_9,0.34,sysselsatte_botid,prosent
2013,030199,alle,0.34,sysselsatte_botid,prosent
2014,00,0_4,0.60,sysselsatte_botid,prosent
2014,00,10+,0.63,sysselsatte_botid,prosent
2014,00,5_9,0.71,sysselsatte_botid,prosent
2014,00,alle,0.63,sysselsatte_botid,prosent
2014,030101,0_4,0.70,sysselsatte_botid,prosent
2014,030101,10+,0.59,sysselsatte_botid,prosent
2014,030101,5_9,0.70,sysselsatte_botid,prosent
2014,030101,alle,0.65,sysselsatte_botid,prosent
2014,030102,0_4,0.69,sysselsatte_botid,prosent
2014,030102,10+,0.60,sysselsatte_botid,prosent
2014,030102,5_9,0.69,sysselsatte_botid,prosent
2014,030102,alle,0.65,sysselsatte_botid,prosent
2014,030103,0_4,0.67,sysselsatte_botid,prosent
2014,030103,10+,0.58,sysselsatte_botid,prosent
2014,030103,5_9,0.70,sysselsatte_botid,prosent
2014,030103,alle,0.63,sysselsatte_botid,prosent
2014,030104,0_4,0.66,sysselsatte_botid,prosent
2014,030104,10+,0.59,sysselsatte_botid,prosent
2014,030104,5_9,0.71,sysselsatte_botid,prosent
2014,030104,alle,0.64,sysselsatte_botid,prosent
2014,030105,0_4,0.69,sysselsatte_botid,prosent
2014,030105,10+,0.61,sysselsatte_botid,prosent
2014,030105,5_9,0.72,sysselsatte_botid,prosent
2014,030105,alle,0.66,sysselsatte_botid,prosent
2014,030106,0_4,0.69,sysselsatte_botid,prosent
2014,030106,10+,0.60,sysselsatte_botid,prosent
2014,030106,5_9,0.69,sysselsatte_botid,prosent
2014,030106,alle,0.64,sysselsatte_botid,prosent
2014,030107,0_4,0.66,sysselsatte_botid,prosent
2014,030107,10+,0.58,sysselsatte_botid,prosent
2014,030107,5_9,0.70,sysselsatte_botid,prosent
2014,030107,alle,0.63,sysselsatte_botid,prosent
2014,030108,0_4,0.62,sysselsatte_botid,prosent
2014,030108,10+,0.60,sysselsatte_botid,prosent
2014,030108,5_9,0.71,sysselsatte_botid,prosent
2014,030108,alle,0.63,sysselsatte_botid,prosent
2014,030109,0_4,0.64,sysselsatte_botid,prosent
2014,030109,10+,0.57,sysselsatte_botid,prosent
2014,030109,5_9,0.67,sysselsatte_botid,prosent
2014,030109,alle,0.61,sysselsatte_botid,prosent
2014,030110,0_4,0.64,sysselsatte_botid,prosent
2014,030110,10+,0.57,sysselsatte_botid,prosent
2014,030110,5_9,0.66,sysselsatte_botid,prosent
2014,030110,alle,0.60,sysselsatte_botid,prosent
2014,030111,0_4,0.55,sysselsatte_botid,prosent
2014,030111,10+,0.59,sysselsatte_botid,prosent
2014,030111,5_9,0.65,sysselsatte_botid,prosent
2014,030111,alle,0.58,sysselsatte_botid,prosent
2014,030112,0_4,0.67,sysselsatte_botid,prosent
2014,030112,10+,0.63,sysselsatte_botid,prosent
2014,030112,5_9,0.72,sysselsatte_botid,prosent
2014,030112,alle,0.66,sysselsatte_botid,prosent
2014,030113,0_4,0.65,sysselsatte_botid,prosent
2014,030113,10+,0.61,sysselsatte_botid,prosent
2014,030113,5_9,0.68,sysselsatte_botid,prosent
2014,030113,alle,0.63,sysselsatte_botid,prosent
2014,030114,0_4,0.62,sysselsatte_botid,prosent
2014,030114,10+,0.62,sysselsatte_botid,prosent
2014,030114,5_9,0.70,sysselsatte_botid,prosent
2014,030114,alle,0.64,sysselsatte_botid,prosent
2014,030115,0_4,0.60,sysselsatte_botid,prosent
2014,030115,10+,0.61,sysselsatte_botid,prosent
2014,030115,5_9,0.68,sysselsatte_botid,prosent
2014,030115,alle,0.62,sysselsatte_botid,prosent
2014,030116,0_4,0.57,sysselsatte_botid,prosent
2014,030116,10+,0.60,sysselsatte_botid,prosent
2014,030116,5_9,0.73,sysselsatte_botid,prosent
2014,030116,alle,0.62,sysselsatte_botid,prosent
2014,030117,0_4,0.56,sysselsatte_botid,prosent
2014,030117,10+,0.53,sysselsatte_botid,prosent
2014,030117,5_9,0.60,sysselsatte_botid,prosent
2014,030117,alle,0.55,sysselsatte_botid,prosent
2014,030199,0_4,0.35,sysselsatte_botid,prosent
2014,030199,10+,0.33,sysselsatte_botid,prosent
2014,030199,5_9,0.37,sysselsatte_botid,prosent
2014,030199,alle,0.35,sysselsatte_botid,prosent
