kommune_nr,botid_5,aar,tabellvariabel,tabellnavn,enhet
1135,5_9,2014,68,sysselsatte_botid,personer
1135,alle,2014,203,sysselsatte_botid,personer
1141,0_4,2014,148,sysselsatte_botid,personer
1141,10+,2014,64,sysselsatte_botid,personer
1141,5_9,2014,112,sysselsatte_botid,personer
1141,alle,2014,324,sysselsatte_botid,personer
1142,0_4,2014,123,sysselsatte_botid,personer
1142,10+,2014,94,sysselsatte_botid,personer
1142,5_9,2014,120,sysselsatte_botid,personer
1142,alle,2014,337,sysselsatte_botid,personer
1144,0_4,2014,10,sysselsatte_botid,personer
1144,10+,2014,9,sysselsatte_botid,personer
1144,5_9,2014,11,sysselsatte_botid,personer
1144,alle,2014,30,sysselsatte_botid,personer
1145,0_4,2014,32,sysselsatte_botid,personer
1145,10+,2014,11,sysselsatte_botid,personer
1145,5_9,2014,9,sysselsatte_botid,personer
1145,alle,2014,52,sysselsatte_botid,personer
1146,0_4,2014,152,sysselsatte_botid,personer
1146,10+,2014,158,sysselsatte_botid,personer
1146,5_9,2014,165,sysselsatte_botid,personer
1146,alle,2014,475,sysselsatte_botid,personer
1149,0_4,2014,670,sysselsatte_botid,personer
1149,10+,2014,923,sysselsatte_botid,personer
1149,5_9,2014,668,sysselsatte_botid,personer
1149,alle,2014,2261,sysselsatte_botid,personer
1151,0_4,2014,4,sysselsatte_botid,personer
1151,10+,2014,3,sysselsatte_botid,personer
1151,5_9,2014,4,sysselsatte_botid,personer
1151,alle,2014,11,sysselsatte_botid,personer
1160,0_4,2014,352,sysselsatte_botid,personer
1160,10+,2014,145,sysselsatte_botid,personer
1160,5_9,2014,186,sysselsatte_botid,personer
1160,alle,2014,683,sysselsatte_botid,personer
1201,0_4,2014,9135,sysselsatte_botid,personer
1201,10+,2014,10280,sysselsatte_botid,personer
1201,5_9,2014,5732,sysselsatte_botid,personer
1201,alle,2014,25147,sysselsatte_botid,personer
1211,0_4,2014,140,sysselsatte_botid,personer
1211,10+,2014,70,sysselsatte_botid,personer
1211,5_9,2014,83,sysselsatte_botid,personer
1211,alle,2014,293,sysselsatte_botid,personer
1216,0_4,2014,111,sysselsatte_botid,personer
1216,10+,2014,82,sysselsatte_botid,personer
1216,5_9,2014,86,sysselsatte_botid,personer
1216,alle,2014,279,sysselsatte_botid,personer
1219,0_4,2014,223,sysselsatte_botid,personer
1219,10+,2014,194,sysselsatte_botid,personer
1219,5_9,2014,227,sysselsatte_botid,personer
1219,alle,2014,644,sysselsatte_botid,personer
1221,0_4,2014,454,sysselsatte_botid,personer
1221,10+,2014,399,sysselsatte_botid,personer
1221,5_9,2014,342,sysselsatte_botid,personer
1221,alle,2014,1195,sysselsatte_botid,personer
1222,0_4,2014,59,sysselsatte_botid,personer
1222,10+,2014,36,sysselsatte_botid,personer
1222,5_9,2014,48,sysselsatte_botid,personer
1222,alle,2014,143,sysselsatte_botid,personer
1223,0_4,2014,54,sysselsatte_botid,personer
1223,10+,2014,39,sysselsatte_botid,personer
1223,5_9,2014,46,sysselsatte_botid,personer
1223,alle,2014,139,sysselsatte_botid,personer
1224,0_4,2014,189,sysselsatte_botid,personer
1224,10+,2014,195,sysselsatte_botid,personer
1224,5_9,2014,154,sysselsatte_botid,personer
1224,alle,2014,538,sysselsatte_botid,personer
1227,0_4,2014,18,sysselsatte_botid,personer
1227,10+,2014,10,sysselsatte_botid,personer
1227,5_9,2014,15,sysselsatte_botid,personer
1227,alle,2014,43,sysselsatte_botid,personer
1228,0_4,2014,136,sysselsatte_botid,personer
1228,10+,2014,144,sysselsatte_botid,personer
1228,5_9,2014,115,sysselsatte_botid,personer
1228,alle,2014,395,sysselsatte_botid,personer
1231,0_4,2014,85,sysselsatte_botid,personer
1231,10+,2014,59,sysselsatte_botid,personer
1231,5_9,2014,59,sysselsatte_botid,personer
1231,alle,2014,203,sysselsatte_botid,personer
1232,0_4,2014,25,sysselsatte_botid,personer
1232,10+,2014,18,sysselsatte_botid,personer
1232,5_9,2014,23,sysselsatte_botid,personer
1232,alle,2014,66,sysselsatte_botid,personer
1233,0_4,2014,32,sysselsatte_botid,personer
1233,10+,2014,32,sysselsatte_botid,personer
1233,5_9,2014,24,sysselsatte_botid,personer
1233,alle,2014,88,sysselsatte_botid,personer
1234,0_4,2014,25,sysselsatte_botid,personer
1234,10+,2014,5,sysselsatte_botid,personer
1234,5_9,2014,16,sysselsatte_botid,personer
1234,alle,2014,46,sysselsatte_botid,personer
1235,0_4,2014,277,sysselsatte_botid,personer
1235,10+,2014,202,sysselsatte_botid,personer
1235,5_9,2014,143,sysselsatte_botid,personer
1235,alle,2014,622,sysselsatte_botid,personer
1238,0_4,2014,200,sysselsatte_botid,personer
1238,10+,2014,111,sysselsatte_botid,personer
1238,5_9,2014,170,sysselsatte_botid,personer
1238,alle,2014,481,sysselsatte_botid,personer
1241,0_4,2014,66,sysselsatte_botid,personer
1241,10+,2014,53,sysselsatte_botid,personer
1241,5_9,2014,71,sysselsatte_botid,personer
1241,alle,2014,190,sysselsatte_botid,personer
1242,0_4,2014,30,sysselsatte_botid,personer
1242,10+,2014,49,sysselsatte_botid,personer
1242,5_9,2014,34,sysselsatte_botid,personer
1242,alle,2014,113,sysselsatte_botid,personer
1243,0_4,2014,450,sysselsatte_botid,personer
1243,10+,2014,437,sysselsatte_botid,personer
1243,5_9,2014,376,sysselsatte_botid,personer
1243,alle,2014,1263,sysselsatte_botid,personer
1244,0_4,2014,177,sysselsatte_botid,personer
1244,10+,2014,69,sysselsatte_botid,personer
1244,5_9,2014,113,sysselsatte_botid,personer
1244,alle,2014,359,sysselsatte_botid,personer
1245,0_4,2014,149,sysselsatte_botid,personer
1245,10+,2014,144,sysselsatte_botid,personer
1245,5_9,2014,144,sysselsatte_botid,personer
1245,alle,2014,437,sysselsatte_botid,personer
1246,0_4,2014,504,sysselsatte_botid,personer
1246,10+,2014,548,sysselsatte_botid,personer
1246,5_9,2014,377,sysselsatte_botid,personer
1246,alle,2014,1429,sysselsatte_botid,personer
1247,0_4,2014,462,sysselsatte_botid,personer
1247,10+,2014,545,sysselsatte_botid,personer
1247,5_9,2014,455,sysselsatte_botid,personer
1247,alle,2014,1462,sysselsatte_botid,personer
1251,0_4,2014,50,sysselsatte_botid,personer
1251,10+,2014,55,sysselsatte_botid,personer
1251,5_9,2014,66,sysselsatte_botid,personer
1251,alle,2014,171,sysselsatte_botid,personer
1252,0_4,2014,9,sysselsatte_botid,personer
1252,10+,2014,12,sysselsatte_botid,personer
1252,5_9,2014,5,sysselsatte_botid,personer
1252,alle,2014,26,sysselsatte_botid,personer
1253,0_4,2014,134,sysselsatte_botid,personer
1253,10+,2014,102,sysselsatte_botid,personer
1253,5_9,2014,180,sysselsatte_botid,personer
1253,alle,2014,416,sysselsatte_botid,personer
1256,0_4,2014,143,sysselsatte_botid,personer
1256,10+,2014,135,sysselsatte_botid,personer
1256,5_9,2014,120,sysselsatte_botid,personer
1256,alle,2014,398,sysselsatte_botid,personer
1259,0_4,2014,78,sysselsatte_botid,personer
1259,10+,2014,94,sysselsatte_botid,personer
1259,5_9,2014,84,sysselsatte_botid,personer
1259,alle,2014,256,sysselsatte_botid,personer
1260,0_4,2014,101,sysselsatte_botid,personer
1260,10+,2014,54,sysselsatte_botid,personer
1260,5_9,2014,132,sysselsatte_botid,personer
1260,alle,2014,287,sysselsatte_botid,personer
1263,0_4,2014,261,sysselsatte_botid,personer
1263,10+,2014,221,sysselsatte_botid,personer
1263,5_9,2014,259,sysselsatte_botid,personer
1263,alle,2014,741,sysselsatte_botid,personer
1264,0_4,2014,88,sysselsatte_botid,personer
1264,10+,2014,44,sysselsatte_botid,personer
1264,5_9,2014,115,sysselsatte_botid,personer
1264,alle,2014,247,sysselsatte_botid,personer
1265,0_4,2014,5,sysselsatte_botid,personer
1265,10+,2014,14,sysselsatte_botid,personer
1265,5_9,2014,8,sysselsatte_botid,personer
1265,alle,2014,27,sysselsatte_botid,personer
1266,0_4,2014,20,sysselsatte_botid,personer
1266,10+,2014,20,sysselsatte_botid,personer
1266,5_9,2014,11,sysselsatte_botid,personer
1266,alle,2014,51,sysselsatte_botid,personer
1401,0_4,2014,257,sysselsatte_botid,personer
1401,10+,2014,296,sysselsatte_botid,personer
1401,5_9,2014,210,sysselsatte_botid,personer
1401,alle,2014,763,sysselsatte_botid,personer
1411,0_4,2014,79,sysselsatte_botid,personer
1411,10+,2014,21,sysselsatte_botid,personer
1411,5_9,2014,44,sysselsatte_botid,personer
1411,alle,2014,144,sysselsatte_botid,personer
1412,0_4,2014,26,sysselsatte_botid,personer
1412,10+,2014,11,sysselsatte_botid,personer
1412,5_9,2014,17,sysselsatte_botid,personer
1412,alle,2014,54,sysselsatte_botid,personer
1413,0_4,2014,29,sysselsatte_botid,personer
1413,10+,2014,30,sysselsatte_botid,personer
1413,5_9,2014,40,sysselsatte_botid,personer
1413,alle,2014,99,sysselsatte_botid,personer
1416,0_4,2014,78,sysselsatte_botid,personer
1416,10+,2014,77,sysselsatte_botid,personer
1416,5_9,2014,56,sysselsatte_botid,personer
1416,alle,2014,211,sysselsatte_botid,personer
1417,0_4,2014,69,sysselsatte_botid,personer
1417,10+,2014,36,sysselsatte_botid,personer
1417,5_9,2014,53,sysselsatte_botid,personer
1417,alle,2014,158,sysselsatte_botid,personer
1418,0_4,2014,57,sysselsatte_botid,personer
1418,10+,2014,65,sysselsatte_botid,personer
1418,5_9,2014,18,sysselsatte_botid,personer
1418,alle,2014,140,sysselsatte_botid,personer
1419,0_4,2014,34,sysselsatte_botid,personer
1419,10+,2014,32,sysselsatte_botid,personer
1419,5_9,2014,35,sysselsatte_botid,personer
1419,alle,2014,101,sysselsatte_botid,personer
1420,0_4,2014,205,sysselsatte_botid,personer
1420,10+,2014,111,sysselsatte_botid,personer
1420,5_9,2014,86,sysselsatte_botid,personer
1420,alle,2014,402,sysselsatte_botid,personer
1421,0_4,2014,62,sysselsatte_botid,personer
1421,10+,2014,34,sysselsatte_botid,personer
1421,5_9,2014,21,sysselsatte_botid,personer
1421,alle,2014,117,sysselsatte_botid,personer
1422,0_4,2014,55,sysselsatte_botid,personer
1422,10+,2014,46,sysselsatte_botid,personer
1422,5_9,2014,11,sysselsatte_botid,personer
1422,alle,2014,112,sysselsatte_botid,personer
1424,0_4,2014,83,sysselsatte_botid,personer
1424,10+,2014,86,sysselsatte_botid,personer
1424,5_9,2014,125,sysselsatte_botid,personer
1424,alle,2014,294,sysselsatte_botid,personer
1426,0_4,2014,74,sysselsatte_botid,personer
1426,10+,2014,73,sysselsatte_botid,personer
1426,5_9,2014,50,sysselsatte_botid,personer
1426,alle,2014,197,sysselsatte_botid,personer
1428,0_4,2014,38,sysselsatte_botid,personer
1428,10+,2014,32,sysselsatte_botid,personer
1428,5_9,2014,24,sysselsatte_botid,personer
1428,alle,2014,94,sysselsatte_botid,personer
1429,0_4,2014,33,sysselsatte_botid,personer
1429,10+,2014,49,sysselsatte_botid,personer
1429,5_9,2014,18,sysselsatte_botid,personer
1429,alle,2014,100,sysselsatte_botid,personer
1430,0_4,2014,70,sysselsatte_botid,personer
1430,10+,2014,32,sysselsatte_botid,personer
1430,5_9,2014,46,sysselsatte_botid,personer
1430,alle,2014,148,sysselsatte_botid,personer
1431,0_4,2014,82,sysselsatte_botid,personer
1431,10+,2014,30,sysselsatte_botid,personer
1431,5_9,2014,27,sysselsatte_botid,personer
1431,alle,2014,139,sysselsatte_botid,personer
1432,0_4,2014,305,sysselsatte_botid,personer
1432,10+,2014,251,sysselsatte_botid,personer
1432,5_9,2014,185,sysselsatte_botid,personer
1432,alle,2014,741,sysselsatte_botid,personer
1433,0_4,2014,51,sysselsatte_botid,personer
1433,10+,2014,39,sysselsatte_botid,personer
1433,5_9,2014,23,sysselsatte_botid,personer
1433,alle,2014,113,sysselsatte_botid,personer
1438,0_4,2014,116,sysselsatte_botid,personer
1438,10+,2014,78,sysselsatte_botid,personer
1438,5_9,2014,86,sysselsatte_botid,personer
1438,alle,2014,280,sysselsatte_botid,personer
1439,0_4,2014,173,sysselsatte_botid,personer
1439,10+,2014,148,sysselsatte_botid,personer
1439,5_9,2014,78,sysselsatte_botid,personer
1439,alle,2014,399,sysselsatte_botid,personer
1441,0_4,2014,39,sysselsatte_botid,personer
1441,10+,2014,56,sysselsatte_botid,personer
1441,5_9,2014,33,sysselsatte_botid,personer
1441,alle,2014,128,sysselsatte_botid,personer
1443,0_4,2014,108,sysselsatte_botid,personer
1443,10+,2014,118,sysselsatte_botid,personer
1443,5_9,2014,66,sysselsatte_botid,personer
1443,alle,2014,292,sysselsatte_botid,personer
1444,0_4,2014,19,sysselsatte_botid,personer
1444,10+,2014,14,sysselsatte_botid,personer
1444,5_9,2014,11,sysselsatte_botid,personer
1444,alle,2014,44,sysselsatte_botid,personer
1445,0_4,2014,95,sysselsatte_botid,personer
1445,10+,2014,76,sysselsatte_botid,personer
1445,5_9,2014,71,sysselsatte_botid,personer
1445,alle,2014,242,sysselsatte_botid,personer
1449,0_4,2014,279,sysselsatte_botid,personer
1449,10+,2014,162,sysselsatte_botid,personer
1449,5_9,2014,225,sysselsatte_botid,personer
1449,alle,2014,666,sysselsatte_botid,personer
1502,0_4,2014,674,sysselsatte_botid,personer
1502,10+,2014,577,sysselsatte_botid,personer
1502,5_9,2014,442,sysselsatte_botid,personer
1502,alle,2014,1693,sysselsatte_botid,personer
1504,0_4,2014,1607,sysselsatte_botid,personer
1504,10+,2014,1151,sysselsatte_botid,personer
1504,5_9,2014,859,sysselsatte_botid,personer
1504,alle,2014,3617,sysselsatte_botid,personer
1505,0_4,2014,618,sysselsatte_botid,personer
1505,10+,2014,503,sysselsatte_botid,personer
1505,5_9,2014,464,sysselsatte_botid,personer
1505,alle,2014,1585,sysselsatte_botid,personer
1511,0_4,2014,51,sysselsatte_botid,personer
1511,10+,2014,32,sysselsatte_botid,personer
1511,5_9,2014,40,sysselsatte_botid,personer
1511,alle,2014,123,sysselsatte_botid,personer
1514,0_4,2014,209,sysselsatte_botid,personer
1514,10+,2014,40,sysselsatte_botid,personer
1514,5_9,2014,68,sysselsatte_botid,personer
1514,alle,2014,317,sysselsatte_botid,personer
1515,0_4,2014,385,sysselsatte_botid,personer
1515,10+,2014,132,sysselsatte_botid,personer
1515,5_9,2014,117,sysselsatte_botid,personer
1515,alle,2014,634,sysselsatte_botid,personer
1516,0_4,2014,379,sysselsatte_botid,personer
1516,10+,2014,210,sysselsatte_botid,personer
1516,5_9,2014,252,sysselsatte_botid,personer
1516,alle,2014,841,sysselsatte_botid,personer
1517,0_4,2014,173,sysselsatte_botid,personer
1517,10+,2014,152,sysselsatte_botid,personer
1517,5_9,2014,149,sysselsatte_botid,personer
1517,alle,2014,474,sysselsatte_botid,personer
1519,0_4,2014,134,sysselsatte_botid,personer
1519,10+,2014,159,sysselsatte_botid,personer
1519,5_9,2014,89,sysselsatte_botid,personer
1519,alle,2014,382,sysselsatte_botid,personer
1520,0_4,2014,166,sysselsatte_botid,personer
1520,10+,2014,163,sysselsatte_botid,personer
1520,5_9,2014,135,sysselsatte_botid,personer
1520,alle,2014,464,sysselsatte_botid,personer
1523,0_4,2014,59,sysselsatte_botid,personer
1523,10+,2014,82,sysselsatte_botid,personer
1523,5_9,2014,62,sysselsatte_botid,personer
1523,alle,2014,203,sysselsatte_botid,personer
1524,0_4,2014,28,sysselsatte_botid,personer
1524,10+,2014,38,sysselsatte_botid,personer
1524,5_9,2014,40,sysselsatte_botid,personer
1524,alle,2014,106,sysselsatte_botid,personer
1525,0_4,2014,248,sysselsatte_botid,personer
1525,10+,2014,105,sysselsatte_botid,personer
1525,5_9,2014,131,sysselsatte_botid,personer
1525,alle,2014,484,sysselsatte_botid,personer
1526,0_4,2014,28,sysselsatte_botid,personer
1526,10+,2014,24,sysselsatte_botid,personer
1526,5_9,2014,36,sysselsatte_botid,personer
1526,alle,2014,88,sysselsatte_botid,personer
1528,0_4,2014,174,sysselsatte_botid,personer
1528,10+,2014,201,sysselsatte_botid,personer
1528,5_9,2014,191,sysselsatte_botid,personer
1528,alle,2014,566,sysselsatte_botid,personer
1529,0_4,2014,96,sysselsatte_botid,personer
1529,10+,2014,80,sysselsatte_botid,personer
1529,5_9,2014,67,sysselsatte_botid,personer
1529,alle,2014,243,sysselsatte_botid,personer
1531,0_4,2014,288,sysselsatte_botid,personer
1531,10+,2014,183,sysselsatte_botid,personer
1531,5_9,2014,143,sysselsatte_botid,personer
1531,alle,2014,614,sysselsatte_botid,personer
1532,0_4,2014,251,sysselsatte_botid,personer
1532,10+,2014,161,sysselsatte_botid,personer
1532,5_9,2014,132,sysselsatte_botid,personer
1532,alle,2014,544,sysselsatte_botid,personer
1534,0_4,2014,271,sysselsatte_botid,personer
1534,10+,2014,279,sysselsatte_botid,personer
1534,5_9,2014,263,sysselsatte_botid,personer
1534,alle,2014,813,sysselsatte_botid,personer
1535,0_4,2014,227,sysselsatte_botid,personer
1535,10+,2014,148,sysselsatte_botid,personer
1535,5_9,2014,123,sysselsatte_botid,personer
1535,alle,2014,498,sysselsatte_botid,personer
1539,0_4,2014,140,sysselsatte_botid,personer
1539,10+,2014,113,sysselsatte_botid,personer
1539,5_9,2014,133,sysselsatte_botid,personer
1539,alle,2014,386,sysselsatte_botid,personer
1543,0_4,2014,41,sysselsatte_botid,personer
1543,10+,2014,45,sysselsatte_botid,personer
1543,5_9,2014,31,sysselsatte_botid,personer
1543,alle,2014,117,sysselsatte_botid,personer
1545,0_4,2014,76,sysselsatte_botid,personer
1545,10+,2014,35,sysselsatte_botid,personer
1545,5_9,2014,71,sysselsatte_botid,personer
1545,alle,2014,182,sysselsatte_botid,personer
1546,0_4,2014,28,sysselsatte_botid,personer
1546,10+,2014,27,sysselsatte_botid,personer
1546,5_9,2014,49,sysselsatte_botid,personer
1546,alle,2014,104,sysselsatte_botid,personer
1547,0_4,2014,106,sysselsatte_botid,personer
1547,10+,2014,77,sysselsatte_botid,personer
1547,5_9,2014,70,sysselsatte_botid,personer
1547,alle,2014,253,sysselsatte_botid,personer
1548,0_4,2014,215,sysselsatte_botid,personer
1548,10+,2014,157,sysselsatte_botid,personer
1548,5_9,2014,143,sysselsatte_botid,personer
1548,alle,2014,515,sysselsatte_botid,personer
1551,0_4,2014,56,sysselsatte_botid,personer
1551,10+,2014,42,sysselsatte_botid,personer
1551,5_9,2014,51,sysselsatte_botid,personer
1551,alle,2014,149,sysselsatte_botid,personer
1554,0_4,2014,127,sysselsatte_botid,personer
1554,10+,2014,83,sysselsatte_botid,personer
1554,5_9,2014,116,sysselsatte_botid,personer
1554,alle,2014,326,sysselsatte_botid,personer
1557,0_4,2014,30,sysselsatte_botid,personer
1557,10+,2014,30,sysselsatte_botid,personer
1557,5_9,2014,41,sysselsatte_botid,personer
1557,alle,2014,101,sysselsatte_botid,personer
1560,0_4,2014,43,sysselsatte_botid,personer
1560,10+,2014,54,sysselsatte_botid,personer
1560,5_9,2014,44,sysselsatte_botid,personer
1560,alle,2014,141,sysselsatte_botid,personer
1563,0_4,2014,69,sysselsatte_botid,personer
1563,10+,2014,93,sysselsatte_botid,personer
1563,5_9,2014,68,sysselsatte_botid,personer
1563,alle,2014,230,sysselsatte_botid,personer
1566,0_4,2014,53,sysselsatte_botid,personer
1566,10+,2014,64,sysselsatte_botid,personer
1566,5_9,2014,43,sysselsatte_botid,personer
1566,alle,2014,160,sysselsatte_botid,personer
1567,0_4,2014,10,sysselsatte_botid,personer
1567,10+,2014,5,sysselsatte_botid,personer
1567,alle,2014,17,sysselsatte_botid,personer
1571,0_4,2014,21,sysselsatte_botid,personer
1571,10+,2014,19,sysselsatte_botid,personer
1571,5_9,2014,10,sysselsatte_botid,personer
1571,alle,2014,50,sysselsatte_botid,personer
1573,0_4,2014,64,sysselsatte_botid,personer
1573,10+,2014,20,sysselsatte_botid,personer
1573,5_9,2014,35,sysselsatte_botid,personer
1573,alle,2014,119,sysselsatte_botid,personer
1576,0_4,2014,92,sysselsatte_botid,personer
1576,10+,2014,38,sysselsatte_botid,personer
1576,5_9,2014,63,sysselsatte_botid,personer
1576,alle,2014,193,sysselsatte_botid,personer
1601,0_4,2014,4558,sysselsatte_botid,personer
1601,10+,2014,5918,sysselsatte_botid,personer
1601,5_9,2014,2861,sysselsatte_botid,personer
1601,alle,2014,13337,sysselsatte_botid,personer
1612,0_4,2014,47,sysselsatte_botid,personer
1612,10+,2014,35,sysselsatte_botid,personer
1612,5_9,2014,44,sysselsatte_botid,personer
1612,alle,2014,126,sysselsatte_botid,personer
1613,0_4,2014,6,sysselsatte_botid,personer
1613,10+,2014,14,sysselsatte_botid,personer
1613,5_9,2014,15,sysselsatte_botid,personer
1613,alle,2014,35,sysselsatte_botid,personer
1617,0_4,2014,303,sysselsatte_botid,personer
1617,10+,2014,82,sysselsatte_botid,personer
1617,5_9,2014,215,sysselsatte_botid,personer
1617,alle,2014,600,sysselsatte_botid,personer
1620,0_4,2014,314,sysselsatte_botid,personer
1620,10+,2014,64,sysselsatte_botid,personer
1620,5_9,2014,227,sysselsatte_botid,personer
1620,alle,2014,605,sysselsatte_botid,personer
1621,0_4,2014,69,sysselsatte_botid,personer
1621,10+,2014,43,sysselsatte_botid,personer
1621,5_9,2014,59,sysselsatte_botid,personer
1621,alle,2014,171,sysselsatte_botid,personer
1622,0_4,2014,40,sysselsatte_botid,personer
1622,10+,2014,35,sysselsatte_botid,personer
1622,5_9,2014,13,sysselsatte_botid,personer
1622,alle,2014,88,sysselsatte_botid,personer
1624,0_4,2014,96,sysselsatte_botid,personer
1624,10+,2014,77,sysselsatte_botid,personer
1624,5_9,2014,105,sysselsatte_botid,personer
1624,alle,2014,278,sysselsatte_botid,personer
1627,0_4,2014,82,sysselsatte_botid,personer
1627,10+,2014,54,sysselsatte_botid,personer
1627,5_9,2014,31,sysselsatte_botid,personer
1627,alle,2014,167,sysselsatte_botid,personer
1630,0_4,2014,48,sysselsatte_botid,personer
1630,10+,2014,18,sysselsatte_botid,personer
1630,5_9,2014,12,sysselsatte_botid,personer
1630,alle,2014,78,sysselsatte_botid,personer
1632,0_4,2014,30,sysselsatte_botid,personer
1632,10+,2014,9,sysselsatte_botid,personer
1632,5_9,2014,12,sysselsatte_botid,personer
1632,alle,2014,51,sysselsatte_botid,personer
1633,0_4,2014,18,sysselsatte_botid,personer
1633,5_9,2014,3,sysselsatte_botid,personer
1633,alle,2014,22,sysselsatte_botid,personer
1634,0_4,2014,136,sysselsatte_botid,personer
1634,10+,2014,92,sysselsatte_botid,personer
1634,5_9,2014,89,sysselsatte_botid,personer
1634,alle,2014,317,sysselsatte_botid,personer
1635,0_4,2014,30,sysselsatte_botid,personer
1635,10+,2014,17,sysselsatte_botid,personer
1635,5_9,2014,19,sysselsatte_botid,personer
1635,alle,2014,66,sysselsatte_botid,personer
1636,0_4,2014,36,sysselsatte_botid,personer
1636,10+,2014,29,sysselsatte_botid,personer
1636,5_9,2014,43,sysselsatte_botid,personer
1636,alle,2014,108,sysselsatte_botid,personer
1638,0_4,2014,115,sysselsatte_botid,personer
1638,10+,2014,187,sysselsatte_botid,personer
1638,5_9,2014,118,sysselsatte_botid,personer
1638,alle,2014,420,sysselsatte_botid,personer
1640,0_4,2014,82,sysselsatte_botid,personer
1640,10+,2014,130,sysselsatte_botid,personer
1640,5_9,2014,53,sysselsatte_botid,personer
1640,alle,2014,265,sysselsatte_botid,personer
1644,0_4,2014,23,sysselsatte_botid,personer
1644,10+,2014,18,sysselsatte_botid,personer
1644,5_9,2014,20,sysselsatte_botid,personer
1644,alle,2014,61,sysselsatte_botid,personer
1648,0_4,2014,315,sysselsatte_botid,personer
1648,10+,2014,60,sysselsatte_botid,personer
1648,5_9,2014,168,sysselsatte_botid,personer
1648,alle,2014,543,sysselsatte_botid,personer
1653,0_4,2014,244,sysselsatte_botid,personer
1653,10+,2014,197,sysselsatte_botid,personer
1653,5_9,2014,175,sysselsatte_botid,personer
1653,alle,2014,616,sysselsatte_botid,personer
1657,0_4,2014,72,sysselsatte_botid,personer
1657,10+,2014,93,sysselsatte_botid,personer
1657,5_9,2014,57,sysselsatte_botid,personer
1657,alle,2014,222,sysselsatte_botid,personer
1662,0_4,2014,86,sysselsatte_botid,personer
1662,10+,2014,89,sysselsatte_botid,personer
1662,5_9,2014,77,sysselsatte_botid,personer
1662,alle,2014,252,sysselsatte_botid,personer
1663,0_4,2014,206,sysselsatte_botid,personer
1663,10+,2014,313,sysselsatte_botid,personer
1663,5_9,2014,165,sysselsatte_botid,personer
1663,alle,2014,684,sysselsatte_botid,personer
1664,0_4,2014,30,sysselsatte_botid,personer
1664,10+,2014,40,sysselsatte_botid,personer
1664,5_9,2014,38,sysselsatte_botid,personer
1664,alle,2014,108,sysselsatte_botid,personer
1665,0_4,2014,7,sysselsatte_botid,personer
1665,10+,2014,8,sysselsatte_botid,personer
1665,5_9,2014,8,sysselsatte_botid,personer
1665,alle,2014,23,sysselsatte_botid,personer
1702,0_4,2014,224,sysselsatte_botid,personer
1702,10+,2014,253,sysselsatte_botid,personer
1702,5_9,2014,223,sysselsatte_botid,personer
1702,alle,2014,700,sysselsatte_botid,personer
1703,0_4,2014,134,sysselsatte_botid,personer
1703,10+,2014,230,sysselsatte_botid,personer
1703,5_9,2014,114,sysselsatte_botid,personer
1703,alle,2014,478,sysselsatte_botid,personer
1711,0_4,2014,39,sysselsatte_botid,personer
1711,10+,2014,47,sysselsatte_botid,personer
1711,5_9,2014,21,sysselsatte_botid,personer
1711,alle,2014,107,sysselsatte_botid,personer
1714,0_4,2014,248,sysselsatte_botid,personer
1714,10+,2014,424,sysselsatte_botid,personer
1714,5_9,2014,228,sysselsatte_botid,personer
1714,alle,2014,900,sysselsatte_botid,personer
1717,0_4,2014,68,sysselsatte_botid,personer
1717,10+,2014,27,sysselsatte_botid,personer
1717,5_9,2014,19,sysselsatte_botid,personer
1717,alle,2014,114,sysselsatte_botid,personer
1718,0_4,2014,54,sysselsatte_botid,personer
1718,10+,2014,42,sysselsatte_botid,personer
1718,5_9,2014,39,sysselsatte_botid,personer
1718,alle,2014,135,sysselsatte_botid,personer
1719,0_4,2014,317,sysselsatte_botid,personer
1719,10+,2014,305,sysselsatte_botid,personer
1719,5_9,2014,227,sysselsatte_botid,personer
1719,alle,2014,849,sysselsatte_botid,personer
1721,0_4,2014,161,sysselsatte_botid,personer
1721,10+,2014,200,sysselsatte_botid,personer
1721,5_9,2014,120,sysselsatte_botid,personer
1721,alle,2014,481,sysselsatte_botid,personer
1724,0_4,2014,40,sysselsatte_botid,personer
1724,10+,2014,18,sysselsatte_botid,personer
1724,5_9,2014,41,sysselsatte_botid,personer
1724,alle,2014,99,sysselsatte_botid,personer
1725,0_4,2014,13,sysselsatte_botid,personer
1725,10+,2014,22,sysselsatte_botid,personer
1725,5_9,2014,11,sysselsatte_botid,personer
1725,alle,2014,46,sysselsatte_botid,personer
1736,0_4,2014,12,sysselsatte_botid,personer
1736,10+,2014,32,sysselsatte_botid,personer
1736,5_9,2014,8,sysselsatte_botid,personer
1736,alle,2014,52,sysselsatte_botid,personer
1738,0_4,2014,18,sysselsatte_botid,personer
1738,10+,2014,37,sysselsatte_botid,personer
1738,5_9,2014,10,sysselsatte_botid,personer
1738,alle,2014,65,sysselsatte_botid,personer
1739,0_4,2014,7,sysselsatte_botid,personer
1739,10+,2014,16,sysselsatte_botid,personer
1739,5_9,2014,4,sysselsatte_botid,personer
1739,alle,2014,27,sysselsatte_botid,personer
1740,0_4,2014,11,sysselsatte_botid,personer
1740,10+,2014,11,sysselsatte_botid,personer
1740,5_9,2014,6,sysselsatte_botid,personer
1740,alle,2014,28,sysselsatte_botid,personer
1742,0_4,2014,32,sysselsatte_botid,personer
