naringsregion_nr,vreg_3,botid_5,aar,tabellvariabel,tabellnavn,enhet
35,2,10+,2008,64.96,sysselsatte_botid_land,prosent
35,2,5_9,2008,62.84,sysselsatte_botid_land,prosent
35,2,alle,2008,59.64,sysselsatte_botid_land,prosent
35,alle,0_4,2008,58.24,sysselsatte_botid_land,prosent
35,alle,10+,2008,67.59,sysselsatte_botid_land,prosent
35,alle,5_9,2008,65.05,sysselsatte_botid_land,prosent
35,alle,alle,2008,64.69,sysselsatte_botid_land,prosent
36,1,0_4,2008,82.91,sysselsatte_botid_land,prosent
36,1,10+,2008,73.29,sysselsatte_botid_land,prosent
36,1,5_9,2008,77.94,sysselsatte_botid_land,prosent
36,1,alle,2008,78.59,sysselsatte_botid_land,prosent
36,2,0_4,2008,56.05,sysselsatte_botid_land,prosent
36,2,10+,2008,73.39,sysselsatte_botid_land,prosent
36,2,5_9,2008,69.68,sysselsatte_botid_land,prosent
36,2,alle,2008,65.54,sysselsatte_botid_land,prosent
36,alle,0_4,2008,71.79,sysselsatte_botid_land,prosent
36,alle,10+,2008,73.33,sysselsatte_botid_land,prosent
36,alle,5_9,2008,72.20,sysselsatte_botid_land,prosent
36,alle,alle,2008,72.44,sysselsatte_botid_land,prosent
37,1,0_4,2008,71.10,sysselsatte_botid_land,prosent
37,1,10+,2008,72.45,sysselsatte_botid_land,prosent
37,1,5_9,2008,77.89,sysselsatte_botid_land,prosent
37,1,alle,2008,72.11,sysselsatte_botid_land,prosent
37,2,0_4,2008,49.14,sysselsatte_botid_land,prosent
37,2,10+,2008,68.38,sysselsatte_botid_land,prosent
37,2,5_9,2008,64.89,sysselsatte_botid_land,prosent
37,2,alle,2008,61.90,sysselsatte_botid_land,prosent
37,alle,0_4,2008,65.13,sysselsatte_botid_land,prosent
37,alle,10+,2008,70.51,sysselsatte_botid_land,prosent
37,alle,5_9,2008,68.83,sysselsatte_botid_land,prosent
37,alle,alle,2008,67.85,sysselsatte_botid_land,prosent
38,1,0_4,2008,78.93,sysselsatte_botid_land,prosent
38,1,10+,2008,74.83,sysselsatte_botid_land,prosent
38,1,5_9,2008,80.00,sysselsatte_botid_land,prosent
38,1,alle,2008,77.45,sysselsatte_botid_land,prosent
38,2,0_4,2008,55.65,sysselsatte_botid_land,prosent
38,2,10+,2008,77.78,sysselsatte_botid_land,prosent
38,2,5_9,2008,69.92,sysselsatte_botid_land,prosent
38,2,alle,2008,69.77,sysselsatte_botid_land,prosent
38,alle,0_4,2008,73.15,sysselsatte_botid_land,prosent
38,alle,10+,2008,76.10,sysselsatte_botid_land,prosent
38,alle,5_9,2008,73.56,sysselsatte_botid_land,prosent
38,alle,alle,2008,74.44,sysselsatte_botid_land,prosent
39,1,0_4,2008,77.68,sysselsatte_botid_land,prosent
39,1,10+,2008,76.11,sysselsatte_botid_land,prosent
39,1,5_9,2008,80.97,sysselsatte_botid_land,prosent
39,1,alle,2008,77.31,sysselsatte_botid_land,prosent
39,2,0_4,2008,56.45,sysselsatte_botid_land,prosent
39,2,10+,2008,68.25,sysselsatte_botid_land,prosent
39,2,5_9,2008,67.13,sysselsatte_botid_land,prosent
39,2,alle,2008,64.54,sysselsatte_botid_land,prosent
39,alle,0_4,2008,69.80,sysselsatte_botid_land,prosent
39,alle,10+,2008,71.81,sysselsatte_botid_land,prosent
39,alle,5_9,2008,71.19,sysselsatte_botid_land,prosent
39,alle,alle,2008,70.92,sysselsatte_botid_land,prosent
40,1,0_4,2008,74.40,sysselsatte_botid_land,prosent
40,1,10+,2008,74.04,sysselsatte_botid_land,prosent
40,1,5_9,2008,79.61,sysselsatte_botid_land,prosent
40,1,alle,2008,74.74,sysselsatte_botid_land,prosent
40,2,0_4,2008,48.50,sysselsatte_botid_land,prosent
40,2,10+,2008,63.90,sysselsatte_botid_land,prosent
40,2,5_9,2008,60.64,sysselsatte_botid_land,prosent
40,2,alle,2008,58.95,sysselsatte_botid_land,prosent
40,alle,0_4,2008,63.43,sysselsatte_botid_land,prosent
40,alle,10+,2008,67.95,sysselsatte_botid_land,prosent
40,alle,5_9,2008,65.72,sysselsatte_botid_land,prosent
40,alle,alle,2008,65.95,sysselsatte_botid_land,prosent
41,1,0_4,2008,75.37,sysselsatte_botid_land,prosent
41,1,10+,2008,74.09,sysselsatte_botid_land,prosent
41,1,5_9,2008,81.03,sysselsatte_botid_land,prosent
41,1,alle,2008,75.38,sysselsatte_botid_land,prosent
41,2,0_4,2008,48.09,sysselsatte_botid_land,prosent
41,2,10+,2008,66.13,sysselsatte_botid_land,prosent
41,2,5_9,2008,62.70,sysselsatte_botid_land,prosent
41,2,alle,2008,60.59,sysselsatte_botid_land,prosent
41,alle,0_4,2008,68.76,sysselsatte_botid_land,prosent
41,alle,10+,2008,70.10,sysselsatte_botid_land,prosent
41,alle,5_9,2008,68.48,sysselsatte_botid_land,prosent
41,alle,alle,2008,69.26,sysselsatte_botid_land,prosent
42,1,0_4,2008,83.73,sysselsatte_botid_land,prosent
42,1,10+,2008,72.32,sysselsatte_botid_land,prosent
42,1,5_9,2008,80.36,sysselsatte_botid_land,prosent
42,1,alle,2008,78.96,sysselsatte_botid_land,prosent
42,2,0_4,2008,54.82,sysselsatte_botid_land,prosent
42,2,10+,2008,68.31,sysselsatte_botid_land,prosent
42,2,5_9,2008,69.35,sysselsatte_botid_land,prosent
42,2,alle,2008,62.85,sysselsatte_botid_land,prosent
42,alle,0_4,2008,72.15,sysselsatte_botid_land,prosent
42,alle,10+,2008,70.77,sysselsatte_botid_land,prosent
42,alle,5_9,2008,72.78,sysselsatte_botid_land,prosent
42,alle,alle,2008,71.77,sysselsatte_botid_land,prosent
43,1,0_4,2008,72.73,sysselsatte_botid_land,prosent
43,1,10+,2008,74.22,sysselsatte_botid_land,prosent
43,1,5_9,2008,85.00,sysselsatte_botid_land,prosent
43,1,alle,2008,74.58,sysselsatte_botid_land,prosent
43,2,0_4,2008,40.00,sysselsatte_botid_land,prosent
43,2,10+,2008,71.59,sysselsatte_botid_land,prosent
43,2,5_9,2008,60.87,sysselsatte_botid_land,prosent
43,2,alle,2008,55.81,sysselsatte_botid_land,prosent
43,alle,0_4,2008,54.55,sysselsatte_botid_land,prosent
43,alle,10+,2008,73.15,sysselsatte_botid_land,prosent
43,alle,5_9,2008,66.29,sysselsatte_botid_land,prosent
43,alle,alle,2008,64.61,sysselsatte_botid_land,prosent
44,1,0_4,2008,76.00,sysselsatte_botid_land,prosent
44,1,10+,2008,67.73,sysselsatte_botid_land,prosent
44,1,5_9,2008,70.97,sysselsatte_botid_land,prosent
44,1,alle,2008,73.15,sysselsatte_botid_land,prosent
44,2,0_4,2008,56.83,sysselsatte_botid_land,prosent
44,2,10+,2008,70.33,sysselsatte_botid_land,prosent
44,2,5_9,2008,66.00,sysselsatte_botid_land,prosent
44,2,alle,2008,64.43,sysselsatte_botid_land,prosent
44,alle,0_4,2008,71.05,sysselsatte_botid_land,prosent
44,alle,10+,2008,68.91,sysselsatte_botid_land,prosent
44,alle,5_9,2008,67.90,sysselsatte_botid_land,prosent
44,alle,alle,2008,69.92,sysselsatte_botid_land,prosent
45,1,0_4,2008,76.38,sysselsatte_botid_land,prosent
45,1,10+,2008,70.30,sysselsatte_botid_land,prosent
45,1,5_9,2008,88.89,sysselsatte_botid_land,prosent
45,1,alle,2008,75.16,sysselsatte_botid_land,prosent
45,2,0_4,2008,53.49,sysselsatte_botid_land,prosent
45,2,10+,2008,68.57,sysselsatte_botid_land,prosent
45,2,5_9,2008,75.86,sysselsatte_botid_land,prosent
45,2,alle,2008,65.49,sysselsatte_botid_land,prosent
45,alle,0_4,2008,72.31,sysselsatte_botid_land,prosent
45,alle,10+,2008,69.59,sysselsatte_botid_land,prosent
45,alle,5_9,2008,80.85,sysselsatte_botid_land,prosent
45,alle,alle,2008,72.17,sysselsatte_botid_land,prosent
46,1,0_4,2008,81.38,sysselsatte_botid_land,prosent
46,1,10+,2008,72.59,sysselsatte_botid_land,prosent
46,1,5_9,2008,80.49,sysselsatte_botid_land,prosent
46,1,alle,2008,77.41,sysselsatte_botid_land,prosent
46,2,0_4,2008,58.32,sysselsatte_botid_land,prosent
46,2,10+,2008,66.60,sysselsatte_botid_land,prosent
46,2,5_9,2008,71.66,sysselsatte_botid_land,prosent
46,2,alle,2008,64.69,sysselsatte_botid_land,prosent
46,alle,0_4,2008,71.76,sysselsatte_botid_land,prosent
46,alle,10+,2008,69.93,sysselsatte_botid_land,prosent
46,alle,5_9,2008,74.14,sysselsatte_botid_land,prosent
46,alle,alle,2008,71.37,sysselsatte_botid_land,prosent
47,1,0_4,2008,72.30,sysselsatte_botid_land,prosent
47,1,10+,2008,74.51,sysselsatte_botid_land,prosent
47,1,5_9,2008,75.78,sysselsatte_botid_land,prosent
47,1,alle,2008,73.51,sysselsatte_botid_land,prosent
47,2,0_4,2008,46.50,sysselsatte_botid_land,prosent
47,2,10+,2008,63.98,sysselsatte_botid_land,prosent
47,2,5_9,2008,63.19,sysselsatte_botid_land,prosent
47,2,alle,2008,58.48,sysselsatte_botid_land,prosent
47,alle,0_4,2008,63.82,sysselsatte_botid_land,prosent
47,alle,10+,2008,69.26,sysselsatte_botid_land,prosent
47,alle,5_9,2008,67.52,sysselsatte_botid_land,prosent
47,alle,alle,2008,66.70,sysselsatte_botid_land,prosent
48,1,0_4,2008,80.83,sysselsatte_botid_land,prosent
48,1,10+,2008,68.42,sysselsatte_botid_land,prosent
48,1,5_9,2008,65.00,sysselsatte_botid_land,prosent
48,1,alle,2008,75.25,sysselsatte_botid_land,prosent
48,2,0_4,2008,62.50,sysselsatte_botid_land,prosent
48,2,10+,2008,68.09,sysselsatte_botid_land,prosent
48,2,5_9,2008,91.67,sysselsatte_botid_land,prosent
48,2,alle,2008,69.88,sysselsatte_botid_land,prosent
48,alle,0_4,2008,77.78,sysselsatte_botid_land,prosent
48,alle,10+,2008,68.24,sysselsatte_botid_land,prosent
48,alle,5_9,2008,71.15,sysselsatte_botid_land,prosent
48,alle,alle,2008,73.67,sysselsatte_botid_land,prosent
49,1,0_4,2008,78.85,sysselsatte_botid_land,prosent
49,1,10+,2008,72.09,sysselsatte_botid_land,prosent
49,1,5_9,2008,73.01,sysselsatte_botid_land,prosent
49,1,alle,2008,75.81,sysselsatte_botid_land,prosent
49,2,0_4,2008,43.72,sysselsatte_botid_land,prosent
49,2,10+,2008,69.55,sysselsatte_botid_land,prosent
49,2,5_9,2008,72.15,sysselsatte_botid_land,prosent
49,2,alle,2008,61.78,sysselsatte_botid_land,prosent
49,alle,0_4,2008,68.57,sysselsatte_botid_land,prosent
49,alle,10+,2008,70.85,sysselsatte_botid_land,prosent
49,alle,5_9,2008,72.59,sysselsatte_botid_land,prosent
49,alle,alle,2008,70.17,sysselsatte_botid_land,prosent
50,1,0_4,2008,84.25,sysselsatte_botid_land,prosent
50,1,10+,2008,74.05,sysselsatte_botid_land,prosent
50,1,5_9,2008,89.00,sysselsatte_botid_land,prosent
50,1,alle,2008,80.96,sysselsatte_botid_land,prosent
50,2,0_4,2008,51.01,sysselsatte_botid_land,prosent
50,2,10+,2008,75.10,sysselsatte_botid_land,prosent
50,2,5_9,2008,73.47,sysselsatte_botid_land,prosent
50,2,alle,2008,66.83,sysselsatte_botid_land,prosent
50,alle,0_4,2008,73.58,sysselsatte_botid_land,prosent
50,alle,10+,2008,74.52,sysselsatte_botid_land,prosent
50,alle,5_9,2008,79.76,sysselsatte_botid_land,prosent
50,alle,alle,2008,75.02,sysselsatte_botid_land,prosent
51,1,0_4,2008,80.53,sysselsatte_botid_land,prosent
51,1,10+,2008,79.92,sysselsatte_botid_land,prosent
51,1,5_9,2008,76.03,sysselsatte_botid_land,prosent
51,1,alle,2008,79.44,sysselsatte_botid_land,prosent
51,2,0_4,2008,45.26,sysselsatte_botid_land,prosent
51,2,10+,2008,73.14,sysselsatte_botid_land,prosent
51,2,5_9,2008,73.37,sysselsatte_botid_land,prosent
51,2,alle,2008,64.03,sysselsatte_botid_land,prosent
51,alle,0_4,2008,62.50,sysselsatte_botid_land,prosent
51,alle,10+,2008,75.91,sysselsatte_botid_land,prosent
51,alle,5_9,2008,74.43,sysselsatte_botid_land,prosent
51,alle,alle,2008,70.73,sysselsatte_botid_land,prosent
52,1,0_4,2008,79.06,sysselsatte_botid_land,prosent
52,1,10+,2008,69.59,sysselsatte_botid_land,prosent
52,1,5_9,2008,76.87,sysselsatte_botid_land,prosent
52,1,alle,2008,75.23,sysselsatte_botid_land,prosent
52,2,0_4,2008,45.29,sysselsatte_botid_land,prosent
52,2,10+,2008,64.15,sysselsatte_botid_land,prosent
52,2,5_9,2008,59.61,sysselsatte_botid_land,prosent
52,2,alle,2008,55.83,sysselsatte_botid_land,prosent
52,alle,0_4,2008,64.51,sysselsatte_botid_land,prosent
52,alle,10+,2008,67.07,sysselsatte_botid_land,prosent
52,alle,5_9,2008,63.80,sysselsatte_botid_land,prosent
52,alle,alle,2008,65.22,sysselsatte_botid_land,prosent
53,1,0_4,2008,82.02,sysselsatte_botid_land,prosent
53,1,10+,2008,73.08,sysselsatte_botid_land,prosent
53,1,5_9,2008,77.42,sysselsatte_botid_land,prosent
53,1,alle,2008,78.23,sysselsatte_botid_land,prosent
53,2,0_4,2008,57.26,sysselsatte_botid_land,prosent
53,2,10+,2008,69.59,sysselsatte_botid_land,prosent
53,2,5_9,2008,71.63,sysselsatte_botid_land,prosent
53,2,alle,2008,65.88,sysselsatte_botid_land,prosent
53,alle,0_4,2008,74.14,sysselsatte_botid_land,prosent
53,alle,10+,2008,71.56,sysselsatte_botid_land,prosent
53,alle,5_9,2008,73.68,sysselsatte_botid_land,prosent
53,alle,alle,2008,73.07,sysselsatte_botid_land,prosent
54,1,0_4,2008,80.57,sysselsatte_botid_land,prosent
54,1,10+,2008,76.07,sysselsatte_botid_land,prosent
54,1,5_9,2008,84.95,sysselsatte_botid_land,prosent
54,1,alle,2008,80.11,sysselsatte_botid_land,prosent
54,2,0_4,2008,68.14,sysselsatte_botid_land,prosent
54,2,10+,2008,77.37,sysselsatte_botid_land,prosent
54,2,5_9,2008,80.95,sysselsatte_botid_land,prosent
54,2,alle,2008,75.92,sysselsatte_botid_land,prosent
54,alle,0_4,2008,78.11,sysselsatte_botid_land,prosent
54,alle,10+,2008,76.85,sysselsatte_botid_land,prosent
54,alle,5_9,2008,82.83,sysselsatte_botid_land,prosent
54,alle,alle,2008,78.47,sysselsatte_botid_land,prosent
55,1,0_4,2008,80.16,sysselsatte_botid_land,prosent
55,1,10+,2008,74.13,sysselsatte_botid_land,prosent
55,1,5_9,2008,75.22,sysselsatte_botid_land,prosent
55,1,alle,2008,77.45,sysselsatte_botid_land,prosent
55,2,0_4,2008,44.19,sysselsatte_botid_land,prosent
55,2,10+,2008,74.77,sysselsatte_botid_land,prosent
55,2,5_9,2008,60.96,sysselsatte_botid_land,prosent
55,2,alle,2008,61.24,sysselsatte_botid_land,prosent
55,alle,0_4,2008,63.77,sysselsatte_botid_land,prosent
55,alle,10+,2008,74.52,sysselsatte_botid_land,prosent
55,alle,5_9,2008,65.38,sysselsatte_botid_land,prosent
55,alle,alle,2008,68.39,sysselsatte_botid_land,prosent
56,1,0_4,2008,79.93,sysselsatte_botid_land,prosent
56,1,10+,2008,71.18,sysselsatte_botid_land,prosent
56,1,5_9,2008,79.72,sysselsatte_botid_land,prosent
56,1,alle,2008,76.82,sysselsatte_botid_land,prosent
56,2,0_4,2008,58.94,sysselsatte_botid_land,prosent
56,2,10+,2008,73.91,sysselsatte_botid_land,prosent
56,2,5_9,2008,68.00,sysselsatte_botid_land,prosent
56,2,alle,2008,68.05,sysselsatte_botid_land,prosent
56,alle,0_4,2008,72.92,sysselsatte_botid_land,prosent
56,alle,10+,2008,72.64,sysselsatte_botid_land,prosent
56,alle,5_9,2008,72.50,sysselsatte_botid_land,prosent
56,alle,alle,2008,72.74,sysselsatte_botid_land,prosent
57,1,0_4,2008,76.39,sysselsatte_botid_land,prosent
57,1,10+,2008,64.97,sysselsatte_botid_land,prosent
57,1,5_9,2008,79.07,sysselsatte_botid_land,prosent
57,1,alle,2008,71.71,sysselsatte_botid_land,prosent
57,2,0_4,2008,44.09,sysselsatte_botid_land,prosent
57,2,10+,2008,63.33,sysselsatte_botid_land,prosent
57,2,5_9,2008,56.72,sysselsatte_botid_land,prosent
57,2,alle,2008,54.40,sysselsatte_botid_land,prosent
57,alle,0_4,2008,66.67,sysselsatte_botid_land,prosent
57,alle,10+,2008,64.46,sysselsatte_botid_land,prosent
57,alle,5_9,2008,65.45,sysselsatte_botid_land,prosent
57,alle,alle,2008,65.58,sysselsatte_botid_land,prosent
58,1,0_4,2008,80.87,sysselsatte_botid_land,prosent
58,1,10+,2008,76.47,sysselsatte_botid_land,prosent
58,1,5_9,2008,84.44,sysselsatte_botid_land,prosent
58,1,alle,2008,80.61,sysselsatte_botid_land,prosent
58,2,0_4,2008,75.41,sysselsatte_botid_land,prosent
58,2,10+,2008,81.08,sysselsatte_botid_land,prosent
58,2,5_9,2008,82.35,sysselsatte_botid_land,prosent
58,2,alle,2008,78.79,sysselsatte_botid_land,prosent
58,alle,0_4,2008,80.17,sysselsatte_botid_land,prosent
58,alle,10+,2008,78.10,sysselsatte_botid_land,prosent
58,alle,5_9,2008,83.54,sysselsatte_botid_land,prosent
58,alle,alle,2008,80.24,sysselsatte_botid_land,prosent
59,1,0_4,2008,79.55,sysselsatte_botid_land,prosent
59,1,10+,2008,74.67,sysselsatte_botid_land,prosent
59,1,5_9,2008,94.12,sysselsatte_botid_land,prosent
59,1,alle,2008,78.89,sysselsatte_botid_land,prosent
59,2,0_4,2008,47.17,sysselsatte_botid_land,prosent
59,2,10+,2008,77.97,sysselsatte_botid_land,prosent
59,2,5_9,2008,62.16,sysselsatte_botid_land,prosent
59,2,alle,2008,63.09,sysselsatte_botid_land,prosent
59,alle,0_4,2008,67.38,sysselsatte_botid_land,prosent
59,alle,10+,2008,76.12,sysselsatte_botid_land,prosent
59,alle,5_9,2008,72.22,sysselsatte_botid_land,prosent
59,alle,alle,2008,71.73,sysselsatte_botid_land,prosent
60,1,0_4,2008,68.83,sysselsatte_botid_land,prosent
60,1,10+,2008,67.88,sysselsatte_botid_land,prosent
60,1,5_9,2008,66.67,sysselsatte_botid_land,prosent
60,1,alle,2008,68.04,sysselsatte_botid_land,prosent
60,2,0_4,2008,45.83,sysselsatte_botid_land,prosent
60,2,10+,2008,68.97,sysselsatte_botid_land,prosent
60,2,5_9,2008,67.71,sysselsatte_botid_land,prosent
60,2,alle,2008,58.42,sysselsatte_botid_land,prosent
60,alle,0_4,2008,56.83,sysselsatte_botid_land,prosent
60,alle,10+,2008,68.33,sysselsatte_botid_land,prosent
60,alle,5_9,2008,67.27,sysselsatte_botid_land,prosent
60,alle,alle,2008,63.28,sysselsatte_botid_land,prosent
61,1,0_4,2008,73.77,sysselsatte_botid_land,prosent
61,1,10+,2008,72.65,sysselsatte_botid_land,prosent
61,1,5_9,2008,82.81,sysselsatte_botid_land,prosent
61,1,alle,2008,74.19,sysselsatte_botid_land,prosent
61,2,0_4,2008,44.51,sysselsatte_botid_land,prosent
61,2,10+,2008,63.68,sysselsatte_botid_land,prosent
61,2,5_9,2008,57.23,sysselsatte_botid_land,prosent
61,2,alle,2008,55.75,sysselsatte_botid_land,prosent
61,alle,0_4,2008,59.40,sysselsatte_botid_land,prosent
61,alle,10+,2008,67.60,sysselsatte_botid_land,prosent
61,alle,5_9,2008,63.47,sysselsatte_botid_land,prosent
61,alle,alle,2008,63.69,sysselsatte_botid_land,prosent
62,1,0_4,2008,85.71,sysselsatte_botid_land,prosent
62,1,10+,2008,74.56,sysselsatte_botid_land,prosent
62,1,5_9,2008,82.14,sysselsatte_botid_land,prosent
62,1,alle,2008,79.25,sysselsatte_botid_land,prosent
62,2,0_4,2008,69.57,sysselsatte_botid_land,prosent
62,2,10+,2008,81.67,sysselsatte_botid_land,prosent
62,2,5_9,2008,75.86,sysselsatte_botid_land,prosent
62,2,alle,2008,77.68,sysselsatte_botid_land,prosent
62,alle,0_4,2008,81.72,sysselsatte_botid_land,prosent
62,alle,10+,2008,77.01,sysselsatte_botid_land,prosent
62,alle,5_9,2008,78.95,sysselsatte_botid_land,prosent
62,alle,alle,2008,78.70,sysselsatte_botid_land,prosent
63,1,0_4,2008,70.09,sysselsatte_botid_land,prosent
63,1,10+,2008,65.38,sysselsatte_botid_land,prosent
63,1,5_9,2008,64.81,sysselsatte_botid_land,prosent
63,1,alle,2008,66.59,sysselsatte_botid_land,prosent
63,2,0_4,2008,48.47,sysselsatte_botid_land,prosent
63,2,10+,2008,73.76,sysselsatte_botid_land,prosent
63,2,5_9,2008,56.67,sysselsatte_botid_land,prosent
63,2,alle,2008,59.53,sysselsatte_botid_land,prosent
63,alle,0_4,2008,55.78,sysselsatte_botid_land,prosent
63,alle,10+,2008,69.05,sysselsatte_botid_land,prosent
63,alle,5_9,2008,59.20,sysselsatte_botid_land,prosent
63,alle,alle,2008,62.63,sysselsatte_botid_land,prosent
64,1,0_4,2008,71.13,sysselsatte_botid_land,prosent
64,1,10+,2008,67.30,sysselsatte_botid_land,prosent
64,1,5_9,2008,71.59,sysselsatte_botid_land,prosent
64,1,alle,2008,69.66,sysselsatte_botid_land,prosent
64,2,0_4,2008,33.47,sysselsatte_botid_land,prosent
64,2,10+,2008,54.69,sysselsatte_botid_land,prosent
64,2,5_9,2008,61.95,sysselsatte_botid_land,prosent
64,2,alle,2008,47.89,sysselsatte_botid_land,prosent
64,alle,0_4,2008,56.79,sysselsatte_botid_land,prosent
64,alle,10+,2008,61.86,sysselsatte_botid_land,prosent
64,alle,5_9,2008,64.16,sysselsatte_botid_land,prosent
64,alle,alle,2008,59.74,sysselsatte_botid_land,prosent
65,1,0_4,2008,64.29,sysselsatte_botid_land,prosent
65,1,10+,2008,76.00,sysselsatte_botid_land,prosent
65,1,5_9,2008,74.07,sysselsatte_botid_land,prosent
65,1,alle,2008,73.20,sysselsatte_botid_land,prosent
65,2,0_4,2008,65.00,sysselsatte_botid_land,prosent
65,2,10+,2008,58.62,sysselsatte_botid_land,prosent
65,2,5_9,2008,59.09,sysselsatte_botid_land,prosent
65,2,alle,2008,60.56,sysselsatte_botid_land,prosent
65,alle,0_4,2008,64.52,sysselsatte_botid_land,prosent
65,alle,10+,2008,72.73,sysselsatte_botid_land,prosent
65,alle,5_9,2008,67.35,sysselsatte_botid_land,prosent
65,alle,alle,2008,69.81,sysselsatte_botid_land,prosent
66,1,0_4,2008,72.22,sysselsatte_botid_land,prosent
66,1,10+,2008,71.64,sysselsatte_botid_land,prosent
66,1,5_9,2008,66.67,sysselsatte_botid_land,prosent
66,1,alle,2008,71.43,sysselsatte_botid_land,prosent
66,2,0_4,2008,58.14,sysselsatte_botid_land,prosent
66,2,10+,2008,63.64,sysselsatte_botid_land,prosent
66,2,5_9,2008,65.38,sysselsatte_botid_land,prosent
66,2,alle,2008,61.76,sysselsatte_botid_land,prosent
66,alle,0_4,2008,67.67,sysselsatte_botid_land,prosent
66,alle,10+,2008,69.00,sysselsatte_botid_land,prosent
66,alle,5_9,2008,65.91,sysselsatte_botid_land,prosent
66,alle,alle,2008,67.87,sysselsatte_botid_land,prosent
67,1,0_4,2008,83.18,sysselsatte_botid_land,prosent
67,1,10+,2008,73.26,sysselsatte_botid_land,prosent
67,1,5_9,2008,69.23,sysselsatte_botid_land,prosent
67,1,alle,2008,76.10,sysselsatte_botid_land,prosent
67,2,0_4,2008,39.87,sysselsatte_botid_land,prosent
67,2,10+,2008,68.50,sysselsatte_botid_land,prosent
67,2,5_9,2008,62.50,sysselsatte_botid_land,prosent
67,2,alle,2008,55.56,sysselsatte_botid_land,prosent
67,alle,0_4,2008,57.36,sysselsatte_botid_land,prosent
67,alle,10+,2008,71.24,sysselsatte_botid_land,prosent
67,alle,5_9,2008,64.15,sysselsatte_botid_land,prosent
67,alle,alle,2008,64.59,sysselsatte_botid_land,prosent
68,1,0_4,2008,69.57,sysselsatte_botid_land,prosent
68,1,10+,2008,68.97,sysselsatte_botid_land,prosent
68,1,5_9,2008,84.62,sysselsatte_botid_land,prosent
68,1,alle,2008,71.43,sysselsatte_botid_land,prosent
68,2,0_4,2008,39.60,sysselsatte_botid_land,prosent
68,2,10+,2008,62.32,sysselsatte_botid_land,prosent
68,2,5_9,2008,68.63,sysselsatte_botid_land,prosent
68,2,alle,2008,53.39,sysselsatte_botid_land,prosent
68,alle,0_4,2008,51.76,sysselsatte_botid_land,prosent
68,alle,10+,2008,66.03,sysselsatte_botid_land,prosent
68,alle,5_9,2008,74.03,sysselsatte_botid_land,prosent
68,alle,alle,2008,61.54,sysselsatte_botid_land,prosent
69,1,0_4,2008,75.00,sysselsatte_botid_land,prosent
69,1,10+,2008,70.71,sysselsatte_botid_land,prosent
69,1,5_9,2008,71.43,sysselsatte_botid_land,prosent
69,1,alle,2008,72.28,sysselsatte_botid_land,prosent
69,2,0_4,2008,35.86,sysselsatte_botid_land,prosent
69,2,10+,2008,67.44,sysselsatte_botid_land,prosent
69,2,5_9,2008,53.01,sysselsatte_botid_land,prosent
69,2,alle,2008,49.04,sysselsatte_botid_land,prosent
69,alle,0_4,2008,48.36,sysselsatte_botid_land,prosent
69,alle,10+,2008,69.19,sysselsatte_botid_land,prosent
69,alle,5_9,2008,58.47,sysselsatte_botid_land,prosent
69,alle,alle,2008,58.14,sysselsatte_botid_land,prosent
70,1,0_4,2008,97.06,sysselsatte_botid_land,prosent
70,1,10+,2008,71.43,sysselsatte_botid_land,prosent
70,1,5_9,2008,87.50,sysselsatte_botid_land,prosent
70,1,alle,2008,87.30,sysselsatte_botid_land,prosent
70,2,0_4,2008,75.00,sysselsatte_botid_land,prosent
70,2,10+,2008,63.64,sysselsatte_botid_land,prosent
70,2,5_9,2008,85.71,sysselsatte_botid_land,prosent
70,2,alle,2008,73.33,sysselsatte_botid_land,prosent
70,alle,0_4,2008,91.30,sysselsatte_botid_land,prosent
70,alle,10+,2008,68.75,sysselsatte_botid_land,prosent
70,alle,5_9,2008,86.67,sysselsatte_botid_land,prosent
70,alle,alle,2008,82.80,sysselsatte_botid_land,prosent
71,1,0_4,2008,67.53,sysselsatte_botid_land,prosent
71,1,10+,2008,61.11,sysselsatte_botid_land,prosent
71,1,5_9,2008,80.00,sysselsatte_botid_land,prosent
71,1,alle,2008,64.41,sysselsatte_botid_land,prosent
71,2,0_4,2008,33.86,sysselsatte_botid_land,prosent
71,2,10+,2008,74.53,sysselsatte_botid_land,prosent
71,2,5_9,2008,65.93,sysselsatte_botid_land,prosent
71,2,alle,2008,56.17,sysselsatte_botid_land,prosent
71,alle,0_4,2008,46.57,sysselsatte_botid_land,prosent
71,alle,10+,2008,66.80,sysselsatte_botid_land,prosent
71,alle,5_9,2008,67.92,sysselsatte_botid_land,prosent
71,alle,alle,2008,59.64,sysselsatte_botid_land,prosent
72,1,0_4,2008,73.33,sysselsatte_botid_land,prosent
72,1,10+,2008,66.77,sysselsatte_botid_land,prosent
72,1,5_9,2008,76.62,sysselsatte_botid_land,prosent
72,1,alle,2008,70.35,sysselsatte_botid_land,prosent
72,2,0_4,2008,43.70,sysselsatte_botid_land,prosent
72,2,10+,2008,70.66,sysselsatte_botid_land,prosent
72,2,5_9,2008,61.11,sysselsatte_botid_land,prosent
72,2,alle,2008,56.61,sysselsatte_botid_land,prosent
72,alle,0_4,2008,57.59,sysselsatte_botid_land,prosent
72,alle,10+,2008,68.13,sysselsatte_botid_land,prosent
72,alle,5_9,2008,66.11,sysselsatte_botid_land,prosent
72,alle,alle,2008,63.66,sysselsatte_botid_land,prosent
73,1,0_4,2008,73.62,sysselsatte_botid_land,prosent
