fylke_nr,innvkat_2,aar,tabellvariabel,tabellnavn,enhet
08,befolkningen_ellers,2012,65.94,sysselsatte_innvkat,prosent
08,innvandrere,2012,54.24,sysselsatte_innvkat,prosent
09,alle,2012,65.51,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2012,66.36,sysselsatte_innvkat,prosent
09,innvandrere,2012,58.40,sysselsatte_innvkat,prosent
10,alle,2012,67.39,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2012,68.53,sysselsatte_innvkat,prosent
10,innvandrere,2012,59.29,sysselsatte_innvkat,prosent
11,alle,2012,72.84,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2012,73.43,sysselsatte_innvkat,prosent
11,innvandrere,2012,69.60,sysselsatte_innvkat,prosent
12,alle,2012,70.52,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2012,71.18,sysselsatte_innvkat,prosent
12,innvandrere,2012,65.74,sysselsatte_innvkat,prosent
14,alle,2012,72.17,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2012,72.75,sysselsatte_innvkat,prosent
14,innvandrere,2012,66.85,sysselsatte_innvkat,prosent
15,alle,2012,70.72,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2012,70.94,sysselsatte_innvkat,prosent
15,innvandrere,2012,68.86,sysselsatte_innvkat,prosent
16,alle,2012,69.49,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2012,70.41,sysselsatte_innvkat,prosent
16,innvandrere,2012,61.91,sysselsatte_innvkat,prosent
17,alle,2012,68.29,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2012,68.79,sysselsatte_innvkat,prosent
17,innvandrere,2012,61.57,sysselsatte_innvkat,prosent
18,alle,2012,66.93,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2012,67.36,sysselsatte_innvkat,prosent
18,innvandrere,2012,61.71,sysselsatte_innvkat,prosent
19,alle,2012,68.53,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2012,68.98,sysselsatte_innvkat,prosent
19,innvandrere,2012,63.96,sysselsatte_innvkat,prosent
20,alle,2012,67.91,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2012,67.80,sysselsatte_innvkat,prosent
20,innvandrere,2012,68.71,sysselsatte_innvkat,prosent
alle,alle,2012,68.71,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2012,69.68,sysselsatte_innvkat,prosent
alle,innvandrere,2012,62.83,sysselsatte_innvkat,prosent
01,alle,2013,63.36,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2013,64.61,sysselsatte_innvkat,prosent
01,innvandrere,2013,55.72,sysselsatte_innvkat,prosent
02,alle,2013,69.87,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2013,70.68,sysselsatte_innvkat,prosent
02,innvandrere,2013,65.92,sysselsatte_innvkat,prosent
03,alle,2013,69.40,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2013,72.50,sysselsatte_innvkat,prosent
03,innvandrere,2013,61.69,sysselsatte_innvkat,prosent
04,alle,2013,64.51,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2013,65.31,sysselsatte_innvkat,prosent
04,innvandrere,2013,56.38,sysselsatte_innvkat,prosent
05,alle,2013,67.46,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2013,68.21,sysselsatte_innvkat,prosent
05,innvandrere,2013,59.83,sysselsatte_innvkat,prosent
06,alle,2013,68.33,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2013,69.29,sysselsatte_innvkat,prosent
06,innvandrere,2013,63.40,sysselsatte_innvkat,prosent
07,alle,2013,65.45,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2013,66.01,sysselsatte_innvkat,prosent
07,innvandrere,2013,61.39,sysselsatte_innvkat,prosent
08,alle,2013,64.67,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2013,65.84,sysselsatte_innvkat,prosent
08,innvandrere,2013,55.08,sysselsatte_innvkat,prosent
09,alle,2013,64.75,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2013,65.61,sysselsatte_innvkat,prosent
09,innvandrere,2013,57.96,sysselsatte_innvkat,prosent
10,alle,2013,67.31,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2013,68.52,sysselsatte_innvkat,prosent
10,innvandrere,2013,59.13,sysselsatte_innvkat,prosent
11,alle,2013,72.65,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2013,73.29,sysselsatte_innvkat,prosent
11,innvandrere,2013,69.37,sysselsatte_innvkat,prosent
12,alle,2013,70.44,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2013,71.19,sysselsatte_innvkat,prosent
12,innvandrere,2013,65.45,sysselsatte_innvkat,prosent
14,alle,2013,72.17,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2013,72.81,sysselsatte_innvkat,prosent
14,innvandrere,2013,66.59,sysselsatte_innvkat,prosent
15,alle,2013,70.33,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2013,70.55,sysselsatte_innvkat,prosent
15,innvandrere,2013,68.61,sysselsatte_innvkat,prosent
16,alle,2013,69.50,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2013,70.21,sysselsatte_innvkat,prosent
16,innvandrere,2013,63.85,sysselsatte_innvkat,prosent
17,alle,2013,67.81,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2013,68.47,sysselsatte_innvkat,prosent
17,innvandrere,2013,59.40,sysselsatte_innvkat,prosent
18,alle,2013,66.72,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2013,67.32,sysselsatte_innvkat,prosent
18,innvandrere,2013,60.28,sysselsatte_innvkat,prosent
19,alle,2013,68.64,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2013,69.10,sysselsatte_innvkat,prosent
19,innvandrere,2013,64.58,sysselsatte_innvkat,prosent
20,alle,2013,67.54,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2013,67.60,sysselsatte_innvkat,prosent
20,innvandrere,2013,67.15,sysselsatte_innvkat,prosent
alle,alle,2013,68.56,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2013,69.51,sysselsatte_innvkat,prosent
alle,innvandrere,2013,63.12,sysselsatte_innvkat,prosent
01,alle,2014,63.17,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2014,64.29,sysselsatte_innvkat,prosent
01,innvandrere,2014,56.59,sysselsatte_innvkat,prosent
02,alle,2014,69.75,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2014,70.44,sysselsatte_innvkat,prosent
02,innvandrere,2014,66.58,sysselsatte_innvkat,prosent
03,alle,2014,69.55,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2014,72.62,sysselsatte_innvkat,prosent
03,innvandrere,2014,62.19,sysselsatte_innvkat,prosent
04,alle,2014,64.55,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2014,65.35,sysselsatte_innvkat,prosent
04,innvandrere,2014,56.82,sysselsatte_innvkat,prosent
05,alle,2014,67.39,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2014,68.26,sysselsatte_innvkat,prosent
05,innvandrere,2014,59.27,sysselsatte_innvkat,prosent
06,alle,2014,68.11,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2014,69.06,sysselsatte_innvkat,prosent
06,innvandrere,2014,63.44,sysselsatte_innvkat,prosent
07,alle,2014,65.52,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2014,66.05,sysselsatte_innvkat,prosent
07,innvandrere,2014,61.93,sysselsatte_innvkat,prosent
08,alle,2014,64.34,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2014,65.58,sysselsatte_innvkat,prosent
08,innvandrere,2014,54.74,sysselsatte_innvkat,prosent
09,alle,2014,64.47,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2014,65.43,sysselsatte_innvkat,prosent
09,innvandrere,2014,57.28,sysselsatte_innvkat,prosent
10,alle,2014,67.21,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2014,68.59,sysselsatte_innvkat,prosent
10,innvandrere,2014,58.37,sysselsatte_innvkat,prosent
11,alle,2014,72.25,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2014,72.86,sysselsatte_innvkat,prosent
11,innvandrere,2014,69.29,sysselsatte_innvkat,prosent
12,alle,2014,70.47,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2014,71.10,sysselsatte_innvkat,prosent
12,innvandrere,2014,66.49,sysselsatte_innvkat,prosent
14,alle,2014,72.17,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2014,72.79,sysselsatte_innvkat,prosent
14,innvandrere,2014,67.14,sysselsatte_innvkat,prosent
15,alle,2014,70.15,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2014,70.44,sysselsatte_innvkat,prosent
15,innvandrere,2014,68.04,sysselsatte_innvkat,prosent
16,alle,2014,69.37,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2014,70.10,sysselsatte_innvkat,prosent
16,innvandrere,2014,63.94,sysselsatte_innvkat,prosent
17,alle,2014,67.24,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2014,68.05,sysselsatte_innvkat,prosent
17,innvandrere,2014,57.70,sysselsatte_innvkat,prosent
18,alle,2014,66.71,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2014,67.28,sysselsatte_innvkat,prosent
18,innvandrere,2014,61.13,sysselsatte_innvkat,prosent
19,alle,2014,68.29,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2014,68.78,sysselsatte_innvkat,prosent
19,innvandrere,2014,64.28,sysselsatte_innvkat,prosent
20,alle,2014,67.16,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2014,67.35,sysselsatte_innvkat,prosent
20,innvandrere,2014,65.97,sysselsatte_innvkat,prosent
alle,alle,2014,68.46,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2014,69.38,sysselsatte_innvkat,prosent
alle,innvandrere,2014,63.42,sysselsatte_innvkat,prosent
