"aar","bydel_nr","botid_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","0-4","alle","prosent","63.1","sysselsatte_botid_land","NULL","NULL","0612"
"2013","NULL","5+","1","personer","204","sysselsatte_botid_land","NULL","NULL","0612"
"2013","NULL","5+","1","prosent","81.9","sysselsatte_botid_land","NULL","NULL","0612"
"2013","NULL","5+","2","personer","83","sysselsatte_botid_land","NULL","NULL","0612"
"2013","NULL","5+","2","prosent","69.7","sysselsatte_botid_land","NULL","NULL","0612"
"2013","NULL","5+","alle","personer","287","sysselsatte_botid_land","NULL","NULL","0612"
"2013","NULL","5+","alle","prosent","78","sysselsatte_botid_land","NULL","NULL","0612"
"2013","NULL","alle","1","personer","36","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","alle","1","prosent","63.2","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","alle","2","personer","7","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","alle","2","prosent","63.6","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","alle","alle","personer","43","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","alle","alle","prosent","63.2","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","0-4","1","personer",":","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","0-4","1","prosent",":","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","0-4","2","personer",":","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","0-4","2","prosent",":","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","0-4","alle","personer","31","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","0-4","alle","prosent","70.5","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","5+","1","personer","7","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","5+","1","prosent","43.8","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","5+","2","personer","5","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","5+","2","prosent","62.5","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","5+","alle","personer","12","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","5+","alle","prosent","50","sysselsatte_botid_land","NULL","NULL","0615"
"2013","NULL","alle","1","personer","121","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","alle","1","prosent","77.1","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","alle","2","personer","49","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","alle","2","prosent","36.8","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","alle","alle","personer","170","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","alle","alle","prosent","58.6","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","0-4","1","personer","48","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","0-4","1","prosent","77.4","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","0-4","2","personer","18","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","0-4","2","prosent","20.7","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","0-4","alle","personer","66","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","0-4","alle","prosent","44.3","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","5+","1","personer","73","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","5+","1","prosent","76.8","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","5+","2","personer","31","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","5+","2","prosent","67.4","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","5+","alle","personer","104","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","5+","alle","prosent","73.8","sysselsatte_botid_land","NULL","NULL","0616"
"2013","NULL","alle","1","personer","265","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","alle","1","prosent","81.3","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","alle","2","personer","129","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","alle","2","prosent","68.3","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","alle","alle","personer","394","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","alle","alle","prosent","76.5","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","0-4","1","personer","156","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","0-4","1","prosent","79.2","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","0-4","2","personer","28","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","0-4","2","prosent","53.8","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","0-4","alle","personer","184","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","0-4","alle","prosent","73.9","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","5+","1","personer","109","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","5+","1","prosent","84.5","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","5+","2","personer","101","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","5+","2","prosent","73.7","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","5+","alle","personer","210","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","5+","alle","prosent","78.9","sysselsatte_botid_land","NULL","NULL","0617"
"2013","NULL","alle","1","personer","232","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","alle","1","prosent","82.3","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","alle","2","personer","23","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","alle","2","prosent","32.4","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","alle","alle","personer","255","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","alle","alle","prosent","72.2","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","0-4","1","personer","122","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","0-4","1","prosent","81.3","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","0-4","2","personer","13","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","0-4","2","prosent","24.1","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","0-4","alle","personer","135","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","0-4","alle","prosent","66.2","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","5+","1","personer","110","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","5+","1","prosent","83.3","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","5+","2","personer","10","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","5+","2","prosent","58.8","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","5+","alle","personer","120","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","5+","alle","prosent","80.5","sysselsatte_botid_land","NULL","NULL","0618"
"2013","NULL","alle","1","personer","170","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","alle","1","prosent","83.7","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","alle","2","personer","60","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","alle","2","prosent","58.3","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","alle","alle","personer","230","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","alle","alle","prosent","75.2","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","0-4","1","personer","72","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","0-4","1","prosent","80","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","0-4","2","personer","16","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","0-4","2","prosent","33.3","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","0-4","alle","personer","88","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","0-4","alle","prosent","63.8","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","5+","1","personer","98","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","5+","1","prosent","86.7","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","5+","2","personer","44","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","5+","2","prosent","80","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","5+","alle","personer","142","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","5+","alle","prosent","84.5","sysselsatte_botid_land","NULL","NULL","0619"
"2013","NULL","alle","1","personer","330","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","alle","1","prosent","78.2","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","alle","2","personer","75","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","alle","2","prosent","71.4","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","alle","alle","personer","405","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","alle","alle","prosent","76.9","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","0-4","1","personer","156","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","0-4","1","prosent","74.3","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","0-4","2","personer","26","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","0-4","2","prosent","59.1","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","0-4","alle","personer","182","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","0-4","alle","prosent","71.7","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","5+","1","personer","174","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","5+","1","prosent","82.1","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","5+","2","personer","49","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","5+","2","prosent","80.3","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","5+","alle","personer","223","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","5+","alle","prosent","81.7","sysselsatte_botid_land","NULL","NULL","0620"
"2013","NULL","alle","1","personer","87","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","alle","1","prosent","78.4","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","alle","2","personer","16","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","alle","2","prosent","53.3","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","alle","alle","personer","103","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","alle","alle","prosent","73","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","0-4","1","personer","51","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","0-4","1","prosent","81","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","0-4","2","personer","6","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","0-4","2","prosent","37.5","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","0-4","alle","personer","57","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","0-4","alle","prosent","72.2","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","5+","1","personer","36","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","5+","1","prosent","75","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","5+","2","personer","10","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","5+","2","prosent","71.4","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","5+","alle","personer","46","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","5+","alle","prosent","74.2","sysselsatte_botid_land","NULL","NULL","0621"
"2013","NULL","alle","1","personer","135","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","alle","1","prosent","79.9","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","alle","2","personer","20","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","alle","2","prosent","57.1","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","alle","alle","personer","155","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","alle","alle","prosent","76","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","0-4","1","personer","106","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","0-4","1","prosent","83.5","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","0-4","2","personer","10","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","0-4","2","prosent","62.5","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","0-4","alle","personer","116","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","0-4","alle","prosent","81.1","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","5+","1","personer","29","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","5+","1","prosent","69","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","5+","2","personer","10","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","5+","2","prosent","52.6","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","5+","alle","personer","39","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","5+","alle","prosent","63.9","sysselsatte_botid_land","NULL","NULL","0622"
"2013","NULL","alle","1","personer","347","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","alle","1","prosent","73.8","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","alle","2","personer","192","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","alle","2","prosent","51.6","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","alle","alle","personer","539","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","alle","alle","prosent","64","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","0-4","1","personer","124","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","0-4","1","prosent","67.8","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","0-4","2","personer","41","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","0-4","2","prosent","35.7","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","0-4","alle","personer","165","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","0-4","alle","prosent","55.4","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","5+","1","personer","223","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","5+","1","prosent","77.7","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","5+","2","personer","151","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","5+","2","prosent","58.8","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","5+","alle","personer","374","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","5+","alle","prosent","68.8","sysselsatte_botid_land","NULL","NULL","0623"
"2013","NULL","alle","1","personer","755","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","alle","1","prosent","77.2","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","alle","2","personer","341","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","alle","2","prosent","62.1","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","alle","alle","personer","1096","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","alle","alle","prosent","71.8","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","0-4","1","personer","384","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","0-4","1","prosent","73.4","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","0-4","2","personer","64","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","0-4","2","prosent","44.1","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","0-4","alle","personer","448","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","0-4","alle","prosent","67.1","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","5+","1","personer","371","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","5+","1","prosent","81.5","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","5+","2","personer","277","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","5+","2","prosent","68.6","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","5+","alle","personer","648","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","5+","alle","prosent","75.4","sysselsatte_botid_land","NULL","NULL","0624"
"2013","NULL","alle","1","personer","954","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","alle","1","prosent","79.4","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","alle","2","personer","950","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","alle","2","prosent","62.9","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","alle","alle","personer","1904","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","alle","alle","prosent","70.2","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","0-4","1","personer","382","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","0-4","1","prosent","74","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","0-4","2","personer","95","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","0-4","2","prosent","44","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","0-4","alle","personer","477","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","0-4","alle","prosent","65.2","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","5+","1","personer","572","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","5+","1","prosent","83.4","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","5+","2","personer","855","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","5+","2","prosent","66","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","5+","alle","personer","1427","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","5+","alle","prosent","72","sysselsatte_botid_land","NULL","NULL","0625"
"2013","NULL","alle","1","personer","1309","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","alle","1","prosent","79","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","alle","2","personer","876","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","alle","2","prosent","61.3","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","alle","alle","personer","2185","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","alle","alle","prosent","70.8","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","0-4","1","personer","590","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","0-4","1","prosent","73.9","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","0-4","2","personer","150","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","0-4","2","prosent","47.9","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","0-4","alle","personer","740","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","0-4","alle","prosent","66.6","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","5+","1","personer","719","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","5+","1","prosent","83.6","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","5+","2","personer","726","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","5+","2","prosent","65.1","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","5+","alle","personer","1445","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","5+","alle","prosent","73.1","sysselsatte_botid_land","NULL","NULL","0626"
"2013","NULL","alle","1","personer","1035","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","alle","1","prosent","78.2","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","alle","2","personer","412","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","alle","2","prosent","64.9","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","alle","alle","personer","1447","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","alle","alle","prosent","73.9","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","0-4","1","personer","378","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","0-4","1","prosent","71.6","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","0-4","2","personer","83","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","0-4","2","prosent","46.4","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","0-4","alle","personer","461","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","0-4","alle","prosent","65.2","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","5+","1","personer","657","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","5+","1","prosent","82.5","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","5+","2","personer","329","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","5+","2","prosent","72.1","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","5+","alle","personer","986","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","5+","alle","prosent","78.8","sysselsatte_botid_land","NULL","NULL","0627"
"2013","NULL","alle","1","personer","412","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","alle","1","prosent","80.5","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","alle","2","personer","107","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","alle","2","prosent","48.2","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","alle","alle","personer","519","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","alle","alle","prosent","70.7","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","0-4","1","personer","148","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","0-4","1","prosent","74.4","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","0-4","2","personer","25","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","0-4","2","prosent","24.5","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","0-4","alle","personer","173","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","0-4","alle","prosent","57.5","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","5+","1","personer","264","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","5+","1","prosent","84.3","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","5+","2","personer","82","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","5+","2","prosent","68.3","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","5+","alle","personer","346","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","5+","alle","prosent","79.9","sysselsatte_botid_land","NULL","NULL","0628"
"2013","NULL","alle","1","personer","85","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","alle","1","prosent","81.7","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","alle","2","personer","21","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","alle","2","prosent","42","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","alle","alle","personer","106","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","alle","alle","prosent","68.8","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","0-4","1","personer","37","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","0-4","1","prosent","74","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","0-4","2","personer","8","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","0-4","2","prosent","22.2","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","0-4","alle","personer","45","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","0-4","alle","prosent","52.3","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","5+","1","personer","48","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","5+","1","prosent","88.9","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","5+","2","personer","13","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","5+","2","prosent","92.9","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","5+","alle","personer","61","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","5+","alle","prosent","89.7","sysselsatte_botid_land","NULL","NULL","0631"
"2013","NULL","alle","1","personer","26","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","alle","1","prosent","83.9","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","alle","2","personer","16","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","alle","2","prosent","48.5","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","alle","alle","personer","42","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","alle","alle","prosent","65.6","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","0-4","1","personer","7","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","0-4","1","prosent","87.5","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","0-4","2","personer","4","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","0-4","2","prosent","19","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","0-4","alle","personer","11","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","0-4","alle","prosent","37.9","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","5+","1","personer","19","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","5+","1","prosent","82.6","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","5+","2","personer","12","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","5+","2","prosent","100","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","5+","alle","personer","31","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","5+","alle","prosent","88.6","sysselsatte_botid_land","NULL","NULL","0632"
"2013","NULL","alle","1","personer","81","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","alle","1","prosent","79.4","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","alle","2","personer","30","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","alle","2","prosent","62.5","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","alle","alle","personer","111","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","alle","alle","prosent","74","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","0-4","1","personer","52","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","0-4","1","prosent","83.9","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","0-4","2","personer","15","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","0-4","2","prosent","45.5","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","0-4","alle","personer","67","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","0-4","alle","prosent","70.5","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","5+","1","personer","29","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","5+","1","prosent","72.5","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","5+","2","personer","15","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","5+","2","prosent","100","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","5+","alle","personer","44","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","5+","alle","prosent","80","sysselsatte_botid_land","NULL","NULL","0633"
"2013","NULL","alle","1","personer","772","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","alle","1","prosent","72.4","sysselsatte_botid_land","NULL","NULL","0701"
"2013","NULL","alle","2","personer","710","sysselsatte_botid_land","NULL","NULL","0701"
