tabell_navn;aar;kommune_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2014-2015;1517;alle;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1517;alle;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;alle;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1517;alle;innvandrere;alle;7+;grunnskolepoeng;25
grunnskolepoeng;2014-2015;1517;alle;innvandrere;alle;7+;person;4
grunnskolepoeng;2014-2015;1517;alle;innvandrere;alle;alle;grunnskolepoeng;25
grunnskolepoeng;2014-2015;1517;alle;innvandrere;alle;alle;person;4
grunnskolepoeng;2014-2015;1517;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;1517;alle;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;1517;1;alle;NULL;NULL;grunnskolepoeng;31,6
grunnskolepoeng;2014-2015;1517;1;alle;NULL;NULL;person;30
grunnskolepoeng;2014-2015;1517;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;32
grunnskolepoeng;2014-2015;1517;1;bef_u_innv_og_norskf;NULL;NULL;person;28
grunnskolepoeng;2014-2015;1517;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;32
grunnskolepoeng;2014-2015;1517;1;befolkningen_ellers;NULL;NULL;person;29
grunnskolepoeng;2014-2015;1517;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;alle;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;alle;7+;person;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;alle;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;innvandrere;alle;alle;person;0
grunnskolepoeng;2014-2015;1517;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1517;0;alle;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2014-2015;1517;0;alle;NULL;NULL;person;30
grunnskolepoeng;2014-2015;1517;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;1517;0;bef_u_innv_og_norskf;NULL;NULL;person;25
grunnskolepoeng;2014-2015;1517;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;1517;0;befolkningen_ellers;NULL;NULL;person;27
grunnskolepoeng;2014-2015;1517;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;2;7+;grunnskolepoeng;21,4
grunnskolepoeng;2014-2015;1517;0;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;1517;0;innvandrere;2;alle;grunnskolepoeng;21,4
grunnskolepoeng;2014-2015;1517;0;innvandrere;2;alle;person;3
grunnskolepoeng;2014-2015;1517;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1517;0;innvandrere;alle;7+;grunnskolepoeng;26,6
grunnskolepoeng;2014-2015;1517;0;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;1517;0;innvandrere;alle;alle;grunnskolepoeng;26,6
grunnskolepoeng;2014-2015;1517;0;innvandrere;alle;alle;person;3
grunnskolepoeng;2014-2015;1517;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;45,4
grunnskolepoeng;2014-2015;1517;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;1519;alle;alle;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2014-2015;1519;alle;alle;NULL;NULL;person;105
grunnskolepoeng;2014-2015;1519;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;1519;alle;bef_u_innv_og_norskf;NULL;NULL;person;100
grunnskolepoeng;2014-2015;1519;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2014-2015;1519;alle;befolkningen_ellers;NULL;NULL;person;101
grunnskolepoeng;2014-2015;1519;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;1;alle;grunnskolepoeng;45,8
grunnskolepoeng;2014-2015;1519;alle;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;1519;alle;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;2;7+;grunnskolepoeng;39
grunnskolepoeng;2014-2015;1519;alle;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;1519;alle;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1519;alle;innvandrere;alle;7+;grunnskolepoeng;41
grunnskolepoeng;2014-2015;1519;alle;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;1519;alle;innvandrere;alle;alle;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;1519;alle;innvandrere;alle;alle;person;4
grunnskolepoeng;2014-2015;1519;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;alle;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1519;1;alle;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;1519;1;alle;NULL;NULL;person;50
grunnskolepoeng;2014-2015;1519;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;1519;1;bef_u_innv_og_norskf;NULL;NULL;person;48
grunnskolepoeng;2014-2015;1519;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;1519;1;befolkningen_ellers;NULL;NULL;person;49
grunnskolepoeng;2014-2015;1519;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;alle;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;alle;7+;person;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;alle;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;innvandrere;alle;alle;person;0
grunnskolepoeng;2014-2015;1519;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1519;0;alle;NULL;NULL;grunnskolepoeng;45
grunnskolepoeng;2014-2015;1519;0;alle;NULL;NULL;person;55
grunnskolepoeng;2014-2015;1519;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;45,4
grunnskolepoeng;2014-2015;1519;0;bef_u_innv_og_norskf;NULL;NULL;person;52
grunnskolepoeng;2014-2015;1519;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;45,4
grunnskolepoeng;2014-2015;1519;0;befolkningen_ellers;NULL;NULL;person;52
grunnskolepoeng;2014-2015;1519;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;2;7+;grunnskolepoeng;39
grunnskolepoeng;2014-2015;1519;0;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;1519;0;innvandrere;2;alle;grunnskolepoeng;39
grunnskolepoeng;2014-2015;1519;0;innvandrere;2;alle;person;3
grunnskolepoeng;2014-2015;1519;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1519;0;innvandrere;alle;7+;grunnskolepoeng;41
grunnskolepoeng;2014-2015;1519;0;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;1519;0;innvandrere;alle;alle;grunnskolepoeng;41
grunnskolepoeng;2014-2015;1519;0;innvandrere;alle;alle;person;3
grunnskolepoeng;2014-2015;1519;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1519;0;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1520;alle;alle;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;1520;alle;alle;NULL;NULL;person;137
grunnskolepoeng;2014-2015;1520;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2014-2015;1520;alle;bef_u_innv_og_norskf;NULL;NULL;person;126
grunnskolepoeng;2014-2015;1520;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2014-2015;1520;alle;befolkningen_ellers;NULL;NULL;person;128
grunnskolepoeng;2014-2015;1520;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1520;alle;innvandrere;1;7+;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;1520;alle;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;1520;alle;innvandrere;1;alle;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;1520;alle;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;1520;alle;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;alle;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1520;alle;innvandrere;2;7+;grunnskolepoeng;32,6
grunnskolepoeng;2014-2015;1520;alle;innvandrere;2;7+;person;5
grunnskolepoeng;2014-2015;1520;alle;innvandrere;2;alle;grunnskolepoeng;33,2
grunnskolepoeng;2014-2015;1520;alle;innvandrere;2;alle;person;6
grunnskolepoeng;2014-2015;1520;alle;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;alle;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1520;alle;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2014-2015;1520;alle;innvandrere;alle;7+;person;8
grunnskolepoeng;2014-2015;1520;alle;innvandrere;alle;alle;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;1520;alle;innvandrere;alle;alle;person;9
grunnskolepoeng;2014-2015;1520;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2014-2015;1520;alle;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;1520;1;alle;NULL;NULL;grunnskolepoeng;38
grunnskolepoeng;2014-2015;1520;1;alle;NULL;NULL;person;62
grunnskolepoeng;2014-2015;1520;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;1520;1;bef_u_innv_og_norskf;NULL;NULL;person;56
grunnskolepoeng;2014-2015;1520;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;1520;1;befolkningen_ellers;NULL;NULL;person;57
grunnskolepoeng;2014-2015;1520;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1520;1;innvandrere;1;7+;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;1520;1;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;1520;1;innvandrere;1;alle;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;1520;1;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;1520;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1520;1;innvandrere;2;7+;grunnskolepoeng;32,2
grunnskolepoeng;2014-2015;1520;1;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;1520;1;innvandrere;2;alle;grunnskolepoeng;32,2
grunnskolepoeng;2014-2015;1520;1;innvandrere;2;alle;person;3
grunnskolepoeng;2014-2015;1520;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1520;1;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;1520;1;innvandrere;alle;7+;person;5
grunnskolepoeng;2014-2015;1520;1;innvandrere;alle;alle;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;1520;1;innvandrere;alle;alle;person;5
grunnskolepoeng;2014-2015;1520;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1520;0;alle;NULL;NULL;grunnskolepoeng;41,4
grunnskolepoeng;2014-2015;1520;0;alle;NULL;NULL;person;75
grunnskolepoeng;2014-2015;1520;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;1520;0;bef_u_innv_og_norskf;NULL;NULL;person;70
grunnskolepoeng;2014-2015;1520;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;1520;0;befolkningen_ellers;NULL;NULL;person;71
grunnskolepoeng;2014-2015;1520;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;2;7+;grunnskolepoeng;33,4
grunnskolepoeng;2014-2015;1520;0;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;1520;0;innvandrere;2;alle;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;1520;0;innvandrere;2;alle;person;3
grunnskolepoeng;2014-2015;1520;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1520;0;innvandrere;alle;7+;grunnskolepoeng;33,8
grunnskolepoeng;2014-2015;1520;0;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;1520;0;innvandrere;alle;alle;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;1520;0;innvandrere;alle;alle;person;4
grunnskolepoeng;2014-2015;1520;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;47
grunnskolepoeng;2014-2015;1520;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;1523;alle;alle;NULL;NULL;grunnskolepoeng;40,4
grunnskolepoeng;2014-2015;1523;alle;alle;NULL;NULL;person;30
grunnskolepoeng;2014-2015;1523;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,2
grunnskolepoeng;2014-2015;1523;alle;bef_u_innv_og_norskf;NULL;NULL;person;27
grunnskolepoeng;2014-2015;1523;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;1523;alle;befolkningen_ellers;NULL;NULL;person;28
grunnskolepoeng;2014-2015;1523;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;1;7+;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;alle;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;1523;alle;innvandrere;1;alle;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;alle;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;1523;alle;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1523;alle;innvandrere;alle;7+;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;alle;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;1523;alle;innvandrere;alle;alle;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;alle;innvandrere;alle;alle;person;3
grunnskolepoeng;2014-2015;1523;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;alle;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1523;1;alle;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2014-2015;1523;1;alle;NULL;NULL;person;17
grunnskolepoeng;2014-2015;1523;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43,6
grunnskolepoeng;2014-2015;1523;1;bef_u_innv_og_norskf;NULL;NULL;person;14
grunnskolepoeng;2014-2015;1523;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43,2
grunnskolepoeng;2014-2015;1523;1;befolkningen_ellers;NULL;NULL;person;15
grunnskolepoeng;2014-2015;1523;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;1;7+;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;1;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;1523;1;innvandrere;1;alle;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;1;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;1523;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1523;1;innvandrere;alle;7+;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;1;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;1523;1;innvandrere;alle;alle;grunnskolepoeng;31
grunnskolepoeng;2014-2015;1523;1;innvandrere;alle;alle;person;3
grunnskolepoeng;2014-2015;1523;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1523;0;alle;NULL;NULL;grunnskolepoeng;38,6
grunnskolepoeng;2014-2015;1523;0;alle;NULL;NULL;person;13
grunnskolepoeng;2014-2015;1523;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,6
grunnskolepoeng;2014-2015;1523;0;bef_u_innv_og_norskf;NULL;NULL;person;13
grunnskolepoeng;2014-2015;1523;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,6
grunnskolepoeng;2014-2015;1523;0;befolkningen_ellers;NULL;NULL;person;13
grunnskolepoeng;2014-2015;1523;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;alle;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;alle;7+;person;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;alle;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;innvandrere;alle;alle;person;0
grunnskolepoeng;2014-2015;1523;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1523;0;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1524;alle;alle;NULL;NULL;grunnskolepoeng;44
grunnskolepoeng;2014-2015;1524;alle;alle;NULL;NULL;person;21
grunnskolepoeng;2014-2015;1524;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;44
grunnskolepoeng;2014-2015;1524;alle;bef_u_innv_og_norskf;NULL;NULL;person;21
grunnskolepoeng;2014-2015;1524;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;44
grunnskolepoeng;2014-2015;1524;alle;befolkningen_ellers;NULL;NULL;person;21
grunnskolepoeng;2014-2015;1524;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;alle;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;alle;7+;person;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;alle;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;innvandrere;alle;alle;person;0
grunnskolepoeng;2014-2015;1524;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;1524;alle;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;1524;1;alle;NULL;NULL;grunnskolepoeng;43,2
