"aar","bydel_nr","spraak","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1428","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","1428","NULL"
"2013","NULL","minoritet","prosent","25","voksne_videregaende","NULL","1428","NULL"
"2013","NULL","ikke_minoritet","personer","12","voksne_videregaende","NULL","1428","NULL"
"2013","NULL","ikke_minoritet","prosent","75","voksne_videregaende","NULL","1428","NULL"
"2013","NULL","alle","personer","13","voksne_videregaende","NULL","1429","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1429","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","1429","NULL"
"2013","NULL","minoritet","prosent","30.8","voksne_videregaende","NULL","1429","NULL"
"2013","NULL","ikke_minoritet","personer","9","voksne_videregaende","NULL","1429","NULL"
"2013","NULL","ikke_minoritet","prosent","69.2","voksne_videregaende","NULL","1429","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","1430","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1430","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","1430","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","1430","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","1430","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1430","NULL"
"2013","NULL","alle","personer","22","voksne_videregaende","NULL","1431","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1431","NULL"
"2013","NULL","minoritet","personer","10","voksne_videregaende","NULL","1431","NULL"
"2013","NULL","minoritet","prosent","45.5","voksne_videregaende","NULL","1431","NULL"
"2013","NULL","ikke_minoritet","personer","12","voksne_videregaende","NULL","1431","NULL"
"2013","NULL","ikke_minoritet","prosent","54.5","voksne_videregaende","NULL","1431","NULL"
"2013","NULL","alle","personer","43","voksne_videregaende","NULL","1432","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1432","NULL"
"2013","NULL","minoritet","personer","8","voksne_videregaende","NULL","1432","NULL"
"2013","NULL","minoritet","prosent","18.6","voksne_videregaende","NULL","1432","NULL"
"2013","NULL","ikke_minoritet","personer","35","voksne_videregaende","NULL","1432","NULL"
"2013","NULL","ikke_minoritet","prosent","81.4","voksne_videregaende","NULL","1432","NULL"
"2013","NULL","alle","personer","17","voksne_videregaende","NULL","1433","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1433","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1433","NULL"
"2013","NULL","minoritet","prosent","11.8","voksne_videregaende","NULL","1433","NULL"
"2013","NULL","ikke_minoritet","personer","15","voksne_videregaende","NULL","1433","NULL"
"2013","NULL","ikke_minoritet","prosent","88.2","voksne_videregaende","NULL","1433","NULL"
"2013","NULL","alle","personer","35","voksne_videregaende","NULL","1438","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1438","NULL"
"2013","NULL","minoritet","personer","7","voksne_videregaende","NULL","1438","NULL"
"2013","NULL","minoritet","prosent","20","voksne_videregaende","NULL","1438","NULL"
"2013","NULL","ikke_minoritet","personer","28","voksne_videregaende","NULL","1438","NULL"
"2013","NULL","ikke_minoritet","prosent","80","voksne_videregaende","NULL","1438","NULL"
"2013","NULL","alle","personer","22","voksne_videregaende","NULL","1439","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1439","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1439","NULL"
"2013","NULL","minoritet","prosent","4.5","voksne_videregaende","NULL","1439","NULL"
"2013","NULL","ikke_minoritet","personer","21","voksne_videregaende","NULL","1439","NULL"
"2013","NULL","ikke_minoritet","prosent","95.5","voksne_videregaende","NULL","1439","NULL"
"2013","NULL","alle","personer","13","voksne_videregaende","NULL","1441","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1441","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1441","NULL"
"2013","NULL","minoritet","prosent","7.7","voksne_videregaende","NULL","1441","NULL"
"2013","NULL","ikke_minoritet","personer","12","voksne_videregaende","NULL","1441","NULL"
"2013","NULL","ikke_minoritet","prosent","92.3","voksne_videregaende","NULL","1441","NULL"
"2013","NULL","alle","personer","20","voksne_videregaende","NULL","1443","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1443","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1443","NULL"
"2013","NULL","minoritet","prosent","5","voksne_videregaende","NULL","1443","NULL"
"2013","NULL","ikke_minoritet","personer","19","voksne_videregaende","NULL","1443","NULL"
"2013","NULL","ikke_minoritet","prosent","95","voksne_videregaende","NULL","1443","NULL"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","1444","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1444","NULL"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","1444","NULL"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","1444","NULL"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","1444","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1444","NULL"
"2013","NULL","alle","personer","31","voksne_videregaende","NULL","1445","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1445","NULL"
"2013","NULL","minoritet","personer","16","voksne_videregaende","NULL","1445","NULL"
"2013","NULL","minoritet","prosent","51.6","voksne_videregaende","NULL","1445","NULL"
"2013","NULL","ikke_minoritet","personer","15","voksne_videregaende","NULL","1445","NULL"
"2013","NULL","ikke_minoritet","prosent","48.4","voksne_videregaende","NULL","1445","NULL"
"2013","NULL","alle","personer","18","voksne_videregaende","NULL","1449","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1449","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","1449","NULL"
"2013","NULL","minoritet","prosent","27.8","voksne_videregaende","NULL","1449","NULL"
"2013","NULL","ikke_minoritet","personer","13","voksne_videregaende","NULL","1449","NULL"
"2013","NULL","ikke_minoritet","prosent","72.2","voksne_videregaende","NULL","1449","NULL"
"2013","NULL","alle","personer","140","voksne_videregaende","NULL","1502","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1502","NULL"
"2013","NULL","minoritet","personer","34","voksne_videregaende","NULL","1502","NULL"
"2013","NULL","minoritet","prosent","24.3","voksne_videregaende","NULL","1502","NULL"
"2013","NULL","ikke_minoritet","personer","106","voksne_videregaende","NULL","1502","NULL"
"2013","NULL","ikke_minoritet","prosent","75.7","voksne_videregaende","NULL","1502","NULL"
"2013","NULL","alle","personer","167","voksne_videregaende","NULL","1504","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1504","NULL"
"2013","NULL","minoritet","personer","35","voksne_videregaende","NULL","1504","NULL"
"2013","NULL","minoritet","prosent","21","voksne_videregaende","NULL","1504","NULL"
"2013","NULL","ikke_minoritet","personer","132","voksne_videregaende","NULL","1504","NULL"
"2013","NULL","ikke_minoritet","prosent","79","voksne_videregaende","NULL","1504","NULL"
"2013","NULL","alle","personer","100","voksne_videregaende","NULL","1505","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1505","NULL"
"2013","NULL","minoritet","personer","24","voksne_videregaende","NULL","1505","NULL"
"2013","NULL","minoritet","prosent","24","voksne_videregaende","NULL","1505","NULL"
"2013","NULL","ikke_minoritet","personer","76","voksne_videregaende","NULL","1505","NULL"
"2013","NULL","ikke_minoritet","prosent","76","voksne_videregaende","NULL","1505","NULL"
"2013","NULL","alle","personer","18","voksne_videregaende","NULL","1511","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1511","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1511","NULL"
"2013","NULL","minoritet","prosent","11.1","voksne_videregaende","NULL","1511","NULL"
"2013","NULL","ikke_minoritet","personer","16","voksne_videregaende","NULL","1511","NULL"
"2013","NULL","ikke_minoritet","prosent","88.9","voksne_videregaende","NULL","1511","NULL"
"2013","NULL","alle","personer","12","voksne_videregaende","NULL","1514","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1514","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","1514","NULL"
"2013","NULL","minoritet","prosent","33.3","voksne_videregaende","NULL","1514","NULL"
"2013","NULL","ikke_minoritet","personer","8","voksne_videregaende","NULL","1514","NULL"
"2013","NULL","ikke_minoritet","prosent","66.7","voksne_videregaende","NULL","1514","NULL"
"2013","NULL","alle","personer","20","voksne_videregaende","NULL","1515","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1515","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1515","NULL"
"2013","NULL","minoritet","prosent","10","voksne_videregaende","NULL","1515","NULL"
"2013","NULL","ikke_minoritet","personer","18","voksne_videregaende","NULL","1515","NULL"
"2013","NULL","ikke_minoritet","prosent","90","voksne_videregaende","NULL","1515","NULL"
"2013","NULL","alle","personer","21","voksne_videregaende","NULL","1516","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1516","NULL"
"2013","NULL","minoritet","personer","6","voksne_videregaende","NULL","1516","NULL"
"2013","NULL","minoritet","prosent","28.6","voksne_videregaende","NULL","1516","NULL"
"2013","NULL","ikke_minoritet","personer","15","voksne_videregaende","NULL","1516","NULL"
"2013","NULL","ikke_minoritet","prosent","71.4","voksne_videregaende","NULL","1516","NULL"
"2013","NULL","alle","personer","16","voksne_videregaende","NULL","1517","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1517","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1517","NULL"
"2013","NULL","minoritet","prosent","6.3","voksne_videregaende","NULL","1517","NULL"
"2013","NULL","ikke_minoritet","personer","15","voksne_videregaende","NULL","1517","NULL"
"2013","NULL","ikke_minoritet","prosent","93.7","voksne_videregaende","NULL","1517","NULL"
"2013","NULL","alle","personer","33","voksne_videregaende","NULL","1519","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1519","NULL"
"2013","NULL","minoritet","personer","10","voksne_videregaende","NULL","1519","NULL"
"2013","NULL","minoritet","prosent","30.3","voksne_videregaende","NULL","1519","NULL"
"2013","NULL","ikke_minoritet","personer","23","voksne_videregaende","NULL","1519","NULL"
"2013","NULL","ikke_minoritet","prosent","69.7","voksne_videregaende","NULL","1519","NULL"
"2013","NULL","alle","personer","43","voksne_videregaende","NULL","1520","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1520","NULL"
"2013","NULL","minoritet","personer","16","voksne_videregaende","NULL","1520","NULL"
"2013","NULL","minoritet","prosent","37.2","voksne_videregaende","NULL","1520","NULL"
"2013","NULL","ikke_minoritet","personer","27","voksne_videregaende","NULL","1520","NULL"
"2013","NULL","ikke_minoritet","prosent","62.8","voksne_videregaende","NULL","1520","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","1523","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1523","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","1523","NULL"
"2013","NULL","minoritet","prosent","37.5","voksne_videregaende","NULL","1523","NULL"
"2013","NULL","ikke_minoritet","personer","5","voksne_videregaende","NULL","1523","NULL"
"2013","NULL","ikke_minoritet","prosent","62.5","voksne_videregaende","NULL","1523","NULL"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","1524","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1524","NULL"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","1524","NULL"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","1524","NULL"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","1524","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1524","NULL"
"2013","NULL","alle","personer","26","voksne_videregaende","NULL","1525","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1525","NULL"
"2013","NULL","minoritet","personer","7","voksne_videregaende","NULL","1525","NULL"
"2013","NULL","minoritet","prosent","26.9","voksne_videregaende","NULL","1525","NULL"
"2013","NULL","ikke_minoritet","personer","19","voksne_videregaende","NULL","1525","NULL"
"2013","NULL","ikke_minoritet","prosent","73.1","voksne_videregaende","NULL","1525","NULL"
"2013","NULL","alle","personer","84","voksne_videregaende","NULL","1528","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1528","NULL"
"2013","NULL","minoritet","personer","22","voksne_videregaende","NULL","1528","NULL"
"2013","NULL","minoritet","prosent","26.2","voksne_videregaende","NULL","1528","NULL"
"2013","NULL","ikke_minoritet","personer","62","voksne_videregaende","NULL","1528","NULL"
"2013","NULL","ikke_minoritet","prosent","73.8","voksne_videregaende","NULL","1528","NULL"
"2013","NULL","alle","personer","18","voksne_videregaende","NULL","1529","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1529","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","1529","NULL"
"2013","NULL","minoritet","prosent","16.7","voksne_videregaende","NULL","1529","NULL"
"2013","NULL","ikke_minoritet","personer","15","voksne_videregaende","NULL","1529","NULL"
"2013","NULL","ikke_minoritet","prosent","83.3","voksne_videregaende","NULL","1529","NULL"
"2013","NULL","alle","personer","28","voksne_videregaende","NULL","1531","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1531","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","1531","NULL"
"2013","NULL","minoritet","prosent","10.7","voksne_videregaende","NULL","1531","NULL"
"2013","NULL","ikke_minoritet","personer","25","voksne_videregaende","NULL","1531","NULL"
"2013","NULL","ikke_minoritet","prosent","89.3","voksne_videregaende","NULL","1531","NULL"
"2013","NULL","alle","personer","32","voksne_videregaende","NULL","1532","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1532","NULL"
"2013","NULL","minoritet","personer","6","voksne_videregaende","NULL","1532","NULL"
"2013","NULL","minoritet","prosent","18.8","voksne_videregaende","NULL","1532","NULL"
"2013","NULL","ikke_minoritet","personer","26","voksne_videregaende","NULL","1532","NULL"
"2013","NULL","ikke_minoritet","prosent","81.2","voksne_videregaende","NULL","1532","NULL"
"2013","NULL","alle","personer","33","voksne_videregaende","NULL","1534","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1534","NULL"
"2013","NULL","minoritet","personer","7","voksne_videregaende","NULL","1534","NULL"
"2013","NULL","minoritet","prosent","21.2","voksne_videregaende","NULL","1534","NULL"
"2013","NULL","ikke_minoritet","personer","26","voksne_videregaende","NULL","1534","NULL"
"2013","NULL","ikke_minoritet","prosent","78.8","voksne_videregaende","NULL","1534","NULL"
"2013","NULL","alle","personer","24","voksne_videregaende","NULL","1535","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1535","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1535","NULL"
"2013","NULL","minoritet","prosent","8.3","voksne_videregaende","NULL","1535","NULL"
"2013","NULL","ikke_minoritet","personer","22","voksne_videregaende","NULL","1535","NULL"
"2013","NULL","ikke_minoritet","prosent","91.7","voksne_videregaende","NULL","1535","NULL"
"2013","NULL","alle","personer","51","voksne_videregaende","NULL","1539","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1539","NULL"
"2013","NULL","minoritet","personer","8","voksne_videregaende","NULL","1539","NULL"
"2013","NULL","minoritet","prosent","15.7","voksne_videregaende","NULL","1539","NULL"
"2013","NULL","ikke_minoritet","personer","43","voksne_videregaende","NULL","1539","NULL"
"2013","NULL","ikke_minoritet","prosent","84.3","voksne_videregaende","NULL","1539","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","1543","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1543","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","1543","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","1543","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","1543","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1543","NULL"
"2013","NULL","alle","personer","15","voksne_videregaende","NULL","1545","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1545","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1545","NULL"
"2013","NULL","minoritet","prosent","13.3","voksne_videregaende","NULL","1545","NULL"
"2013","NULL","ikke_minoritet","personer","13","voksne_videregaende","NULL","1545","NULL"
"2013","NULL","ikke_minoritet","prosent","86.7","voksne_videregaende","NULL","1545","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","1546","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1546","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1546","NULL"
"2013","NULL","minoritet","prosent","25","voksne_videregaende","NULL","1546","NULL"
"2013","NULL","ikke_minoritet","personer","6","voksne_videregaende","NULL","1546","NULL"
"2013","NULL","ikke_minoritet","prosent","75","voksne_videregaende","NULL","1546","NULL"
"2013","NULL","alle","personer","13","voksne_videregaende","NULL","1547","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1547","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","1547","NULL"
"2013","NULL","minoritet","prosent","23.1","voksne_videregaende","NULL","1547","NULL"
"2013","NULL","ikke_minoritet","personer","10","voksne_videregaende","NULL","1547","NULL"
"2013","NULL","ikke_minoritet","prosent","76.9","voksne_videregaende","NULL","1547","NULL"
"2013","NULL","alle","personer","51","voksne_videregaende","NULL","1548","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1548","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1548","NULL"
"2013","NULL","minoritet","prosent","2","voksne_videregaende","NULL","1548","NULL"
"2013","NULL","ikke_minoritet","personer","50","voksne_videregaende","NULL","1548","NULL"
"2013","NULL","ikke_minoritet","prosent","98","voksne_videregaende","NULL","1548","NULL"
"2013","NULL","alle","personer","23","voksne_videregaende","NULL","1551","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1551","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","1551","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","1551","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","1551","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1551","NULL"
"2013","NULL","alle","personer","17","voksne_videregaende","NULL","1554","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1554","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1554","NULL"
"2013","NULL","minoritet","prosent","5.9","voksne_videregaende","NULL","1554","NULL"
"2013","NULL","ikke_minoritet","personer","16","voksne_videregaende","NULL","1554","NULL"
"2013","NULL","ikke_minoritet","prosent","94.1","voksne_videregaende","NULL","1554","NULL"
"2013","NULL","alle","personer","12","voksne_videregaende","NULL","1557","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1557","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","1557","NULL"
"2013","NULL","minoritet","prosent","41.7","voksne_videregaende","NULL","1557","NULL"
"2013","NULL","ikke_minoritet","personer","7","voksne_videregaende","NULL","1557","NULL"
"2013","NULL","ikke_minoritet","prosent","58.3","voksne_videregaende","NULL","1557","NULL"
"2013","NULL","alle","personer","16","voksne_videregaende","NULL","1560","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1560","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","1560","NULL"
"2013","NULL","minoritet","prosent","31.3","voksne_videregaende","NULL","1560","NULL"
"2013","NULL","ikke_minoritet","personer","11","voksne_videregaende","NULL","1560","NULL"
"2013","NULL","ikke_minoritet","prosent","68.7","voksne_videregaende","NULL","1560","NULL"
"2013","NULL","alle","personer","26","voksne_videregaende","NULL","1563","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1563","NULL"
"2013","NULL","minoritet","personer","12","voksne_videregaende","NULL","1563","NULL"
"2013","NULL","minoritet","prosent","46.2","voksne_videregaende","NULL","1563","NULL"
"2013","NULL","ikke_minoritet","personer","14","voksne_videregaende","NULL","1563","NULL"
"2013","NULL","ikke_minoritet","prosent","53.8","voksne_videregaende","NULL","1563","NULL"
"2013","NULL","alle","personer","20","voksne_videregaende","NULL","1566","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1566","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","1566","NULL"
"2013","NULL","minoritet","prosent","20","voksne_videregaende","NULL","1566","NULL"
"2013","NULL","ikke_minoritet","personer","16","voksne_videregaende","NULL","1566","NULL"
"2013","NULL","ikke_minoritet","prosent","80","voksne_videregaende","NULL","1566","NULL"
"2013","NULL","alle","personer","7","voksne_videregaende","NULL","1567","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1567","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","1567","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","1567","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","1567","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1567","NULL"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","1571","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1571","NULL"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","1571","NULL"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","1571","NULL"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","1571","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1571","NULL"
"2013","NULL","alle","personer","5","voksne_videregaende","NULL","1573","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1573","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","1573","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","1573","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","1573","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1573","NULL"
"2013","NULL","alle","personer","12","voksne_videregaende","NULL","1576","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1576","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1576","NULL"
"2013","NULL","minoritet","prosent","16.7","voksne_videregaende","NULL","1576","NULL"
"2013","NULL","ikke_minoritet","personer","10","voksne_videregaende","NULL","1576","NULL"
"2013","NULL","ikke_minoritet","prosent","83.3","voksne_videregaende","NULL","1576","NULL"
"2013","NULL","alle","personer","1030","voksne_videregaende","NULL","1601","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1601","NULL"
"2013","NULL","minoritet","personer","265","voksne_videregaende","NULL","1601","NULL"
"2013","NULL","minoritet","prosent","25.7","voksne_videregaende","NULL","1601","NULL"
"2013","NULL","ikke_minoritet","personer","765","voksne_videregaende","NULL","1601","NULL"
"2013","NULL","ikke_minoritet","prosent","74.3","voksne_videregaende","NULL","1601","NULL"
"2013","NULL","alle","personer","33","voksne_videregaende","NULL","1612","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1612","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","1612","NULL"
"2013","NULL","minoritet","prosent","15.2","voksne_videregaende","NULL","1612","NULL"
"2013","NULL","ikke_minoritet","personer","28","voksne_videregaende","NULL","1612","NULL"
"2013","NULL","ikke_minoritet","prosent","84.8","voksne_videregaende","NULL","1612","NULL"
"2013","NULL","alle","personer","4","voksne_videregaende","NULL","1613","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1613","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1613","NULL"
"2013","NULL","minoritet","prosent","25","voksne_videregaende","NULL","1613","NULL"
"2013","NULL","ikke_minoritet","personer","3","voksne_videregaende","NULL","1613","NULL"
"2013","NULL","ikke_minoritet","prosent","75","voksne_videregaende","NULL","1613","NULL"
"2013","NULL","alle","personer","21","voksne_videregaende","NULL","1617","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1617","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","1617","NULL"
"2013","NULL","minoritet","prosent","14.3","voksne_videregaende","NULL","1617","NULL"
"2013","NULL","ikke_minoritet","personer","18","voksne_videregaende","NULL","1617","NULL"
"2013","NULL","ikke_minoritet","prosent","85.7","voksne_videregaende","NULL","1617","NULL"
"2013","NULL","alle","personer","18","voksne_videregaende","NULL","1620","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1620","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1620","NULL"
"2013","NULL","minoritet","prosent","11.1","voksne_videregaende","NULL","1620","NULL"
"2013","NULL","ikke_minoritet","personer","16","voksne_videregaende","NULL","1620","NULL"
"2013","NULL","ikke_minoritet","prosent","88.9","voksne_videregaende","NULL","1620","NULL"
"2013","NULL","alle","personer","31","voksne_videregaende","NULL","1621","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1621","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","1621","NULL"
"2013","NULL","minoritet","prosent","3.2","voksne_videregaende","NULL","1621","NULL"
"2013","NULL","ikke_minoritet","personer","30","voksne_videregaende","NULL","1621","NULL"
"2013","NULL","ikke_minoritet","prosent","96.8","voksne_videregaende","NULL","1621","NULL"
"2013","NULL","alle","personer","5","voksne_videregaende","NULL","1622","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1622","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","1622","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","1622","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","1622","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1622","NULL"
"2013","NULL","alle","personer","40","voksne_videregaende","NULL","1624","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","1624","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","1624","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","1624","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","1624","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","1624","NULL"
"2013","NULL","alle","personer","24","voksne_videregaende","NULL","1627","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1627","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","1627","NULL"
"2013","NULL","minoritet","prosent","8.3","voksne_videregaende","NULL","1627","NULL"
"2013","NULL","ikke_minoritet","personer","22","voksne_videregaende","NULL","1627","NULL"
"2013","NULL","ikke_minoritet","prosent","91.7","voksne_videregaende","NULL","1627","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","1630","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","1630","NULL"
