"aar","bydel_nr","botid_5","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","1232","NULL"
"2013","NULL","0_4","personer","35","sysselsatte_botid","NULL","1233","NULL"
"2013","NULL","0_4","prosent","70","sysselsatte_botid","NULL","1233","NULL"
"2013","NULL","5_9","personer","9","sysselsatte_botid","NULL","1233","NULL"
"2013","NULL","5_9","prosent","75","sysselsatte_botid","NULL","1233","NULL"
"2013","NULL","10+","personer","24","sysselsatte_botid","NULL","1233","NULL"
"2013","NULL","10+","prosent","92.3","sysselsatte_botid","NULL","1233","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","1234","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","1234","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","1234","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","1234","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","1234","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","1234","NULL"
"2013","NULL","0_4","personer","228","sysselsatte_botid","NULL","1235","NULL"
"2013","NULL","0_4","prosent","60.8","sysselsatte_botid","NULL","1235","NULL"
"2013","NULL","5_9","personer","112","sysselsatte_botid","NULL","1235","NULL"
"2013","NULL","5_9","prosent","73.7","sysselsatte_botid","NULL","1235","NULL"
"2013","NULL","10+","personer","141","sysselsatte_botid","NULL","1235","NULL"
"2013","NULL","10+","prosent","73.1","sysselsatte_botid","NULL","1235","NULL"
"2013","NULL","0_4","personer","240","sysselsatte_botid","NULL","1238","NULL"
"2013","NULL","0_4","prosent","61.2","sysselsatte_botid","NULL","1238","NULL"
"2013","NULL","5_9","personer","126","sysselsatte_botid","NULL","1238","NULL"
"2013","NULL","5_9","prosent","73.7","sysselsatte_botid","NULL","1238","NULL"
"2013","NULL","10+","personer","67","sysselsatte_botid","NULL","1238","NULL"
"2013","NULL","10+","prosent","70.5","sysselsatte_botid","NULL","1238","NULL"
"2013","NULL","0_4","personer","64","sysselsatte_botid","NULL","1241","NULL"
"2013","NULL","0_4","prosent","73.6","sysselsatte_botid","NULL","1241","NULL"
"2013","NULL","5_9","personer","46","sysselsatte_botid","NULL","1241","NULL"
"2013","NULL","5_9","prosent","74.2","sysselsatte_botid","NULL","1241","NULL"
"2013","NULL","10+","personer","37","sysselsatte_botid","NULL","1241","NULL"
"2013","NULL","10+","prosent","75.5","sysselsatte_botid","NULL","1241","NULL"
"2013","NULL","0_4","personer","24","sysselsatte_botid","NULL","1242","NULL"
"2013","NULL","0_4","prosent","54.5","sysselsatte_botid","NULL","1242","NULL"
"2013","NULL","5_9","personer","27","sysselsatte_botid","NULL","1242","NULL"
"2013","NULL","5_9","prosent","77.1","sysselsatte_botid","NULL","1242","NULL"
"2013","NULL","10+","personer","31","sysselsatte_botid","NULL","1242","NULL"
"2013","NULL","10+","prosent","77.5","sysselsatte_botid","NULL","1242","NULL"
"2013","NULL","0_4","personer","428","sysselsatte_botid","NULL","1243","NULL"
"2013","NULL","0_4","prosent","66.7","sysselsatte_botid","NULL","1243","NULL"
"2013","NULL","5_9","personer","332","sysselsatte_botid","NULL","1243","NULL"
"2013","NULL","5_9","prosent","80.2","sysselsatte_botid","NULL","1243","NULL"
"2013","NULL","10+","personer","276","sysselsatte_botid","NULL","1243","NULL"
"2013","NULL","10+","prosent","71.1","sysselsatte_botid","NULL","1243","NULL"
"2013","NULL","0_4","personer","251","sysselsatte_botid","NULL","1244","NULL"
"2013","NULL","0_4","prosent","78","sysselsatte_botid","NULL","1244","NULL"
"2013","NULL","5_9","personer","46","sysselsatte_botid","NULL","1244","NULL"
"2013","NULL","5_9","prosent","86.8","sysselsatte_botid","NULL","1244","NULL"
"2013","NULL","10+","personer","47","sysselsatte_botid","NULL","1244","NULL"
"2013","NULL","10+","prosent","78.3","sysselsatte_botid","NULL","1244","NULL"
"2013","NULL","0_4","personer","138","sysselsatte_botid","NULL","1245","NULL"
"2013","NULL","0_4","prosent","63.6","sysselsatte_botid","NULL","1245","NULL"
"2013","NULL","5_9","personer","122","sysselsatte_botid","NULL","1245","NULL"
"2013","NULL","5_9","prosent","80.8","sysselsatte_botid","NULL","1245","NULL"
"2013","NULL","10+","personer","98","sysselsatte_botid","NULL","1245","NULL"
"2013","NULL","10+","prosent","74.2","sysselsatte_botid","NULL","1245","NULL"
"2013","NULL","0_4","personer","473","sysselsatte_botid","NULL","1246","NULL"
"2013","NULL","0_4","prosent","68.8","sysselsatte_botid","NULL","1246","NULL"
"2013","NULL","5_9","personer","299","sysselsatte_botid","NULL","1246","NULL"
"2013","NULL","5_9","prosent","78.7","sysselsatte_botid","NULL","1246","NULL"
"2013","NULL","10+","personer","355","sysselsatte_botid","NULL","1246","NULL"
"2013","NULL","10+","prosent","74.1","sysselsatte_botid","NULL","1246","NULL"
"2013","NULL","0_4","personer","433","sysselsatte_botid","NULL","1247","NULL"
"2013","NULL","0_4","prosent","65.3","sysselsatte_botid","NULL","1247","NULL"
"2013","NULL","5_9","personer","370","sysselsatte_botid","NULL","1247","NULL"
"2013","NULL","5_9","prosent","74.6","sysselsatte_botid","NULL","1247","NULL"
"2013","NULL","10+","personer","342","sysselsatte_botid","NULL","1247","NULL"
"2013","NULL","10+","prosent","73.2","sysselsatte_botid","NULL","1247","NULL"
"2013","NULL","0_4","personer","55","sysselsatte_botid","NULL","1251","NULL"
"2013","NULL","0_4","prosent","56.1","sysselsatte_botid","NULL","1251","NULL"
"2013","NULL","5_9","personer","55","sysselsatte_botid","NULL","1251","NULL"
"2013","NULL","5_9","prosent","77.5","sysselsatte_botid","NULL","1251","NULL"
"2013","NULL","10+","personer","33","sysselsatte_botid","NULL","1251","NULL"
"2013","NULL","10+","prosent","73.3","sysselsatte_botid","NULL","1251","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","1252","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","1252","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","1252","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","1252","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","1252","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","1252","NULL"
"2013","NULL","0_4","personer","124","sysselsatte_botid","NULL","1253","NULL"
"2013","NULL","0_4","prosent","63.9","sysselsatte_botid","NULL","1253","NULL"
"2013","NULL","5_9","personer","146","sysselsatte_botid","NULL","1253","NULL"
"2013","NULL","5_9","prosent","80.2","sysselsatte_botid","NULL","1253","NULL"
"2013","NULL","10+","personer","63","sysselsatte_botid","NULL","1253","NULL"
"2013","NULL","10+","prosent","70.8","sysselsatte_botid","NULL","1253","NULL"
"2013","NULL","0_4","personer","159","sysselsatte_botid","NULL","1256","NULL"
"2013","NULL","0_4","prosent","67.4","sysselsatte_botid","NULL","1256","NULL"
"2013","NULL","5_9","personer","91","sysselsatte_botid","NULL","1256","NULL"
"2013","NULL","5_9","prosent","85","sysselsatte_botid","NULL","1256","NULL"
"2013","NULL","10+","personer","79","sysselsatte_botid","NULL","1256","NULL"
"2013","NULL","10+","prosent","75.2","sysselsatte_botid","NULL","1256","NULL"
"2013","NULL","0_4","personer","98","sysselsatte_botid","NULL","1259","NULL"
"2013","NULL","0_4","prosent","60.1","sysselsatte_botid","NULL","1259","NULL"
"2013","NULL","5_9","personer","67","sysselsatte_botid","NULL","1259","NULL"
"2013","NULL","5_9","prosent","80.7","sysselsatte_botid","NULL","1259","NULL"
"2013","NULL","10+","personer","70","sysselsatte_botid","NULL","1259","NULL"
"2013","NULL","10+","prosent","74.5","sysselsatte_botid","NULL","1259","NULL"
"2013","NULL","0_4","personer","129","sysselsatte_botid","NULL","1260","NULL"
"2013","NULL","0_4","prosent","70.1","sysselsatte_botid","NULL","1260","NULL"
"2013","NULL","5_9","personer","117","sysselsatte_botid","NULL","1260","NULL"
"2013","NULL","5_9","prosent","80.7","sysselsatte_botid","NULL","1260","NULL"
"2013","NULL","10+","personer","33","sysselsatte_botid","NULL","1260","NULL"
"2013","NULL","10+","prosent","73.3","sysselsatte_botid","NULL","1260","NULL"
"2013","NULL","0_4","personer","286","sysselsatte_botid","NULL","1263","NULL"
"2013","NULL","0_4","prosent","67","sysselsatte_botid","NULL","1263","NULL"
"2013","NULL","5_9","personer","209","sysselsatte_botid","NULL","1263","NULL"
"2013","NULL","5_9","prosent","78.3","sysselsatte_botid","NULL","1263","NULL"
"2013","NULL","10+","personer","118","sysselsatte_botid","NULL","1263","NULL"
"2013","NULL","10+","prosent","74.2","sysselsatte_botid","NULL","1263","NULL"
"2013","NULL","0_4","personer","108","sysselsatte_botid","NULL","1264","NULL"
"2013","NULL","0_4","prosent","67.1","sysselsatte_botid","NULL","1264","NULL"
"2013","NULL","5_9","personer","75","sysselsatte_botid","NULL","1264","NULL"
"2013","NULL","5_9","prosent","89.3","sysselsatte_botid","NULL","1264","NULL"
"2013","NULL","10+","personer","25","sysselsatte_botid","NULL","1264","NULL"
"2013","NULL","10+","prosent","78.1","sysselsatte_botid","NULL","1264","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","1265","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","1265","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","1265","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","1265","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","1265","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","1265","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","1266","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","1266","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","1266","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","1266","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","1266","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","1266","NULL"
"2013","NULL","0_4","personer","283","sysselsatte_botid","NULL","1401","NULL"
"2013","NULL","0_4","prosent","54.4","sysselsatte_botid","NULL","1401","NULL"
"2013","NULL","5_9","personer","129","sysselsatte_botid","NULL","1401","NULL"
"2013","NULL","5_9","prosent","75.9","sysselsatte_botid","NULL","1401","NULL"
"2013","NULL","10+","personer","232","sysselsatte_botid","NULL","1401","NULL"
"2013","NULL","10+","prosent","78.1","sysselsatte_botid","NULL","1401","NULL"
"2013","NULL","0_4","personer","88","sysselsatte_botid","NULL","1411","NULL"
"2013","NULL","0_4","prosent","81.5","sysselsatte_botid","NULL","1411","NULL"
"2013","NULL","5_9","personer","21","sysselsatte_botid","NULL","1411","NULL"
"2013","NULL","5_9","prosent","87.5","sysselsatte_botid","NULL","1411","NULL"
"2013","NULL","10+","personer","11","sysselsatte_botid","NULL","1411","NULL"
"2013","NULL","10+","prosent","64.7","sysselsatte_botid","NULL","1411","NULL"
"2013","NULL","0_4","personer","26","sysselsatte_botid","NULL","1412","NULL"
"2013","NULL","0_4","prosent","72.2","sysselsatte_botid","NULL","1412","NULL"
"2013","NULL","5_9","personer","18","sysselsatte_botid","NULL","1412","NULL"
"2013","NULL","5_9","prosent","90","sysselsatte_botid","NULL","1412","NULL"
"2013","NULL","10+","personer","7","sysselsatte_botid","NULL","1412","NULL"
"2013","NULL","10+","prosent","77.8","sysselsatte_botid","NULL","1412","NULL"
"2013","NULL","0_4","personer","28","sysselsatte_botid","NULL","1413","NULL"
"2013","NULL","0_4","prosent","65.1","sysselsatte_botid","NULL","1413","NULL"
"2013","NULL","5_9","personer","33","sysselsatte_botid","NULL","1413","NULL"
"2013","NULL","5_9","prosent","97.1","sysselsatte_botid","NULL","1413","NULL"
"2013","NULL","10+","personer","26","sysselsatte_botid","NULL","1413","NULL"
"2013","NULL","10+","prosent","81.3","sysselsatte_botid","NULL","1413","NULL"
"2013","NULL","0_4","personer","66","sysselsatte_botid","NULL","1416","NULL"
"2013","NULL","0_4","prosent","67.3","sysselsatte_botid","NULL","1416","NULL"
"2013","NULL","5_9","personer","42","sysselsatte_botid","NULL","1416","NULL"
"2013","NULL","5_9","prosent","73.7","sysselsatte_botid","NULL","1416","NULL"
"2013","NULL","10+","personer","73","sysselsatte_botid","NULL","1416","NULL"
"2013","NULL","10+","prosent","83.9","sysselsatte_botid","NULL","1416","NULL"
"2013","NULL","0_4","personer","66","sysselsatte_botid","NULL","1417","NULL"
"2013","NULL","0_4","prosent","71.7","sysselsatte_botid","NULL","1417","NULL"
"2013","NULL","5_9","personer","50","sysselsatte_botid","NULL","1417","NULL"
"2013","NULL","5_9","prosent","89.3","sysselsatte_botid","NULL","1417","NULL"
"2013","NULL","10+","personer","21","sysselsatte_botid","NULL","1417","NULL"
"2013","NULL","10+","prosent","77.8","sysselsatte_botid","NULL","1417","NULL"
"2013","NULL","0_4","personer","49","sysselsatte_botid","NULL","1418","NULL"
"2013","NULL","0_4","prosent","75.4","sysselsatte_botid","NULL","1418","NULL"
"2013","NULL","5_9","personer","16","sysselsatte_botid","NULL","1418","NULL"
"2013","NULL","5_9","prosent","88.9","sysselsatte_botid","NULL","1418","NULL"
"2013","NULL","10+","personer","54","sysselsatte_botid","NULL","1418","NULL"
"2013","NULL","10+","prosent","91.5","sysselsatte_botid","NULL","1418","NULL"
"2013","NULL","0_4","personer","36","sysselsatte_botid","NULL","1419","NULL"
"2013","NULL","0_4","prosent","70.6","sysselsatte_botid","NULL","1419","NULL"
"2013","NULL","5_9","personer","22","sysselsatte_botid","NULL","1419","NULL"
"2013","NULL","5_9","prosent","95.7","sysselsatte_botid","NULL","1419","NULL"
"2013","NULL","10+","personer","16","sysselsatte_botid","NULL","1419","NULL"
"2013","NULL","10+","prosent","80","sysselsatte_botid","NULL","1419","NULL"
"2013","NULL","0_4","personer","194","sysselsatte_botid","NULL","1420","NULL"
"2013","NULL","0_4","prosent","51.9","sysselsatte_botid","NULL","1420","NULL"
"2013","NULL","5_9","personer","67","sysselsatte_botid","NULL","1420","NULL"
"2013","NULL","5_9","prosent","76.1","sysselsatte_botid","NULL","1420","NULL"
"2013","NULL","10+","personer","83","sysselsatte_botid","NULL","1420","NULL"
"2013","NULL","10+","prosent","85.6","sysselsatte_botid","NULL","1420","NULL"
"2013","NULL","0_4","personer","57","sysselsatte_botid","NULL","1421","NULL"
"2013","NULL","0_4","prosent","72.2","sysselsatte_botid","NULL","1421","NULL"
"2013","NULL","5_9","personer","11","sysselsatte_botid","NULL","1421","NULL"
"2013","NULL","5_9","prosent","78.6","sysselsatte_botid","NULL","1421","NULL"
"2013","NULL","10+","personer","26","sysselsatte_botid","NULL","1421","NULL"
"2013","NULL","10+","prosent","81.3","sysselsatte_botid","NULL","1421","NULL"
"2013","NULL","0_4","personer","40","sysselsatte_botid","NULL","1422","NULL"
"2013","NULL","0_4","prosent","75.5","sysselsatte_botid","NULL","1422","NULL"
"2013","NULL","5_9","personer","11","sysselsatte_botid","NULL","1422","NULL"
"2013","NULL","5_9","prosent","84.6","sysselsatte_botid","NULL","1422","NULL"
"2013","NULL","10+","personer","41","sysselsatte_botid","NULL","1422","NULL"
"2013","NULL","10+","prosent","82","sysselsatte_botid","NULL","1422","NULL"
"2013","NULL","0_4","personer","125","sysselsatte_botid","NULL","1424","NULL"
"2013","NULL","0_4","prosent","61","sysselsatte_botid","NULL","1424","NULL"
"2013","NULL","5_9","personer","80","sysselsatte_botid","NULL","1424","NULL"
"2013","NULL","5_9","prosent","73.4","sysselsatte_botid","NULL","1424","NULL"
"2013","NULL","10+","personer","70","sysselsatte_botid","NULL","1424","NULL"
"2013","NULL","10+","prosent","70.7","sysselsatte_botid","NULL","1424","NULL"
"2013","NULL","0_4","personer","88","sysselsatte_botid","NULL","1426","NULL"
"2013","NULL","0_4","prosent","71","sysselsatte_botid","NULL","1426","NULL"
"2013","NULL","5_9","personer","39","sysselsatte_botid","NULL","1426","NULL"
"2013","NULL","5_9","prosent","88.6","sysselsatte_botid","NULL","1426","NULL"
"2013","NULL","10+","personer","52","sysselsatte_botid","NULL","1426","NULL"
"2013","NULL","10+","prosent","82.5","sysselsatte_botid","NULL","1426","NULL"
"2013","NULL","0_4","personer","37","sysselsatte_botid","NULL","1428","NULL"
"2013","NULL","0_4","prosent","64.9","sysselsatte_botid","NULL","1428","NULL"
"2013","NULL","5_9","personer","23","sysselsatte_botid","NULL","1428","NULL"
"2013","NULL","5_9","prosent","79.3","sysselsatte_botid","NULL","1428","NULL"
"2013","NULL","10+","personer","23","sysselsatte_botid","NULL","1428","NULL"
"2013","NULL","10+","prosent","67.6","sysselsatte_botid","NULL","1428","NULL"
"2013","NULL","0_4","personer","29","sysselsatte_botid","NULL","1429","NULL"
"2013","NULL","0_4","prosent","36.3","sysselsatte_botid","NULL","1429","NULL"
"2013","NULL","5_9","personer","28","sysselsatte_botid","NULL","1429","NULL"
"2013","NULL","5_9","prosent","75.7","sysselsatte_botid","NULL","1429","NULL"
"2013","NULL","10+","personer","42","sysselsatte_botid","NULL","1429","NULL"
"2013","NULL","10+","prosent","76.4","sysselsatte_botid","NULL","1429","NULL"
"2013","NULL","0_4","personer","72","sysselsatte_botid","NULL","1430","NULL"
"2013","NULL","0_4","prosent","80","sysselsatte_botid","NULL","1430","NULL"
"2013","NULL","5_9","personer","27","sysselsatte_botid","NULL","1430","NULL"
"2013","NULL","5_9","prosent","90","sysselsatte_botid","NULL","1430","NULL"
"2013","NULL","10+","personer","23","sysselsatte_botid","NULL","1430","NULL"
"2013","NULL","10+","prosent","85.2","sysselsatte_botid","NULL","1430","NULL"
"2013","NULL","0_4","personer","75","sysselsatte_botid","NULL","1431","NULL"
"2013","NULL","0_4","prosent","52.4","sysselsatte_botid","NULL","1431","NULL"
"2013","NULL","5_9","personer","18","sysselsatte_botid","NULL","1431","NULL"
"2013","NULL","5_9","prosent","72","sysselsatte_botid","NULL","1431","NULL"
"2013","NULL","10+","personer","23","sysselsatte_botid","NULL","1431","NULL"
"2013","NULL","10+","prosent","82.1","sysselsatte_botid","NULL","1431","NULL"
"2013","NULL","0_4","personer","301","sysselsatte_botid","NULL","1432","NULL"
"2013","NULL","0_4","prosent","65.7","sysselsatte_botid","NULL","1432","NULL"
"2013","NULL","5_9","personer","132","sysselsatte_botid","NULL","1432","NULL"
"2013","NULL","5_9","prosent","82.5","sysselsatte_botid","NULL","1432","NULL"
"2013","NULL","10+","personer","178","sysselsatte_botid","NULL","1432","NULL"
"2013","NULL","10+","prosent","78.8","sysselsatte_botid","NULL","1432","NULL"
"2013","NULL","0_4","personer","51","sysselsatte_botid","NULL","1433","NULL"
"2013","NULL","0_4","prosent","83.6","sysselsatte_botid","NULL","1433","NULL"
"2013","NULL","5_9","personer","18","sysselsatte_botid","NULL","1433","NULL"
"2013","NULL","5_9","prosent","81.8","sysselsatte_botid","NULL","1433","NULL"
"2013","NULL","10+","personer","24","sysselsatte_botid","NULL","1433","NULL"
"2013","NULL","10+","prosent","82.8","sysselsatte_botid","NULL","1433","NULL"
"2013","NULL","0_4","personer","128","sysselsatte_botid","NULL","1438","NULL"
"2013","NULL","0_4","prosent","57.7","sysselsatte_botid","NULL","1438","NULL"
"2013","NULL","5_9","personer","73","sysselsatte_botid","NULL","1438","NULL"
"2013","NULL","5_9","prosent","80.2","sysselsatte_botid","NULL","1438","NULL"
"2013","NULL","10+","personer","64","sysselsatte_botid","NULL","1438","NULL"
"2013","NULL","10+","prosent","78","sysselsatte_botid","NULL","1438","NULL"
"2013","NULL","0_4","personer","183","sysselsatte_botid","NULL","1439","NULL"
"2013","NULL","0_4","prosent","65.6","sysselsatte_botid","NULL","1439","NULL"
"2013","NULL","5_9","personer","55","sysselsatte_botid","NULL","1439","NULL"
"2013","NULL","5_9","prosent","75.3","sysselsatte_botid","NULL","1439","NULL"
"2013","NULL","10+","personer","123","sysselsatte_botid","NULL","1439","NULL"
"2013","NULL","10+","prosent","81.5","sysselsatte_botid","NULL","1439","NULL"
"2013","NULL","0_4","personer","35","sysselsatte_botid","NULL","1441","NULL"
"2013","NULL","0_4","prosent","63.6","sysselsatte_botid","NULL","1441","NULL"
"2013","NULL","5_9","personer","30","sysselsatte_botid","NULL","1441","NULL"
"2013","NULL","5_9","prosent","83.3","sysselsatte_botid","NULL","1441","NULL"
"2013","NULL","10+","personer","37","sysselsatte_botid","NULL","1441","NULL"
"2013","NULL","10+","prosent","88.1","sysselsatte_botid","NULL","1441","NULL"
"2013","NULL","0_4","personer","101","sysselsatte_botid","NULL","1443","NULL"
"2013","NULL","0_4","prosent","66.9","sysselsatte_botid","NULL","1443","NULL"
"2013","NULL","5_9","personer","45","sysselsatte_botid","NULL","1443","NULL"
"2013","NULL","5_9","prosent","78.9","sysselsatte_botid","NULL","1443","NULL"
"2013","NULL","10+","personer","73","sysselsatte_botid","NULL","1443","NULL"
"2013","NULL","10+","prosent","70.9","sysselsatte_botid","NULL","1443","NULL"
"2013","NULL","0_4","personer","27","sysselsatte_botid","NULL","1444","NULL"
"2013","NULL","0_4","prosent","90","sysselsatte_botid","NULL","1444","NULL"
"2013","NULL","5_9","personer","11","sysselsatte_botid","NULL","1444","NULL"
"2013","NULL","5_9","prosent","78.6","sysselsatte_botid","NULL","1444","NULL"
"2013","NULL","10+","personer","15","sysselsatte_botid","NULL","1444","NULL"
"2013","NULL","10+","prosent","88.2","sysselsatte_botid","NULL","1444","NULL"
"2013","NULL","0_4","personer","109","sysselsatte_botid","NULL","1445","NULL"
"2013","NULL","0_4","prosent","79.6","sysselsatte_botid","NULL","1445","NULL"
"2013","NULL","5_9","personer","60","sysselsatte_botid","NULL","1445","NULL"
"2013","NULL","5_9","prosent","83.3","sysselsatte_botid","NULL","1445","NULL"
"2013","NULL","10+","personer","38","sysselsatte_botid","NULL","1445","NULL"
"2013","NULL","10+","prosent","74.5","sysselsatte_botid","NULL","1445","NULL"
"2013","NULL","0_4","personer","294","sysselsatte_botid","NULL","1449","NULL"
"2013","NULL","0_4","prosent","66.8","sysselsatte_botid","NULL","1449","NULL"
"2013","NULL","5_9","personer","187","sysselsatte_botid","NULL","1449","NULL"
"2013","NULL","5_9","prosent","85","sysselsatte_botid","NULL","1449","NULL"
"2013","NULL","10+","personer","116","sysselsatte_botid","NULL","1449","NULL"
"2013","NULL","10+","prosent","78.4","sysselsatte_botid","NULL","1449","NULL"
"2013","NULL","0_4","personer","689","sysselsatte_botid","NULL","1502","NULL"
"2013","NULL","0_4","prosent","62.2","sysselsatte_botid","NULL","1502","NULL"
"2013","NULL","5_9","personer","320","sysselsatte_botid","NULL","1502","NULL"
"2013","NULL","5_9","prosent","80.4","sysselsatte_botid","NULL","1502","NULL"
"2013","NULL","10+","personer","383","sysselsatte_botid","NULL","1502","NULL"
"2013","NULL","10+","prosent","78.2","sysselsatte_botid","NULL","1502","NULL"
"2013","NULL","0_4","personer","1542","sysselsatte_botid","NULL","1504","NULL"
"2013","NULL","0_4","prosent","68","sysselsatte_botid","NULL","1504","NULL"
"2013","NULL","5_9","personer","715","sysselsatte_botid","NULL","1504","NULL"
"2013","NULL","5_9","prosent","78.1","sysselsatte_botid","NULL","1504","NULL"
"2013","NULL","10+","personer","789","sysselsatte_botid","NULL","1504","NULL"
"2013","NULL","10+","prosent","73.3","sysselsatte_botid","NULL","1504","NULL"
"2013","NULL","0_4","personer","617","sysselsatte_botid","NULL","1505","NULL"
"2013","NULL","0_4","prosent","61","sysselsatte_botid","NULL","1505","NULL"
"2013","NULL","5_9","personer","389","sysselsatte_botid","NULL","1505","NULL"
"2013","NULL","5_9","prosent","79.1","sysselsatte_botid","NULL","1505","NULL"
"2013","NULL","10+","personer","332","sysselsatte_botid","NULL","1505","NULL"
"2013","NULL","10+","prosent","69.6","sysselsatte_botid","NULL","1505","NULL"
"2013","NULL","0_4","personer","54","sysselsatte_botid","NULL","1511","NULL"
"2013","NULL","0_4","prosent","68.4","sysselsatte_botid","NULL","1511","NULL"
"2013","NULL","5_9","personer","27","sysselsatte_botid","NULL","1511","NULL"
"2013","NULL","5_9","prosent","93.1","sysselsatte_botid","NULL","1511","NULL"
"2013","NULL","10+","personer","22","sysselsatte_botid","NULL","1511","NULL"
"2013","NULL","10+","prosent","68.8","sysselsatte_botid","NULL","1511","NULL"
"2013","NULL","0_4","personer","180","sysselsatte_botid","NULL","1514","NULL"
"2013","NULL","0_4","prosent","81.4","sysselsatte_botid","NULL","1514","NULL"
"2013","NULL","5_9","personer","61","sysselsatte_botid","NULL","1514","NULL"
"2013","NULL","5_9","prosent","85.9","sysselsatte_botid","NULL","1514","NULL"
"2013","NULL","10+","personer","28","sysselsatte_botid","NULL","1514","NULL"
"2013","NULL","10+","prosent","77.8","sysselsatte_botid","NULL","1514","NULL"
"2013","NULL","0_4","personer","356","sysselsatte_botid","NULL","1515","NULL"
"2013","NULL","0_4","prosent","78.2","sysselsatte_botid","NULL","1515","NULL"
"2013","NULL","5_9","personer","89","sysselsatte_botid","NULL","1515","NULL"
"2013","NULL","5_9","prosent","75.4","sysselsatte_botid","NULL","1515","NULL"
"2013","NULL","10+","personer","99","sysselsatte_botid","NULL","1515","NULL"
"2013","NULL","10+","prosent","71.2","sysselsatte_botid","NULL","1515","NULL"
"2013","NULL","0_4","personer","499","sysselsatte_botid","NULL","1516","NULL"
"2013","NULL","0_4","prosent","73.4","sysselsatte_botid","NULL","1516","NULL"
"2013","NULL","5_9","personer","110","sysselsatte_botid","NULL","1516","NULL"
"2013","NULL","5_9","prosent","82.1","sysselsatte_botid","NULL","1516","NULL"
"2013","NULL","10+","personer","145","sysselsatte_botid","NULL","1516","NULL"
"2013","NULL","10+","prosent","77.5","sysselsatte_botid","NULL","1516","NULL"
"2013","NULL","0_4","personer","174","sysselsatte_botid","NULL","1517","NULL"
"2013","NULL","0_4","prosent","66.2","sysselsatte_botid","NULL","1517","NULL"
"2013","NULL","5_9","personer","116","sysselsatte_botid","NULL","1517","NULL"
"2013","NULL","5_9","prosent","80","sysselsatte_botid","NULL","1517","NULL"
"2013","NULL","10+","personer","126","sysselsatte_botid","NULL","1517","NULL"
"2013","NULL","10+","prosent","84.6","sysselsatte_botid","NULL","1517","NULL"
"2013","NULL","0_4","personer","148","sysselsatte_botid","NULL","1519","NULL"
"2013","NULL","0_4","prosent","45.3","sysselsatte_botid","NULL","1519","NULL"
"2013","NULL","5_9","personer","76","sysselsatte_botid","NULL","1519","NULL"
"2013","NULL","5_9","prosent","74.5","sysselsatte_botid","NULL","1519","NULL"
"2013","NULL","10+","personer","113","sysselsatte_botid","NULL","1519","NULL"
"2013","NULL","10+","prosent","74.3","sysselsatte_botid","NULL","1519","NULL"
"2013","NULL","0_4","personer","179","sysselsatte_botid","NULL","1520","NULL"
"2013","NULL","0_4","prosent","64.4","sysselsatte_botid","NULL","1520","NULL"
"2013","NULL","5_9","personer","100","sysselsatte_botid","NULL","1520","NULL"
"2013","NULL","5_9","prosent","75.8","sysselsatte_botid","NULL","1520","NULL"
"2013","NULL","10+","personer","111","sysselsatte_botid","NULL","1520","NULL"
"2013","NULL","10+","prosent","79.3","sysselsatte_botid","NULL","1520","NULL"
"2013","NULL","0_4","personer","58","sysselsatte_botid","NULL","1523","NULL"
"2013","NULL","0_4","prosent","59.2","sysselsatte_botid","NULL","1523","NULL"
"2013","NULL","5_9","personer","50","sysselsatte_botid","NULL","1523","NULL"
"2013","NULL","5_9","prosent","74.6","sysselsatte_botid","NULL","1523","NULL"
"2013","NULL","10+","personer","56","sysselsatte_botid","NULL","1523","NULL"
